pair_id,delta_active_tokens,delta_wwm_mass,delta_whole_word_copy_frac,delta_complete_bpe_copy_frac,delta_contentlike_frac,delta_counterpart_any_visible_frac,delta_active_absent,delta_targets_absent,delta_active_prefix_only,delta_targets_prefix_only,delta_active_tail_only,delta_targets_tail_only,delta_active_both_prefix_tail,delta_targets_both_prefix_tail
compact:frontier_consolidation_fwcompact_medium_017773,3.0,3.0,-0.0714285714285714,-0.2142857142857143,0.2142857142857143,-0.0714285714285714,2.0,1.0,-9.0,-7.0,11.0,7.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_017775,1.0,1.0,-0.15384615384615385,-0.15384615384615385,0.07692307692307687,-0.15384615384615385,3.0,2.0,-7.0,-6.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017777,0.0,0.0,-0.23076923076923073,-0.3846153846153846,0.15384615384615385,-0.23076923076923073,3.0,3.0,-8.0,-7.0,6.0,5.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_017779,0.0,0.0,-0.09999999999999998,-0.19999999999999996,0.0,-0.09999999999999998,1.0,1.0,-9.0,-8.0,8.0,7.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017781,3.0,3.0,-0.17647058823529416,-0.47058823529411764,0.23529411764705882,-0.17647058823529416,3.0,3.0,-8.0,-8.0,8.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017784,1.0,1.0,-0.19999999999999996,-0.7,0.30000000000000004,-0.19999999999999996,4.0,2.0,-5.0,-3.0,3.0,2.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_017785,5.0,5.0,-0.23076923076923073,-0.6923076923076923,0.15384615384615385,-0.23076923076923073,4.0,3.0,-5.0,-7.0,6.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017793,1.0,1.0,-0.06666666666666665,-0.2666666666666667,0.1333333333333333,-0.06666666666666665,1.0,1.0,-5.0,-5.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017826,7.0,7.0,-0.09090909090909094,-0.2272727272727273,0.2727272727272728,-0.09090909090909094,2.0,2.0,-7.0,-7.0,12.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017827,1.0,1.0,-0.09677419354838712,-0.12903225806451613,0.06451612903225812,-0.09677419354838712,4.0,3.0,-12.0,-11.0,8.0,7.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_017830,3.0,3.0,0.0,-0.18181818181818177,0.09090909090909094,0.0,0.0,0.0,-2.0,-4.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017832,1.0,1.0,0.0,-0.19999999999999996,0.10000000000000009,0.0,0.0,0.0,-5.0,-5.0,6.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017835,4.0,4.0,-0.1428571428571429,-0.19047619047619047,0.1428571428571429,-0.1428571428571429,5.0,3.0,-6.0,-7.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017843,1.0,1.0,0.0,-0.16666666666666663,0.3333333333333333,0.0,0.0,0.0,-3.0,-2.0,4.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017847,-4.0,-4.0,-0.35,-0.4,0.19999999999999996,-0.35,18.0,7.0,-30.0,-13.0,8.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017848,-2.0,-2.0,-0.25,-0.33333333333333337,0.08333333333333326,-0.25,4.0,3.0,-11.0,-7.0,7.0,5.0,-2.0,-1.0
compact:frontier_consolidation_fwcompact_medium_017863,1.0,1.0,-0.4444444444444444,-0.7777777777777778,0.11111111111111105,-0.4444444444444444,7.0,4.0,-8.0,-6.0,2.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017865,4.0,4.0,-0.11764705882352944,-0.17647058823529416,0.17647058823529405,-0.11764705882352944,6.0,2.0,-3.0,-3.0,3.0,3.0,-2.0,-2.0
compact:frontier_consolidation_fwcompact_medium_017870,1.0,1.0,-0.375,-0.375,0.375,-0.375,4.0,3.0,-6.0,-5.0,4.0,3.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_017874,3.0,3.0,-0.05555555555555558,-0.05555555555555558,0.16666666666666663,-0.05555555555555558,1.0,1.0,-6.0,-5.0,5.0,2.0,3.0,2.0
compact:frontier_consolidation_fwcompact_medium_017875,4.0,4.0,-0.19999999999999996,-0.19999999999999996,0.09999999999999998,-0.19999999999999996,4.0,2.0,-5.0,-5.0,5.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017876,4.0,4.0,-0.36363636363636365,-0.36363636363636365,0.09090909090909094,-0.36363636363636365,4.0,4.0,-8.0,-7.0,8.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017884,7.0,7.0,-0.2666666666666667,-0.2666666666666667,0.2,-0.2666666666666667,8.0,4.0,-10.0,-6.0,9.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017885,9.0,9.0,-0.25,-0.33333333333333337,0.24999999999999994,-0.25,11.0,3.0,-5.0,-5.0,4.0,3.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_017887,0.0,0.0,-0.09090909090909094,-0.09090909090909094,-0.09090909090909088,-0.09090909090909094,1.0,1.0,-5.0,-4.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017889,0.0,0.0,-0.09999999999999998,-0.5,0.2,-0.09999999999999998,1.0,1.0,0.0,0.0,1.0,1.0,-2.0,-2.0
compact:frontier_consolidation_fwcompact_medium_017895,2.0,2.0,-0.125,-0.3125,0.1875,-0.125,2.0,2.0,-6.0,-6.0,5.0,4.0,1.0,0.0
compact:frontier_consolidation_fwcompact_medium_017899,1.0,1.0,-0.25,-0.33333333333333337,0.08333333333333337,-0.25,3.0,3.0,-1.0,-2.0,0.0,0.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_017905,4.0,5.0,-0.2857142857142857,-0.2857142857142857,0.09523809523809523,-0.2857142857142857,10.0,6.0,-17.0,-12.0,11.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017907,6.0,6.0,-0.12,-0.12,0.12,-0.12,4.0,3.0,-7.0,-6.0,12.0,6.0,-3.0,-3.0
compact:frontier_consolidation_fwcompact_medium_017917,2.0,2.0,0.0,-0.25,0.08333333333333326,0.0,0.0,0.0,-1.0,-1.0,5.0,3.0,-2.0,-2.0
compact:frontier_consolidation_fwcompact_medium_017919,6.0,6.0,-0.33333333333333337,-0.41666666666666663,0.16666666666666663,-0.33333333333333337,12.0,8.0,-8.0,-9.0,5.0,4.0,-3.0,-3.0
compact:frontier_consolidation_fwcompact_medium_017920,-2.0,-2.0,-0.09090909090909094,-0.2727272727272727,0.18181818181818177,-0.09090909090909094,1.0,1.0,-5.0,-2.0,2.0,1.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017924,1.0,1.0,-0.16666666666666663,-0.2222222222222222,0.11111111111111105,-0.16666666666666663,4.0,3.0,-7.0,-6.0,3.0,2.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_017942,0.0,1.0,-0.125,-0.1875,0.0625,-0.125,2.0,2.0,-10.0,-9.0,6.0,5.0,2.0,2.0
compact:frontier_consolidation_fwcompact_medium_017955,0.0,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,0.0,-9.0,-6.0,6.0,5.0,3.0,1.0
compact:frontier_consolidation_fwcompact_medium_017956,1.0,1.0,-0.17647058823529416,-0.17647058823529416,0.05882352941176472,-0.17647058823529416,3.0,3.0,-4.0,-4.0,5.0,3.0,-3.0,-2.0
compact:frontier_consolidation_fwcompact_medium_017958,-1.0,-1.0,-0.25,-0.375,0.125,-0.25,9.0,6.0,-13.0,-6.0,6.0,4.0,-3.0,-4.0
compact:frontier_consolidation_fwcompact_medium_017964,1.0,1.0,-0.25,-0.625,0.25,-0.25,2.0,2.0,-3.0,-3.0,2.0,1.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017966,4.0,4.0,-0.16666666666666663,-0.16666666666666663,0.25000000000000006,-0.16666666666666663,2.0,2.0,-5.0,-5.0,7.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017977,0.0,0.0,-0.23076923076923073,-0.46153846153846156,0.0,-0.23076923076923073,3.0,3.0,-9.0,-8.0,6.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017986,6.0,6.0,-0.16666666666666663,-0.16666666666666663,0.16666666666666663,-0.16666666666666663,2.0,2.0,-7.0,-6.0,11.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017992,3.0,3.0,-0.11111111111111116,-0.33333333333333337,0.1111111111111111,-0.11111111111111116,3.0,1.0,-6.0,-5.0,6.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_017994,2.0,2.0,-0.2666666666666667,-0.33333333333333337,0.1333333333333333,-0.2666666666666667,5.0,4.0,-8.0,-8.0,6.0,5.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_017999,1.0,1.0,-0.125,-0.125,0.0,-0.125,1.0,1.0,-2.0,-2.0,2.0,1.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018002,3.0,3.0,-0.125,-0.125,0.25,-0.125,3.0,2.0,-5.0,-4.0,7.0,4.0,-2.0,-2.0
compact:frontier_consolidation_fwcompact_medium_018005,6.0,6.0,-0.2666666666666667,-0.33333333333333337,0.3333333333333333,-0.2666666666666667,6.0,4.0,-9.0,-10.0,9.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018013,1.0,1.0,-0.10526315789473684,-0.10526315789473684,0.10526315789473684,-0.10526315789473684,2.0,2.0,-8.0,-6.0,6.0,3.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_018016,1.0,1.0,-0.3076923076923077,-0.46153846153846156,0.07692307692307698,-0.3076923076923077,6.0,4.0,-8.0,-6.0,3.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018021,2.0,2.0,0.0,-0.19999999999999996,0.4,0.0,0.0,0.0,-4.0,-4.0,6.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018026,3.0,3.0,-0.30000000000000004,-0.35,0.19999999999999996,-0.30000000000000004,8.0,6.0,-12.0,-10.0,10.0,7.0,-3.0,-3.0
compact:frontier_consolidation_fwcompact_medium_018032,9.0,9.0,-0.15000000000000002,-0.15000000000000002,0.19999999999999996,-0.15000000000000002,3.0,3.0,-9.0,-9.0,16.0,7.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018035,3.0,3.0,-0.10526315789473684,-0.10526315789473684,0.10526315789473684,-0.10526315789473684,2.0,2.0,-5.0,-5.0,7.0,4.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018036,1.0,1.0,0.0,-0.16666666666666663,0.4166666666666667,0.0,0.0,0.0,-9.0,-7.0,11.0,8.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018039,2.0,2.0,-0.4,-0.5,0.20000000000000007,-0.4,6.0,4.0,-10.0,-7.0,7.0,4.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018042,1.0,1.0,-0.1333333333333333,-0.19999999999999996,0.0,-0.1333333333333333,3.0,2.0,-4.0,-4.0,2.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018049,5.0,5.0,-0.25,-0.25,0.125,-0.25,2.0,2.0,-4.0,-4.0,7.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018051,7.0,8.0,-0.2666666666666667,-0.2666666666666667,0.2666666666666667,-0.2666666666666667,6.0,4.0,-14.0,-11.0,15.0,7.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018054,-1.0,-1.0,-0.1875,-0.3125,0.125,-0.1875,3.0,3.0,-10.0,-8.0,7.0,6.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018062,3.0,3.0,-0.16666666666666663,-0.16666666666666663,0.16666666666666663,-0.16666666666666663,1.0,1.0,-4.0,-3.0,7.0,3.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018064,8.0,8.0,-0.1428571428571429,-0.2857142857142857,0.0714285714285714,-0.1428571428571429,2.0,2.0,-6.0,-7.0,12.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018067,7.0,7.0,-0.11111111111111116,-0.33333333333333337,0.2222222222222222,-0.11111111111111116,1.0,1.0,-1.0,-4.0,7.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018078,2.0,2.0,-0.2222222222222222,-0.2962962962962963,0.2222222222222222,-0.2222222222222222,10.0,6.0,-17.0,-12.0,8.0,6.0,1.0,0.0
compact:frontier_consolidation_fwcompact_medium_018085,-1.0,-1.0,-0.25,-0.375,0.1875,-0.25,5.0,4.0,-7.0,-3.0,5.0,3.0,-4.0,-4.0
compact:frontier_consolidation_fwcompact_medium_018086,-15.0,-15.0,-0.11764705882352944,-0.6470588235294117,0.2941176470588235,-0.11764705882352944,0.0,2.0,-17.0,-4.0,6.0,5.0,-4.0,-3.0
compact:frontier_consolidation_fwcompact_medium_018088,0.0,0.0,-0.23076923076923073,-0.3846153846153846,0.15384615384615385,-0.23076923076923073,3.0,3.0,-7.0,-6.0,5.0,4.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018089,-1.0,-1.0,-0.21052631578947367,-0.4736842105263158,0.21052631578947367,-0.21052631578947367,8.0,4.0,-21.0,-13.0,13.0,10.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018098,2.0,2.0,0.0,-0.07692307692307687,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,5.0,3.0,-3.0,-3.0
compact:frontier_consolidation_fwcompact_medium_018102,4.0,4.0,0.0,-0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,-2.0,-3.0,6.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018112,1.0,1.0,-0.2666666666666667,-0.2666666666666667,0.3333333333333333,-0.2666666666666667,5.0,4.0,-12.0,-11.0,8.0,7.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018143,2.0,2.0,0.0,-0.050000000000000044,0.050000000000000044,0.0,0.0,0.0,-3.0,-4.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018149,1.0,1.0,-0.1428571428571429,-0.1428571428571429,0.2857142857142857,-0.1428571428571429,1.0,1.0,-5.0,-5.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018153,5.0,5.0,-0.08333333333333337,-0.29166666666666663,0.33333333333333337,-0.08333333333333337,2.0,2.0,-5.0,-8.0,10.0,9.0,-2.0,-3.0
compact:frontier_consolidation_fwcompact_medium_018161,4.0,5.0,-0.11764705882352944,-0.2941176470588235,0.17647058823529416,-0.11764705882352944,2.0,2.0,-10.0,-7.0,12.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018166,4.0,4.0,0.0,0.0,0.29999999999999993,0.0,0.0,0.0,-4.0,-4.0,8.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018176,5.0,6.0,-0.11111111111111116,-0.11111111111111116,0.11111111111111105,-0.11111111111111116,1.0,1.0,-4.0,-4.0,7.0,2.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_018177,4.0,4.0,-0.2222222222222222,-0.33333333333333337,0.16666666666666663,-0.2222222222222222,8.0,4.0,-8.0,-8.0,4.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018181,0.0,0.0,-0.23076923076923073,-0.23076923076923073,0.23076923076923078,-0.23076923076923073,3.0,3.0,-9.0,-8.0,5.0,4.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_018184,3.0,3.0,-0.16666666666666663,-0.2777777777777778,0.33333333333333337,-0.16666666666666663,3.0,3.0,-4.0,-4.0,9.0,6.0,-5.0,-5.0
compact:frontier_consolidation_fwcompact_medium_018187,14.0,14.0,-0.19999999999999996,-0.2666666666666667,0.20000000000000007,-0.19999999999999996,3.0,3.0,-7.0,-8.0,18.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018197,7.0,7.0,-0.19999999999999996,-0.24,0.24,-0.19999999999999996,6.0,5.0,-11.0,-12.0,13.0,8.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018200,1.0,1.0,-0.15000000000000002,-0.35,0.09999999999999998,-0.15000000000000002,3.0,3.0,-6.0,-4.0,7.0,4.0,-3.0,-3.0
compact:frontier_consolidation_fwcompact_medium_018202,11.0,11.0,-0.10526315789473684,-0.4736842105263158,0.2631578947368421,-0.10526315789473684,2.0,2.0,-6.0,-7.0,14.0,7.0,1.0,-2.0
compact:frontier_consolidation_fwcompact_medium_018207,5.0,5.0,-0.125,-0.125,0.125,-0.125,1.0,1.0,-4.0,-4.0,9.0,4.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018211,2.0,2.0,-0.18181818181818177,-0.18181818181818177,0.09090909090909094,-0.18181818181818177,2.0,2.0,-5.0,-5.0,2.0,2.0,3.0,1.0
compact:frontier_consolidation_fwcompact_medium_018223,1.0,1.0,-0.5,-0.5,0.16666666666666663,-0.5,4.0,3.0,-2.0,-2.0,0.0,0.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018235,3.0,3.0,-0.125,-0.25,0.375,-0.125,1.0,1.0,-5.0,-7.0,7.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018245,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-3.0,7.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018246,6.0,6.0,-0.11111111111111116,-0.33333333333333337,0.33333333333333337,-0.11111111111111116,1.0,1.0,-3.0,-4.0,8.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018248,3.0,3.0,-0.2727272727272727,-0.2727272727272727,0.18181818181818188,-0.2727272727272727,6.0,3.0,-7.0,-6.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018255,5.0,5.0,-0.08333333333333337,-0.16666666666666663,0.3333333333333333,-0.08333333333333337,1.0,1.0,-13.0,-10.0,17.0,9.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018258,6.0,6.0,-0.1428571428571429,-0.2857142857142857,0.2857142857142857,-0.1428571428571429,2.0,2.0,-10.0,-8.0,16.0,8.0,-2.0,-2.0
compact:frontier_consolidation_fwcompact_medium_018259,3.0,3.0,-0.18181818181818177,-0.4545454545454546,0.2727272727272727,-0.18181818181818177,2.0,2.0,-11.0,-7.0,12.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018264,3.0,3.0,-0.2222222222222222,-0.5555555555555556,0.11111111111111116,-0.2222222222222222,5.0,4.0,-17.0,-9.0,18.0,8.0,-3.0,-3.0
compact:frontier_consolidation_fwcompact_medium_018267,0.0,0.0,-0.19999999999999996,-0.19999999999999996,0.06666666666666665,-0.19999999999999996,4.0,3.0,-9.0,-7.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018273,3.0,3.0,0.0,-0.1428571428571429,0.14285714285714285,0.0,0.0,0.0,-7.0,-4.0,11.0,5.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018275,6.0,6.0,-0.0625,-0.25,0.1875,-0.0625,1.0,1.0,-11.0,-10.0,16.0,9.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018279,2.0,2.0,-0.26086956521739135,-0.30434782608695654,0.17391304347826086,-0.26086956521739135,9.0,6.0,-20.0,-14.0,14.0,9.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018287,7.0,7.0,0.0,-0.10526315789473684,0.10526315789473684,0.0,1.0,0.0,-3.0,-5.0,10.0,6.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018295,3.0,3.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,-4.0,-4.0,7.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018296,-1.0,-1.0,-0.07692307692307687,-0.23076923076923073,0.0,-0.07692307692307687,1.0,1.0,-9.0,-6.0,7.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018303,2.0,2.0,-0.2857142857142857,-0.3571428571428571,0.0714285714285714,-0.2857142857142857,5.0,4.0,-8.0,-8.0,7.0,6.0,-2.0,-2.0
compact:frontier_consolidation_fwcompact_medium_018306,4.0,4.0,-0.23076923076923073,-0.3076923076923077,-0.07692307692307687,-0.23076923076923073,3.0,3.0,-6.0,-6.0,7.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018309,2.0,2.0,-0.1428571428571429,-0.2142857142857143,0.2142857142857142,-0.1428571428571429,2.0,2.0,-3.0,-4.0,3.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018313,-8.0,-8.0,-0.125,-0.875,0.125,-0.125,0.0,1.0,-8.0,-6.0,0.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018315,1.0,1.0,-0.08333333333333337,-0.16666666666666663,0.08333333333333326,-0.08333333333333337,1.0,1.0,-3.0,-3.0,3.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018320,11.0,11.0,-0.31999999999999995,-0.43999999999999995,0.28,-0.31999999999999995,13.0,8.0,-17.0,-14.0,17.0,8.0,-2.0,-2.0
compact:frontier_consolidation_fwcompact_medium_018331,1.0,1.0,-0.19999999999999996,-0.30000000000000004,0.10000000000000003,-0.19999999999999996,2.0,2.0,-8.0,-7.0,7.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018337,8.0,8.0,-0.25,-0.41666666666666663,0.08333333333333326,-0.25,3.0,3.0,-9.0,-8.0,14.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018341,9.0,9.0,-0.16666666666666663,-0.41666666666666663,0.16666666666666663,-0.16666666666666663,2.0,2.0,-3.0,-4.0,10.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018358,-8.0,-8.0,-0.10526315789473684,-0.26315789473684215,-0.052631578947368474,-0.10526315789473684,7.0,2.0,-23.0,-8.0,9.0,7.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018363,5.0,5.0,-0.0625,-0.1875,0.125,-0.0625,1.0,1.0,-4.0,-4.0,3.0,2.0,5.0,1.0
compact:frontier_consolidation_fwcompact_medium_018371,3.0,4.0,0.0,-0.36363636363636365,0.09090909090909094,0.0,0.0,0.0,-3.0,-2.0,6.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018376,3.0,5.0,-0.11111111111111116,-0.2777777777777778,0.11111111111111105,-0.11111111111111116,2.0,2.0,-8.0,-6.0,9.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018380,1.0,1.0,-0.11111111111111116,-0.4444444444444444,0.22222222222222227,-0.11111111111111116,1.0,1.0,-2.0,-3.0,2.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018383,5.0,6.0,-0.18181818181818177,-0.4545454545454546,0.09090909090909094,-0.18181818181818177,2.0,2.0,-6.0,-4.0,9.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018389,-2.0,-2.0,0.0,-0.1428571428571429,-0.1428571428571429,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,-2.0,0.0
compact:frontier_consolidation_fwcompact_medium_018390,1.0,1.0,-0.07692307692307698,-0.15384615384615385,0.0,-0.07692307692307698,1.0,1.0,-3.0,-4.0,6.0,4.0,-3.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018392,2.0,2.0,-0.1428571428571429,-0.3571428571428571,0.0714285714285714,-0.1428571428571429,3.0,2.0,-3.0,-2.0,3.0,1.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018395,0.0,0.0,-0.05882352941176472,-0.2941176470588235,0.05882352941176472,-0.05882352941176472,1.0,1.0,-6.0,-5.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018411,6.0,6.0,-0.375,-0.5,0.25,-0.375,6.0,3.0,-6.0,-5.0,6.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018414,6.0,6.0,-0.1785714285714286,-0.3214285714285714,0.2142857142857143,-0.1785714285714286,5.0,5.0,-12.0,-13.0,13.0,8.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018417,-2.0,-2.0,-0.25,-0.4375,-0.0625,-0.25,4.0,4.0,-12.0,-9.0,7.0,6.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018420,3.0,3.0,-0.1428571428571429,-0.4285714285714286,0.14285714285714285,-0.1428571428571429,1.0,1.0,-2.0,-3.0,5.0,3.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018425,3.0,4.0,-0.09523809523809523,-0.23809523809523814,0.14285714285714285,-0.09523809523809523,2.0,2.0,-6.0,-7.0,7.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018438,3.0,3.0,-0.07692307692307687,-0.15384615384615385,0.07692307692307698,-0.07692307692307687,2.0,1.0,-8.0,-8.0,8.0,6.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_018453,0.0,0.0,-0.11111111111111116,-0.33333333333333337,0.4444444444444445,-0.11111111111111116,1.0,1.0,-8.0,-6.0,7.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018457,1.0,1.0,-0.125,-0.25,0.25,-0.125,1.0,1.0,-3.0,-3.0,5.0,4.0,-2.0,-2.0
compact:frontier_consolidation_fwcompact_medium_018466,1.0,1.0,-0.16666666666666663,-0.5,0.25,-0.16666666666666663,2.0,2.0,-4.0,-4.0,4.0,3.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018474,2.0,2.0,-0.46153846153846156,-0.6153846153846154,0.23076923076923073,-0.46153846153846156,10.0,6.0,-10.0,-7.0,3.0,2.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018477,0.0,0.0,-0.18181818181818177,-0.2727272727272727,0.09090909090909088,-0.18181818181818177,2.0,2.0,-6.0,-5.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018484,2.0,2.0,-0.125,-0.375,0.25,-0.125,1.0,1.0,-3.0,-4.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018490,11.0,11.0,-0.1428571428571429,-0.33333333333333337,0.23809523809523814,-0.1428571428571429,4.0,3.0,-10.0,-11.0,16.0,7.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_018493,2.0,2.0,-0.06666666666666665,-0.19999999999999996,0.06666666666666665,-0.06666666666666665,1.0,1.0,-7.0,-6.0,8.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018495,-4.0,-3.0,-0.3076923076923077,-0.6923076923076923,0.15384615384615385,-0.3076923076923077,6.0,4.0,-10.0,-4.0,1.0,1.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018499,2.0,2.0,-0.18181818181818177,-0.36363636363636365,0.18181818181818188,-0.18181818181818177,3.0,2.0,-7.0,-6.0,6.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_018503,1.0,1.0,-0.30000000000000004,-0.4,0.2,-0.30000000000000004,3.0,3.0,-5.0,-4.0,4.0,2.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_018504,1.0,1.0,-0.33333333333333337,-0.41666666666666663,0.16666666666666663,-0.33333333333333337,6.0,4.0,-9.0,-7.0,3.0,2.0,1.0,1.0
