pair_id,delta_active_tokens,delta_wwm_mass,delta_whole_word_copy_frac,delta_complete_bpe_copy_frac,delta_contentlike_frac,delta_counterpart_any_visible_frac,delta_active_absent,delta_targets_absent,delta_active_prefix_only,delta_targets_prefix_only,delta_active_tail_only,delta_targets_tail_only,delta_active_both_prefix_tail,delta_targets_both_prefix_tail
compact:frontier_consolidation_fwcompact_medium_000353,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,3.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000354,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-8.0,11.0,7.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000371,3.0,3.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,-5.0,-5.0,8.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000372,5.0,5.0,0.0,0.0,-0.05882352941176472,0.0,0.0,0.0,-13.0,-12.0,16.0,10.0,2.0,2.0
compact:frontier_consolidation_fwcompact_medium_000373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,-10.0,11.0,10.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000376,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,4.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000380,4.0,4.0,0.125,0.125,0.25,0.125,-1.0,-1.0,-3.0,-3.0,8.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000392,2.0,2.0,0.0,0.0,0.0434782608695653,0.0,0.0,0.0,-6.0,-5.0,8.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000401,2.0,2.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,-4.0,-4.0,6.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000402,-6.0,-6.0,0.0,0.0,-0.09090909090909094,0.0,0.0,0.0,-16.0,-8.0,10.0,8.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000415,2.0,2.0,0.0,0.0,0.125,0.0,0.0,0.0,-3.0,-3.0,5.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000418,3.0,4.0,0.0,0.0,-0.07142857142857151,0.0,0.0,0.0,-5.0,-5.0,12.0,6.0,-4.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000423,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,-9.0,14.0,9.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000428,1.0,1.0,0.0,0.0,0.08000000000000007,0.0,0.0,0.0,-10.0,-9.0,9.0,7.0,2.0,2.0
compact:frontier_consolidation_fwcompact_medium_000436,1.0,1.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,-7.0,-6.0,8.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000437,7.0,7.0,0.0,0.0,0.1333333333333333,0.0,0.0,0.0,-12.0,-11.0,19.0,11.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000442,1.0,1.0,0.0,0.0,0.10000000000000003,0.0,0.0,0.0,-4.0,-4.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000443,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000446,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,3.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000448,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000456,2.0,2.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,-2.0,-2.0,4.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000459,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-7.0,14.0,7.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000460,2.0,2.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,-8.0,-8.0,10.0,8.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000465,3.0,3.0,0.0,0.0,0.07142857142857151,0.0,0.0,0.0,-5.0,-4.0,8.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000475,-2.0,-2.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,-20.0,-14.0,19.0,15.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000476,5.0,5.0,0.0,0.0,0.06666666666666665,0.0,0.0,0.0,-10.0,-10.0,15.0,10.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000482,2.0,2.0,0.0,0.0,0.125,0.0,0.0,0.0,-2.0,-2.0,4.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000490,1.0,1.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,-5.0,-5.0,6.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000496,3.0,3.0,0.0,0.0,0.09090909090909094,0.0,0.0,0.0,-3.0,-3.0,6.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000499,3.0,3.0,0.0,0.0,0.10000000000000009,0.0,0.0,0.0,-2.0,-2.0,5.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000505,1.0,1.0,0.0,0.0,0.125,0.0,0.0,0.0,-4.0,-4.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000511,1.0,1.0,0.0,0.0,0.09090909090909088,0.0,0.0,0.0,-5.0,-5.0,9.0,8.0,-3.0,-3.0
compact:frontier_consolidation_fwcompact_medium_000533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,2.0,-2.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000540,3.0,3.0,0.0,0.0,0.21428571428571436,0.0,0.0,0.0,-6.0,-6.0,9.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000544,-1.0,-1.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,-8.0,-4.0,7.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000546,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-6.0,11.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000557,0.0,0.0,0.0,0.0,0.11764705882352944,0.0,0.0,0.0,-10.0,-8.0,9.0,7.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000566,2.0,2.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,-10.0,-10.0,13.0,11.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000567,1.0,1.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,-2.0,-2.0,4.0,3.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000573,1.0,1.0,0.0,0.0,0.1538461538461538,0.0,0.0,0.0,-5.0,-5.0,5.0,4.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000575,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,-5.0,-4.0,3.0,3.0,2.0,1.0
compact:frontier_consolidation_fwcompact_medium_000577,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0,7.0,5.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000579,1.0,1.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,-6.0,-6.0,7.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000584,5.0,5.0,0.0,0.0,0.04761904761904756,0.0,0.0,0.0,-10.0,-8.0,15.0,8.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000591,3.0,3.0,0.0,0.0,0.07692307692307687,0.0,0.0,0.0,-6.0,-5.0,9.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000596,1.0,1.0,0.0,0.0,0.043478260869565244,0.0,0.0,0.0,-22.0,-15.0,22.0,14.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000602,1.0,1.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,-2.0,-2.0,2.0,1.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000611,2.0,2.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,-3.0,-3.0,4.0,2.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000624,-1.0,-1.0,0.0,0.0,0.11111111111111105,0.0,0.0,0.0,-5.0,-3.0,3.0,2.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000627,6.0,7.0,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,-3.0,-3.0,9.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000628,1.0,1.0,0.0,0.0,0.1428571428571429,0.0,0.0,0.0,-14.0,-10.0,15.0,10.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000633,1.0,1.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,-3.0,-3.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000646,2.0,2.0,0.0,0.0,0.3,0.0,0.0,0.0,-6.0,-6.0,8.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000652,2.0,2.0,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,-8.0,-7.0,9.0,6.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000656,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,-7.0,-6.0,7.0,6.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000663,3.0,3.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,-4.0,-4.0,7.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000665,3.0,3.0,0.0,0.0,0.11111111111111116,0.0,0.0,0.0,-13.0,-11.0,16.0,11.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000666,1.0,1.0,0.0,0.0,0.07692307692307687,0.0,0.0,0.0,-2.0,-2.0,3.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000679,-7.0,-8.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,-17.0,-9.0,9.0,8.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000680,1.0,1.0,0.0,0.0,0.07692307692307698,0.0,0.0,0.0,-14.0,-9.0,14.0,8.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000685,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,8.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000687,2.0,2.0,0.0,0.0,0.07692307692307687,0.0,0.0,0.0,-10.0,-6.0,13.0,7.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000692,-6.0,-6.0,0.0,0.0,0.10000000000000009,0.0,0.0,0.0,-17.0,-7.0,11.0,7.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000694,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-3.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000698,2.0,2.0,0.0,0.0,0.07692307692307687,0.0,0.0,0.0,-4.0,-3.0,6.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000699,2.0,2.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-5.0,-5.0,7.0,5.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-2.0,3.0,1.0,1.0,1.0
compact:frontier_consolidation_fwcompact_medium_000727,4.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,-2.0,-2.0,6.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000732,0.0,0.0,0.0,0.0,0.16666666666666674,0.0,0.0,0.0,-5.0,-4.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000741,9.0,10.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-10.0,-10.0,19.0,10.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000755,2.0,2.0,0.0,0.0,0.09090909090909088,0.0,0.0,0.0,-8.0,-6.0,11.0,7.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000763,2.0,2.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,-2.0,-2.0,4.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,3.0,2.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000770,1.0,1.0,0.0,0.0,0.06666666666666665,0.0,0.0,0.0,-4.0,-4.0,5.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000772,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,-4.0,-3.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000778,2.0,2.0,0.0,0.0,0.11764705882352944,0.0,0.0,0.0,-8.0,-6.0,11.0,7.0,-1.0,-1.0
compact:frontier_consolidation_fwcompact_medium_000790,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-4.0,6.0,4.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000797,-1.0,-1.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,-5.0,-3.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000805,1.0,1.0,0.0,0.0,0.11111111111111116,0.0,0.0,0.0,-6.0,-5.0,4.0,4.0,3.0,1.0
compact:frontier_consolidation_fwcompact_medium_000812,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-7.0,9.0,7.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000819,-4.0,-4.0,0.0,0.0,-0.05555555555555558,0.0,0.0,0.0,-18.0,-11.0,14.0,11.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000821,1.0,1.0,0.0,0.0,-0.09090909090909094,0.0,0.0,0.0,-4.0,-3.0,4.0,3.0,1.0,0.0
compact:frontier_consolidation_fwcompact_medium_000823,1.0,1.0,0.0,0.0,0.125,0.0,0.0,0.0,-3.0,-3.0,4.0,3.0,0.0,0.0
compact:frontier_consolidation_fwcompact_medium_000825,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,-5.0,-4.0,3.0,3.0,2.0,1.0
compact:frontier_consolidation_fwcompact_medium_000826,1.0,1.0,0.0,0.0,0.125,0.0,0.0,0.0,-3.0,-3.0,4.0,3.0,0.0,0.0
