group_field,group_value,n,true_nll_advantage_vs_reversed_mean,true_nll_advantage_vs_reversed_p05,true_nll_advantage_vs_reversed_p95,true_nll_advantage_vs_shuffled_mean,true_nll_advantage_vs_shuffled_p05,true_nll_advantage_vs_shuffled_p95,true_reduction_vs_base_mean,true_reduction_vs_base_p05,true_reduction_vs_base_p95
source,simple_wiki,30,0.018825804186053573,-0.643357229232788,0.716646766662596,0.9000473620525251,-1.8124045610427855,9.35294060707091,0.7668791888436923,-1.883075141906738,7.8076908111572205
source,bnc_spoken,29,-0.006417540255291709,-0.4939815521240234,0.28694972991943357,0.187868133187294,-0.8836389541625976,4.874419975280755,0.25870959794726867,-1.696285915374756,5.098663139343251
source,gutenberg,23,0.19648413190051264,-0.6174901008605956,1.1668078899383536,0.6953888669124116,-1.752986717224121,6.815535306930537,0.8490158534082382,-1.7807796239852904,7.189491462707513
target_kind,content,112,0.040249890030931317,-0.6233858108520507,0.5781665086746215,0.4982858570557645,-1.6226145744323728,6.460830068588249,0.5474620068094477,-2.6459050416946406,6.926048326492305
neighbor_overlap_bin,0p05_0p15,66,-0.04947731193775932,-0.6292051076889038,0.37616366147994995,0.7355776488160094,-0.9523581862449646,6.9694846868515015,0.836404499026354,-1.6167997121810913,7.588108777999878
neighbor_overlap_bin,lt0p05,41,0.16831396683829086,-0.4665060043334961,0.9785985946655273,0.06381286147033523,-1.7825441360473633,2.954803466796875,0.0551028674917023,-1.5744152069091797,1.897965431213379
mid_len_bin,8_15,51,0.07369499316201637,-0.6433956623077393,0.7797448635101318,0.7268226306940264,-1.9286458492279053,7.137071847915649,0.4319162445197649,-3.216754198074341,7.188852787017822
mid_len_bin,16_30,38,-0.014727962336588749,-0.5894537687301636,0.38665989637374787,0.31800007729601165,-1.2089969277381896,2.320406776666633,0.6392295413350343,-1.1610664844512937,3.7021049976348808
mid_len_bin,lt8,27,0.09071712464059668,-0.3298377990722656,0.5662750244140625,0.2755071786620344,-1.3158021926879884,2.3095036983489985,0.537911398112084,-1.448489260673523,2.2401578426361084
