seed,checkpoint,pair_id,role2,token_class,n_tokens,gain,true_source_nll,unrelated_source_nll,source_content_word_types,rewrite_content_word_types,shared_content_word_types,word_jaccard,rewrite_overlap_frac,source_overlap_frac,rewrite_new_frac,source_words_raw,rewrite_words_raw,overlap_fixed_bin,overlap_tertile
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000275,R,overlap,2,-0.6847696304321291,8.246760368347168,7.561990737915039,7,5,4,0.5,0.8,0.5714285714285714,0.19999999999999996,12,7,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000275,RS,nonoverlap,2,-0.07786083221435547,6.824733018875122,6.746872186660767,7,5,4,0.5,0.8,0.5714285714285714,0.19999999999999996,12,7,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000275,RS,overlap,2,-0.24169325828552246,6.025484323501587,5.7837910652160645,7,5,4,0.5,0.8,0.5714285714285714,0.19999999999999996,12,7,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000275,V,nonoverlap,2,4.237829327583313,2.7192033529281616,6.957032680511475,7,5,4,0.5,0.8,0.5714285714285714,0.19999999999999996,12,7,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000275,V,overlap,2,5.507573781535029,1.8507619518786667,7.358335733413696,7,5,4,0.5,0.8,0.5714285714285714,0.19999999999999996,12,7,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000286,C,nonoverlap,2,0.7031493186950684,9.436408519744873,10.139557838439941,10,7,5,0.4166666666666667,0.7142857142857143,0.5,0.2857142857142857,13,9,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000286,C,overlap,2,5.041446164250374,1.5154269188642502,6.556873083114624,10,7,5,0.4166666666666667,0.7142857142857143,0.5,0.2857142857142857,13,9,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000286,R,nonoverlap,2,2.8645249605178833,8.115506529808044,10.980031490325928,10,7,5,0.4166666666666667,0.7142857142857143,0.5,0.2857142857142857,13,9,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000286,R,overlap,2,5.639711215626448,0.1639730189926922,5.803684234619141,10,7,5,0.4166666666666667,0.7142857142857143,0.5,0.2857142857142857,13,9,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000286,RS,nonoverlap,2,0.784731388092041,9.8153715133667,10.60010290145874,10,7,5,0.4166666666666667,0.7142857142857143,0.5,0.2857142857142857,13,9,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000286,RS,overlap,2,5.78231954947114,0.46361565217375755,6.2459352016448975,10,7,5,0.4166666666666667,0.7142857142857143,0.5,0.2857142857142857,13,9,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000286,V,nonoverlap,2,1.915259599685669,8.280393362045288,10.195652961730957,10,7,5,0.4166666666666667,0.7142857142857143,0.5,0.2857142857142857,13,9,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000286,V,overlap,2,7.328658622689545,0.04028936009854075,7.368947982788086,10,7,5,0.4166666666666667,0.7142857142857143,0.5,0.2857142857142857,13,9,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000565,C,nonoverlap,1,-2.319608688354492,7.522313117980957,5.202704429626465,8,4,3,0.3333333333333333,0.75,0.375,0.25,12,7,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000565,C,overlap,2,5.488466091454028,0.931926541030407,6.420392632484437,8,4,3,0.3333333333333333,0.75,0.375,0.25,12,7,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000565,R,nonoverlap,1,-1.012155055999756,7.5155816078186035,6.503426551818848,8,4,3,0.3333333333333333,0.75,0.375,0.25,12,7,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000565,R,overlap,2,-1.9031998962163925,6.793605849146842,4.89040595293045,8,4,3,0.3333333333333333,0.75,0.375,0.25,12,7,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000565,RS,nonoverlap,1,-0.4429149627685547,6.989784240722656,6.546869277954102,8,4,3,0.3333333333333333,0.75,0.375,0.25,12,7,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000565,RS,overlap,2,2.988198511302471,1.2257448807358742,4.213943392038345,8,4,3,0.3333333333333333,0.75,0.375,0.25,12,7,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000565,V,nonoverlap,1,-0.6444187164306641,6.946958541870117,6.302539825439453,8,4,3,0.3333333333333333,0.75,0.375,0.25,12,7,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000565,V,overlap,2,4.208827171474695,1.0194139741361141,5.228241145610809,8,4,3,0.3333333333333333,0.75,0.375,0.25,12,7,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000594,C,nonoverlap,2,0.5375330746173859,4.29194287955761,4.829475954174995,7,4,1,0.1,0.25,0.14285714285714285,0.75,12,8,low_<25,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000594,C,overlap,1,7.704271763563156,0.063691645860672,7.767963409423828,7,4,1,0.1,0.25,0.14285714285714285,0.75,12,8,low_<25,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000594,R,nonoverlap,2,0.2525918483734131,4.353999361395836,4.606591209769249,7,4,1,0.1,0.25,0.14285714285714285,0.75,12,8,low_<25,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000594,R,overlap,1,6.007063277065754,0.0737339183688163,6.08079719543457,7,4,1,0.1,0.25,0.14285714285714285,0.75,12,8,low_<25,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000594,RS,nonoverlap,2,-0.0469366908073425,5.199483215808868,5.152546525001526,7,4,1,0.1,0.25,0.14285714285714285,0.75,12,8,low_<25,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000594,RS,overlap,1,8.050896115601063,0.1074901148676872,8.15838623046875,7,4,1,0.1,0.25,0.14285714285714285,0.75,12,8,low_<25,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000594,V,nonoverlap,2,0.26398386061191564,4.600395023822784,4.8643788844347,7,4,1,0.1,0.25,0.14285714285714285,0.75,12,8,low_<25,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000594,V,overlap,1,10.24099881015718,0.0209259334951639,10.261924743652344,7,4,1,0.1,0.25,0.14285714285714285,0.75,12,8,low_<25,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000883,C,nonoverlap,2,-1.2941322326660156,9.15091323852539,7.856781005859375,11,6,3,0.21428571428571427,0.5,0.2727272727272727,0.5,22,9,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000883,C,overlap,2,8.104723431169987,0.18187215179204935,8.286595582962036,11,6,3,0.21428571428571427,0.5,0.2727272727272727,0.5,22,9,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000883,R,nonoverlap,2,-3.6821300983428955,9.912681102752686,6.23055100440979,11,6,3,0.21428571428571427,0.5,0.2727272727272727,0.5,22,9,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000883,R,overlap,2,5.54360827524215,0.1159946052357554,5.659602880477905,11,6,3,0.21428571428571427,0.5,0.2727272727272727,0.5,22,9,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000883,RS,nonoverlap,2,-3.106656074523926,8.915234088897705,5.808578014373779,11,6,3,0.21428571428571427,0.5,0.2727272727272727,0.5,22,9,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000883,RS,overlap,2,5.6142598912119865,0.5788434222340584,6.193103313446045,11,6,3,0.21428571428571427,0.5,0.2727272727272727,0.5,22,9,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000883,V,nonoverlap,2,-1.033071756362915,7.556487560272217,6.523415803909302,11,6,3,0.21428571428571427,0.5,0.2727272727272727,0.5,22,9,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000883,V,overlap,2,5.881252743303776,0.11396791785955425,5.99522066116333,11,6,3,0.21428571428571427,0.5,0.2727272727272727,0.5,22,9,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000886,C,nonoverlap,2,2.311511754989624,4.691929340362549,7.003441095352173,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000886,C,overlap,2,5.618302648887038,0.0442964378744363,5.662599086761475,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000886,R,nonoverlap,2,1.7498176097869873,4.4368908405303955,6.186708450317383,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000886,R,overlap,2,6.122149156406522,0.0249236356467008,6.147072792053223,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000886,RS,nonoverlap,2,1.2591264247894287,4.694901943206787,5.954028367996216,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000886,RS,overlap,2,4.462190855294466,0.22037137672305104,4.682562232017517,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000886,V,nonoverlap,2,3.7161385416984563,1.8564513325691223,5.572589874267578,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000886,V,overlap,2,5.231266459450126,0.0257759485393762,5.257042407989502,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000899,C,nonoverlap,2,-1.9115548133850098,10.844161987304688,8.932607173919678,9,6,5,0.5,0.8333333333333334,0.5555555555555556,0.16666666666666663,12,7,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000899,C,overlap,2,8.809990954585373,0.09414999466389415,8.904140949249268,9,6,5,0.5,0.8333333333333334,0.5555555555555556,0.16666666666666663,12,7,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000899,R,nonoverlap,2,-2.379192352294922,11.678821563720703,9.299629211425781,9,6,5,0.5,0.8333333333333334,0.5555555555555556,0.16666666666666663,12,7,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000899,R,overlap,2,8.9195096087642,0.0599468159489333,8.979456424713135,9,6,5,0.5,0.8333333333333334,0.5555555555555556,0.16666666666666663,12,7,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000899,RS,nonoverlap,2,-1.9711265563964844,12.08302354812622,10.111896991729736,9,6,5,0.5,0.8333333333333334,0.5555555555555556,0.16666666666666663,12,7,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000899,RS,overlap,2,5.994190392550081,0.07469541067257521,6.068885803222656,9,6,5,0.5,0.8333333333333334,0.5555555555555556,0.16666666666666663,12,7,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000899,V,nonoverlap,2,-0.6549983024597168,8.255375385284424,7.600377082824707,9,6,5,0.5,0.8333333333333334,0.5555555555555556,0.16666666666666663,12,7,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000899,V,overlap,2,7.530682107782923,0.631142357015051,8.161824464797974,9,6,5,0.5,0.8333333333333334,0.5555555555555556,0.16666666666666663,12,7,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000948,C,overlap,2,5.141936331987381,0.0944995582103729,5.236435890197754,9,9,9,1.0,1.0,1.0,0.0,10,10,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000948,R,overlap,2,5.116029115393758,0.0412540715187788,5.157283186912537,9,9,9,1.0,1.0,1.0,0.0,10,10,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000948,RS,overlap,2,4.527317216619849,0.0678059551864862,4.5951231718063354,9,9,9,1.0,1.0,1.0,0.0,10,10,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_000948,V,overlap,2,5.006014941260219,0.0256871003657579,5.031702041625977,9,9,9,1.0,1.0,1.0,0.0,10,10,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001020,C,nonoverlap,2,2.191232919692993,6.595836400985718,8.787069320678711,7,5,5,0.7142857142857143,1.0,0.7142857142857143,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001020,C,overlap,2,6.46482365205884,0.18651313707232475,6.651336789131164,7,5,5,0.7142857142857143,1.0,0.7142857142857143,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001020,R,nonoverlap,2,1.6982359886169434,6.6918723583221436,8.390108346939087,7,5,5,0.7142857142857143,1.0,0.7142857142857143,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001020,R,overlap,2,6.087022706866264,0.10123522579669944,6.188257932662964,7,5,5,0.7142857142857143,1.0,0.7142857142857143,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001020,RS,nonoverlap,2,1.245854139328003,7.159735679626465,8.405589818954468,7,5,5,0.7142857142857143,1.0,0.7142857142857143,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001020,RS,overlap,2,4.838119078427553,1.678319286555052,6.516438364982605,7,5,5,0.7142857142857143,1.0,0.7142857142857143,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001020,V,nonoverlap,2,2.6126911640167236,6.620015621185303,9.232706785202026,7,5,5,0.7142857142857143,1.0,0.7142857142857143,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001020,V,overlap,2,6.259813621640205,0.04763095080852505,6.3074445724487305,7,5,5,0.7142857142857143,1.0,0.7142857142857143,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001026,C,nonoverlap,2,2.8344626426696777,3.595395088195801,6.4298577308654785,7,6,6,0.8571428571428571,1.0,0.8571428571428571,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001026,C,overlap,2,4.495353803038596,4.411433354020119,8.906787157058716,7,6,6,0.8571428571428571,1.0,0.8571428571428571,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001026,R,nonoverlap,2,1.4018523693084717,5.152633428573608,6.55448579788208,7,6,6,0.8571428571428571,1.0,0.8571428571428571,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001026,R,overlap,2,6.576158653944731,4.0923975594341755,10.668556213378906,7,6,6,0.8571428571428571,1.0,0.8571428571428571,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001026,RS,nonoverlap,2,2.5950119495391846,4.300246238708496,6.895258188247681,7,6,6,0.8571428571428571,1.0,0.8571428571428571,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001026,RS,overlap,2,3.985076069831848,5.0350102186203,9.020086288452148,7,6,6,0.8571428571428571,1.0,0.8571428571428571,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001026,V,nonoverlap,2,3.655862033367157,2.3904018998146057,6.046263933181763,7,6,6,0.8571428571428571,1.0,0.8571428571428571,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001026,V,overlap,2,7.902564873918891,0.1222745273262262,8.024839401245117,7,6,6,0.8571428571428571,1.0,0.8571428571428571,0.0,10,6,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001099,C,nonoverlap,2,2.1280102729797363,8.393575668334961,10.521585941314697,6,4,3,0.42857142857142855,0.75,0.5,0.25,11,5,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001099,C,overlap,2,6.869299337267876,5.7130375653505325,12.582336902618408,6,4,3,0.42857142857142855,0.75,0.5,0.25,11,5,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001099,R,nonoverlap,2,-0.41321754455566406,9.704729080200195,9.291511535644531,6,4,3,0.42857142857142855,0.75,0.5,0.25,11,5,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001099,R,overlap,2,7.500112757086754,4.37782646715641,11.877939224243164,6,4,3,0.42857142857142855,0.75,0.5,0.25,11,5,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001099,RS,nonoverlap,2,-0.7429118156433108,10.711878776550293,9.968966960906982,6,4,3,0.42857142857142855,0.75,0.5,0.25,11,5,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001099,RS,overlap,2,7.3213158920407295,4.4938977882266045,11.815213680267334,6,4,3,0.42857142857142855,0.75,0.5,0.25,11,5,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001099,V,nonoverlap,2,0.36692190170288086,8.851730346679688,9.218652248382568,6,4,3,0.42857142857142855,0.75,0.5,0.25,11,5,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001099,V,overlap,2,10.928436532616615,0.7597839683294296,11.688220500946047,6,4,3,0.42857142857142855,0.75,0.5,0.25,11,5,high_50_75,tertile_mid
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001178,C,overlap,2,7.213246447965502,0.22293223626911635,7.436178684234619,12,11,11,0.9166666666666666,1.0,0.9166666666666666,0.0,15,14,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001178,R,overlap,2,7.933134187944233,0.0152243478223681,7.948358535766602,12,11,11,0.9166666666666666,1.0,0.9166666666666666,0.0,15,14,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001178,RS,overlap,2,7.390076883137226,0.9289190694689751,8.318995952606201,12,11,11,0.9166666666666666,1.0,0.9166666666666666,0.0,15,14,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001178,V,overlap,2,7.549231387907638,0.03331341571174555,7.582544803619385,12,11,11,0.9166666666666666,1.0,0.9166666666666666,0.0,15,14,very_high_75_100,tertile_high
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001206,C,nonoverlap,2,-0.20561593025922775,3.301881432533264,3.0962655022740364,5,5,2,0.25,0.4,0.4,0.6,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001206,C,overlap,2,6.174908232875168,0.8533746479079127,7.028282880783081,5,5,2,0.25,0.4,0.4,0.6,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001206,R,nonoverlap,2,0.2587686851620674,3.394521474838257,3.6532901600003242,5,5,2,0.25,0.4,0.4,0.6,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001206,R,overlap,2,7.518777791410685,0.18045764788985244,7.699235439300537,5,5,2,0.25,0.4,0.4,0.6,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001206,RS,nonoverlap,2,0.76718869805336,2.704339623451233,3.471528321504593,5,5,2,0.25,0.4,0.4,0.6,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001206,RS,overlap,2,6.10229273326695,0.4461887311190366,6.548481464385986,5,5,2,0.25,0.4,0.4,0.6,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001206,V,nonoverlap,2,0.30397218093276024,2.236391007900238,2.5403631888329983,5,5,2,0.25,0.4,0.4,0.6,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001206,V,overlap,2,7.635066737886518,0.0375557043589651,7.672622442245483,5,5,2,0.25,0.4,0.4,0.6,10,6,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001233,C,nonoverlap,1,0.9114766120910645,4.215035438537598,5.126512050628662,6,4,2,0.25,0.5,0.3333333333333333,0.5,10,5,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001233,C,overlap,1,2.277583122253418,8.685543060302734,10.963126182556152,6,4,2,0.25,0.5,0.3333333333333333,0.5,10,5,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001233,R,nonoverlap,1,2.224259376525879,5.127985000610352,7.3522443771362305,6,4,2,0.25,0.5,0.3333333333333333,0.5,10,5,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001233,R,overlap,1,-0.0550317764282226,11.50210952758789,11.447077751159668,6,4,2,0.25,0.5,0.3333333333333333,0.5,10,5,mid_25_50,tertile_low
43022,chck_100M,compact:frontier_consolidation_fwcompact_expansion_001233,RS,nonoverlap,1,2.8469367027282715,2.129645824432373,4.9765825271606445,6,4,2,0.25,0.5,0.3333333333333333,0.5,10,5,mid_25_50,tertile_low
