pair_id,source_content_word_types,rewrite_content_word_types,shared_content_word_types,word_jaccard,rewrite_overlap_frac,source_overlap_frac,rewrite_new_frac,source_words_raw,rewrite_words_raw,overlap_fixed_bin,overlap_tertile
compact:frontier_consolidation_fwcompact_medium_036703,3,2,1,0.25,0.5,0.3333333333333333,0.5,11,5,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_042774,9,8,8,0.8888888888888888,1.0,0.8888888888888888,0.0,12,11,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_011290,6,5,2,0.2222222222222222,0.4,0.3333333333333333,0.6,12,5,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_005132,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,12,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_030950,7,3,1,0.1111111111111111,0.3333333333333333,0.14285714285714285,0.6666666666666667,12,5,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_017066,7,5,1,0.09090909090909091,0.2,0.14285714285714285,0.8,12,6,low_<25,tertile_low
compact:frontier_consolidation_fwcompact_medium_028557,7,5,3,0.3333333333333333,0.6,0.42857142857142855,0.4,12,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_029112,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,12,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_060382,6,4,2,0.25,0.5,0.3333333333333333,0.5,12,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_022799,5,4,1,0.125,0.25,0.2,0.75,12,8,low_<25,tertile_low
compact:frontier_consolidation_fwcompact_medium_000090,8,7,2,0.15384615384615385,0.2857142857142857,0.25,0.7142857142857143,12,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_027966,6,7,3,0.3,0.42857142857142855,0.5,0.5714285714285714,12,10,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_041704,9,7,4,0.3333333333333333,0.5714285714285714,0.4444444444444444,0.4285714285714286,12,8,high_50_75,tertile_low
compact:frontier_consolidation_fwcompact_medium_002893,9,4,3,0.3,0.75,0.3333333333333333,0.25,12,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_029785,9,6,3,0.25,0.5,0.3333333333333333,0.5,12,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_011319,8,6,2,0.16666666666666666,0.3333333333333333,0.25,0.6666666666666667,12,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_047418,8,5,3,0.3,0.6,0.375,0.4,12,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_015797,8,5,2,0.18181818181818182,0.4,0.25,0.6,12,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_058022,6,4,3,0.42857142857142855,0.75,0.5,0.25,12,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_038974,9,4,4,0.4444444444444444,1.0,0.4444444444444444,0.0,12,5,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_000130,7,4,3,0.375,0.75,0.42857142857142855,0.25,12,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_040194,6,3,2,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.33333333333333337,12,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_049172,7,6,3,0.3,0.5,0.42857142857142855,0.5,12,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_024763,5,4,4,0.8,1.0,0.8,0.0,12,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_047439,7,6,3,0.3,0.5,0.42857142857142855,0.5,12,10,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_016712,8,4,2,0.2,0.5,0.25,0.5,12,5,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_016715,7,6,5,0.625,0.8333333333333334,0.7142857142857143,0.16666666666666663,12,8,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_060802,7,5,2,0.2,0.4,0.2857142857142857,0.6,12,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_034768,7,6,3,0.3,0.5,0.42857142857142855,0.5,12,9,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_044910,6,4,1,0.1111111111111111,0.25,0.16666666666666666,0.75,12,6,low_<25,tertile_low
compact:frontier_consolidation_fwcompact_medium_002758,10,8,6,0.5,0.75,0.6,0.25,12,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_027360,9,7,5,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.2857142857142857,12,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_002630,7,5,2,0.2,0.4,0.2857142857142857,0.6,12,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_046806,7,5,3,0.3333333333333333,0.6,0.42857142857142855,0.4,12,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_004714,8,8,8,1.0,1.0,1.0,0.0,12,11,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_015301,7,6,2,0.18181818181818182,0.3333333333333333,0.2857142857142857,0.6666666666666667,12,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_019233,6,3,2,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.33333333333333337,12,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_049063,5,3,1,0.14285714285714285,0.3333333333333333,0.2,0.6666666666666667,12,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_056909,8,5,3,0.3,0.6,0.375,0.4,12,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_011042,7,5,2,0.2,0.4,0.2857142857142857,0.6,12,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_007307,7,5,4,0.5,0.8,0.5714285714285714,0.19999999999999996,12,5,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_014090,9,6,3,0.25,0.5,0.3333333333333333,0.5,12,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_020665,7,3,2,0.25,0.6666666666666666,0.2857142857142857,0.33333333333333337,12,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_017891,7,6,5,0.625,0.8333333333333334,0.7142857142857143,0.16666666666666663,12,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_014324,6,5,2,0.2222222222222222,0.4,0.3333333333333333,0.6,12,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_058740,8,5,3,0.3,0.6,0.375,0.4,12,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_016850,8,5,2,0.18181818181818182,0.4,0.25,0.6,12,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_005586,9,5,4,0.4,0.8,0.4444444444444444,0.19999999999999996,12,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_053951,8,5,4,0.4444444444444444,0.8,0.5,0.19999999999999996,12,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_006884,9,7,3,0.23076923076923078,0.42857142857142855,0.3333333333333333,0.5714285714285714,12,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_004322,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,12,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_056122,6,5,3,0.375,0.6,0.5,0.4,12,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_048650,6,4,3,0.42857142857142855,0.75,0.5,0.25,12,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_015428,8,5,2,0.18181818181818182,0.4,0.25,0.6,12,5,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_012771,6,5,3,0.375,0.6,0.5,0.4,12,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_047321,8,5,3,0.3,0.6,0.375,0.4,12,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_031662,5,5,1,0.1111111111111111,0.2,0.2,0.8,12,7,low_<25,tertile_low
compact:frontier_consolidation_fwcompact_medium_007070,7,6,3,0.3,0.5,0.42857142857142855,0.5,12,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_001007,7,4,1,0.1,0.25,0.14285714285714285,0.75,12,7,low_<25,tertile_low
compact:frontier_consolidation_fwcompact_medium_032651,7,6,3,0.3,0.5,0.42857142857142855,0.5,12,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_056828,7,6,3,0.3,0.5,0.42857142857142855,0.5,12,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_054464,6,5,4,0.5714285714285714,0.8,0.6666666666666666,0.19999999999999996,12,7,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_048164,6,4,2,0.25,0.5,0.3333333333333333,0.5,12,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_025418,8,5,4,0.4444444444444444,0.8,0.5,0.19999999999999996,12,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_034540,8,7,2,0.15384615384615385,0.2857142857142857,0.25,0.7142857142857143,12,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_034680,8,7,5,0.5,0.7142857142857143,0.625,0.2857142857142857,12,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_002010,7,5,2,0.2,0.4,0.2857142857142857,0.6,12,5,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_035095,9,5,3,0.2727272727272727,0.6,0.3333333333333333,0.4,13,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_055187,7,5,2,0.2,0.4,0.2857142857142857,0.6,13,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_059560,8,6,3,0.2727272727272727,0.5,0.375,0.5,13,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_000796,7,5,3,0.3333333333333333,0.6,0.42857142857142855,0.4,13,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_010868,7,5,3,0.3333333333333333,0.6,0.42857142857142855,0.4,13,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_014834,9,5,3,0.2727272727272727,0.6,0.3333333333333333,0.4,13,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_045235,6,4,3,0.42857142857142855,0.75,0.5,0.25,13,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_047001,9,9,9,1.0,1.0,1.0,0.0,13,13,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_010242,6,4,3,0.42857142857142855,0.75,0.5,0.25,13,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_030266,9,5,3,0.2727272727272727,0.6,0.3333333333333333,0.4,13,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_053438,11,6,3,0.21428571428571427,0.5,0.2727272727272727,0.5,13,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_014796,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,13,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_009370,7,4,3,0.375,0.75,0.42857142857142855,0.25,13,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_045524,6,4,3,0.42857142857142855,0.75,0.5,0.25,13,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_035290,7,3,2,0.25,0.6666666666666666,0.2857142857142857,0.33333333333333337,13,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_039127,9,5,3,0.2727272727272727,0.6,0.3333333333333333,0.4,13,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_053200,7,5,2,0.2,0.4,0.2857142857142857,0.6,13,9,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_023063,7,6,2,0.18181818181818182,0.3333333333333333,0.2857142857142857,0.6666666666666667,13,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_055343,7,5,2,0.2,0.4,0.2857142857142857,0.6,13,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_011638,10,6,4,0.3333333333333333,0.6666666666666666,0.4,0.33333333333333337,13,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_011647,8,8,8,1.0,1.0,1.0,0.0,13,10,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_005801,9,6,6,0.6666666666666666,1.0,0.6666666666666666,0.0,13,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_022101,7,6,3,0.3,0.5,0.42857142857142855,0.5,13,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_016212,6,4,2,0.25,0.5,0.3333333333333333,0.5,13,9,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_038821,8,5,4,0.4444444444444444,0.8,0.5,0.19999999999999996,13,7,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_059182,9,5,3,0.2727272727272727,0.6,0.3333333333333333,0.4,13,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_022705,10,7,5,0.4166666666666667,0.7142857142857143,0.5,0.2857142857142857,13,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_055740,8,4,4,0.5,1.0,0.5,0.0,13,5,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_031357,9,8,7,0.7,0.875,0.7777777777777778,0.125,13,8,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_037040,6,5,2,0.2222222222222222,0.4,0.3333333333333333,0.6,13,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_032233,7,6,5,0.625,0.8333333333333334,0.7142857142857143,0.16666666666666663,13,7,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_019139,7,5,3,0.3333333333333333,0.6,0.42857142857142855,0.4,13,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_042097,9,9,8,0.8,0.8888888888888888,0.8888888888888888,0.11111111111111116,13,11,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_053780,8,5,3,0.3,0.6,0.375,0.4,13,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_037498,9,5,3,0.2727272727272727,0.6,0.3333333333333333,0.4,13,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_005096,7,6,5,0.625,0.8333333333333334,0.7142857142857143,0.16666666666666663,13,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_037093,8,6,3,0.2727272727272727,0.5,0.375,0.5,13,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_057099,10,7,5,0.4166666666666667,0.7142857142857143,0.5,0.2857142857142857,13,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_026505,9,5,3,0.2727272727272727,0.6,0.3333333333333333,0.4,13,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_032373,11,11,11,1.0,1.0,1.0,0.0,13,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_020199,7,6,1,0.08333333333333333,0.16666666666666666,0.14285714285714285,0.8333333333333334,13,7,low_<25,tertile_low
compact:frontier_consolidation_fwcompact_medium_052442,8,6,3,0.2727272727272727,0.5,0.375,0.5,13,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_049724,7,5,3,0.3333333333333333,0.6,0.42857142857142855,0.4,13,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_003555,8,8,8,1.0,1.0,1.0,0.0,13,13,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_058243,5,3,1,0.14285714285714285,0.3333333333333333,0.2,0.6666666666666667,13,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_053684,10,6,3,0.23076923076923078,0.5,0.3,0.5,13,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_000103,7,3,2,0.25,0.6666666666666666,0.2857142857142857,0.33333333333333337,13,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_013719,8,4,3,0.3333333333333333,0.75,0.375,0.25,13,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_041324,7,5,3,0.3333333333333333,0.6,0.42857142857142855,0.4,13,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_049704,6,4,3,0.42857142857142855,0.75,0.5,0.25,13,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_042014,8,8,8,1.0,1.0,1.0,0.0,13,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_000715,8,5,4,0.4444444444444444,0.8,0.5,0.19999999999999996,13,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_020332,5,4,2,0.2857142857142857,0.5,0.4,0.5,13,10,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_049018,6,5,2,0.2222222222222222,0.4,0.3333333333333333,0.6,13,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_026400,8,5,2,0.18181818181818182,0.4,0.25,0.6,13,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_057456,9,9,9,1.0,1.0,1.0,0.0,13,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_023225,9,5,4,0.4,0.8,0.4444444444444444,0.19999999999999996,13,8,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_055293,6,3,2,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.33333333333333337,13,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_039755,8,6,3,0.2727272727272727,0.5,0.375,0.5,13,9,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_020089,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,13,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_019582,8,3,2,0.2222222222222222,0.6666666666666666,0.25,0.33333333333333337,13,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_047318,9,5,3,0.2727272727272727,0.6,0.3333333333333333,0.4,13,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_004236,7,4,3,0.375,0.75,0.42857142857142855,0.25,13,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_011691,10,6,4,0.3333333333333333,0.6666666666666666,0.4,0.33333333333333337,13,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_034927,7,7,7,1.0,1.0,1.0,0.0,13,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_007350,9,8,4,0.3076923076923077,0.5,0.4444444444444444,0.5,13,9,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_056789,7,5,2,0.2,0.4,0.2857142857142857,0.6,13,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_021582,8,8,8,1.0,1.0,1.0,0.0,13,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_011426,7,7,3,0.2727272727272727,0.42857142857142855,0.42857142857142855,0.5714285714285714,13,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_035178,6,6,1,0.09090909090909091,0.16666666666666666,0.16666666666666666,0.8333333333333334,13,8,low_<25,tertile_low
compact:frontier_consolidation_fwcompact_medium_050714,10,7,3,0.21428571428571427,0.42857142857142855,0.3,0.5714285714285714,13,9,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_056655,8,5,3,0.3,0.6,0.375,0.4,13,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_008507,4,4,4,1.0,1.0,1.0,0.0,13,7,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_035113,6,5,3,0.375,0.6,0.5,0.4,13,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_001842,8,5,4,0.4444444444444444,0.8,0.5,0.19999999999999996,13,5,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_000165,7,5,3,0.3333333333333333,0.6,0.42857142857142855,0.4,13,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_000178,10,9,9,0.9,1.0,0.9,0.0,13,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_004640,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,13,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_034119,7,6,3,0.3,0.5,0.42857142857142855,0.5,13,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_008798,7,5,2,0.2,0.4,0.2857142857142857,0.6,13,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_013757,7,5,3,0.3333333333333333,0.6,0.42857142857142855,0.4,14,9,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_059750,8,8,8,1.0,1.0,1.0,0.0,14,13,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_004309,8,7,3,0.25,0.42857142857142855,0.375,0.5714285714285714,14,9,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_037650,8,6,4,0.4,0.6666666666666666,0.5,0.33333333333333337,14,10,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_040974,8,5,3,0.3,0.6,0.375,0.4,14,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_060394,7,3,2,0.25,0.6666666666666666,0.2857142857142857,0.33333333333333337,14,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_050100,7,5,2,0.2,0.4,0.2857142857142857,0.6,14,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_011504,9,9,9,1.0,1.0,1.0,0.0,14,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_010119,5,5,3,0.42857142857142855,0.6,0.6,0.4,14,10,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_005766,8,7,3,0.25,0.42857142857142855,0.375,0.5714285714285714,14,9,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_031251,9,9,9,1.0,1.0,1.0,0.0,14,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_000052,8,6,3,0.2727272727272727,0.5,0.375,0.5,14,9,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_040486,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,14,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_025410,10,9,9,0.9,1.0,0.9,0.0,14,13,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_050834,9,7,4,0.3333333333333333,0.5714285714285714,0.4444444444444444,0.4285714285714286,14,8,high_50_75,tertile_low
compact:frontier_consolidation_fwcompact_medium_039393,6,5,4,0.5714285714285714,0.8,0.6666666666666666,0.19999999999999996,14,7,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_005122,12,8,4,0.25,0.5,0.3333333333333333,0.5,14,10,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_052043,13,6,5,0.35714285714285715,0.8333333333333334,0.38461538461538464,0.16666666666666663,14,8,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_036525,8,9,4,0.3076923076923077,0.4444444444444444,0.5,0.5555555555555556,14,10,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_049504,10,11,10,0.9090909090909091,0.9090909090909091,1.0,0.09090909090909094,14,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_025448,9,9,9,1.0,1.0,1.0,0.0,14,13,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_056279,8,8,8,1.0,1.0,1.0,0.0,14,14,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_017898,9,5,3,0.2727272727272727,0.6,0.3333333333333333,0.4,14,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_011829,11,11,10,0.8333333333333334,0.9090909090909091,0.9090909090909091,0.09090909090909094,14,13,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_050384,9,9,8,0.8,0.8888888888888888,0.8888888888888888,0.11111111111111116,14,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_049696,8,8,8,1.0,1.0,1.0,0.0,14,14,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_018804,8,9,7,0.7,0.7777777777777778,0.875,0.2222222222222222,14,13,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_038796,5,5,4,0.6666666666666666,0.8,0.8,0.19999999999999996,14,10,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_026406,8,8,5,0.45454545454545453,0.625,0.625,0.375,14,14,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_022783,7,5,2,0.2,0.4,0.2857142857142857,0.6,14,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_038194,8,7,3,0.25,0.42857142857142855,0.375,0.5714285714285714,14,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_010404,7,5,3,0.3333333333333333,0.6,0.42857142857142855,0.4,14,11,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_007357,8,5,4,0.4444444444444444,0.8,0.5,0.19999999999999996,14,8,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_038002,9,8,8,0.8888888888888888,1.0,0.8888888888888888,0.0,14,14,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_016196,9,7,7,0.7777777777777778,1.0,0.7777777777777778,0.0,14,10,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_001433,8,8,5,0.45454545454545453,0.625,0.625,0.375,14,12,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_056305,8,6,4,0.4,0.6666666666666666,0.5,0.33333333333333337,14,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_043400,6,4,4,0.6666666666666666,1.0,0.6666666666666666,0.0,14,7,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_046163,9,8,5,0.4166666666666667,0.625,0.5555555555555556,0.375,14,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_014707,7,6,4,0.4444444444444444,0.6666666666666666,0.5714285714285714,0.33333333333333337,14,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_003535,10,7,5,0.4166666666666667,0.7142857142857143,0.5,0.2857142857142857,14,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_009729,10,7,3,0.21428571428571427,0.42857142857142855,0.3,0.5714285714285714,15,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_044496,9,8,3,0.21428571428571427,0.375,0.3333333333333333,0.625,15,10,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_016893,10,9,9,0.9,1.0,0.9,0.0,15,13,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_medium_004889,6,7,3,0.3,0.42857142857142855,0.5,0.5714285714285714,15,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_medium_034752,8,8,6,0.6,0.75,0.75,0.25,15,15,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_medium_034764,9,4,3,0.3,0.75,0.3333333333333333,0.25,15,7,high_50_75,tertile_mid
