pair_id,gain_a,true_a,unrel_a,gain_b,true_b,unrel_b,seed,checkpoint,token_class,contrast,gain_delta,true_delta,unrel_delta,excess_true_cost,source_content_word_types,rewrite_content_word_types,shared_content_word_types,word_jaccard,rewrite_overlap_frac,source_overlap_frac,rewrite_new_frac,source_words_raw,rewrite_words_raw,overlap_fixed_bin,overlap_tertile
compact:frontier_consolidation_fwcompact_expansion_016111,7.855884828604758,0.04840775486081835,7.904292583465576,7.747114551719278,0.19837628537788984,7.945490837097168,43022,chck_100M,overlap,VminusC,0.10877027688547969,-0.14996853051707149,-0.0411982536315918,-0.10877027688547969,7,6,2,0.18181818181818182,0.3333333333333333,0.2857142857142857,0.6666666666666667,11,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_016207,4.129156902432442,0.17615847289562225,4.305315375328064,3.934349581599236,0.25334079563617706,4.187690377235413,43022,chck_100M,overlap,VminusC,0.19480732083320573,-0.07718232274055481,0.11762499809265137,-0.19480732083320618,7,5,3,0.3333333333333333,0.6,0.42857142857142855,0.4,15,9,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_016231,5.7245633327402174,0.0240614688955247,5.748624801635742,4.283772110939026,4.136940121650696,8.420712232589722,43022,chck_100M,overlap,VminusC,1.4407912218011916,-4.112878652755171,-2.6720874309539795,-1.4407912218011916,10,7,5,0.4166666666666667,0.7142857142857143,0.5,0.2857142857142857,14,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_016411,4.076527601107955,1.7036666814237833,5.780194282531738,3.0025053825229406,3.8791433963924646,6.881648778915405,43022,chck_100M,overlap,VminusC,1.0740222185850143,-2.1754767149686813,-1.101454496383667,-1.0740222185850143,7,5,5,0.7142857142857143,1.0,0.7142857142857143,0.0,11,5,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_016427,6.639117311686277,0.12998049333691594,6.769097805023193,6.77541196718812,0.17353117093443868,6.948943138122559,43022,chck_100M,overlap,VminusC,-0.1362946555018425,-0.043550677597522736,-0.17984533309936523,0.1362946555018425,10,6,6,0.6,1.0,0.6,0.0,12,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_016459,4.294452928006649,4.362475134432316,8.656928062438965,6.220767945051193,0.4333473742008209,6.654115319252014,43022,chck_100M,overlap,VminusC,-1.9263150170445442,3.929127760231495,2.0028127431869507,1.9263150170445442,9,8,7,0.7,0.875,0.7777777777777778,0.125,12,11,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_016501,5.857306564226747,0.02453557215631005,5.881842136383057,5.201897870749235,1.7040321715176105,6.905930042266846,43022,chck_100M,overlap,VminusC,0.6554086934775114,-1.6794965993613005,-1.024087905883789,-0.6554086934775114,7,6,4,0.4444444444444444,0.6666666666666666,0.5714285714285714,0.33333333333333337,12,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_016646,10.911969304084778,0.6507681608200073,11.562737464904785,11.25861120223999,1.1188077926635742,12.377418994903564,43022,chck_100M,overlap,VminusC,-0.3466418981552124,-0.4680396318435669,-0.8146815299987793,0.3466418981552124,9,7,4,0.3333333333333333,0.5714285714285714,0.4444444444444444,0.4285714285714286,14,9,high_50_75,tertile_low
compact:frontier_consolidation_fwcompact_expansion_016674,7.109245394123718,0.00826563988812265,7.117511034011841,8.31853761896491,0.09800967946648595,8.416547298431396,43022,chck_100M,overlap,VminusC,-1.2092922248411924,-0.0897440395783633,-1.2990362644195557,1.2092922248411924,5,4,1,0.125,0.25,0.2,0.75,10,7,low_<25,tertile_low
compact:frontier_consolidation_fwcompact_expansion_016677,0.3330749608576298,2.5646242685616016,2.8976992294192314,0.9033932089805603,3.649701312184334,4.553094521164894,43022,chck_100M,overlap,VminusC,-0.5703182481229305,-1.0850770436227322,-1.6553952917456627,0.5703182481229305,12,5,4,0.3076923076923077,0.8,0.3333333333333333,0.19999999999999996,18,8,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_016710,6.68465646263212,0.03580538276582955,6.720461845397949,7.396054223179817,0.0419102162122726,7.43796443939209,43022,chck_100M,overlap,VminusC,-0.7113977605476975,-0.006104833446443053,-0.7175025939941406,0.7113977605476975,7,5,4,0.5,0.8,0.5714285714285714,0.19999999999999996,12,5,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_016720,8.470621883869171,0.0244771838188171,8.495099067687988,10.26354717463255,0.36537028104066843,10.628917455673218,43022,chck_100M,overlap,VminusC,-1.7929252907633781,-0.34089309722185135,-2.1338183879852295,1.7929252907633781,6,6,4,0.5,0.6666666666666666,0.6666666666666666,0.33333333333333337,11,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_016746,8.501090999692678,0.14469743147492406,8.645788431167603,7.49856486916542,1.143317550420761,8.641882419586182,43022,chck_100M,overlap,VminusC,1.0025261305272588,-0.998620118945837,0.0039060115814208984,-1.002526130527258,8,5,3,0.3,0.6,0.375,0.4,12,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_016795,4.286921311169863,2.2306968681514263,6.517618179321289,3.496544659137726,5.419354140758514,8.91589879989624,43022,chck_100M,overlap,VminusC,0.7903766520321369,-3.188657272607088,-2.398280620574951,-0.7903766520321369,8,7,3,0.25,0.42857142857142855,0.375,0.5714285714285714,13,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_016832,7.5655877344543105,0.0443957097595557,7.609983444213867,9.076370605733246,0.0891815335489809,9.165552139282227,43022,chck_100M,overlap,VminusC,-1.510782871278935,-0.044785823789425194,-1.5555686950683594,1.5107828712789342,9,7,3,0.23076923076923078,0.42857142857142855,0.3333333333333333,0.5714285714285714,15,12,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_016833,7.731145981699228,0.0349448882043361,7.7660908699035645,7.881775081157684,0.7186363339424133,8.600411415100098,43022,chck_100M,overlap,VminusC,-0.15062909945845604,-0.6836914457380773,-0.8343205451965332,0.15062909945845593,6,4,2,0.25,0.5,0.3333333333333333,0.5,11,5,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_016961,4.467628933489323,1.8727181181311607,6.340347051620483,5.506667613983154,1.0681109428405762,6.5747785568237305,43022,chck_100M,overlap,VminusC,-1.0390386804938316,0.8046071752905846,-0.23443150520324707,1.0390386804938316,10,6,5,0.45454545454545453,0.8333333333333334,0.5,0.16666666666666663,15,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_017040,7.413044165819883,0.1262596137821674,7.539303779602051,7.531437039375304,1.9242006540298462,9.455637693405151,43022,chck_100M,overlap,VminusC,-0.11839287355542094,-1.7979410402476788,-1.9163339138031006,0.11839287355542183,7,5,3,0.3333333333333333,0.6,0.42857142857142855,0.4,11,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_017341,10.620500460267067,0.060784921050071695,10.681285381317139,8.564298645593226,0.03113554324954745,8.595434188842773,43022,chck_100M,overlap,VminusC,2.056201814673841,0.029649377800524245,2.0858511924743652,-2.056201814673841,7,6,3,0.3,0.5,0.42857142857142855,0.5,16,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_017393,5.997373723890632,0.06923208246007559,6.066605806350708,6.51099383365363,0.9604307459667326,7.471424579620361,43022,chck_100M,overlap,VminusC,-0.5136201097629973,-0.891198663506657,-1.4048187732696533,0.5136201097629963,9,7,4,0.3333333333333333,0.5714285714285714,0.4444444444444444,0.4285714285714286,14,7,high_50_75,tertile_low
compact:frontier_consolidation_fwcompact_expansion_017501,6.980456439778209,0.1605481225997209,7.14100456237793,8.448694884777069,0.8865564465522766,9.335251331329346,43022,chck_100M,overlap,VminusC,-1.4682384449988604,-0.7260083239525557,-2.194246768951416,1.4682384449988604,9,9,8,0.8,0.8888888888888888,0.8888888888888888,0.11111111111111116,11,11,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_017519,2.2117728528100997,4.315804308978841,6.52757716178894,1.300098811276257,4.800158704631031,6.100257515907288,43022,chck_100M,overlap,VminusC,0.9116740415338427,-0.48435439565218985,0.42731964588165283,-0.9116740415338427,8,6,3,0.2727272727272727,0.5,0.375,0.5,14,11,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_017534,5.18377750646323,0.0496788071468472,5.233456313610078,4.979779810179025,0.13427427364513272,5.114054083824158,43022,chck_100M,overlap,VminusC,0.20399769628420472,-0.08459546649828553,0.11940222978592008,-0.2039976962842056,7,5,2,0.2,0.4,0.2857142857142857,0.6,14,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_017617,4.967478212201968,0.01282817474566395,4.980306386947632,7.241206731647253,0.13468352332711214,7.375890254974365,43022,chck_100M,overlap,VminusC,-2.273728519445285,-0.1218553485814482,-2.3955838680267334,2.273728519445285,11,7,4,0.2857142857142857,0.5714285714285714,0.36363636363636365,0.4285714285714286,15,12,high_50_75,tertile_low
compact:frontier_consolidation_fwcompact_expansion_017747,5.822293100878596,0.051195325329899746,5.873488426208496,6.022858429700136,0.5301285497844219,6.552986979484558,43022,chck_100M,overlap,VminusC,-0.20056532882153988,-0.4789332244545222,-0.679498553276062,0.20056532882153982,9,6,3,0.25,0.5,0.3333333333333333,0.5,15,9,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_017751,4.369192188605666,0.044425243511795956,4.413617432117462,5.247639924287796,0.1641294658184051,5.411769390106201,43022,chck_100M,overlap,VminusC,-0.8784477356821299,-0.11970422230660914,-0.998151957988739,0.8784477356821299,8,5,4,0.4444444444444444,0.8,0.5,0.19999999999999996,14,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_017840,8.69260835647583,0.4276614189147949,9.120269775390625,5.575003027915954,4.438325524330139,10.013328552246094,43022,chck_100M,overlap,VminusC,3.1176053285598764,-4.010664105415344,-0.8930587768554688,-3.1176053285598755,15,10,7,0.3888888888888889,0.7,0.4666666666666667,0.30000000000000004,26,14,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_017852,6.567919045686722,0.1629631221294403,6.730882167816162,4.7044772654771805,0.8827858418226242,5.587263107299805,43022,chck_100M,overlap,VminusC,1.8634417802095413,-0.7198227196931839,1.1436190605163574,-1.8634417802095413,8,4,2,0.2,0.5,0.25,0.5,12,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_017861,6.084411084651946,3.802681028842926,9.887092113494873,8.343282535672188,2.0519940108060837,10.395276546478271,43022,chck_100M,overlap,VminusC,-2.2588714510202417,1.7506870180368423,-0.5081844329833984,2.258871451020241,11,8,6,0.46153846153846156,0.75,0.5454545454545454,0.25,12,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_017869,9.806547473184764,0.1125399367883801,9.919087409973145,11.12550413608551,1.6157249212265015,12.741229057312012,43022,chck_100M,overlap,VminusC,-1.3189566629007459,-1.5031849844381213,-2.822141647338867,1.3189566629007459,3,4,1,0.16666666666666666,0.25,0.3333333333333333,0.75,10,7,low_<25,tertile_low
compact:frontier_consolidation_fwcompact_expansion_018017,13.062504147645086,0.03290667617693535,13.095410823822021,11.391664172988385,0.15864190878346562,11.55030608177185,43022,chck_100M,overlap,VminusC,1.670839974656701,-0.12573523260653027,1.545104742050171,-1.670839974656701,8,6,5,0.5555555555555556,0.8333333333333334,0.625,0.16666666666666663,13,7,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_018077,7.798405691981316,0.2929877787828445,8.09139347076416,8.943917490541935,0.1709983572363853,9.11491584777832,43022,chck_100M,overlap,VminusC,-1.1455117985606194,0.1219894215464592,-1.0235223770141602,1.1455117985606194,10,7,2,0.13333333333333333,0.2857142857142857,0.2,0.7142857142857143,11,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_018155,7.572772273793817,0.0232994463294744,7.596071720123291,7.80620677396655,0.0977496393024921,7.903956413269042,43022,chck_100M,overlap,VminusC,-0.23343450017273337,-0.07445019297301769,-0.30788469314575106,0.23343450017273337,10,11,9,0.75,0.8181818181818182,0.9,0.18181818181818177,15,16,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_018195,3.8850326975807548,2.978030161000788,6.863062858581544,6.278527319431305,3.1272565722465515,9.405783891677856,43022,chck_100M,overlap,VminusC,-2.39349462185055,-0.1492264112457633,-2.5427210330963126,2.3934946218505493,9,7,3,0.23076923076923078,0.42857142857142855,0.3333333333333333,0.5714285714285714,13,9,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_018300,4.668694732710719,2.2600603122264147,6.928755044937134,3.6277995705604553,4.854028165340424,8.481827735900879,43022,chck_100M,overlap,VminusC,1.0408951621502638,-2.593967853114009,-1.5530726909637451,-1.0408951621502638,11,7,5,0.38461538461538464,0.7142857142857143,0.45454545454545453,0.2857142857142857,14,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_018311,10.420878433156759,0.6580676804296672,11.078946113586426,10.438570946455002,0.7885747253894806,11.227145671844482,43022,chck_100M,overlap,VminusC,-0.017692513298243284,-0.13050704495981336,-0.14819955825805664,0.017692513298243284,10,8,8,0.8,1.0,0.8,0.0,12,9,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_018415,4.742765946313739,0.01089902408421035,4.753664970397949,7.28009257465601,0.09720029681921,7.37729287147522,43022,chck_100M,overlap,VminusC,-2.537326628342271,-0.08630127273499964,-2.6236279010772705,2.537326628342271,8,7,4,0.36363636363636365,0.5714285714285714,0.5,0.4285714285714286,13,8,high_50_75,tertile_low
compact:frontier_consolidation_fwcompact_expansion_018432,8.355355598032475,0.10504736751317975,8.460402965545654,8.357745975255966,0.5207354128360748,8.878481388092041,43022,chck_100M,overlap,VminusC,-0.0023903772234916687,-0.41568804532289505,-0.4180784225463867,0.0023903772234916687,11,9,9,0.8181818181818182,1.0,0.8181818181818182,0.0,13,10,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_018498,8.4535346403718,0.08176656812429425,8.535301208496094,8.929253697395325,0.3329066038131714,9.262160301208496,43022,chck_100M,overlap,VminusC,-0.47571905702352524,-0.2511400356888771,-0.7268590927124023,0.47571905702352524,7,3,2,0.25,0.6666666666666666,0.2857142857142857,0.33333333333333337,11,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_018501,6.343500436283648,0.7354850163683295,7.0789854526519775,5.157905861735344,4.140758469700813,9.298664331436157,43022,chck_100M,overlap,VminusC,1.185594574548304,-3.4052734533324838,-2.2196788787841797,-1.185594574548304,5,4,4,0.8,1.0,0.8,0.0,11,5,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_018519,10.642406679689884,0.7891683802008628,11.431575059890747,8.878965139389038,1.452209711074829,10.331174850463867,43022,chck_100M,overlap,VminusC,1.763441540300846,-0.6630413308739663,1.1004002094268799,-1.763441540300846,5,4,4,0.8,1.0,0.8,0.0,10,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_018569,6.061226777732372,0.38007719069719315,6.441303968429565,6.082965046167374,0.5425592362880707,6.625524282455444,43022,chck_100M,overlap,VminusC,-0.021738268435001373,-0.16248204559087753,-0.1842203140258789,0.021738268435001373,8,7,7,0.875,1.0,0.875,0.0,11,9,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_018576,4.334839578019455,2.0240578695666045,6.35889744758606,2.9322025179862976,4.478207170963287,7.410409688949585,43022,chck_100M,overlap,VminusC,1.4026370600331575,-2.454149301396683,-1.0515122413635254,-1.4026370600331575,7,6,4,0.4444444444444444,0.6666666666666666,0.5714285714285714,0.33333333333333337,12,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_018671,6.145318299531937,0.0286633670330047,6.173981666564941,7.436480433214456,0.01570495916530485,7.452185392379761,43022,chck_100M,overlap,VminusC,-1.2911621336825192,0.012958407867699848,-1.2782037258148193,1.2911621336825192,7,4,3,0.375,0.75,0.42857142857142855,0.25,12,5,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_018680,7.019840240478516,0.39889049530029297,7.418730735778809,7.1772783398628235,3.296285331249238,10.47356367111206,43022,chck_100M,overlap,VminusC,-0.15743809938430786,-2.897394835948945,-3.054832935333252,0.15743809938430697,6,5,3,0.375,0.6,0.5,0.4,10,8,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_018750,8.202968537807465,1.150879442691803,9.353847980499268,9.606799805071205,0.4183218837715685,10.025121688842773,43022,chck_100M,overlap,VminusC,-1.4038312672637403,0.7325575589202344,-0.6712737083435059,1.4038312672637403,11,8,5,0.35714285714285715,0.625,0.45454545454545453,0.375,14,9,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_018836,4.320850016083568,0.4535807357169687,4.774430751800537,4.5522563038393855,1.5030188979580998,6.055275201797485,43022,chck_100M,overlap,VminusC,-0.23140628775581717,-1.049438162241131,-1.2808444499969482,0.23140628775581717,7,6,4,0.4444444444444444,0.6666666666666666,0.5714285714285714,0.33333333333333337,10,7,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_018956,4.30186609365046,0.0265501346439123,4.328416228294373,5.698446646332741,0.4655181020498275,6.163964748382568,43022,chck_100M,overlap,VminusC,-1.3965805526822805,-0.4389679674059152,-1.8355485200881958,1.3965805526822805,9,6,3,0.25,0.5,0.3333333333333333,0.5,15,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_018958,6.542604177026078,0.02241495368070895,6.565019130706787,6.5724917352199554,0.17911472916603083,6.751606464385986,43022,chck_100M,overlap,VminusC,-0.02988755819387734,-0.15669977548532188,-0.18658733367919922,0.02988755819387734,9,7,5,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.2857142857142857,18,10,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_019026,4.888629160821438,0.0676302090287208,4.956259369850159,5.7849180698394775,1.6417832374572754,7.426701307296753,43022,chck_100M,overlap,VminusC,-0.8962889090180397,-1.5741530284285545,-2.4704419374465942,0.8962889090180397,7,7,6,0.75,0.8571428571428571,0.8571428571428571,0.1428571428571429,10,9,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_019037,7.883777737617493,0.020917534828186,7.90469527244568,7.5563980881124735,0.02955276332795615,7.58595085144043,43022,chck_100M,overlap,VminusC,0.3273796495050192,-0.00863522849977015,0.3187444210052499,-0.3273796495050201,9,4,2,0.18181818181818182,0.5,0.2222222222222222,0.5,11,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_019246,2.697491767816246,5.950250980444252,8.647742748260498,3.5755011588335037,5.326808974146842,8.902310132980347,43022,chck_100M,overlap,VminusC,-0.8780093910172577,0.6234420062974095,-0.25456738471984863,0.8780093910172582,19,11,5,0.2,0.45454545454545453,0.2631578947368421,0.5454545454545454,34,17,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_019311,10.850785266142339,0.0495729339309036,10.900358200073242,6.911845851689577,3.151905130594969,10.063750982284546,43022,chck_100M,overlap,VminusC,3.9389394144527614,-3.102332196664065,0.8366072177886963,-3.9389394144527614,9,8,8,0.8888888888888888,1.0,0.8888888888888888,0.0,13,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_019576,5.576555985491723,0.01398096652701495,5.590536952018738,5.841248876415193,0.0579410726204514,5.8991899490356445,43022,chck_100M,overlap,VminusC,-0.26469289092347026,-0.04396010609343645,-0.30865299701690674,0.26469289092347026,7,4,2,0.2222222222222222,0.5,0.2857142857142857,0.5,10,6,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_019662,11.1865413938649,0.008482619654387201,11.195024013519287,11.659984029829502,0.09774311631917945,11.757727146148682,43022,chck_100M,overlap,VminusC,-0.47344263596460223,-0.08926049666479224,-0.5627031326293945,0.4734426359646023,7,5,4,0.5,0.8,0.5714285714285714,0.19999999999999996,11,6,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_019679,6.772057516500354,0.03857924230396745,6.810636758804321,6.459707260131836,0.20469141006469727,6.664398670196533,43022,chck_100M,overlap,VminusC,0.3123502563685179,-0.16611216776072982,0.14623808860778809,-0.3123502563685179,8,8,8,1.0,1.0,1.0,0.0,15,13,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_019705,6.221685851924121,0.0267980443313717,6.248483896255493,6.63794756308198,0.7742321453988552,7.412179708480835,43022,chck_100M,overlap,VminusC,-0.41626171115785837,-0.7474341010674835,-1.1636958122253418,0.41626171115785826,6,4,3,0.42857142857142855,0.75,0.5,0.25,10,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_019719,5.008533585816622,2.2662962786853313,7.274829864501953,6.141679380089045,1.9325813315808773,8.074260711669922,43022,chck_100M,overlap,VminusC,-1.1331457942724228,0.33371494710445404,-0.7994308471679688,1.1331457942724228,8,6,4,0.4,0.6666666666666666,0.5,0.33333333333333337,11,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_019836,4.162055190652609,3.240635696798563,7.402690887451172,1.0160310212522745,5.740323549136519,6.756354570388794,43022,chck_100M,overlap,VminusC,3.1460241694003344,-2.4996878523379564,0.6463363170623779,-3.1460241694003344,7,5,5,0.7142857142857143,1.0,0.7142857142857143,0.0,10,8,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_019909,10.519004464149477,0.4355825185775757,10.95458698272705,10.82588016986847,1.5415877103805542,12.367467880249023,43022,chck_100M,overlap,VminusC,-0.30687570571899236,-1.1060051918029785,-1.4128808975219727,0.30687570571899414,8,4,2,0.2,0.5,0.25,0.5,12,5,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_019912,4.8095433712005615,3.750589609146118,8.56013298034668,2.4760241508483887,7.013664245605469,9.489688396453857,43022,chck_100M,overlap,VminusC,2.333519220352173,-3.2630746364593506,-0.9295554161071777,-2.333519220352173,7,6,4,0.4444444444444444,0.6666666666666666,0.5714285714285714,0.33333333333333337,10,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_019948,3.610061466693878,3.0978381037712097,6.707899570465088,4.733230113983154,3.3700692653656006,8.103299379348755,43022,chck_100M,overlap,VminusC,-1.1231686472892761,-0.27223116159439087,-1.395399808883667,1.1231686472892761,4,4,3,0.6,0.75,0.75,0.25,10,9,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_019981,5.212137202732265,0.03020622301846735,5.242343425750732,6.69443884305656,0.33826908655464644,7.032707929611206,43022,chck_100M,overlap,VminusC,-1.4823016403242946,-0.30806286353617907,-1.7903645038604736,1.4823016403242946,7,5,3,0.3333333333333333,0.6,0.42857142857142855,0.4,11,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_019989,7.4808746026828885,0.17755096685141322,7.658425569534302,8.015427991747856,0.12967498600482935,8.145102977752686,43022,chck_100M,overlap,VminusC,-0.5345533890649676,0.04787598084658387,-0.4866774082183838,0.5345533890649676,7,6,3,0.3,0.5,0.42857142857142855,0.5,11,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_020011,4.4131420333869755,0.0962337176315486,4.509375751018524,4.484586246311665,0.6438701078295708,5.128456354141235,43022,chck_100M,overlap,VminusC,-0.07144421292468905,-0.5476363901980221,-0.6190806031227112,0.07144421292468905,10,7,4,0.3076923076923077,0.5714285714285714,0.4,0.4285714285714286,15,8,high_50_75,tertile_low
compact:frontier_consolidation_fwcompact_expansion_020033,4.317000413313508,0.14939794503152368,4.466398358345032,6.482543234713376,0.0400826884433627,6.522625923156738,43022,chck_100M,overlap,VminusC,-2.1655428213998675,0.10931525658816098,-2.0562275648117065,2.1655428213998675,9,6,5,0.5,0.8333333333333334,0.5555555555555556,0.16666666666666663,10,7,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_020052,6.739191810134798,0.04990883683785795,6.789100646972656,8.214839877560735,0.0534864049404859,8.26832628250122,43022,chck_100M,overlap,VminusC,-1.4756480674259365,-0.003577568102627951,-1.4792256355285645,1.4756480674259365,7,7,3,0.2727272727272727,0.42857142857142855,0.42857142857142855,0.5714285714285714,10,8,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_020071,7.102989263832569,0.08574550598859784,7.188734769821167,7.393307775259018,0.20914068818092346,7.602448463439942,43022,chck_100M,overlap,VminusC,-0.2903185114264488,-0.12339518219232562,-0.4137136936187753,0.2903185114264497,10,8,7,0.6363636363636364,0.875,0.7,0.125,13,9,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_020111,5.745585282333195,0.0710603399202227,5.816645622253418,6.155281914398074,0.09361444599926469,6.248896360397339,43022,chck_100M,overlap,VminusC,-0.40969663206487894,-0.022554106079041986,-0.4322507381439209,0.40969663206487894,10,10,9,0.8181818181818182,0.9,0.9,0.09999999999999998,14,14,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_020122,10.184801567345858,1.0157034508883953,11.200505018234253,4.443297982215881,6.01878297328949,10.462080955505371,43022,chck_100M,overlap,VminusC,5.741503585129976,-5.003079522401094,0.7384240627288818,-5.741503585129976,16,9,5,0.25,0.5555555555555556,0.3125,0.4444444444444444,32,14,high_50_75,tertile_low
compact:frontier_consolidation_fwcompact_expansion_020154,6.766895793378354,3.514331318438053,10.281227111816406,9.159417055547237,3.7342291846871376,12.893646240234375,43022,chck_100M,overlap,VminusC,-2.3925212621688834,-0.21989786624908447,-2.6124191284179688,2.3925212621688843,8,7,5,0.5,0.7142857142857143,0.625,0.2857142857142857,12,9,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_020244,2.8993481434881687,2.3112443648278713,5.21059250831604,2.1925405571237206,2.6209301641210914,4.813470721244812,43022,chck_100M,overlap,VminusC,0.7068075863644481,-0.30968579929322004,0.397121787071228,-0.7068075863644481,7,8,7,0.875,0.875,1.0,0.125,10,10,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_020303,-1.0177344884723425,3.41483948007226,2.3971049915999174,-0.34594888240098953,2.0266289636492725,1.6806800812482834,43022,chck_100M,overlap,VminusC,-0.671785606071353,1.3882105164229874,0.716424910351634,0.6717856060713534,9,9,8,0.8,0.8888888888888888,0.8888888888888888,0.11111111111111116,11,12,very_high_75_100,tertile_high
compact:frontier_consolidation_fwcompact_expansion_020376,6.621353633701801,0.21063040941953654,6.831984043121338,8.798676945269108,0.24281170219182963,9.041488647460938,43022,chck_100M,overlap,VminusC,-2.1773233115673065,-0.03218129277229309,-2.2095046043395996,2.1773233115673065,7,5,2,0.2,0.4,0.2857142857142857,0.6,12,7,mid_25_50,tertile_low
compact:frontier_consolidation_fwcompact_expansion_020429,5.364696987904608,1.942002764903009,7.306699752807617,4.952757894992828,2.0292057394981384,6.981963634490967,43022,chck_100M,overlap,VminusC,0.4119390929117799,-0.08720297459512949,0.3247361183166504,-0.4119390929117799,6,4,3,0.42857142857142855,0.75,0.5,0.25,10,6,high_50_75,tertile_mid
compact:frontier_consolidation_fwcompact_expansion_020622,4.400527935475111,0.13481058552861205,4.535338521003723,4.667695336043835,0.7571043446660042,5.424799680709839,43022,chck_100M,overlap,VminusC,-0.2671674005687237,-0.6222937591373922,-0.8894611597061157,0.26716740056872357,6,5,2,0.2222222222222222,0.4,0.3333333333333333,0.6,13,8,mid_25_50,tertile_low
