case_group,example_id,source,target_idx,target_id,target_token,target_surface,prefix_tokens,later_tokens,target_frac,target_freq_bucket,target_subword_len_bucket,local_leak_10tok,repeated_capitalized_prefix_suffix,case_id,wwm42_40M_lp_full,wwm42_40M_lp_deleted,wwm42_40M_lp_block_shuffled,wwm42_40M_lp_same_source_near,wwm42_40M_lp_cross_source_near,wwm42_40M_full_minus_deleted,wwm42_40M_full_minus_block_shuffled,wwm42_40M_full_minus_same_source_near,wwm42_40M_full_minus_cross_source_near,wwm42_40M_same_vs_cross_spec,wwm42_80M_lp_full,wwm42_80M_lp_deleted,wwm42_80M_lp_block_shuffled,wwm42_80M_lp_same_source_near,wwm42_80M_lp_cross_source_near,wwm42_80M_full_minus_deleted,wwm42_80M_full_minus_block_shuffled,wwm42_80M_full_minus_same_source_near,wwm42_80M_full_minus_cross_source_near,wwm42_80M_same_vs_cross_spec,wwm42_100M_lp_full,wwm42_100M_lp_deleted,wwm42_100M_lp_block_shuffled,wwm42_100M_lp_same_source_near,wwm42_100M_lp_cross_source_near,wwm42_100M_full_minus_deleted,wwm42_100M_full_minus_block_shuffled,wwm42_100M_full_minus_same_source_near,wwm42_100M_full_minus_cross_source_near,wwm42_100M_same_vs_cross_spec,wwm43_40M_lp_full,wwm43_40M_lp_deleted,wwm43_40M_lp_block_shuffled,wwm43_40M_lp_same_source_near,wwm43_40M_lp_cross_source_near,wwm43_40M_full_minus_deleted,wwm43_40M_full_minus_block_shuffled,wwm43_40M_full_minus_same_source_near,wwm43_40M_full_minus_cross_source_near,wwm43_40M_same_vs_cross_spec,wwm43_80M_lp_full,wwm43_80M_lp_deleted,wwm43_80M_lp_block_shuffled,wwm43_80M_lp_same_source_near,wwm43_80M_lp_cross_source_near,wwm43_80M_full_minus_deleted,wwm43_80M_full_minus_block_shuffled,wwm43_80M_full_minus_same_source_near,wwm43_80M_full_minus_cross_source_near,wwm43_80M_same_vs_cross_spec,wwm43_100M_lp_full,wwm43_100M_lp_deleted,wwm43_100M_lp_block_shuffled,wwm43_100M_lp_same_source_near,wwm43_100M_lp_cross_source_near,wwm43_100M_full_minus_deleted,wwm43_100M_full_minus_block_shuffled,wwm43_100M_full_minus_same_source_near,wwm43_100M_full_minus_cross_source_near,wwm43_100M_same_vs_cross_spec,stable_full_minus_same_40M,stable_full_minus_deleted_40M,stable_full_minus_same_80M,stable_full_minus_deleted_80M,stable_full_minus_same_100M,stable_full_minus_deleted_100M
exact_1m_slice,2484,bnc_spoken.train.txt,30,823,Ġthought,thought,106,104,0.28846153846153844,31+,1tok,0,0,0,-2.7673301696777344,-2.873535633087158,-2.6977901458740234,-2.7946956157684326,-2.5448033809661865,0.10620546340942383,-0.06954002380371094,0.027365446090698242,-0.22252678871154785,0.2498922348022461,-3.0401158332824707,-2.9276983737945557,-3.0659332275390625,-3.067370653152466,-2.5113563537597656,-0.11241745948791504,0.025817394256591797,0.027254819869995117,-0.5287594795227051,0.5560142993927002,-2.7029871940612793,-2.699584484100342,-2.76448655128479,-2.7714219093322754,-2.3361265659332275,-0.0034027099609375,0.06149935722351074,0.0684347152709961,-0.36686062812805176,0.43529534339904785,-2.58221697807312,-2.3999273777008057,-2.491000175476074,-2.6573290824890137,-2.0843887329101562,-0.18228960037231445,-0.0912168025970459,0.07511210441589355,-0.49782824516296387,0.5729403495788574,-1.965057134628296,-1.7932555675506592,-1.9839584827423096,-2.051898717880249,-1.3237435817718506,-0.17180156707763672,0.018901348114013672,0.08684158325195312,-0.6413135528564453,0.7281551361083984,-2.0704188346862793,-1.9226603507995605,-2.0748233795166016,-2.17958927154541,-1.3590247631072998,-0.14775848388671875,0.004404544830322266,0.10917043685913086,-0.7113940715789795,0.8205645084381104,0.027365446090698242,0.0,0.027254819869995117,-0.11241745948791504,0.0684347152709961,-0.0034027099609375
exact_1m_slice,1089,bnc_spoken.train.txt,35,6088,ĠCourt,court,115,120,0.2916666666666667,31+,1tok,0,1,1,-5.084676742553711,-5.00855827331543,-4.993658065795898,-5.4564208984375,-4.168087005615234,-0.07611846923828125,-0.0910186767578125,0.37174415588378906,-0.9165897369384766,1.2883338928222656,-4.667809009552002,-5.480520248413086,-4.6929473876953125,-6.366941452026367,-3.469911575317383,0.812711238861084,0.025138378143310547,1.6991324424743652,-1.1978974342346191,2.8970298767089844,-3.91098952293396,-4.922393798828125,-3.7911946773529053,-5.427908897399902,-2.8995306491851807,1.011404275894165,-0.11979484558105469,1.5169193744659424,-1.0114588737487793,2.5283782482147217,-9.225973129272461,-8.176922798156738,-9.10427474975586,-10.334855079650879,-8.76052474975586,-1.0490503311157227,-0.12169837951660156,1.108881950378418,-0.46544837951660156,1.5743303298950195,-6.918111801147461,-5.333639144897461,-6.946930885314941,-6.865896224975586,-6.107840061187744,-1.58447265625,0.02881908416748047,-0.052215576171875,-0.8102717399597168,0.7580561637878418,-6.673490524291992,-5.491955757141113,-6.756888389587402,-6.488555908203125,-5.758045673370361,-1.181534767150879,0.08339786529541016,-0.1849346160888672,-0.9154448509216309,0.7305102348327637,0.37174415588378906,-0.07611846923828125,0.0,0.0,0.0,0.0
exact_1m_slice,2645,bnc_spoken.train.txt,46,2384,Ġsuppose,suppose,97,107,0.42990654205607476,31+,1tok,0,0,2,-4.908726692199707,-5.003058910369873,-4.810197830200195,-4.677614212036133,-4.968128204345703,0.09433221817016602,-0.09852886199951172,-0.23111248016357422,0.059401512145996094,-0.2905139923095703,-4.9662556648254395,-5.105143070220947,-5.086128234863281,-4.494920253753662,-5.226125240325928,0.1388874053955078,0.1198725700378418,-0.47133541107177734,0.2598695755004883,-0.7312049865722656,-4.793684005737305,-5.1002655029296875,-4.879875659942627,-4.366718292236328,-4.987754821777344,0.3065814971923828,0.08619165420532227,-0.42696571350097656,0.19407081604003906,-0.6210365295410156,-4.102484703063965,-4.81186580657959,-3.616518974304199,-4.353213787078857,-5.210381507873535,0.709381103515625,-0.4859657287597656,0.2507290840148926,1.1078968048095703,-0.8571677207946777,-4.371836185455322,-5.024598121643066,-3.515735149383545,-4.612359046936035,-5.925446510314941,0.6527619361877441,-0.8561010360717773,0.2405228614807129,1.5536103248596191,-1.3130874633789062,-4.5432257652282715,-5.132102966308594,-3.9279866218566895,-4.693976402282715,-6.126676559448242,0.5888772010803223,-0.615239143371582,0.15075063705444336,1.5834507942199707,-1.4327001571655273,0.0,0.09433221817016602,0.0,0.1388874053955078,0.0,0.3065814971923828
exact_1m_slice,2390,bnc_spoken.train.txt,35,2115,Ġtomorrow,tomorrow,109,101,0.3465346534653465,31+,1tok,0,1,3,-11.138787269592285,-10.884151458740234,-10.92890453338623,-9.93294906616211,-9.849909782409668,-0.2546358108520508,-0.2098827362060547,-1.2058382034301758,-1.2888774871826172,0.0830392837524414,-10.057744979858398,-10.525690078735352,-9.823136329650879,-9.622925758361816,-10.135862350463867,0.4679450988769531,-0.23460865020751953,-0.43481922149658203,0.07811737060546875,-0.5129365921020508,-9.38791275024414,-9.879408836364746,-9.175353050231934,-9.228423118591309,-9.762367248535156,0.49149608612060547,-0.21255970001220703,-0.15948963165283203,0.3744544982910156,-0.5339441299438477,-11.719670295715332,-11.857322692871094,-11.58047103881836,-11.57252311706543,-11.363632202148438,0.13765239715576172,-0.13919925689697266,-0.14714717864990234,-0.35603809356689453,0.2088909149169922,-9.667694091796875,-9.541694641113281,-9.32783317565918,-9.657273292541504,-9.226969718933105,-0.12599945068359375,-0.3398609161376953,-0.010420799255371094,-0.44072437286376953,0.43030357360839844,-9.503121376037598,-9.488303184509277,-9.198328018188477,-9.382378578186035,-9.209123611450195,-0.014818191528320312,-0.3047933578491211,-0.1207427978515625,-0.29399776458740234,0.17325496673583984,-0.14714717864990234,0.0,-0.010420799255371094,0.0,-0.1207427978515625,0.0
exact_1m_slice,1615,bnc_spoken.train.txt,39,13201,Ġbows,bows,106,111,0.35135135135135137,4-10,1tok,0,1,4,-9.941468238830566,-9.947842597961426,-9.960404396057129,-10.128767967224121,-10.572885513305664,0.006374359130859375,0.0189361572265625,0.1872997283935547,0.6314172744750977,-0.44411754608154297,-9.514557838439941,-9.73740291595459,-9.479840278625488,-9.91969108581543,-9.533405303955078,0.22284507751464844,-0.034717559814453125,0.4051332473754883,0.01884746551513672,0.38628578186035156,-9.157886505126953,-9.31411075592041,-9.121591567993164,-9.623308181762695,-9.134502410888672,0.15622425079345703,-0.03629493713378906,0.4654216766357422,-0.02338409423828125,0.48880577087402344,-11.917841911315918,-12.109029769897461,-11.891677856445312,-11.610292434692383,-12.096643447875977,0.19118785858154297,-0.02616405487060547,-0.30754947662353516,0.1788015365600586,-0.48635101318359375,-10.727978706359863,-10.615388870239258,-10.752642631530762,-11.125531196594238,-10.693351745605469,-0.11258983612060547,0.024663925170898438,0.397552490234375,-0.03462696075439453,0.43217945098876953,-10.625858306884766,-10.483238220214844,-10.659478187561035,-10.998221397399902,-10.682539939880371,-0.14262008666992188,0.03361988067626953,0.3723630905151367,0.05668163299560547,0.31568145751953125,0.0,0.006374359130859375,0.397552490234375,0.0,0.3723630905151367,0.0
exact_1m_slice,1319,bnc_spoken.train.txt,34,3579,Ġstage,stage,113,106,0.32075471698113206,31+,1tok,0,1,5,-12.0339937210083,-11.580251693725586,-11.721681594848633,-11.291471481323242,-11.47119140625,-0.45374202728271484,-0.31231212615966797,-0.7425222396850586,-0.5628023147583008,-0.1797199249267578,-10.720632553100586,-10.22817611694336,-10.458970069885254,-10.311101913452148,-10.055770874023438,-0.49245643615722656,-0.26166248321533203,-0.4095306396484375,-0.6648616790771484,0.25533103942871094,-11.053970336914062,-10.53509521484375,-10.772570610046387,-10.656832695007324,-10.261920928955078,-0.5188751220703125,-0.2813997268676758,-0.3971376419067383,-0.7920494079589844,0.3949117660522461,-9.776915550231934,-9.775580406188965,-9.6134033203125,-9.821283340454102,-11.091076850891113,-0.00133514404296875,-0.1635122299194336,0.04436779022216797,1.3141613006591797,-1.2697935104370117,-9.090910911560059,-8.666168212890625,-8.613703727722168,-9.011245727539062,-11.559849739074707,-0.4247426986694336,-0.4772071838378906,-0.0796651840209961,2.4689388275146484,-2.5486040115356445,-9.199074745178223,-8.912561416625977,-8.7637300491333,-9.106571197509766,-11.185934066772461,-0.2865133285522461,-0.4353446960449219,-0.09250354766845703,1.9868593215942383,-2.0793628692626953,0.0,-0.00133514404296875,-0.0796651840209961,-0.4247426986694336,-0.09250354766845703,-0.2865133285522461
exact_1m_slice,364,bnc_spoken.train.txt,28,2258,Ġnine,nine,89,105,0.26666666666666666,31+,1tok,1,1,6,-2.9940476417541504,-2.997056722640991,-3.040922164916992,-2.289433479309082,-2.103990316390991,0.0030090808868408203,0.0468745231628418,-0.7046141624450684,-0.8900573253631592,0.18544316291809082,-1.5648999214172363,-1.512912392616272,-1.4873502254486084,-1.6959387063980103,-1.8847674131393433,-0.051987528800964355,-0.07754969596862793,0.13103878498077393,0.31986749172210693,-0.188828706741333,-0.975871741771698,-0.8726862668991089,-0.8541142344474792,-1.0421738624572754,-1.2468438148498535,-0.10318547487258911,-0.12175750732421875,0.06630212068557739,0.2709720730781555,-0.20466995239257812,-2.862734794616699,-2.8880608081817627,-2.8705034255981445,-2.5517659187316895,-2.472161054611206,0.025326013565063477,0.0077686309814453125,-0.31096887588500977,-0.39057374000549316,0.0796048641204834,-0.42663100361824036,-0.2668304443359375,-0.36310774087905884,-0.21769000589847565,-0.29643791913986206,-0.15980055928230286,-0.06352326273918152,-0.2089409977197647,-0.1301930844783783,-0.07874791324138641,-0.4082336723804474,-0.23829761147499084,-0.3385327458381653,-0.17179463803768158,-0.22896572947502136,-0.16993606090545654,-0.0697009265422821,-0.2364390343427658,-0.17926794290542603,-0.05717109143733978,-0.31096887588500977,0.0030090808868408203,0.0,-0.051987528800964355,0.0,-0.10318547487258911
exact_1m_slice,4416,bnc_spoken.train.txt,41,3535,Ġadult,adult,89,97,0.422680412371134,31+,1tok,0,0,7,-6.723209381103516,-6.263200759887695,-6.858421325683594,-6.40733528137207,-6.004220485687256,-0.4600086212158203,0.13521194458007812,-0.3158740997314453,-0.7189888954162598,0.40311479568481445,-5.5913190841674805,-5.404922962188721,-5.755414009094238,-5.640836715698242,-4.8969597816467285,-0.18639612197875977,0.1640949249267578,0.04951763153076172,-0.694359302520752,0.7438769340515137,-6.041313171386719,-5.928656578063965,-6.224172115325928,-6.147340297698975,-5.490744590759277,-0.1126565933227539,0.18285894393920898,0.10602712631225586,-0.5505685806274414,0.6565957069396973,-6.528034210205078,-6.091255187988281,-6.6698317527771,-6.606076240539551,-3.632171392440796,-0.4367790222167969,0.14179754257202148,0.07804203033447266,-2.8958628177642822,2.973904848098755,-6.484987258911133,-6.271783828735352,-6.526185035705566,-6.73098611831665,-6.515765190124512,-0.21320343017578125,0.041197776794433594,0.24599885940551758,0.030777931213378906,0.21522092819213867,-6.850982189178467,-6.628267288208008,-6.884526252746582,-7.0872673988342285,-6.730373859405518,-0.22271490097045898,0.033544063568115234,0.23628520965576172,-0.12060832977294922,0.35689353942871094,0.0,-0.4367790222167969,0.04951763153076172,-0.18639612197875977,0.10602712631225586,-0.1126565933227539
exact_1m_slice,2818,bnc_spoken.train.txt,27,1508,Ġtri,tri,99,106,0.25471698113207547,1,1tok,0,1,8,-5.769112586975098,-5.851689338684082,-5.450918674468994,-5.8351898193359375,-5.40737247467041,0.08257675170898438,-0.3181939125061035,0.06607723236083984,-0.3617401123046875,0.42781734466552734,-4.987720012664795,-4.739150524139404,-5.069889545440674,-4.935309886932373,-4.6831583976745605,-0.24856948852539062,0.0821695327758789,-0.052410125732421875,-0.3045616149902344,0.2521514892578125,-5.320701599121094,-5.1413726806640625,-5.3650665283203125,-5.218813896179199,-4.944947242736816,-0.17932891845703125,0.04436492919921875,-0.10188770294189453,-0.37575435638427734,0.2738666534423828,-7.213785648345947,-7.209107398986816,-7.108949184417725,-7.170365333557129,-7.113455772399902,-0.004678249359130859,-0.10483646392822266,-0.04342031478881836,-0.10032987594604492,0.05690956115722656,-5.014976501464844,-5.134296894073486,-5.044037818908691,-5.390966892242432,-4.752866744995117,0.11932039260864258,0.029061317443847656,0.3759903907775879,-0.26210975646972656,0.6381001472473145,-5.184744358062744,-5.3326263427734375,-5.158156394958496,-5.593585014343262,-5.069036483764648,0.14788198471069336,-0.026587963104248047,0.4088406562805176,-0.1157078742980957,0.5245485305786133,0.0,0.0,0.0,0.0,0.0,0.0
exact_1m_slice,5150,childes.train.txt,44,237,CHI,chi,120,120,0.36666666666666664,31+,1tok,0,1,9,-0.23707084357738495,-0.1992332637310028,-0.25284069776535034,-0.19636668264865875,-0.305616557598114,-0.03783757984638214,0.015769854187965393,-0.040704160928726196,0.06854571402072906,-0.10924987494945526,-0.10510357469320297,-0.08608093112707138,-0.13993263244628906,-0.061909571290016174,-0.1581675112247467,-0.019022643566131592,0.03482905775308609,-0.0431940034031868,0.05306393653154373,-0.09625793993473053,-0.05513368919491768,-0.041755471378564835,-0.07353445887565613,-0.035602327436208725,-0.09077910333871841,-0.013378217816352844,0.01840076968073845,-0.019531361758708954,0.035645414143800735,-0.05517677590250969,-0.19675147533416748,-0.18945303559303284,-0.24179604649543762,-0.15858803689479828,-0.2868194878101349,-0.0072984397411346436,0.04504457116127014,-0.0381634384393692,0.09006801247596741,-0.1282314509153366,-0.012826560996472836,-0.009297408163547516,-0.02107488363981247,-0.00962273683398962,-0.016635864973068237,-0.0035291528329253197,0.008248322643339634,-0.0032038241624832153,0.0038093039765954018,-0.007013128139078617,-0.018133103847503662,-0.012022650800645351,-0.031466733664274216,-0.012535588815808296,-0.025731205940246582,-0.006110453046858311,0.013333629816770554,-0.005597515031695366,0.00759810209274292,-0.013195617124438286,-0.0381634384393692,-0.0072984397411346436,-0.0032038241624832153,-0.0035291528329253197,-0.005597515031695366,-0.006110453046858311
