case_id,source,target_token,prefix_tokens,later_tokens,target_idx,wwm_lp_full,wwm_lp_deleted,wwm_lp_shuffled,wwm_lp_same_near,wwm_lp_cross_near,wwm_delta_deleted,wwm_delta_shuffled,wwm_delta_same_near,wwm_delta_cross_near,wwm_spec_same_vs_cross,wwm_spec_deleted_vs_cross,cpc_same_lp_full,cpc_same_lp_deleted,cpc_same_lp_shuffled,cpc_same_lp_same_near,cpc_same_lp_cross_near,cpc_same_delta_deleted,cpc_same_delta_shuffled,cpc_same_delta_same_near,cpc_same_delta_cross_near,cpc_same_spec_same_vs_cross,cpc_same_spec_deleted_vs_cross,cpc_cross_lp_full,cpc_cross_lp_deleted,cpc_cross_lp_shuffled,cpc_cross_lp_same_near,cpc_cross_lp_cross_near,cpc_cross_delta_deleted,cpc_cross_delta_shuffled,cpc_cross_delta_same_near,cpc_cross_delta_cross_near,cpc_cross_spec_same_vs_cross,cpc_cross_spec_deleted_vs_cross,same_minus_wwm_delta_deleted,same_minus_wwm_delta_shuffled,same_minus_wwm_delta_same_near,same_minus_wwm_delta_cross_near,same_minus_wwm_spec_same_vs_cross,same_minus_wwm_spec_deleted_vs_cross,cross_minus_wwm_delta_deleted,cross_minus_wwm_delta_shuffled,cross_minus_wwm_delta_same_near,cross_minus_wwm_delta_cross_near,cross_minus_wwm_spec_same_vs_cross,cross_minus_wwm_spec_deleted_vs_cross,wwm_sensitivity_score
116,bnc_spoken.train.txt,Ġalone,100,98,24,-10.113569259643555,-10.113546371459961,-10.113556861877441,-10.113556861877441,-10.113751411437988,-2.288818359375e-05,-1.239776611328125e-05,-1.239776611328125e-05,0.00018215179443359375,-0.000194549560546875,-0.00020503997802734375,-9.830780029296875,-9.830781936645508,-9.830780029296875,-9.83077621459961,-11.594575881958008,1.9073486328125e-06,0.0,-3.814697265625e-06,1.7637958526611328,-1.7637996673583984,-1.7637939453125,-10.527314186096191,-10.527313232421875,-10.527314186096191,-10.527314186096191,-10.527314186096191,-9.5367431640625e-07,0.0,0.0,0.0,0.0,-9.5367431640625e-07,2.47955322265625e-05,1.239776611328125e-05,8.58306884765625e-06,1.7636137008666992,-1.7636051177978516,-1.7635889053344727,2.193450927734375e-05,1.239776611328125e-05,1.239776611328125e-05,-0.00018215179443359375,0.000194549560546875,0.0002040863037109375,2.288818359375e-05
117,bnc_spoken.train.txt,ium,114,112,28,-9.109434127807617,-9.109353065490723,-9.109453201293945,-9.109582901000977,-9.109640121459961,-8.106231689453125e-05,1.9073486328125e-05,0.000148773193359375,0.00020599365234375,-5.7220458984375e-05,-0.00028705596923828125,-8.895034790039062,-8.895033836364746,-8.895034790039062,-8.895034790039062,-9.98501205444336,-9.5367431640625e-07,0.0,0.0,1.0899772644042969,-1.0899772644042969,-1.0899782180786133,-9.09873104095459,-9.098731994628906,-9.098731994628906,-9.098731994628906,-9.098731994628906,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,0.0,0.0,8.0108642578125e-05,-1.9073486328125e-05,-0.000148773193359375,1.0897712707519531,-1.0899200439453125,-1.089691162109375,8.20159912109375e-05,-1.811981201171875e-05,-0.00014781951904296875,-0.00020503997802734375,5.7220458984375e-05,0.00028705596923828125,0.000148773193359375
118,childes.train.txt,Ġplay,120,120,30,-8.401444435119629,-8.401443481445312,-8.401445388793945,-8.401445388793945,-8.401268005371094,-9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,-0.00017642974853515625,0.0001773834228515625,0.00017547607421875,-7.156786918640137,-7.156767845153809,-7.156786918640137,-7.1567840576171875,-7.156744956970215,-1.9073486328125e-05,0.0,-2.86102294921875e-06,-4.1961669921875e-05,3.910064697265625e-05,2.288818359375e-05,-8.0654935836792,-8.0654935836792,-8.0654935836792,-8.0654935836792,-8.0654935836792,0.0,0.0,0.0,0.0,0.0,0.0,-1.811981201171875e-05,-9.5367431640625e-07,-3.814697265625e-06,0.00013446807861328125,-0.00013828277587890625,-0.000152587890625,9.5367431640625e-07,-9.5367431640625e-07,-9.5367431640625e-07,0.00017642974853515625,-0.0001773834228515625,-0.00017547607421875,9.5367431640625e-07
119,childes.train.txt,Ġoff,120,120,30,-6.897688865661621,-6.897688865661621,-6.897688865661621,-6.897688865661621,-6.897688865661621,0.0,0.0,0.0,0.0,0.0,0.0,-7.092038154602051,-7.092048645019531,-7.092038154602051,-7.092044353485107,-7.092061519622803,1.049041748046875e-05,0.0,6.198883056640625e-06,2.3365020751953125e-05,-1.71661376953125e-05,-1.2874603271484375e-05,-6.822329044342041,-6.822329044342041,-6.822329521179199,-6.822329521179199,-6.822329521179199,0.0,4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,0.0,-4.76837158203125e-07,1.049041748046875e-05,0.0,6.198883056640625e-06,2.3365020751953125e-05,-1.71661376953125e-05,-1.2874603271484375e-05,0.0,4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,0.0,-4.76837158203125e-07,0.0
120,childes.train.txt,MOT,120,120,30,-4.586399078369141,-4.586399078369141,-4.586399078369141,-4.586399555206299,-4.586315631866455,0.0,0.0,4.76837158203125e-07,-8.344650268554688e-05,8.392333984375e-05,8.344650268554688e-05,-3.283698081970215,-3.2837023735046387,-3.2836990356445312,-3.2836978435516357,-3.2836990356445312,4.291534423828125e-06,9.5367431640625e-07,-2.384185791015625e-07,9.5367431640625e-07,-1.1920928955078125e-06,3.337860107421875e-06,-4.595987319946289,-4.595987319946289,-4.595986843109131,-4.595986843109131,-4.5959882736206055,0.0,-4.76837158203125e-07,-4.76837158203125e-07,9.5367431640625e-07,-1.430511474609375e-06,-9.5367431640625e-07,4.291534423828125e-06,9.5367431640625e-07,-7.152557373046875e-07,8.440017700195312e-05,-8.511543273925781e-05,-8.0108642578125e-05,0.0,-4.76837158203125e-07,-9.5367431640625e-07,8.440017700195312e-05,-8.535385131835938e-05,-8.440017700195312e-05,4.76837158203125e-07
121,bnc_spoken.train.txt,Ġmove,93,99,25,-8.627031326293945,-8.627029418945312,-8.627039909362793,-8.627406120300293,-8.6271390914917,-1.9073486328125e-06,8.58306884765625e-06,0.00037479400634765625,0.00010776519775390625,0.00026702880859375,-0.00010967254638671875,-8.785697937011719,-8.785698890686035,-8.785697937011719,-8.785698890686035,-8.96219539642334,9.5367431640625e-07,0.0,9.5367431640625e-07,0.1764974594116211,-0.1764965057373047,-0.1764965057373047,-8.731965065002441,-8.731965065002441,-8.731965065002441,-8.731966018676758,-8.731965065002441,0.0,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07,0.0,2.86102294921875e-06,-8.58306884765625e-06,-0.00037384033203125,0.1763896942138672,-0.17676353454589844,-0.17638683319091797,1.9073486328125e-06,-8.58306884765625e-06,-0.00037384033203125,-0.00010776519775390625,-0.00026607513427734375,0.00010967254638671875,0.00037479400634765625
122,childes.train.txt,CHI,120,120,33,-4.179807662963867,-4.179666042327881,-4.179818630218506,-4.179666519165039,-4.179666996002197,-0.00014162063598632812,1.0967254638671875e-05,-0.000141143798828125,-0.00014066696166992188,-4.76837158203125e-07,-9.5367431640625e-07,-2.7784624099731445,-2.7784602642059326,-2.778463125228882,-2.7784669399261475,-2.778453826904297,-2.1457672119140625e-06,7.152557373046875e-07,4.5299530029296875e-06,-8.58306884765625e-06,1.3113021850585938e-05,6.4373016357421875e-06,-4.111285209655762,-4.1112847328186035,-4.11128568649292,-4.111285209655762,-4.111285209655762,-4.76837158203125e-07,4.76837158203125e-07,0.0,0.0,0.0,-4.76837158203125e-07,0.00013947486877441406,-1.0251998901367188e-05,0.0001456737518310547,0.00013208389282226562,1.3589859008789062e-05,7.3909759521484375e-06,0.000141143798828125,-1.049041748046875e-05,0.000141143798828125,0.00014066696166992188,4.76837158203125e-07,4.76837158203125e-07,0.00014162063598632812
123,bnc_spoken.train.txt,Ġfirst,108,91,26,-7.257835865020752,-7.257823944091797,-7.257838726043701,-7.257808685302734,-7.257865905761719,-1.1920928955078125e-05,2.86102294921875e-06,-2.7179718017578125e-05,3.0040740966796875e-05,-5.7220458984375e-05,-4.1961669921875e-05,-7.116866111755371,-7.116868019104004,-7.116865634918213,-7.1168670654296875,-7.877103805541992,1.9073486328125e-06,-4.76837158203125e-07,9.5367431640625e-07,0.7602376937866211,-0.7602367401123047,-0.7602357864379883,-7.245622634887695,-7.245622634887695,-7.245622158050537,-7.245622634887695,-7.245622634887695,0.0,-4.76837158203125e-07,0.0,0.0,0.0,0.0,1.3828277587890625e-05,-3.337860107421875e-06,2.8133392333984375e-05,0.7602076530456543,-0.7601795196533203,-0.7601938247680664,1.1920928955078125e-05,-3.337860107421875e-06,2.7179718017578125e-05,-3.0040740966796875e-05,5.7220458984375e-05,4.1961669921875e-05,2.7179718017578125e-05
124,bnc_spoken.train.txt,Ġestimated,113,110,29,-10.509074211120605,-10.509073257446289,-10.509073257446289,-10.5090913772583,-10.509129524230957,-9.5367431640625e-07,-9.5367431640625e-07,1.71661376953125e-05,5.53131103515625e-05,-3.814697265625e-05,-5.626678466796875e-05,-10.025129318237305,-10.025129318237305,-10.025129318237305,-10.025128364562988,-10.984853744506836,0.0,0.0,-9.5367431640625e-07,0.9597244262695312,-0.9597253799438477,-0.9597244262695312,-10.1447114944458,-10.1447114944458,-10.1447114944458,-10.144712448120117,-10.144712448120117,0.0,0.0,9.5367431640625e-07,9.5367431640625e-07,0.0,-9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,-1.811981201171875e-05,0.9596691131591797,-0.9596872329711914,-0.9596681594848633,9.5367431640625e-07,9.5367431640625e-07,-1.621246337890625e-05,-5.435943603515625e-05,3.814697265625e-05,5.53131103515625e-05,1.71661376953125e-05
125,bnc_spoken.train.txt,Ġquite,99,92,27,-7.548358917236328,-7.548433780670166,-7.548383712768555,-7.548422813415527,-7.5483174324035645,7.486343383789062e-05,2.47955322265625e-05,6.389617919921875e-05,-4.1484832763671875e-05,0.00010538101196289062,0.0001163482666015625,-7.3254289627075195,-7.3254289627075195,-7.3254289627075195,-7.325429916381836,-8.802412033081055,0.0,0.0,9.5367431640625e-07,1.4769830703735352,-1.4769821166992188,-1.4769830703735352,-7.7612810134887695,-7.7612810134887695,-7.761280536651611,-7.7612810134887695,-7.761280536651611,0.0,-4.76837158203125e-07,0.0,-4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,-7.486343383789062e-05,-2.47955322265625e-05,-6.29425048828125e-05,1.4770245552062988,-1.4770874977111816,-1.4770994186401367,-7.486343383789062e-05,-2.5272369384765625e-05,-6.389617919921875e-05,4.100799560546875e-05,-0.0001049041748046875,-0.00011587142944335938,7.486343383789062e-05
126,childes.train.txt,singing,120,120,33,-10.449463844299316,-10.44814682006836,-10.449464797973633,-10.448095321655273,-10.449464797973633,-0.0013170242309570312,9.5367431640625e-07,-0.0013685226440429688,9.5367431640625e-07,-0.001369476318359375,-0.0013179779052734375,-10.184645652770996,-10.1846284866333,-10.18464469909668,-10.184629440307617,-10.184585571289062,-1.71661376953125e-05,-9.5367431640625e-07,-1.621246337890625e-05,-6.008148193359375e-05,4.38690185546875e-05,4.291534423828125e-05,-10.620467185974121,-10.620467185974121,-10.620468139648438,-10.620467185974121,-10.620467185974121,0.0,9.5367431640625e-07,0.0,0.0,0.0,0.0,0.0012998580932617188,-1.9073486328125e-06,0.0013523101806640625,-6.103515625e-05,0.0014133453369140625,0.0013608932495117188,0.0013170242309570312,0.0,0.0013685226440429688,-9.5367431640625e-07,0.001369476318359375,0.0013179779052734375,0.0013685226440429688
127,bnc_spoken.train.txt,Ġbecause,96,92,23,-6.751641273498535,-6.751538276672363,-6.751665115356445,-6.751629829406738,-6.751473426818848,-0.000102996826171875,2.384185791015625e-05,-1.1444091796875e-05,-0.0001678466796875,0.000156402587890625,6.4849853515625e-05,-6.590453147888184,-6.590451240539551,-6.590452194213867,-6.590452194213867,-7.89207124710083,-1.9073486328125e-06,-9.5367431640625e-07,-9.5367431640625e-07,1.3016180992126465,-1.301619052886963,-1.3016200065612793,-6.782573699951172,-6.78257417678833,-6.782573699951172,-6.782573699951172,-6.782573699951172,4.76837158203125e-07,0.0,0.0,0.0,0.0,4.76837158203125e-07,0.0001010894775390625,-2.47955322265625e-05,1.049041748046875e-05,1.301785945892334,-1.3017754554748535,-1.301684856414795,0.00010347366333007812,-2.384185791015625e-05,1.1444091796875e-05,0.0001678466796875,-0.000156402587890625,-6.437301635742188e-05,0.000102996826171875
128,childes.train.txt,Ġgonna,120,120,33,-7.263717174530029,-7.263716697692871,-7.2637176513671875,-7.263718605041504,-7.263717174530029,-4.76837158203125e-07,4.76837158203125e-07,1.430511474609375e-06,0.0,1.430511474609375e-06,-4.76837158203125e-07,-7.453271389007568,-7.453271865844727,-7.453272342681885,-7.453269004821777,-7.453279972076416,4.76837158203125e-07,9.5367431640625e-07,-2.384185791015625e-06,8.58306884765625e-06,-1.0967254638671875e-05,-8.106231689453125e-06,-6.968633651733398,-6.968633651733398,-6.968634605407715,-6.968633651733398,-6.968633651733398,0.0,9.5367431640625e-07,0.0,0.0,0.0,0.0,9.5367431640625e-07,4.76837158203125e-07,-3.814697265625e-06,8.58306884765625e-06,-1.239776611328125e-05,-7.62939453125e-06,4.76837158203125e-07,4.76837158203125e-07,-1.430511474609375e-06,0.0,-1.430511474609375e-06,4.76837158203125e-07,1.430511474609375e-06
129,childes.train.txt,Ġeat,120,120,31,-8.266571044921875,-8.266571044921875,-8.266571044921875,-8.266571044921875,-8.266570091247559,0.0,0.0,0.0,-9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,-7.812473297119141,-7.812452793121338,-7.812471389770508,-7.812478065490723,-7.812404155731201,-2.0503997802734375e-05,-1.9073486328125e-06,4.76837158203125e-06,-6.914138793945312e-05,7.390975952148438e-05,4.863739013671875e-05,-8.421365737915039,-8.421366691589355,-8.421365737915039,-8.421366691589355,-8.421365737915039,9.5367431640625e-07,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07,9.5367431640625e-07,-2.0503997802734375e-05,-1.9073486328125e-06,4.76837158203125e-06,-6.818771362304688e-05,7.295608520507812e-05,4.76837158203125e-05,9.5367431640625e-07,0.0,9.5367431640625e-07,9.5367431640625e-07,0.0,0.0,0.0
130,bnc_spoken.train.txt,Ġfed,94,108,28,-11.787749290466309,-11.789652824401855,-11.78773307800293,-11.787674903869629,-11.789645195007324,0.001903533935546875,-1.621246337890625e-05,-7.43865966796875e-05,0.001895904541015625,-0.0019702911376953125,7.62939453125e-06,-11.370058059692383,-11.370059967041016,-11.370058059692383,-11.370055198669434,-12.582799911499023,1.9073486328125e-06,0.0,-2.86102294921875e-06,1.2127418518066406,-1.2127447128295898,-1.2127399444580078,-13.319999694824219,-13.319998741149902,-13.319998741149902,-13.319997787475586,-13.319999694824219,-9.5367431640625e-07,-9.5367431640625e-07,-1.9073486328125e-06,0.0,-1.9073486328125e-06,-9.5367431640625e-07,-0.0019016265869140625,1.621246337890625e-05,7.152557373046875e-05,1.210845947265625,-1.2107744216918945,-1.212747573852539,-0.0019044876098632812,1.52587890625e-05,7.2479248046875e-05,-0.001895904541015625,0.0019683837890625,-8.58306884765625e-06,0.001903533935546875
131,bnc_spoken.train.txt,ĠSun,107,95,25,-12.64188289642334,-12.641775131225586,-12.642230987548828,-12.641254425048828,-12.64322280883789,-0.00010776519775390625,0.00034809112548828125,-0.0006284713745117188,0.0013399124145507812,-0.0019683837890625,-0.0014476776123046875,-12.171342849731445,-12.171346664428711,-12.171342849731445,-12.171347618103027,-12.644350051879883,3.814697265625e-06,0.0,4.76837158203125e-06,0.4730072021484375,-0.47300243377685547,-0.4730033874511719,-12.586977005004883,-12.586977005004883,-12.586977005004883,-12.586977005004883,-12.586977005004883,0.0,0.0,0.0,0.0,0.0,0.0,0.00011157989501953125,-0.00034809112548828125,0.00063323974609375,0.4716672897338867,-0.47103404998779297,-0.4715557098388672,0.00010776519775390625,-0.00034809112548828125,0.0006284713745117188,-0.0013399124145507812,0.0019683837890625,0.0014476776123046875,0.0006284713745117188
132,bnc_spoken.train.txt,oke,112,98,24,-11.0913724899292,-11.091634750366211,-11.091361999511719,-11.091386795043945,-11.094087600708008,0.00026226043701171875,-1.049041748046875e-05,1.430511474609375e-05,0.0027151107788085938,-0.0027008056640625,-0.002452850341796875,-11.318377494812012,-11.318378448486328,-11.318376541137695,-11.318376541137695,-12.259603500366211,9.5367431640625e-07,-9.5367431640625e-07,-9.5367431640625e-07,0.9412260055541992,-0.9412269592285156,-0.9412250518798828,-11.085132598876953,-11.085132598876953,-11.085132598876953,-11.085131645202637,-11.085132598876953,0.0,0.0,-9.5367431640625e-07,0.0,-9.5367431640625e-07,0.0,-0.0002613067626953125,9.5367431640625e-06,-1.52587890625e-05,0.9385108947753906,-0.9385261535644531,-0.9387722015380859,-0.00026226043701171875,1.049041748046875e-05,-1.52587890625e-05,-0.0027151107788085938,0.0026998519897460938,0.002452850341796875,0.00026226043701171875
133,bnc_spoken.train.txt,ĠOff,99,103,25,-11.314287185668945,-11.314279556274414,-11.314290046691895,-11.3143310546875,-11.314279556274414,-7.62939453125e-06,2.86102294921875e-06,4.38690185546875e-05,-7.62939453125e-06,5.14984130859375e-05,0.0,-11.201643943786621,-11.201643943786621,-11.201644897460938,-11.201643943786621,-11.604534149169922,0.0,9.5367431640625e-07,0.0,0.4028902053833008,-0.4028902053833008,-0.4028902053833008,-11.642599105834961,-11.642599105834961,-11.642599105834961,-11.642600059509277,-11.642599105834961,0.0,0.0,9.5367431640625e-07,0.0,9.5367431640625e-07,0.0,7.62939453125e-06,-1.9073486328125e-06,-4.38690185546875e-05,0.40289783477783203,-0.4029417037963867,-0.4028902053833008,7.62939453125e-06,-2.86102294921875e-06,-4.291534423828125e-05,7.62939453125e-06,-5.054473876953125e-05,0.0,4.38690185546875e-05
134,bnc_spoken.train.txt,Ġsee,98,89,25,-6.223891258239746,-6.223876476287842,-6.223909378051758,-6.223828315734863,-6.223616600036621,-1.4781951904296875e-05,1.811981201171875e-05,-6.29425048828125e-05,-0.000274658203125,0.0002117156982421875,0.0002598762512207031,-6.398010730743408,-6.39801025390625,-6.398010730743408,-6.398009300231934,-6.012454986572266,-4.76837158203125e-07,0.0,-1.430511474609375e-06,-0.3855557441711426,0.38555431365966797,0.3855552673339844,-6.179211616516113,-6.179211616516113,-6.179211616516113,-6.179211616516113,-6.179211139678955,0.0,0.0,0.0,-4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,1.430511474609375e-05,-1.811981201171875e-05,6.151199340820312e-05,-0.3852810859680176,0.3853425979614258,0.38529539108276367,1.4781951904296875e-05,-1.811981201171875e-05,6.29425048828125e-05,0.0002741813659667969,-0.00021123886108398438,-0.0002593994140625,6.29425048828125e-05
135,childes.train.txt,MOT,120,120,32,-4.586399078369141,-4.586399078369141,-4.586399078369141,-4.586399078369141,-4.586398601531982,0.0,0.0,0.0,-4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,-3.2836999893188477,-3.2837038040161133,-3.2836999893188477,-3.283701181411743,-3.2836992740631104,3.814697265625e-06,0.0,1.1920928955078125e-06,-7.152557373046875e-07,1.9073486328125e-06,4.5299530029296875e-06,-4.595987319946289,-4.595986366271973,-4.595987319946289,-4.595987796783447,-4.595987319946289,-9.5367431640625e-07,0.0,4.76837158203125e-07,0.0,4.76837158203125e-07,-9.5367431640625e-07,3.814697265625e-06,0.0,1.1920928955078125e-06,-2.384185791015625e-07,1.430511474609375e-06,4.0531158447265625e-06,-9.5367431640625e-07,0.0,4.76837158203125e-07,4.76837158203125e-07,0.0,-1.430511474609375e-06,0.0
136,bnc_spoken.train.txt,Ġany,106,108,30,-6.629151344299316,-6.629152297973633,-6.629152297973633,-6.6291680335998535,-6.62900447845459,9.5367431640625e-07,9.5367431640625e-07,1.6689300537109375e-05,-0.0001468658447265625,0.00016355514526367188,0.00014781951904296875,-6.35003662109375,-6.35003662109375,-6.350036144256592,-6.35003662109375,-7.626429557800293,0.0,-4.76837158203125e-07,0.0,1.276392936706543,-1.276392936706543,-1.276392936706543,-6.7183051109313965,-6.718304634094238,-6.718305587768555,-6.7183051109313965,-6.718304634094238,-4.76837158203125e-07,4.76837158203125e-07,0.0,-4.76837158203125e-07,4.76837158203125e-07,0.0,-9.5367431640625e-07,-1.430511474609375e-06,-1.6689300537109375e-05,1.2765398025512695,-1.2765564918518066,-1.276540756225586,-1.430511474609375e-06,-4.76837158203125e-07,-1.6689300537109375e-05,0.00014638900756835938,-0.00016307830810546875,-0.00014781951904296875,1.6689300537109375e-05
137,bnc_spoken.train.txt,Ġout,103,104,26,-6.059933662414551,-6.059731483459473,-6.059947967529297,-6.059787750244141,-6.0590410232543945,-0.000202178955078125,1.430511474609375e-05,-0.00014591217041015625,-0.00089263916015625,0.0007467269897460938,0.000690460205078125,-5.981666564941406,-5.981663703918457,-5.981666088104248,-5.981663703918457,-6.314289569854736,-2.86102294921875e-06,-4.76837158203125e-07,-2.86102294921875e-06,0.3326230049133301,-0.3326258659362793,-0.3326258659362793,-6.013455390930176,-6.013455390930176,-6.013455390930176,-6.013455390930176,-6.013455390930176,0.0,0.0,0.0,0.0,0.0,0.0,0.00019931793212890625,-1.4781951904296875e-05,0.0001430511474609375,0.33351564407348633,-0.3333725929260254,-0.3333163261413574,0.000202178955078125,-1.430511474609375e-05,0.00014591217041015625,0.00089263916015625,-0.0007467269897460938,-0.000690460205078125,0.000202178955078125
138,bnc_spoken.train.txt,Ġdivision,120,117,30,-10.40742301940918,-10.407740592956543,-10.407567024230957,-10.407402038574219,-10.408712387084961,0.00031757354736328125,0.00014400482177734375,-2.09808349609375e-05,0.00128936767578125,-0.0013103485107421875,-0.0009717941284179688,-10.485787391662598,-10.485787391662598,-10.485787391662598,-10.485788345336914,-12.041131019592285,0.0,0.0,9.5367431640625e-07,1.5553436279296875,-1.555342674255371,-1.5553436279296875,-11.600293159484863,-11.600293159484863,-11.600293159484863,-11.600293159484863,-11.600293159484863,0.0,0.0,0.0,0.0,0.0,0.0,-0.00031757354736328125,-0.00014400482177734375,2.193450927734375e-05,1.5540542602539062,-1.554032325744629,-1.5543718338012695,-0.00031757354736328125,-0.00014400482177734375,2.09808349609375e-05,-0.00128936767578125,0.0013103485107421875,0.0009717941284179688,0.00031757354736328125
139,bnc_spoken.train.txt,age,107,107,29,-8.327058792114258,-8.32699203491211,-8.32703971862793,-8.326982498168945,-8.328279495239258,-6.67572021484375e-05,-1.9073486328125e-05,-7.62939453125e-05,0.001220703125,-0.0012969970703125,-0.0012874603271484375,-8.344648361206055,-8.344648361206055,-8.344648361206055,-8.344647407531738,-10.028087615966797,0.0,0.0,-9.5367431640625e-07,1.6834392547607422,-1.6834402084350586,-1.6834392547607422,-8.347429275512695,-8.347430229187012,-8.347430229187012,-8.347430229187012,-8.347430229187012,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,0.0,0.0,6.67572021484375e-05,1.9073486328125e-05,7.534027099609375e-05,1.6822185516357422,-1.682143211364746,-1.6821517944335938,6.771087646484375e-05,2.002716064453125e-05,7.724761962890625e-05,-0.0012197494506835938,0.0012969970703125,0.0012874603271484375,7.62939453125e-05
140,childes.train.txt,Ġjuice,120,120,30,-8.960675239562988,-8.960676193237305,-8.960675239562988,-8.960675239562988,-8.960458755493164,9.5367431640625e-07,0.0,0.0,-0.00021648406982421875,0.00021648406982421875,0.000217437744140625,-7.995457649230957,-7.995439052581787,-7.995458602905273,-7.995461940765381,-7.995421409606934,-1.8596649169921875e-05,9.5367431640625e-07,4.291534423828125e-06,-3.62396240234375e-05,4.0531158447265625e-05,1.7642974853515625e-05,-8.724514961242676,-8.72451400756836,-8.72451400756836,-8.72451400756836,-8.72451400756836,-9.5367431640625e-07,-9.5367431640625e-07,-9.5367431640625e-07,-9.5367431640625e-07,0.0,0.0,-1.9550323486328125e-05,9.5367431640625e-07,4.291534423828125e-06,0.00018024444580078125,-0.00017595291137695312,-0.00019979476928710938,-1.9073486328125e-06,-9.5367431640625e-07,-9.5367431640625e-07,0.0002155303955078125,-0.00021648406982421875,-0.000217437744140625,9.5367431640625e-07
141,childes.train.txt,CHI,115,120,33,-4.179665565490723,-4.179665565490723,-4.179665565490723,-4.179665565490723,-4.179666042327881,0.0,0.0,0.0,4.76837158203125e-07,-4.76837158203125e-07,-4.76837158203125e-07,-2.7784619331359863,-2.77846097946167,-2.7784616947174072,-2.778470039367676,-2.7784552574157715,-9.5367431640625e-07,-2.384185791015625e-07,8.106231689453125e-06,-6.67572021484375e-06,1.4781951904296875e-05,5.7220458984375e-06,-4.11128568649292,-4.11128568649292,-4.11128568649292,-4.11128568649292,-4.111285209655762,0.0,0.0,0.0,-4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,-9.5367431640625e-07,-2.384185791015625e-07,8.106231689453125e-06,-7.152557373046875e-06,1.52587890625e-05,6.198883056640625e-06,0.0,0.0,0.0,-9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,0.0
142,bnc_spoken.train.txt,ging,101,112,30,-9.314956665039062,-9.315099716186523,-9.314866065979004,-9.31478214263916,-9.315423965454102,0.0001430511474609375,-9.059906005859375e-05,-0.00017452239990234375,0.0004673004150390625,-0.0006418228149414062,-0.000324249267578125,-9.370777130126953,-9.370779037475586,-9.370777130126953,-9.370777130126953,-10.456764221191406,1.9073486328125e-06,0.0,0.0,1.0859870910644531,-1.0859870910644531,-1.0859851837158203,-9.2484712600708,-9.2484712600708,-9.2484712600708,-9.2484712600708,-9.2484712600708,0.0,0.0,0.0,0.0,0.0,0.0,-0.000141143798828125,9.059906005859375e-05,0.00017452239990234375,1.085519790649414,-1.0853452682495117,-1.0856609344482422,-0.0001430511474609375,9.059906005859375e-05,0.00017452239990234375,-0.0004673004150390625,0.0006418228149414062,0.000324249267578125,0.00017452239990234375
143,bnc_spoken.train.txt,Ġproblems,104,114,29,-8.697935104370117,-8.697941780090332,-8.69793701171875,-8.697929382324219,-8.697940826416016,6.67572021484375e-06,1.9073486328125e-06,-5.7220458984375e-06,5.7220458984375e-06,-1.1444091796875e-05,9.5367431640625e-07,-8.536287307739258,-8.536287307739258,-8.536287307739258,-8.536287307739258,-10.578821182250977,0.0,0.0,0.0,2.0425338745117188,-2.0425338745117188,-2.0425338745117188,-8.667872428894043,-8.667872428894043,-8.667872428894043,-8.667872428894043,-8.66787338256836,0.0,0.0,0.0,9.5367431640625e-07,-9.5367431640625e-07,-9.5367431640625e-07,-6.67572021484375e-06,-1.9073486328125e-06,5.7220458984375e-06,2.0425281524658203,-2.042522430419922,-2.042534828186035,-6.67572021484375e-06,-1.9073486328125e-06,5.7220458984375e-06,-4.76837158203125e-06,1.049041748046875e-05,-1.9073486328125e-06,6.67572021484375e-06
144,bnc_spoken.train.txt,ated,98,110,27,-8.607510566711426,-8.607519149780273,-8.607510566711426,-8.607179641723633,-8.608478546142578,8.58306884765625e-06,0.0,-0.00033092498779296875,0.0009679794311523438,-0.0012989044189453125,-0.0009593963623046875,-8.23116683959961,-8.23116683959961,-8.23116683959961,-8.231170654296875,-9.700823783874512,0.0,0.0,3.814697265625e-06,1.4696569442749023,-1.4696531295776367,-1.4696569442749023,-8.332221984863281,-8.332221031188965,-8.332221031188965,-8.332221031188965,-8.332221031188965,-9.5367431640625e-07,-9.5367431640625e-07,-9.5367431640625e-07,-9.5367431640625e-07,0.0,0.0,-8.58306884765625e-06,0.0,0.00033473968505859375,1.46868896484375,-1.4683542251586914,-1.4686975479125977,-9.5367431640625e-06,-9.5367431640625e-07,0.0003299713134765625,-0.00096893310546875,0.0012989044189453125,0.0009593963623046875,0.00033092498779296875
