case_id,source,target_token,prefix_tokens,later_tokens,target_idx,wwm_lp_full,wwm_lp_deleted,wwm_lp_shuffled,wwm_lp_unrelated,wwm_delta_deleted,wwm_delta_shuffled,wwm_delta_unrelated,wwm_spec_deleted_vs_unrelated,wwm_spec_shuffled_vs_unrelated,rtd_mlm_lp_full,rtd_mlm_lp_deleted,rtd_mlm_lp_shuffled,rtd_mlm_lp_unrelated,rtd_mlm_delta_deleted,rtd_mlm_delta_shuffled,rtd_mlm_delta_unrelated,rtd_mlm_spec_deleted_vs_unrelated,rtd_mlm_spec_shuffled_vs_unrelated,rtd_minus_wwm_delta_deleted,rtd_minus_wwm_delta_shuffled,rtd_minus_wwm_delta_unrelated,rtd_minus_wwm_spec_deleted_vs_unrelated,rtd_minus_wwm_spec_shuffled_vs_unrelated
40,bnc_spoken.train.txt,Ġspare,110,109,27,-12.196025848388672,-12.195680618286133,-12.195971488952637,-12.196756362915039,-0.0003452301025390625,-5.435943603515625e-05,0.0007305145263671875,-0.00107574462890625,-0.0007848739624023438,-12.627464294433594,-12.613805770874023,-12.62736701965332,-12.697772026062012,-0.013658523559570312,-9.72747802734375e-05,0.07030773162841797,-0.08396625518798828,-0.0704050064086914,-0.01331329345703125,-4.291534423828125e-05,0.06957721710205078,-0.08289051055908203,-0.06962013244628906
41,bnc_spoken.train.txt,Ġsite,97,98,28,-9.555736541748047,-9.55573844909668,-9.55573844909668,-9.55573844909668,1.9073486328125e-06,1.9073486328125e-06,1.9073486328125e-06,0.0,0.0,-9.991562843322754,-9.991308212280273,-9.992633819580078,-9.97896957397461,-0.00025463104248046875,0.0010709762573242188,-0.012593269348144531,0.012338638305664062,0.01366424560546875,-0.00025653839111328125,0.0010690689086914062,-0.012595176696777344,0.012338638305664062,0.01366424560546875
42,bnc_spoken.train.txt,Ġdon,93,95,24,-5.896852493286133,-5.896577835083008,-5.896853446960449,-5.896841049194336,-0.000274658203125,9.5367431640625e-07,-1.1444091796875e-05,-0.000263214111328125,1.239776611328125e-05,-5.776531219482422,-5.782464027404785,-5.7761454582214355,-5.779927730560303,0.005932807922363281,-0.0003857612609863281,0.0033965110778808594,0.002536296844482422,-0.0037822723388671875,0.006207466125488281,-0.0003867149353027344,0.0034079551696777344,0.002799510955810547,-0.0037946701049804688
43,bnc_spoken.train.txt,Ġsometimes,96,99,24,-9.31808090209961,-9.316673278808594,-9.318079948425293,-9.318089485168457,-0.001407623291015625,-9.5367431640625e-07,8.58306884765625e-06,-0.0014162063598632812,-9.5367431640625e-06,-8.73434066772461,-8.711841583251953,-8.733642578125,-8.718143463134766,-0.02249908447265625,-0.000698089599609375,-0.01619720458984375,-0.0063018798828125,0.015499114990234375,-0.021091461181640625,-0.0006971359252929688,-0.016205787658691406,-0.004885673522949219,0.015508651733398438
44,childes.train.txt,MOT,120,120,41,-4.586398601531982,-4.586399078369141,-4.586399078369141,-4.586399078369141,4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,0.0,0.0,-4.351626396179199,-4.353511810302734,-4.351573944091797,-4.350808143615723,0.0018854141235351562,-5.245208740234375e-05,-0.0008182525634765625,0.0027036666870117188,0.0007658004760742188,0.0018849372863769531,-5.2928924560546875e-05,-0.0008187294006347656,0.0027036666870117188,0.0007658004760742188
45,bnc_spoken.train.txt,ĠYeah,120,111,27,-5.8779754638671875,-5.877419471740723,-5.8776750564575195,-5.87742280960083,-0.0005559921264648438,-0.00030040740966796875,-0.0005526542663574219,-3.337860107421875e-06,0.0002522468566894531,-6.174356460571289,-6.175593376159668,-6.175472259521484,-6.272184371948242,0.0012369155883789062,0.0011157989501953125,0.09782791137695312,-0.09659099578857422,-0.09671211242675781,0.00179290771484375,0.0014162063598632812,0.09838056564331055,-0.0965876579284668,-0.09696435928344727
46,bnc_spoken.train.txt,Ġdawn,109,111,28,-13.560674667358398,-13.560529708862305,-13.560564994812012,-13.56064510345459,-0.00014495849609375,-0.00010967254638671875,-2.956390380859375e-05,-0.00011539459228515625,-8.0108642578125e-05,-13.296091079711914,-13.322737693786621,-13.294098854064941,-13.314553260803223,0.02664661407470703,-0.0019922256469726562,0.018462181091308594,0.008184432983398438,-0.02045440673828125,0.02679157257080078,-0.0018825531005859375,0.018491744995117188,0.008299827575683594,-0.020374298095703125
47,bnc_spoken.train.txt,Ġsaying,98,94,23,-7.392232894897461,-7.392253875732422,-7.3921966552734375,-7.392236232757568,2.09808349609375e-05,-3.62396240234375e-05,3.337860107421875e-06,1.7642974853515625e-05,-3.9577484130859375e-05,-7.923205375671387,-7.886462211608887,-7.9206132888793945,-7.880627155303955,-0.0367431640625,-0.0025920867919921875,-0.04257822036743164,0.005835056304931641,0.03998613357543945,-0.03676414489746094,-0.00255584716796875,-0.04258155822753906,0.005817413330078125,0.04002571105957031
48,bnc_spoken.train.txt,Ġlooking,93,93,23,-7.578889846801758,-7.578790664672852,-7.578885078430176,-7.578892707824707,-9.918212890625e-05,-4.76837158203125e-06,2.86102294921875e-06,-0.00010204315185546875,-7.62939453125e-06,-8.2831392288208,-8.279474258422852,-8.283979415893555,-8.285683631896973,-0.0036649703979492188,0.0008401870727539062,0.002544403076171875,-0.006209373474121094,-0.0017042160034179688,-0.0035657882690429688,0.0008449554443359375,0.0025415420532226562,-0.006107330322265625,-0.0016965866088867188
49,childes.train.txt,CHI,120,120,34,-4.179666042327881,-4.179666042327881,-4.179666042327881,-4.179666996002197,0.0,0.0,9.5367431640625e-07,-9.5367431640625e-07,-9.5367431640625e-07,-3.808551073074341,-3.8126699924468994,-3.808993101119995,-3.794696807861328,0.004118919372558594,0.0004420280456542969,-0.013854265213012695,0.01797318458557129,0.014296293258666992,0.004118919372558594,0.0004420280456542969,-0.013855218887329102,0.017974138259887695,0.014297246932983398
50,bnc_spoken.train.txt,Ġmile,96,93,23,-11.465065002441406,-11.465439796447754,-11.465017318725586,-11.464921951293945,0.00037479400634765625,-4.76837158203125e-05,-0.0001430511474609375,0.0005178451538085938,9.5367431640625e-05,-11.195019721984863,-11.21463680267334,-11.192925453186035,-11.152138710021973,0.019617080688476562,-0.002094268798828125,-0.042881011962890625,0.06249809265136719,0.0407867431640625,0.019242286682128906,-0.0020465850830078125,-0.04273796081542969,0.061980247497558594,0.040691375732421875
51,bnc_spoken.train.txt,Ġmental,92,94,26,-12.858729362487793,-12.861330032348633,-12.858726501464844,-12.858792304992676,0.0026006698608398438,-2.86102294921875e-06,6.29425048828125e-05,0.0025377273559570312,-6.580352783203125e-05,-12.216775894165039,-12.248992919921875,-12.206636428833008,-12.240522384643555,0.03221702575683594,-0.01013946533203125,0.023746490478515625,0.008470535278320312,-0.033885955810546875,0.029616355895996094,-0.010136604309082031,0.023683547973632812,0.005932807922363281,-0.033820152282714844
52,bnc_spoken.train.txt,Ġperiod,92,90,24,-9.572221755981445,-9.572175979614258,-9.572226524353027,-9.57217025756836,-4.57763671875e-05,4.76837158203125e-06,-5.14984130859375e-05,5.7220458984375e-06,5.626678466796875e-05,-9.276241302490234,-9.271595001220703,-9.277204513549805,-9.31134033203125,-0.00464630126953125,0.0009632110595703125,0.035099029541015625,-0.039745330810546875,-0.03413581848144531,-0.00460052490234375,0.0009584426879882812,0.03515052795410156,-0.03975105285644531,-0.03419208526611328
53,bnc_spoken.train.txt,Ġwork,91,98,25,-7.0561981201171875,-7.056055545806885,-7.056267738342285,-7.056252956390381,-0.00014257431030273438,6.961822509765625e-05,5.4836273193359375e-05,-0.00019741058349609375,1.4781951904296875e-05,-7.525086402893066,-7.563759803771973,-7.5273661613464355,-7.517025470733643,0.03867340087890625,0.0022797584533691406,-0.008060932159423828,0.04673433303833008,0.010340690612792969,0.038815975189208984,0.0022101402282714844,-0.008115768432617188,0.04693174362182617,0.010325908660888672
54,bnc_spoken.train.txt,Ġharder,95,90,26,-11.57701301574707,-11.577001571655273,-11.577009201049805,-11.575384140014648,-1.1444091796875e-05,-3.814697265625e-06,-0.001628875732421875,0.001617431640625,0.00162506103515625,-11.39223575592041,-11.37964153289795,-11.393539428710938,-11.363513946533203,-0.012594223022460938,0.0013036727905273438,-0.02872180938720703,0.016127586364746094,0.030025482177734375,-0.012582778930664062,0.0013074874877929688,-0.027092933654785156,0.014510154724121094,0.028400421142578125
55,bnc_spoken.train.txt,Ġrule,91,98,24,-9.244739532470703,-9.244712829589844,-9.244671821594238,-9.244792938232422,-2.6702880859375e-05,-6.771087646484375e-05,5.340576171875e-05,-8.0108642578125e-05,-0.00012111663818359375,-8.718466758728027,-8.701827049255371,-8.72355842590332,-8.708139419555664,-0.01663970947265625,0.005091667175292969,-0.010327339172363281,-0.006312370300292969,0.01541900634765625,-0.016613006591796875,0.0051593780517578125,-0.010380744934082031,-0.006232261657714844,0.015540122985839844
56,bnc_spoken.train.txt,Ġget,96,110,27,-6.283886909484863,-6.2838873863220215,-6.283885955810547,-6.283888339996338,4.76837158203125e-07,-9.5367431640625e-07,1.430511474609375e-06,-9.5367431640625e-07,-2.384185791015625e-06,-6.486006259918213,-6.50089168548584,-6.486617088317871,-6.485405921936035,0.014885425567626953,0.0006108283996582031,-0.0006003379821777344,0.015485763549804688,0.0012111663818359375,0.01488494873046875,0.0006117820739746094,-0.0006017684936523438,0.015486717224121094,0.0012135505676269531
57,childes.train.txt,Ġgrocery,120,120,37,-12.619916915893555,-12.619916915893555,-12.619916915893555,-12.619916915893555,0.0,0.0,0.0,0.0,0.0,-13.034720420837402,-13.034246444702148,-13.034540176391602,-13.009140968322754,-0.00047397613525390625,-0.00018024444580078125,-0.025579452514648438,0.02510547637939453,0.025399208068847656,-0.00047397613525390625,-0.00018024444580078125,-0.025579452514648438,0.02510547637939453,0.025399208068847656
58,bnc_spoken.train.txt,ging,101,112,30,-9.314956665039062,-9.315099716186523,-9.314958572387695,-9.314786911010742,0.0001430511474609375,1.9073486328125e-06,-0.0001697540283203125,0.00031280517578125,0.000171661376953125,-9.430438995361328,-9.424278259277344,-9.433056831359863,-9.483558654785156,-0.006160736083984375,0.0026178359985351562,0.053119659423828125,-0.0592803955078125,-0.05050182342529297,-0.0063037872314453125,0.0026159286499023438,0.05328941345214844,-0.05959320068359375,-0.050673484802246094
59,bnc_spoken.train.txt,Ġwhere,98,107,26,-6.453248023986816,-6.453254699707031,-6.453240394592285,-6.4532575607299805,6.67572021484375e-06,-7.62939453125e-06,9.5367431640625e-06,-2.86102294921875e-06,-1.71661376953125e-05,-6.344601154327393,-6.341666221618652,-6.344284534454346,-6.346029281616211,-0.0029349327087402344,-0.000316619873046875,0.0014281272888183594,-0.004363059997558594,-0.0017447471618652344,-0.002941608428955078,-0.000308990478515625,0.0014185905456542969,-0.004360198974609375,-0.0017275810241699219
60,bnc_spoken.train.txt,Ġwhatever,98,116,29,-8.400848388671875,-8.400873184204102,-8.400850296020508,-8.400867462158203,2.47955322265625e-05,1.9073486328125e-06,1.9073486328125e-05,5.7220458984375e-06,-1.71661376953125e-05,-8.887629508972168,-8.886892318725586,-8.887803077697754,-8.880358695983887,-0.0007371902465820312,0.0001735687255859375,-0.00727081298828125,0.006533622741699219,0.0074443817138671875,-0.0007619857788085938,0.000171661376953125,-0.007289886474609375,0.006527900695800781,0.0074615478515625
61,childes.train.txt,URS,120,120,35,-6.3074421882629395,-6.307668685913086,-6.307441711425781,-6.307441711425781,0.00022649765014648438,-4.76837158203125e-07,-4.76837158203125e-07,0.0002269744873046875,0.0,-6.285689830780029,-6.28703498840332,-6.28559684753418,-6.281519889831543,0.0013451576232910156,-9.298324584960938e-05,-0.004169940948486328,0.005515098571777344,0.004076957702636719,0.0011186599731445312,-9.250640869140625e-05,-0.004169464111328125,0.005288124084472656,0.004076957702636719
62,bnc_spoken.train.txt,Ġbad,113,112,33,-8.58006763458252,-8.58006763458252,-8.58006763458252,-8.580068588256836,0.0,0.0,9.5367431640625e-07,-9.5367431640625e-07,-9.5367431640625e-07,-9.428702354431152,-9.44342041015625,-9.429834365844727,-9.436532974243164,0.014718055725097656,0.0011320114135742188,0.007830619812011719,0.0068874359130859375,-0.0066986083984375,0.014718055725097656,0.0011320114135742188,0.007829666137695312,0.006888389587402344,-0.006697654724121094
63,bnc_spoken.train.txt,Ġone,97,98,24,-5.290463924407959,-5.290672779083252,-5.290463924407959,-5.290729999542236,0.00020885467529296875,0.0,0.00026607513427734375,-5.7220458984375e-05,-0.00026607513427734375,-5.315739631652832,-5.316335201263428,-5.316102027893066,-5.3374738693237305,0.0005955696105957031,0.000362396240234375,0.021734237670898438,-0.021138668060302734,-0.021371841430664062,0.0003867149353027344,0.000362396240234375,0.021468162536621094,-0.02108144760131836,-0.02110576629638672
64,bnc_spoken.train.txt,Ġtel,97,98,24,-13.130046844482422,-13.130115509033203,-13.130048751831055,-13.127641677856445,6.866455078125e-05,1.9073486328125e-06,-0.0024051666259765625,0.0024738311767578125,0.002407073974609375,-12.808792114257812,-12.807034492492676,-12.808321952819824,-12.81790828704834,-0.0017576217651367188,-0.00047016143798828125,0.009116172790527344,-0.010873794555664062,-0.009586334228515625,-0.0018262863159179688,-0.00047206878662109375,0.011521339416503906,-0.013347625732421875,-0.011993408203125
65,bnc_spoken.train.txt,Ġhatch,98,120,34,-10.707634925842285,-10.709504127502441,-10.707504272460938,-10.707528114318848,0.00186920166015625,-0.00013065338134765625,-0.0001068115234375,0.00197601318359375,-2.384185791015625e-05,-12.365947723388672,-12.356618881225586,-12.364542961120605,-12.370283126831055,-0.009328842163085938,-0.0014047622680664062,0.0043354034423828125,-0.01366424560546875,-0.005740165710449219,-0.011198043823242188,-0.00127410888671875,0.0044422149658203125,-0.0156402587890625,-0.0057163238525390625
66,childes.train.txt,Ġgoin,120,120,34,-8.532377243041992,-8.532378196716309,-8.532378196716309,-8.532376289367676,9.5367431640625e-07,9.5367431640625e-07,-9.5367431640625e-07,1.9073486328125e-06,1.9073486328125e-06,-7.836366653442383,-7.829939842224121,-7.836886405944824,-7.807199478149414,-0.006426811218261719,0.0005197525024414062,-0.02916717529296875,0.02274036407470703,0.029686927795410156,-0.006427764892578125,0.000518798828125,-0.029166221618652344,0.02273845672607422,0.029685020446777344
67,bnc_spoken.train.txt,Ġpeople,102,99,25,-6.4751482009887695,-6.47525691986084,-6.4751482009887695,-6.475147247314453,0.0001087188720703125,0.0,-9.5367431640625e-07,0.00010967254638671875,9.5367431640625e-07,-6.264570713043213,-6.273636817932129,-6.26306676864624,-6.273336410522461,0.009066104888916016,-0.0015039443969726562,0.008765697479248047,0.00030040740966796875,-0.010269641876220703,0.008957386016845703,-0.0015039443969726562,0.008766651153564453,0.00019073486328125,-0.01027059555053711
68,bnc_spoken.train.txt,Ġdarling,112,105,27,-12.446269035339355,-12.444101333618164,-12.445182800292969,-12.44432258605957,-0.0021677017211914062,-0.0010862350463867188,-0.0019464492797851562,-0.00022125244140625,0.0008602142333984375,-11.619359970092773,-11.622355461120605,-11.618908882141113,-11.615636825561523,0.0029954910278320312,-0.00045108795166015625,-0.00372314453125,0.006718635559082031,0.0032720565795898438,0.0051631927490234375,0.0006351470947265625,-0.0017766952514648438,0.006939888000488281,0.0024118423461914062
69,bnc_spoken.train.txt,ain,107,102,26,-9.960617065429688,-9.960611343383789,-9.960667610168457,-9.962015151977539,-5.7220458984375e-06,5.054473876953125e-05,0.0013980865478515625,-0.00140380859375,-0.0013475418090820312,-9.715805053710938,-9.707953453063965,-9.715740203857422,-9.717144012451172,-0.007851600646972656,-6.4849853515625e-05,0.001338958740234375,-0.009190559387207031,-0.00140380859375,-0.007845878601074219,-0.00011539459228515625,-5.91278076171875e-05,-0.007786750793457031,-5.626678466796875e-05
70,bnc_spoken.train.txt,Ġsave,109,107,28,-10.383596420288086,-10.383537292480469,-10.38353443145752,-10.383541107177734,-5.91278076171875e-05,-6.198883056640625e-05,-5.53131103515625e-05,-3.814697265625e-06,-6.67572021484375e-06,-9.86613941192627,-9.860878944396973,-9.865571975708008,-9.88096809387207,-0.005260467529296875,-0.0005674362182617188,0.014828681945800781,-0.020089149475097656,-0.0153961181640625,-0.0052013397216796875,-0.0005054473876953125,0.014883995056152344,-0.02008533477783203,-0.015389442443847656
71,bnc_spoken.train.txt,Ġlistening,105,103,27,-8.858409881591797,-8.858802795410156,-8.858410835266113,-8.85910701751709,0.000392913818359375,9.5367431640625e-07,0.0006971359252929688,-0.00030422210693359375,-0.0006961822509765625,-9.208261489868164,-9.203832626342773,-9.207160949707031,-9.206424713134766,-0.004428863525390625,-0.0011005401611328125,-0.0018367767333984375,-0.0025920867919921875,0.000736236572265625,-0.00482177734375,-0.0011014938354492188,-0.0025339126586914062,-0.0022878646850585938,0.0014324188232421875
72,bnc_spoken.train.txt,Ġlovely,100,111,30,-9.425612449645996,-9.424678802490234,-9.42567253112793,-9.424903869628906,-0.0009336471557617188,6.008148193359375e-05,-0.0007085800170898438,-0.000225067138671875,0.0007686614990234375,-10.045172691345215,-10.04234790802002,-10.044198989868164,-10.01680850982666,-0.0028247833251953125,-0.0009737014770507812,-0.028364181518554688,0.025539398193359375,0.027390480041503906,-0.0018911361694335938,-0.001033782958984375,-0.027655601501464844,0.02576446533203125,0.02662181854248047
73,bnc_spoken.train.txt,ctors,87,103,25,-13.052970886230469,-13.053028106689453,-13.05319595336914,-13.052214622497559,5.7220458984375e-05,0.000225067138671875,-0.0007562637329101562,0.0008134841918945312,0.0009813308715820312,-12.39760971069336,-12.430419921875,-12.398874282836914,-12.3975248336792,0.032810211181640625,0.0012645721435546875,-8.487701416015625e-05,0.03289508819580078,0.0013494491577148438,0.03275299072265625,0.0010395050048828125,0.00067138671875,0.03208160400390625,0.0003681182861328125
74,bnc_spoken.train.txt,Ġgarden,96,87,22,-10.561628341674805,-10.562796592712402,-10.561047554016113,-10.562793731689453,0.0011682510375976562,-0.0005807876586914062,0.0011653900146484375,2.86102294921875e-06,-0.0017461776733398438,-10.115468978881836,-10.11415958404541,-10.115250587463379,-10.12093734741211,-0.0013093948364257812,-0.00021839141845703125,0.0054683685302734375,-0.006777763366699219,-0.005686759948730469,-0.0024776458740234375,0.000362396240234375,0.004302978515625,-0.0067806243896484375,-0.003940582275390625
75,bnc_spoken.train.txt,Ġones,98,95,23,-8.442913055419922,-8.443075180053711,-8.442939758300781,-8.443185806274414,0.0001621246337890625,2.6702880859375e-05,0.0002727508544921875,-0.000110626220703125,-0.0002460479736328125,-9.544163703918457,-9.511926651000977,-9.543622970581055,-9.507891654968262,-0.03223705291748047,-0.0005407333374023438,-0.03627204895019531,0.004034996032714844,0.03573131561279297,-0.03239917755126953,-0.0005674362182617188,-0.0365447998046875,0.004145622253417969,0.03597736358642578
76,bnc_spoken.train.txt,Ġown,96,91,22,-7.897088527679443,-7.89618444442749,-7.897066116333008,-7.896320343017578,-0.000904083251953125,-2.2411346435546875e-05,-0.0007681846618652344,-0.00013589859008789062,0.0007457733154296875,-7.909646034240723,-7.891831398010254,-7.908930778503418,-7.895533084869385,-0.01781463623046875,-0.0007152557373046875,-0.01411294937133789,-0.0037016868591308594,0.013397693634033203,-0.016910552978515625,-0.0006928443908691406,-0.013344764709472656,-0.0035657882690429688,0.012651920318603516
77,bnc_spoken.train.txt,Ġfind,102,102,25,-7.966484069824219,-7.966488838195801,-7.966485023498535,-7.966484069824219,4.76837158203125e-06,9.5367431640625e-07,0.0,4.76837158203125e-06,9.5367431640625e-07,-8.353597640991211,-8.413846969604492,-8.355050086975098,-8.417902946472168,0.06024932861328125,0.0014524459838867188,0.06430530548095703,-0.004055976867675781,-0.06285285949707031,0.06024456024169922,0.0014514923095703125,0.06430530548095703,-0.0040607452392578125,-0.06285381317138672
78,childes.train.txt,CHI,120,120,34,-4.1796650886535645,-4.179665565490723,-4.179665565490723,-4.179665565490723,4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,0.0,0.0,-3.7994210720062256,-3.822437047958374,-3.7995548248291016,-3.8012850284576416,0.023015975952148438,0.00013375282287597656,0.0018639564514160156,0.021152019500732422,-0.001730203628540039,0.023015499114990234,0.00013327598571777344,0.0018634796142578125,0.021152019500732422,-0.001730203628540039
79,bnc_spoken.train.txt,Ġwhat,101,104,27,-5.237668037414551,-5.238371849060059,-5.237666606903076,-5.237668991088867,0.0007038116455078125,-1.430511474609375e-06,9.5367431640625e-07,0.0007028579711914062,-2.384185791015625e-06,-5.231927871704102,-5.280844688415527,-5.2315521240234375,-5.217824459075928,0.04891681671142578,-0.0003757476806640625,-0.014103412628173828,0.06302022933959961,0.013727664947509766,0.04821300506591797,-0.0003743171691894531,-0.014104366302490234,0.0623173713684082,0.013730049133300781
80,bnc_spoken.train.txt,Ġobserv,99,101,27,-11.671138763427734,-11.671140670776367,-11.6712007522583,-11.671613693237305,1.9073486328125e-06,6.198883056640625e-05,0.0004749298095703125,-0.0004730224609375,-0.00041294097900390625,-11.023517608642578,-11.076616287231445,-11.025659561157227,-11.097737312316895,0.05309867858886719,0.0021419525146484375,0.0742197036743164,-0.02112102508544922,-0.07207775115966797,0.053096771240234375,0.0020799636840820312,0.0737447738647461,-0.02064800262451172,-0.07166481018066406
81,childes.train.txt,URS,120,120,39,-6.307679176330566,-6.307694911956787,-6.307690620422363,-6.307680606842041,1.5735626220703125e-05,1.1444091796875e-05,1.430511474609375e-06,1.430511474609375e-05,1.0013580322265625e-05,-6.282277584075928,-6.309089660644531,-6.2825727462768555,-6.2821502685546875,0.026812076568603516,0.0002951622009277344,-0.00012731552124023438,0.02693939208984375,0.00042247772216796875,0.026796340942382812,0.0002837181091308594,-0.00012874603271484375,0.026925086975097656,0.0004124641418457031
82,childes.train.txt,Ġtire,120,106,26,-9.3634033203125,-9.363402366638184,-9.363402366638184,-9.363402366638184,-9.5367431640625e-07,-9.5367431640625e-07,-9.5367431640625e-07,0.0,0.0,-9.591893196105957,-9.595030784606934,-9.591012954711914,-9.576821327209473,0.0031375885009765625,-0.0008802413940429688,-0.015071868896484375,0.018209457397460938,0.014191627502441406,0.0031385421752929688,-0.0008792877197265625,-0.015070915222167969,0.018209457397460938,0.014191627502441406
83,bnc_spoken.train.txt,Ġpounds,93,100,25,-6.843930244445801,-6.844028472900391,-6.843914985656738,-6.843957901000977,9.822845458984375e-05,-1.52587890625e-05,2.765655517578125e-05,7.05718994140625e-05,-4.291534423828125e-05,-6.583528518676758,-6.582569122314453,-6.583725452423096,-6.573110580444336,-0.0009593963623046875,0.00019693374633789062,-0.010417938232421875,0.009458541870117188,0.010614871978759766,-0.0010576248168945312,0.00021219253540039062,-0.010445594787597656,0.009387969970703125,0.010657787322998047
84,bnc_spoken.train.txt,Ġdon,101,111,27,-5.896072864532471,-5.896817207336426,-5.8960723876953125,-5.8968634605407715,0.0007443428039550781,-4.76837158203125e-07,0.0007905960083007812,-4.6253204345703125e-05,-0.0007910728454589844,-5.78865909576416,-5.795369625091553,-5.787166595458984,-5.793012619018555,0.006710529327392578,-0.0014925003051757812,0.004353523254394531,0.002357006072998047,-0.0058460235595703125,0.0059661865234375,-0.0014920234680175781,0.00356292724609375,0.00240325927734375,-0.005054950714111328
85,bnc_spoken.train.txt,Ġtoday,110,103,25,-7.975461006164551,-7.9756035804748535,-7.9754533767700195,-7.97585391998291,0.00014257431030273438,-7.62939453125e-06,0.000392913818359375,-0.0002503395080566406,-0.000400543212890625,-8.448607444763184,-8.41459846496582,-8.449036598205566,-8.318868637084961,-0.03400897979736328,0.0004291534423828125,-0.12973880767822266,0.09572982788085938,0.13016796112060547,-0.034151554107666016,0.0004367828369140625,-0.13013172149658203,0.09598016738891602,0.1305685043334961
86,bnc_spoken.train.txt,Ġthing,108,96,24,-7.31772518157959,-7.3188886642456055,-7.317720413208008,-7.317774772644043,0.001163482666015625,-4.76837158203125e-06,4.9591064453125e-05,0.0011138916015625,-5.435943603515625e-05,-7.413870811462402,-7.4272966384887695,-7.413822650909424,-7.41886043548584,0.013425827026367188,-4.8160552978515625e-05,0.0049896240234375,0.008436203002929688,-0.005037784576416016,0.012262344360351562,-4.3392181396484375e-05,0.004940032958984375,0.0073223114013671875,-0.004983425140380859
87,childes.train.txt,Ġpage,120,120,36,-9.15730094909668,-9.157297134399414,-9.157299995422363,-9.155669212341309,-3.814697265625e-06,-9.5367431640625e-07,-0.0016317367553710938,0.0016279220581054688,0.0016307830810546875,-9.25506591796875,-9.261659622192383,-9.254704475402832,-9.266499519348145,0.0065937042236328125,-0.00036144256591796875,0.011433601379394531,-0.004839897155761719,-0.0117950439453125,0.0065975189208984375,-0.0003604888916015625,0.013065338134765625,-0.0064678192138671875,-0.013425827026367188
88,bnc_spoken.train.txt,Ġfour,94,95,25,-6.641843318939209,-6.641898155212402,-6.641843795776367,-6.641881465911865,5.4836273193359375e-05,4.76837158203125e-07,3.814697265625e-05,1.6689300537109375e-05,-3.7670135498046875e-05,-6.918242454528809,-6.912173271179199,-6.917788982391357,-6.957037925720215,-0.006069183349609375,-0.0004534721374511719,0.03879547119140625,-0.044864654541015625,-0.03924894332885742,-0.006124019622802734,-0.000453948974609375,0.03875732421875,-0.044881343841552734,-0.039211273193359375
89,childes.train.txt,Ġtable,120,120,36,-8.745622634887695,-8.745620727539062,-8.745622634887695,-8.745622634887695,-1.9073486328125e-06,0.0,0.0,-1.9073486328125e-06,0.0,-8.918355941772461,-8.923833847045898,-8.919536590576172,-8.913697242736816,0.0054779052734375,0.0011806488037109375,-0.004658699035644531,0.010136604309082031,0.005839347839355469,0.0054798126220703125,0.0011806488037109375,-0.004658699035644531,0.010138511657714844,0.005839347839355469
90,bnc_spoken.train.txt,Ġgovernment,107,98,25,-8.231746673583984,-8.231762886047363,-8.231742858886719,-8.231761932373047,1.621246337890625e-05,-3.814697265625e-06,1.52587890625e-05,9.5367431640625e-07,-1.9073486328125e-05,-8.817570686340332,-8.813042640686035,-8.81716537475586,-8.810511589050293,-0.004528045654296875,-0.00040531158447265625,-0.0070590972900390625,0.0025310516357421875,0.006653785705566406,-0.004544258117675781,-0.00040149688720703125,-0.0070743560791015625,0.0025300979614257812,0.006672859191894531
91,bnc_spoken.train.txt,Ġagree,108,97,24,-9.766382217407227,-9.767267227172852,-9.766400337219238,-9.767265319824219,0.000885009765625,1.811981201171875e-05,0.0008831024169921875,1.9073486328125e-06,-0.0008649826049804688,-8.930585861206055,-8.96744441986084,-8.928784370422363,-8.972352981567383,0.036858558654785156,-0.0018014907836914062,0.041767120361328125,-0.004908561706542969,-0.04356861114501953,0.035973548889160156,-0.001819610595703125,0.04088401794433594,-0.004910469055175781,-0.04270362854003906
92,bnc_spoken.train.txt,Ġemploy,102,101,25,-10.489771842956543,-10.48978042602539,-10.489781379699707,-10.48977279663086,8.58306884765625e-06,9.5367431640625e-06,9.5367431640625e-07,7.62939453125e-06,8.58306884765625e-06,-11.216367721557617,-11.243635177612305,-11.21629810333252,-11.245984077453613,0.0272674560546875,-6.961822509765625e-05,0.029616355895996094,-0.0023488998413085938,-0.02968597412109375,0.027258872985839844,-7.915496826171875e-05,0.029615402221679688,-0.0023565292358398438,-0.029694557189941406
93,bnc_spoken.train.txt,Ġfeel,96,105,26,-8.438126564025879,-8.438127517700195,-8.438128471374512,-8.438067436218262,9.5367431640625e-07,1.9073486328125e-06,-5.91278076171875e-05,6.008148193359375e-05,6.103515625e-05,-9.096878051757812,-9.07858657836914,-9.09450626373291,-9.077488899230957,-0.018291473388671875,-0.0023717880249023438,-0.01938915252685547,0.0010976791381835938,0.017017364501953125,-0.01829242706298828,-0.0023736953735351562,-0.01933002471923828,0.00103759765625,0.016956329345703125
