case_group,example_id,source,target_idx,target_id,target_token,target_surface,prefix_tokens,later_tokens,target_frac,target_freq_bucket,local_leak_10tok,repeated_capitalized_prefix_suffix,case_id,wwm42_40M_lp_full,wwm42_40M_lp_deleted_fixedpos,wwm42_40M_lp_block_shuffled_fixedpos,wwm42_40M_lp_same_source_near_fixedpos,wwm42_40M_lp_cross_source_near_fixedpos,wwm42_40M_full_minus_deleted_fixedpos,wwm42_40M_full_minus_block_shuffled_fixedpos,wwm42_40M_full_minus_same_source_near_fixedpos,wwm42_40M_full_minus_cross_source_near_fixedpos,wwm42_80M_lp_full,wwm42_80M_lp_deleted_fixedpos,wwm42_80M_lp_block_shuffled_fixedpos,wwm42_80M_lp_same_source_near_fixedpos,wwm42_80M_lp_cross_source_near_fixedpos,wwm42_80M_full_minus_deleted_fixedpos,wwm42_80M_full_minus_block_shuffled_fixedpos,wwm42_80M_full_minus_same_source_near_fixedpos,wwm42_80M_full_minus_cross_source_near_fixedpos,wwm42_100M_lp_full,wwm42_100M_lp_deleted_fixedpos,wwm42_100M_lp_block_shuffled_fixedpos,wwm42_100M_lp_same_source_near_fixedpos,wwm42_100M_lp_cross_source_near_fixedpos,wwm42_100M_full_minus_deleted_fixedpos,wwm42_100M_full_minus_block_shuffled_fixedpos,wwm42_100M_full_minus_same_source_near_fixedpos,wwm42_100M_full_minus_cross_source_near_fixedpos,wwm43_40M_lp_full,wwm43_40M_lp_deleted_fixedpos,wwm43_40M_lp_block_shuffled_fixedpos,wwm43_40M_lp_same_source_near_fixedpos,wwm43_40M_lp_cross_source_near_fixedpos,wwm43_40M_full_minus_deleted_fixedpos,wwm43_40M_full_minus_block_shuffled_fixedpos,wwm43_40M_full_minus_same_source_near_fixedpos,wwm43_40M_full_minus_cross_source_near_fixedpos,wwm43_80M_lp_full,wwm43_80M_lp_deleted_fixedpos,wwm43_80M_lp_block_shuffled_fixedpos,wwm43_80M_lp_same_source_near_fixedpos,wwm43_80M_lp_cross_source_near_fixedpos,wwm43_80M_full_minus_deleted_fixedpos,wwm43_80M_full_minus_block_shuffled_fixedpos,wwm43_80M_full_minus_same_source_near_fixedpos,wwm43_80M_full_minus_cross_source_near_fixedpos,wwm43_100M_lp_full,wwm43_100M_lp_deleted_fixedpos,wwm43_100M_lp_block_shuffled_fixedpos,wwm43_100M_lp_same_source_near_fixedpos,wwm43_100M_lp_cross_source_near_fixedpos,wwm43_100M_full_minus_deleted_fixedpos,wwm43_100M_full_minus_block_shuffled_fixedpos,wwm43_100M_full_minus_same_source_near_fixedpos,wwm43_100M_full_minus_cross_source_near_fixedpos,stable_full_minus_same_fixedpos_40M,stable_full_minus_deleted_fixedpos_40M,stable_full_minus_same_fixedpos_80M,stable_full_minus_deleted_fixedpos_80M,stable_full_minus_same_fixedpos_100M,stable_full_minus_deleted_fixedpos_100M
exact_1m_slice,5713,childes.train.txt,49,366,Ġdon,don,120,120,0.4083333333333333,31+,0,1,0,-0.051832135766744614,-0.05014738813042641,-0.05102602764964104,-0.05638289451599121,-0.06197534501552582,-0.0016847476363182068,-0.0008061081171035767,0.004550758749246597,0.010143209248781204,-0.023974517360329628,-0.024727478623390198,-0.02534843236207962,-0.027959629893302917,-0.028318922966718674,0.0007529612630605698,0.0013739150017499924,0.0039851125329732895,0.004344405606389046,-0.024947723373770714,-0.026605434715747833,-0.026324018836021423,-0.030114274471998215,-0.03432917594909668,0.0016577113419771194,0.0013762954622507095,0.005166551098227501,0.009381452575325966,-0.02442087233066559,-0.02671198919415474,-0.025645112618803978,-0.027333220466971397,-0.031234633177518845,0.002291116863489151,0.0012242402881383896,0.002912348136305809,0.006813760846853256,-0.005987919867038727,-0.004955153912305832,-0.0062707336619496346,-0.006229270249605179,-0.0072430879808962345,-0.001032765954732895,0.00028281379491090775,0.00024135038256645203,0.0012551681138575077,-0.004815765656530857,-0.004560427274554968,-0.005072462372481823,-0.005062855314463377,-0.00638930918648839,-0.0002553383819758892,0.0002566967159509659,0.0002470896579325199,0.0015735435299575329,0.002912348136305809,0.0,0.00024135038256645203,0.0,0.0002470896579325199,0.0
exact_1m_slice,6232,childes.train.txt,50,3853,ĠAdam,adam,120,117,0.42735042735042733,31+,0,1,1,-6.683101177215576,-6.825358867645264,-6.520669460296631,-6.932040691375732,-8.004572868347168,0.1422576904296875,-0.1624317169189453,0.24893951416015625,1.3214716911315918,-3.453556537628174,-3.2293412685394287,-3.3851113319396973,-3.380479574203491,-4.426861763000488,-0.22421526908874512,-0.06844520568847656,-0.07307696342468262,0.9733052253723145,-3.876767158508301,-3.6994247436523438,-3.783473014831543,-3.8465001583099365,-4.987336158752441,-0.17734241485595703,-0.09329414367675781,-0.030267000198364258,1.1105690002441406,-4.349426746368408,-4.086001873016357,-4.230840682983398,-4.249244689941406,-5.513244152069092,-0.2634248733520508,-0.11858606338500977,-0.10018205642700195,1.1638174057006836,-4.062615394592285,-3.6717529296875,-3.88673996925354,-3.8805415630340576,-5.26326847076416,-0.39086246490478516,-0.17587542533874512,-0.18207383155822754,1.200653076171875,-4.5288848876953125,-4.15638542175293,-4.314072608947754,-4.374622344970703,-5.58990478515625,-0.3724994659423828,-0.2148122787475586,-0.15426254272460938,1.0610198974609375,0.0,0.0,-0.07307696342468262,-0.22421526908874512,-0.030267000198364258,-0.17734241485595703
exact_1m_slice,4262,bnc_spoken.train.txt,24,2463,ĠMin,min,96,96,0.25,4-10,0,0,2,-8.616312980651855,-8.976670265197754,-8.658279418945312,-8.801432609558105,-8.98841667175293,0.36035728454589844,0.04196643829345703,0.18511962890625,0.3721036911010742,-7.878706932067871,-8.617325782775879,-8.077466011047363,-9.02366828918457,-9.070893287658691,0.7386188507080078,0.1987590789794922,1.1449613571166992,1.1921863555908203,-7.332876205444336,-8.307201385498047,-7.566071510314941,-8.789651870727539,-8.95208740234375,0.9743251800537109,0.23319530487060547,1.4567756652832031,1.619211196899414,-8.741729736328125,-8.651421546936035,-8.761377334594727,-8.405415534973145,-9.309513092041016,-0.09030818939208984,0.019647598266601562,-0.33631420135498047,0.5677833557128906,-8.702611923217773,-7.6616950035095215,-8.279645919799805,-7.722395420074463,-8.444887161254883,-1.040916919708252,-0.42296600341796875,-0.9802165031433105,-0.2577247619628906,-9.193922996520996,-7.624417781829834,-8.585922241210938,-7.829888820648193,-8.383993148803711,-1.569505214691162,-0.6080007553100586,-1.3640341758728027,-0.8099298477172852,0.0,0.0,0.0,0.0,0.0,0.0
exact_1m_slice,3017,bnc_spoken.train.txt,35,491,Ġsaid,said,96,95,0.3684210526315789,31+,1,1,3,-0.7354688048362732,-0.7676360607147217,-0.7106072902679443,-0.8267650008201599,-1.3595447540283203,0.032167255878448486,-0.024861514568328857,0.09129619598388672,0.6240759491920471,-0.5586791038513184,-0.2541569173336029,-0.3338141441345215,-0.4233274757862091,-0.5707099437713623,-0.30452218651771545,-0.22486495971679688,-0.13535162806510925,0.012030839920043945,-0.6279729604721069,-0.3584974408149719,-0.4602202773094177,-0.5782451629638672,-0.7684279680252075,-0.269475519657135,-0.1677526831626892,-0.049727797508239746,0.14045500755310059,-4.057436466217041,-4.514609336853027,-4.074653148651123,-4.541718482971191,-4.5304975509643555,0.45717287063598633,0.01721668243408203,0.4842820167541504,0.47306108474731445,-0.8670334219932556,-0.7535653114318848,-0.850365161895752,-0.8085058927536011,-0.9162192940711975,-0.11346811056137085,-0.016668260097503662,-0.05852752923965454,0.049185872077941895,-0.44864621758461,-0.39555293321609497,-0.42806529998779297,-0.39327892661094666,-0.4001878798007965,-0.053093284368515015,-0.020580917596817017,-0.05536729097366333,-0.04845833778381348,0.09129619598388672,0.032167255878448486,-0.05852752923965454,-0.11346811056137085,-0.049727797508239746,-0.053093284368515015
exact_1m_slice,3745,bnc_spoken.train.txt,44,618,ĠYeah,yeah,106,106,0.41509433962264153,31+,0,1,4,-1.4133405685424805,-1.4763920307159424,-1.4553649425506592,-1.2834112644195557,-2.3644940853118896,0.06305146217346191,0.04202437400817871,-0.1299293041229248,0.9511535167694092,-1.210462212562561,-1.3455111980438232,-1.184960126876831,-1.1662743091583252,-1.6946196556091309,0.1350489854812622,-0.02550208568572998,-0.04418790340423584,0.4841574430465698,-1.2503782510757446,-1.4149987697601318,-1.2263046503067017,-1.2111005783081055,-1.7732566595077515,0.1646205186843872,-0.02407360076904297,-0.03927767276763916,0.5228784084320068,-1.3080518245697021,-1.3154890537261963,-1.3087100982666016,-1.2986253499984741,-3.374317169189453,0.007437229156494141,0.0006582736968994141,-0.009426474571228027,2.066265344619751,-1.159261703491211,-1.1801559925079346,-1.1699920892715454,-1.1369833946228027,-1.859984040260315,0.020894289016723633,0.010730385780334473,-0.022278308868408203,0.700722336769104,-1.0788086652755737,-1.0931214094161987,-1.0824272632598877,-1.0267434120178223,-1.8983969688415527,0.014312744140625,0.003618597984313965,-0.052065253257751465,0.819588303565979,-0.009426474571228027,0.007437229156494141,-0.022278308868408203,0.020894289016723633,-0.03927767276763916,0.014312744140625
exact_1m_slice,3243,bnc_spoken.train.txt,26,4973,Ġearn,earn,93,95,0.2736842105263158,31+,1,0,5,-9.11673355102539,-8.709921836853027,-9.065325736999512,-9.068502426147461,-8.622024536132812,-0.4068117141723633,-0.051407814025878906,-0.04823112487792969,-0.4947090148925781,-9.679039001464844,-9.505664825439453,-9.616827964782715,-9.798748016357422,-8.854874610900879,-0.17337417602539062,-0.062211036682128906,0.11970901489257812,-0.8241643905639648,-9.948930740356445,-9.625259399414062,-9.939054489135742,-10.093839645385742,-9.090173721313477,-0.3236713409423828,-0.009876251220703125,0.14490890502929688,-0.8587570190429688,-10.456793785095215,-9.923460960388184,-10.485896110534668,-10.684686660766602,-10.077489852905273,-0.5333328247070312,0.029102325439453125,0.22789287567138672,-0.3793039321899414,-9.196722030639648,-9.014930725097656,-9.232526779174805,-9.407683372497559,-8.711945533752441,-0.1817913055419922,0.03580474853515625,0.21096134185791016,-0.48477649688720703,-9.284736633300781,-9.096960067749023,-9.307214736938477,-9.501091957092285,-8.68042278289795,-0.1877765655517578,0.022478103637695312,0.2163553237915039,-0.604313850402832,0.0,-0.4068117141723633,0.11970901489257812,-0.17337417602539062,0.14490890502929688,-0.1877765655517578
exact_1m_slice,3466,bnc_spoken.train.txt,31,12772,Ġmanufacture,manufacture,106,107,0.2897196261682243,4-10,0,1,6,-7.203799247741699,-7.303097724914551,-7.231337070465088,-7.304962158203125,-7.5863776206970215,0.09929847717285156,0.027537822723388672,0.10116291046142578,0.38257837295532227,-5.52462100982666,-5.8755974769592285,-5.579741477966309,-5.742337226867676,-5.4958176612854,0.35097646713256836,0.05512046813964844,0.21771621704101562,-0.028803348541259766,-5.611424922943115,-5.959296226501465,-5.693550109863281,-5.837583065032959,-5.572152614593506,0.3478713035583496,0.08212518692016602,0.22615814208984375,-0.039272308349609375,-7.663766860961914,-7.976383209228516,-7.712597846984863,-7.722542762756348,-8.45534896850586,0.31261634826660156,0.04883098602294922,0.058775901794433594,0.7915821075439453,-10.55811882019043,-9.774459838867188,-10.781110763549805,-10.4393892288208,-9.436567306518555,-0.7836589813232422,0.222991943359375,-0.1187295913696289,-1.121551513671875,-10.33554744720459,-10.154934883117676,-10.651202201843262,-10.58569622039795,-8.68007755279541,-0.18061256408691406,0.3156547546386719,0.2501487731933594,-1.6554698944091797,0.058775901794433594,0.09929847717285156,0.0,0.0,0.22615814208984375,0.0
exact_1m_slice,2739,bnc_spoken.train.txt,40,3377,Ġcamera,camera,101,100,0.4,31+,0,1,7,-7.822989463806152,-8.290172576904297,-7.8807373046875,-8.090606689453125,-8.617406845092773,0.46718311309814453,0.057747840881347656,0.26761722564697266,0.7944173812866211,-7.394763946533203,-7.66054630279541,-7.785337448120117,-7.245834827423096,-7.334820747375488,0.26578235626220703,0.39057350158691406,-0.14892911911010742,-0.059943199157714844,-8.104162216186523,-8.244925498962402,-8.452917098999023,-7.703594207763672,-8.011544227600098,0.1407632827758789,0.3487548828125,-0.40056800842285156,-0.09261798858642578,-7.132518291473389,-7.2074995040893555,-7.130827903747559,-7.284639358520508,-7.57307243347168,0.0749812126159668,-0.0016903877258300781,0.15212106704711914,0.440554141998291,-7.126605987548828,-6.981413841247559,-7.4323320388793945,-7.175899505615234,-8.15340518951416,-0.14519214630126953,0.3057260513305664,0.04929351806640625,1.026799201965332,-7.3028364181518555,-7.220546722412109,-7.507270812988281,-7.233002662658691,-8.245012283325195,-0.0822896957397461,0.20443439483642578,-0.06983375549316406,0.9421758651733398,0.15212106704711914,0.0749812126159668,0.0,0.0,-0.06983375549316406,0.0
exact_1m_slice,695,bnc_spoken.train.txt,40,1209,Ġround,round,107,120,0.3333333333333333,31+,0,1,8,-4.998629570007324,-4.952988624572754,-4.976494789123535,-4.775015830993652,-5.315417766571045,-0.04564094543457031,-0.022134780883789062,-0.22361373901367188,0.3167881965637207,-3.2023794651031494,-3.1888976097106934,-3.1952733993530273,-2.969003915786743,-3.9090688228607178,-0.013481855392456055,-0.00710606575012207,-0.23337554931640625,0.7066893577575684,-3.2900550365448,-3.4406747817993164,-3.281303882598877,-3.2100443840026855,-3.9931697845458984,0.1506197452545166,-0.008751153945922852,-0.08001065254211426,0.7031147480010986,-5.054821014404297,-5.2315354347229,-4.868068695068359,-4.912389755249023,-5.213555335998535,0.17671442031860352,-0.1867523193359375,-0.14243125915527344,0.15873432159423828,-4.143707752227783,-4.404687881469727,-4.071605682373047,-3.7488772869110107,-4.855694770812988,0.26098012924194336,-0.07210206985473633,-0.39483046531677246,0.7119870185852051,-3.9416282176971436,-4.1513776779174805,-3.883530378341675,-3.5941994190216064,-4.623649597167969,0.20974946022033691,-0.05809783935546875,-0.3474287986755371,0.6820213794708252,-0.14243125915527344,0.0,-0.23337554931640625,0.0,-0.08001065254211426,0.1506197452545166
exact_1m_slice,3298,bnc_spoken.train.txt,37,643,Ġpeople,people,83,94,0.39361702127659576,31+,0,0,9,-4.658782958984375,-4.669408798217773,-4.64713191986084,-4.530885696411133,-4.107705593109131,0.010625839233398438,-0.011651039123535156,-0.1278972625732422,-0.5510773658752441,-4.987354278564453,-4.530447483062744,-4.73714542388916,-4.668797969818115,-3.599318027496338,-0.456906795501709,-0.25020885467529297,-0.3185563087463379,-1.3880362510681152,-4.484694957733154,-4.390881538391113,-4.090631484985352,-4.61901330947876,-3.479342460632324,-0.09381341934204102,-0.39406347274780273,0.13431835174560547,-1.00535249710083,-4.5350189208984375,-4.141010284423828,-4.518001556396484,-4.441510200500488,-3.8023996353149414,-0.3940086364746094,-0.017017364501953125,-0.09350872039794922,-0.7326192855834961,-3.069579839706421,-4.470263957977295,-2.835315227508545,-4.5445966720581055,-3.5556774139404297,1.400684118270874,-0.23426461219787598,1.4750168323516846,0.4860975742340088,-3.11604642868042,-4.162870407104492,-2.7771902084350586,-4.347429275512695,-3.3353350162506104,1.0468239784240723,-0.33885622024536133,1.2313828468322754,0.21928858757019043,-0.09350872039794922,0.0,0.0,0.0,0.13431835174560547,0.0
