case_id,source,target_token,prefix_tokens,later_tokens,target_idx,wwm_lp_full,wwm_lp_deleted,wwm_lp_shuffled,wwm_lp_same_near,wwm_lp_cross_near,wwm_delta_deleted,wwm_delta_shuffled,wwm_delta_same_near,wwm_delta_cross_near,wwm_spec_same_vs_cross,wwm_spec_deleted_vs_cross,cont_lp_full,cont_lp_deleted,cont_lp_shuffled,cont_lp_same_near,cont_lp_cross_near,cont_delta_deleted,cont_delta_shuffled,cont_delta_same_near,cont_delta_cross_near,cont_spec_same_vs_cross,cont_spec_deleted_vs_cross,cont_minus_wwm_delta_deleted,cont_minus_wwm_delta_shuffled,cont_minus_wwm_delta_same_near,cont_minus_wwm_delta_cross_near,cont_minus_wwm_spec_same_vs_cross,cont_minus_wwm_spec_deleted_vs_cross,wwm_sensitivity_score
40,bnc_spoken.train.txt,Ġinformation,106,102,25,-8.815789222717285,-8.817078590393066,-8.815791130065918,-8.81704330444336,-8.816372871398926,0.00128936767578125,1.9073486328125e-06,0.0012540817260742188,0.000583648681640625,0.0006704330444335938,0.000705718994140625,-8.469141006469727,-8.46914005279541,-8.469141006469727,-8.469141006469727,-10.39114761352539,-9.5367431640625e-07,0.0,0.0,1.922006607055664,-1.922006607055664,-1.9220075607299805,-0.0012903213500976562,-1.9073486328125e-06,-0.0012540817260742188,1.9214229583740234,-1.9226770401000977,-1.922713279724121,0.00128936767578125
41,bnc_spoken.train.txt,Ġlike,111,110,28,-6.067220687866211,-6.067193508148193,-6.06723165512085,-6.067274570465088,-6.067291259765625,-2.7179718017578125e-05,1.0967254638671875e-05,5.3882598876953125e-05,7.05718994140625e-05,-1.6689300537109375e-05,-9.775161743164062e-05,-5.975752353668213,-5.975754737854004,-5.975751876831055,-5.975753307342529,-6.027537822723389,2.384185791015625e-06,-4.76837158203125e-07,9.5367431640625e-07,0.05178546905517578,-0.051784515380859375,-0.051783084869384766,2.956390380859375e-05,-1.1444091796875e-05,-5.2928924560546875e-05,0.05171489715576172,-0.051767826080322266,-0.051685333251953125,5.3882598876953125e-05
42,bnc_spoken.train.txt,Ġpounds,105,97,24,-6.844021797180176,-6.844028472900391,-6.84401273727417,-6.844050407409668,-6.844012260437012,6.67572021484375e-06,-9.059906005859375e-06,2.86102294921875e-05,-9.5367431640625e-06,3.814697265625e-05,1.621246337890625e-05,-6.475458145141602,-6.475458145141602,-6.475457191467285,-6.475457191467285,-8.553747177124023,0.0,-9.5367431640625e-07,-9.5367431640625e-07,2.078289031982422,-2.0782899856567383,-2.078289031982422,-6.67572021484375e-06,8.106231689453125e-06,-2.956390380859375e-05,2.078298568725586,-2.0783281326293945,-2.078305244445801,2.86102294921875e-05
43,childes.train.txt,Ġcrown,120,120,30,-12.83292293548584,-12.83074951171875,-12.832926750183105,-12.832927703857422,-12.830342292785645,-0.0021734237670898438,3.814697265625e-06,4.76837158203125e-06,-0.0025806427001953125,0.0025854110717773438,0.00040721893310546875,-12.146156311035156,-12.146159172058105,-12.146156311035156,-12.146158218383789,-12.146157264709473,2.86102294921875e-06,0.0,1.9073486328125e-06,9.5367431640625e-07,9.5367431640625e-07,1.9073486328125e-06,0.0021762847900390625,-3.814697265625e-06,-2.86102294921875e-06,0.0025815963745117188,-0.0025844573974609375,-0.00040531158447265625,0.0021734237670898438
44,bnc_spoken.train.txt,Ġgonna,98,94,24,-7.263589382171631,-7.263580799102783,-7.2635908126831055,-7.263591766357422,-7.263720512390137,-8.58306884765625e-06,1.430511474609375e-06,2.384185791015625e-06,0.00013113021850585938,-0.00012874603271484375,-0.00013971328735351562,-6.862582683563232,-6.862585067749023,-6.862582683563232,-6.862584114074707,-6.7892165184021,2.384185791015625e-06,0.0,1.430511474609375e-06,-0.07336616516113281,0.07336759567260742,0.07336854934692383,1.0967254638671875e-05,-1.430511474609375e-06,-9.5367431640625e-07,-0.07349729537963867,0.07349634170532227,0.07350826263427734,8.58306884765625e-06
45,bnc_spoken.train.txt,Ġmake,102,104,26,-6.846258640289307,-6.846258640289307,-6.846259117126465,-6.846258640289307,-6.846259117126465,0.0,4.76837158203125e-07,0.0,4.76837158203125e-07,-4.76837158203125e-07,-4.76837158203125e-07,-7.200550556182861,-7.200549125671387,-7.200550079345703,-7.200550556182861,-6.431983947753906,-1.430511474609375e-06,-4.76837158203125e-07,0.0,-0.7685666084289551,0.7685666084289551,0.7685651779174805,-1.430511474609375e-06,-9.5367431640625e-07,0.0,-0.7685670852661133,0.7685670852661133,0.7685656547546387,4.76837158203125e-07
46,childes.train.txt,Ġone,120,120,31,-5.290465354919434,-5.290465354919434,-5.29046630859375,-5.290465831756592,-5.290470123291016,0.0,9.5367431640625e-07,4.76837158203125e-07,4.76837158203125e-06,-4.291534423828125e-06,-4.76837158203125e-06,-5.306371688842773,-5.306371212005615,-5.306370735168457,-5.306370735168457,-5.30636739730835,-4.76837158203125e-07,-9.5367431640625e-07,-9.5367431640625e-07,-4.291534423828125e-06,3.337860107421875e-06,3.814697265625e-06,-4.76837158203125e-07,-1.9073486328125e-06,-1.430511474609375e-06,-9.059906005859375e-06,7.62939453125e-06,8.58306884765625e-06,9.5367431640625e-07
47,bnc_spoken.train.txt,Ġmaybe,101,106,26,-8.592134475708008,-8.591753005981445,-8.592180252075195,-8.591842651367188,-8.592954635620117,-0.0003814697265625,4.57763671875e-05,-0.0002918243408203125,0.000820159912109375,-0.0011119842529296875,-0.001201629638671875,-8.8433198928833,-8.843318939208984,-8.8433198928833,-8.843318939208984,-8.223348617553711,-9.5367431640625e-07,0.0,-9.5367431640625e-07,-0.6199712753295898,0.6199703216552734,0.6199703216552734,0.00038051605224609375,-4.57763671875e-05,0.00029087066650390625,-0.6207914352416992,0.6210823059082031,0.6211719512939453,0.0003814697265625
48,bnc_spoken.train.txt,Ġexpect,107,100,29,-9.443357467651367,-9.443334579467773,-9.443360328674316,-9.443304061889648,-9.445108413696289,-2.288818359375e-05,2.86102294921875e-06,-5.340576171875e-05,0.001750946044921875,-0.001804351806640625,-0.001773834228515625,-9.168462753295898,-9.16845989227295,-9.168461799621582,-9.168460845947266,-11.127726554870605,-2.86102294921875e-06,-9.5367431640625e-07,-1.9073486328125e-06,1.959263801574707,-1.9592657089233398,-1.9592666625976562,2.002716064453125e-05,-3.814697265625e-06,5.14984130859375e-05,1.9575128555297852,-1.9574613571166992,-1.9574928283691406,5.340576171875e-05
49,bnc_spoken.train.txt,Ġany,97,102,25,-6.628808975219727,-6.628812789916992,-6.628812789916992,-6.628811359405518,-6.628812789916992,3.814697265625e-06,3.814697265625e-06,2.384185791015625e-06,3.814697265625e-06,-1.430511474609375e-06,0.0,-6.423540115356445,-6.4235382080078125,-6.423540115356445,-6.423538684844971,-8.10595989227295,-1.9073486328125e-06,0.0,-1.430511474609375e-06,1.682419776916504,-1.6824212074279785,-1.6824216842651367,-5.7220458984375e-06,-3.814697265625e-06,-3.814697265625e-06,1.6824159622192383,-1.682419776916504,-1.6824216842651367,3.814697265625e-06
50,bnc_spoken.train.txt,Ġmoment,94,92,27,-8.401890754699707,-8.401971817016602,-8.401871681213379,-8.401910781860352,-8.402223587036133,8.106231689453125e-05,-1.9073486328125e-05,2.002716064453125e-05,0.00033283233642578125,-0.00031280517578125,-0.00025177001953125,-8.066916465759277,-8.066917419433594,-8.066916465759277,-8.066916465759277,-10.024811744689941,9.5367431640625e-07,0.0,0.0,1.957895278930664,-1.957895278930664,-1.9578943252563477,-8.0108642578125e-05,1.9073486328125e-05,-2.002716064453125e-05,1.9575624465942383,-1.9575824737548828,-1.9576425552368164,8.106231689453125e-05
51,childes.train.txt,MOT,120,120,31,-4.586399078369141,-4.586398601531982,-4.586399078369141,-4.586399078369141,-4.586398124694824,-4.76837158203125e-07,0.0,0.0,-9.5367431640625e-07,9.5367431640625e-07,4.76837158203125e-07,-3.288771867752075,-3.2887723445892334,-3.2887723445892334,-3.2887721061706543,-3.288773775100708,4.76837158203125e-07,4.76837158203125e-07,2.384185791015625e-07,1.9073486328125e-06,-1.6689300537109375e-06,-1.430511474609375e-06,9.5367431640625e-07,4.76837158203125e-07,2.384185791015625e-07,2.86102294921875e-06,-2.6226043701171875e-06,-1.9073486328125e-06,4.76837158203125e-07
52,bnc_spoken.train.txt,Ġsouth,114,108,28,-9.481882095336914,-9.481947898864746,-9.482687950134277,-9.481948852539062,-9.482683181762695,6.580352783203125e-05,0.0008058547973632812,6.67572021484375e-05,0.00080108642578125,-0.0007343292236328125,-0.0007352828979492188,-9.598413467407227,-9.598413467407227,-9.598414421081543,-9.59841537475586,-11.049318313598633,0.0,9.5367431640625e-07,1.9073486328125e-06,1.4509048461914062,-1.4509029388427734,-1.4509048461914062,-6.580352783203125e-05,-0.000804901123046875,-6.4849853515625e-05,1.450103759765625,-1.4501686096191406,-1.450169563293457,0.0008058547973632812
53,bnc_spoken.train.txt,Ġmean,97,99,26,-6.813889503479004,-6.813889026641846,-6.8138885498046875,-6.813887596130371,-6.8138885498046875,-4.76837158203125e-07,-9.5367431640625e-07,-1.9073486328125e-06,-9.5367431640625e-07,-9.5367431640625e-07,4.76837158203125e-07,-6.523332595825195,-6.52332878112793,-6.523332118988037,-6.5233306884765625,-8.289522171020508,-3.814697265625e-06,-4.76837158203125e-07,-1.9073486328125e-06,1.7661895751953125,-1.7661914825439453,-1.7661933898925781,-3.337860107421875e-06,4.76837158203125e-07,0.0,1.766190528869629,-1.766190528869629,-1.7661938667297363,1.9073486328125e-06
54,bnc_spoken.train.txt,Ġwon,96,98,24,-7.62069034576416,-7.620765209197998,-7.620690822601318,-7.62069034576416,-7.620691299438477,7.486343383789062e-05,4.76837158203125e-07,0.0,9.5367431640625e-07,-9.5367431640625e-07,7.390975952148438e-05,-7.678093910217285,-7.678092002868652,-7.678093910217285,-7.678093433380127,-8.121835708618164,-1.9073486328125e-06,0.0,-4.76837158203125e-07,0.4437417984008789,-0.4437422752380371,-0.4437437057495117,-7.677078247070312e-05,-4.76837158203125e-07,-4.76837158203125e-07,0.4437408447265625,-0.4437413215637207,-0.4438176155090332,7.486343383789062e-05
55,bnc_spoken.train.txt,uff,88,95,26,-9.971054077148438,-9.969966888427734,-9.971050262451172,-9.969263076782227,-9.971043586730957,-0.001087188720703125,-3.814697265625e-06,-0.0017910003662109375,-1.049041748046875e-05,-0.0017805099487304688,-0.0010766983032226562,-10.420814514160156,-10.420812606811523,-10.420815467834473,-10.420812606811523,-10.711213111877441,-1.9073486328125e-06,9.5367431640625e-07,-1.9073486328125e-06,0.29039859771728516,-0.29040050506591797,-0.29040050506591797,0.0010852813720703125,4.76837158203125e-06,0.001789093017578125,0.2904090881347656,-0.2886199951171875,-0.2893238067626953,0.0017910003662109375
56,bnc_spoken.train.txt,hem,91,93,23,-11.970870018005371,-11.971281051635742,-11.970911979675293,-11.971728324890137,-11.97311782836914,0.00041103363037109375,4.1961669921875e-05,0.000858306884765625,0.0022478103637695312,-0.0013895034790039062,-0.0018367767333984375,-9.709227561950684,-9.709226608276367,-9.709227561950684,-9.709227561950684,-11.483272552490234,-9.5367431640625e-07,0.0,0.0,1.7740449905395508,-1.7740449905395508,-1.7740459442138672,-0.0004119873046875,-4.1961669921875e-05,-0.000858306884765625,1.7717971801757812,-1.7726554870605469,-1.7722091674804688,0.000858306884765625
57,bnc_spoken.train.txt,Ġplane,120,102,26,-11.809831619262695,-11.809682846069336,-11.80981731414795,-11.809869766235352,-11.811042785644531,-0.000148773193359375,-1.430511474609375e-05,3.814697265625e-05,0.0012111663818359375,-0.0011730194091796875,-0.0013599395751953125,-10.834312438964844,-10.834306716918945,-10.834310531616211,-10.834307670593262,-12.332741737365723,-5.7220458984375e-06,-1.9073486328125e-06,-4.76837158203125e-06,1.498429298400879,-1.498434066772461,-1.4984350204467773,0.0001430511474609375,1.239776611328125e-05,-4.291534423828125e-05,1.497218132019043,-1.4972610473632812,-1.497075080871582,0.000148773193359375
58,bnc_spoken.train.txt,ĠOxford,94,93,23,-7.478402137756348,-7.478456020355225,-7.478407859802246,-7.478419303894043,-7.47872257232666,5.3882598876953125e-05,5.7220458984375e-06,1.71661376953125e-05,0.0003204345703125,-0.0003032684326171875,-0.0002665519714355469,-7.294919013977051,-7.294919967651367,-7.294919013977051,-7.294919967651367,-9.407486915588379,9.5367431640625e-07,0.0,9.5367431640625e-07,2.112567901611328,-2.1125669479370117,-2.1125669479370117,-5.2928924560546875e-05,-5.7220458984375e-06,-1.621246337890625e-05,2.1122474670410156,-2.1122636795043945,-2.112300395965576,5.3882598876953125e-05
59,childes.train.txt,ĠColin,120,120,31,-8.781679153442383,-8.78268051147461,-8.781536102294922,-8.781551361083984,-8.78156566619873,0.0010013580322265625,-0.0001430511474609375,-0.0001277923583984375,-0.00011348724365234375,-1.430511474609375e-05,0.0011148452758789062,-7.581565856933594,-7.5815653800964355,-7.581566333770752,-7.581566333770752,-7.581565856933594,-4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,0.0,4.76837158203125e-07,-4.76837158203125e-07,-0.0010018348693847656,0.00014352798461914062,0.00012826919555664062,0.00011348724365234375,1.4781951904296875e-05,-0.0011153221130371094,0.0010013580322265625
60,bnc_spoken.train.txt,Ġokay,95,110,29,-7.378714561462402,-7.378705978393555,-7.378714561462402,-7.377648830413818,-7.378705978393555,-8.58306884765625e-06,0.0,-0.0010657310485839844,-8.58306884765625e-06,-0.0010571479797363281,0.0,-8.099502563476562,-8.099505424499512,-8.099502563476562,-8.099504470825195,-6.527957916259766,2.86102294921875e-06,0.0,1.9073486328125e-06,-1.5715446472167969,1.5715465545654297,1.571547508239746,1.1444091796875e-05,0.0,0.0010676383972167969,-1.5715360641479492,1.572603702545166,1.571547508239746,0.0010657310485839844
61,childes.train.txt,Ġwhat,120,120,31,-5.237667083740234,-5.237667560577393,-5.237667083740234,-5.237667083740234,-5.237667560577393,4.76837158203125e-07,0.0,0.0,4.76837158203125e-07,-4.76837158203125e-07,0.0,-4.519580841064453,-4.519581317901611,-4.519580841064453,-4.519580841064453,-4.519580841064453,4.76837158203125e-07,0.0,0.0,0.0,0.0,4.76837158203125e-07,0.0,0.0,0.0,-4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07
62,childes.train.txt,Ġthink,119,120,33,-6.028619289398193,-6.028619766235352,-6.028618812561035,-6.028619766235352,-6.028619766235352,4.76837158203125e-07,-4.76837158203125e-07,4.76837158203125e-07,4.76837158203125e-07,0.0,0.0,-6.533466339111328,-6.533470630645752,-6.533466339111328,-6.533466815948486,-6.533469200134277,4.291534423828125e-06,0.0,4.76837158203125e-07,2.86102294921875e-06,-2.384185791015625e-06,1.430511474609375e-06,3.814697265625e-06,4.76837158203125e-07,0.0,2.384185791015625e-06,-2.384185791015625e-06,1.430511474609375e-06,4.76837158203125e-07
63,bnc_spoken.train.txt,Ġleast,103,119,29,-9.07730770111084,-9.07724380493164,-9.07727336883545,-9.077234268188477,-9.077272415161133,-6.389617919921875e-05,-3.4332275390625e-05,-7.343292236328125e-05,-3.528594970703125e-05,-3.814697265625e-05,-2.86102294921875e-05,-8.717916488647461,-8.717915534973145,-8.717916488647461,-8.717916488647461,-10.476560592651367,-9.5367431640625e-07,0.0,0.0,1.7586441040039062,-1.7586441040039062,-1.7586450576782227,6.29425048828125e-05,3.4332275390625e-05,7.343292236328125e-05,1.7586793899536133,-1.75860595703125,-1.7586164474487305,7.343292236328125e-05
64,bnc_spoken.train.txt,Ġpass,96,95,23,-9.823548316955566,-9.823543548583984,-9.823066711425781,-9.82309341430664,-9.823542594909668,-4.76837158203125e-06,-0.00048160552978515625,-0.00045490264892578125,-5.7220458984375e-06,-0.00044918060302734375,9.5367431640625e-07,-9.763036727905273,-9.763036727905273,-9.763036727905273,-9.763036727905273,-10.366201400756836,0.0,0.0,0.0,0.6031646728515625,-0.6031646728515625,-0.6031646728515625,4.76837158203125e-06,0.00048160552978515625,0.00045490264892578125,0.6031703948974609,-0.6027154922485352,-0.6031656265258789,0.00048160552978515625
65,childes.train.txt,MOT,120,120,32,-4.586399555206299,-4.586399078369141,-4.586398601531982,-4.586399078369141,-4.586399078369141,-4.76837158203125e-07,-9.5367431640625e-07,-4.76837158203125e-07,-4.76837158203125e-07,0.0,0.0,-3.288773775100708,-3.288767099380493,-3.28877329826355,-3.2887723445892334,-3.2887754440307617,-6.67572021484375e-06,-4.76837158203125e-07,-1.430511474609375e-06,1.6689300537109375e-06,-3.0994415283203125e-06,-8.344650268554688e-06,-6.198883056640625e-06,4.76837158203125e-07,-9.5367431640625e-07,2.1457672119140625e-06,-3.0994415283203125e-06,-8.344650268554688e-06,9.5367431640625e-07
66,bnc_spoken.train.txt,ĠJan,99,104,26,-10.015718460083008,-10.015691757202148,-10.015707015991211,-10.015684127807617,-10.015832901000977,-2.6702880859375e-05,-1.1444091796875e-05,-3.4332275390625e-05,0.00011444091796875,-0.000148773193359375,-0.000141143798828125,-9.570648193359375,-9.570647239685059,-9.570647239685059,-9.570647239685059,-10.490696907043457,-9.5367431640625e-07,-9.5367431640625e-07,-9.5367431640625e-07,0.920048713684082,-0.9200496673583984,-0.9200496673583984,2.574920654296875e-05,1.049041748046875e-05,3.337860107421875e-05,0.9199342727661133,-0.9199008941650391,-0.9199085235595703,3.4332275390625e-05
67,bnc_spoken.train.txt,Ġtransm,106,107,26,-11.14167308807373,-11.141242027282715,-11.141870498657227,-11.141465187072754,-11.14324951171875,-0.000431060791015625,0.00019741058349609375,-0.0002079010009765625,0.0015764236450195312,-0.0017843246459960938,-0.0020074844360351562,-11.397492408752441,-11.397492408752441,-11.397492408752441,-11.397492408752441,-12.821741104125977,0.0,0.0,0.0,1.4242486953735352,-1.4242486953735352,-1.4242486953735352,0.000431060791015625,-0.00019741058349609375,0.0002079010009765625,1.4226722717285156,-1.422464370727539,-1.4222412109375,0.000431060791015625
68,bnc_spoken.train.txt,Ġfore,110,105,28,-11.700287818908691,-11.700302124023438,-11.700263977050781,-11.70079231262207,-11.700366020202637,1.430511474609375e-05,-2.384185791015625e-05,0.0005044937133789062,7.82012939453125e-05,0.00042629241943359375,-6.389617919921875e-05,-9.80496597290039,-9.80496597290039,-9.80496597290039,-9.80496597290039,-11.299310684204102,0.0,0.0,0.0,1.494344711303711,-1.494344711303711,-1.494344711303711,-1.430511474609375e-05,2.384185791015625e-05,-0.0005044937133789062,1.4942665100097656,-1.4947710037231445,-1.4942808151245117,0.0005044937133789062
69,bnc_spoken.train.txt,Ġsee,98,101,26,-6.222649574279785,-6.222648620605469,-6.222650527954102,-6.222604751586914,-6.222649574279785,-9.5367431640625e-07,9.5367431640625e-07,-4.482269287109375e-05,0.0,-4.482269287109375e-05,-9.5367431640625e-07,-6.431938171386719,-6.431937217712402,-6.431939125061035,-6.431937217712402,-6.031339168548584,-9.5367431640625e-07,9.5367431640625e-07,-9.5367431640625e-07,-0.40059900283813477,0.40059804916381836,0.40059804916381836,0.0,0.0,4.38690185546875e-05,-0.40059900283813477,0.40064287185668945,0.40059900283813477,4.482269287109375e-05
70,childes.train.txt,CHI,120,120,31,-4.179665565490723,-4.179666519165039,-4.179666042327881,-4.179666042327881,-4.179808616638184,9.5367431640625e-07,4.76837158203125e-07,4.76837158203125e-07,0.0001430511474609375,-0.00014257431030273438,-0.00014209747314453125,-2.7949094772338867,-2.7949142456054688,-2.794910192489624,-2.794910430908203,-2.7949163913726807,4.76837158203125e-06,7.152557373046875e-07,9.5367431640625e-07,6.9141387939453125e-06,-5.9604644775390625e-06,-2.1457672119140625e-06,3.814697265625e-06,2.384185791015625e-07,4.76837158203125e-07,-0.0001361370086669922,0.0001366138458251953,0.0001399517059326172,9.5367431640625e-07
71,childes.train.txt,case,120,120,30,-9.925683975219727,-9.92568302154541,-9.925683975219727,-9.925683975219727,-9.92431354522705,-9.5367431640625e-07,0.0,0.0,-0.0013704299926757812,0.0013704299926757812,0.001369476318359375,-8.817292213439941,-8.817293167114258,-8.817293167114258,-8.817292213439941,-8.81729507446289,9.5367431640625e-07,9.5367431640625e-07,0.0,2.86102294921875e-06,-2.86102294921875e-06,-1.9073486328125e-06,1.9073486328125e-06,9.5367431640625e-07,0.0,0.001373291015625,-0.001373291015625,-0.0013713836669921875,9.5367431640625e-07
72,childes.train.txt,MOT,120,120,32,-4.586399078369141,-4.586399078369141,-4.586399078369141,-4.586398601531982,-4.586399078369141,0.0,0.0,-4.76837158203125e-07,0.0,-4.76837158203125e-07,0.0,-3.2887747287750244,-3.2887680530548096,-3.2887752056121826,-3.288773775100708,-3.288771152496338,-6.67572021484375e-06,4.76837158203125e-07,-9.5367431640625e-07,-3.5762786865234375e-06,2.6226043701171875e-06,-3.0994415283203125e-06,-6.67572021484375e-06,4.76837158203125e-07,-4.76837158203125e-07,-3.5762786865234375e-06,3.0994415283203125e-06,-3.0994415283203125e-06,4.76837158203125e-07
73,bnc_spoken.train.txt,Ġfriend,101,108,29,-10.263442993164062,-10.263395309448242,-10.263463973999023,-10.263497352600098,-10.263659477233887,-4.76837158203125e-05,2.09808349609375e-05,5.435943603515625e-05,0.00021648406982421875,-0.0001621246337890625,-0.00026416778564453125,-10.39072036743164,-10.39072036743164,-10.39072036743164,-10.390721321105957,-9.902770042419434,0.0,0.0,9.5367431640625e-07,-0.48795032501220703,0.48795127868652344,0.48795032501220703,4.76837158203125e-05,-2.09808349609375e-05,-5.340576171875e-05,-0.48816680908203125,0.4881134033203125,0.48821449279785156,5.435943603515625e-05
74,bnc_spoken.train.txt,Ġany,99,99,25,-6.629157066345215,-6.628798007965088,-6.629157543182373,-6.629168510437012,-6.628812789916992,-0.0003590583801269531,4.76837158203125e-07,1.1444091796875e-05,-0.00034427642822265625,0.00035572052001953125,-1.4781951904296875e-05,-6.423537254333496,-6.423537254333496,-6.423537254333496,-6.423537254333496,-8.10595989227295,0.0,0.0,0.0,1.6824226379394531,-1.6824226379394531,-1.6824226379394531,0.0003590583801269531,-4.76837158203125e-07,-1.1444091796875e-05,1.6827669143676758,-1.6827783584594727,-1.6824078559875488,0.0003590583801269531
75,bnc_spoken.train.txt,Ġhospitals,99,99,24,-11.510858535766602,-11.511072158813477,-11.511354446411133,-11.512441635131836,-11.51194953918457,0.000213623046875,0.00049591064453125,0.001583099365234375,0.00109100341796875,0.000492095947265625,-0.00087738037109375,-11.246864318847656,-11.246864318847656,-11.246864318847656,-11.24686336517334,-12.035033226013184,0.0,0.0,-9.5367431640625e-07,0.7881689071655273,-0.7881698608398438,-0.7881689071655273,-0.000213623046875,-0.00049591064453125,-0.0015840530395507812,0.7870779037475586,-0.7886619567871094,-0.7872915267944336,0.001583099365234375
76,bnc_spoken.train.txt,Ġins,97,99,24,-10.066329002380371,-10.065986633300781,-10.066031455993652,-10.065988540649414,-10.06721305847168,-0.00034236907958984375,-0.00029754638671875,-0.00034046173095703125,0.0008840560913085938,-0.001224517822265625,-0.0012264251708984375,-9.413506507873535,-9.413506507873535,-9.413506507873535,-9.413506507873535,-11.079317092895508,0.0,0.0,0.0,1.6658105850219727,-1.6658105850219727,-1.6658105850219727,0.00034236907958984375,0.00029754638671875,0.00034046173095703125,1.664926528930664,-1.664586067199707,-1.6645841598510742,0.00034236907958984375
77,bnc_spoken.train.txt,Ġmost,105,103,25,-8.345399856567383,-8.345893859863281,-8.345392227172852,-8.345338821411133,-8.345507621765137,0.0004940032958984375,-7.62939453125e-06,-6.103515625e-05,0.00010776519775390625,-0.00016880035400390625,0.00038623809814453125,-7.895819187164307,-7.895818710327148,-7.895819187164307,-7.895818710327148,-9.910730361938477,-4.76837158203125e-07,0.0,-4.76837158203125e-07,2.01491117477417,-2.014911651611328,-2.014911651611328,-0.0004944801330566406,7.62939453125e-06,6.0558319091796875e-05,2.014803409576416,-2.014742851257324,-2.0152978897094727,0.0004940032958984375
78,bnc_spoken.train.txt,Ġoil,111,99,24,-8.990056037902832,-8.98991584777832,-8.990036010742188,-8.989870071411133,-8.99030876159668,-0.00014019012451171875,-2.002716064453125e-05,-0.00018596649169921875,0.00025272369384765625,-0.000438690185546875,-0.000392913818359375,-9.266410827636719,-9.266410827636719,-9.266411781311035,-9.266410827636719,-10.939865112304688,0.0,9.5367431640625e-07,0.0,1.6734542846679688,-1.6734542846679688,-1.6734542846679688,0.00014019012451171875,2.09808349609375e-05,0.00018596649169921875,1.673201560974121,-1.6730155944824219,-1.6730613708496094,0.00018596649169921875
79,bnc_spoken.train.txt,cially,106,99,25,-11.508504867553711,-11.508045196533203,-11.508537292480469,-11.508600234985352,-11.509231567382812,-0.0004596710205078125,3.24249267578125e-05,9.5367431640625e-05,0.0007266998291015625,-0.0006313323974609375,-0.001186370849609375,-10.78022575378418,-10.78022575378418,-10.780226707458496,-10.78022575378418,-12.743887901306152,0.0,9.5367431640625e-07,0.0,1.9636621475219727,-1.9636621475219727,-1.9636621475219727,0.0004596710205078125,-3.147125244140625e-05,-9.5367431640625e-05,1.962935447692871,-1.9630308151245117,-1.9624757766723633,0.0004596710205078125
80,childes.train.txt,Ġone,120,120,31,-5.290465354919434,-5.290464401245117,-5.29046630859375,-5.290465354919434,-5.290462970733643,-9.5367431640625e-07,9.5367431640625e-07,0.0,-2.384185791015625e-06,2.384185791015625e-06,1.430511474609375e-06,-5.306370735168457,-5.306370735168457,-5.306370735168457,-5.306369781494141,-5.306365013122559,0.0,0.0,-9.5367431640625e-07,-5.7220458984375e-06,4.76837158203125e-06,5.7220458984375e-06,9.5367431640625e-07,-9.5367431640625e-07,-9.5367431640625e-07,-3.337860107421875e-06,2.384185791015625e-06,4.291534423828125e-06,9.5367431640625e-07
81,bnc_spoken.train.txt,ĠMichael,90,89,22,-9.992921829223633,-9.992918014526367,-9.9927978515625,-9.992807388305664,-9.99291706085205,-3.814697265625e-06,-0.0001239776611328125,-0.00011444091796875,-4.76837158203125e-06,-0.00010967254638671875,9.5367431640625e-07,-9.540031433105469,-9.540031433105469,-9.540032386779785,-9.540033340454102,-10.840014457702637,0.0,9.5367431640625e-07,1.9073486328125e-06,1.299983024597168,-1.2999811172485352,-1.299983024597168,3.814697265625e-06,0.00012493133544921875,0.0001163482666015625,1.29998779296875,-1.2998714447021484,-1.2999839782714844,0.0001239776611328125
82,bnc_spoken.train.txt,Ġseventeen,91,91,22,-10.606674194335938,-10.606639862060547,-10.606681823730469,-10.606653213500977,-10.606955528259277,-3.4332275390625e-05,7.62939453125e-06,-2.09808349609375e-05,0.00028133392333984375,-0.00030231475830078125,-0.00031566619873046875,-9.834039688110352,-9.834038734436035,-9.834039688110352,-9.834039688110352,-11.677950859069824,-9.5367431640625e-07,0.0,0.0,1.8439111709594727,-1.8439111709594727,-1.843912124633789,3.337860107421875e-05,-7.62939453125e-06,2.09808349609375e-05,1.8436298370361328,-1.8436088562011719,-1.8435964584350586,3.4332275390625e-05
83,bnc_spoken.train.txt,Ġmod,94,98,27,-11.715819358825684,-11.716141700744629,-11.715888023376465,-11.715888023376465,-11.716848373413086,0.0003223419189453125,6.866455078125e-05,6.866455078125e-05,0.0010290145874023438,-0.0009603500366210938,-0.0007066726684570312,-11.2708101272583,-11.270809173583984,-11.2708101272583,-11.2708101272583,-11.80815315246582,-9.5367431640625e-07,0.0,0.0,0.5373430252075195,-0.5373430252075195,-0.5373439788818359,-0.00032329559326171875,-6.866455078125e-05,-6.866455078125e-05,0.5363140106201172,-0.5363826751708984,-0.5366373062133789,0.0003223419189453125
