seed,checkpoint,probe_set,slot_mode,packet_type,condition,grouping,n_packets,mean_delta_full_m_orig_new_minus_source,se_delta_full_m_orig_new_minus_source,fraction_positive_delta_full_m_orig_new_minus_source,mean_delta_full_m_source_minus_orig_new,se_delta_full_m_source_minus_orig_new,fraction_positive_delta_full_m_source_minus_orig_new,mean_delta_full_m_source_minus_swapped_new,se_delta_full_m_source_minus_swapped_new,fraction_positive_delta_full_m_source_minus_swapped_new,mean_delta_full_m_orig_new_minus_swapped_new,se_delta_full_m_orig_new_minus_swapped_new,fraction_positive_delta_full_m_orig_new_minus_swapped_new,mean_delta_full_gold_margin_vs_original_competitor,se_delta_full_gold_margin_vs_original_competitor,fraction_positive_delta_full_gold_margin_vs_original_competitor,mean_delta_full_retention_margin_vs_swapped_new,se_delta_full_retention_margin_vs_swapped_new,fraction_positive_delta_full_retention_margin_vs_swapped_new,mean_delta_content_m_orig_new_minus_source,se_delta_content_m_orig_new_minus_source,fraction_positive_delta_content_m_orig_new_minus_source,mean_delta_content_m_source_minus_orig_new,se_delta_content_m_source_minus_orig_new,fraction_positive_delta_content_m_source_minus_orig_new,mean_delta_content_m_source_minus_swapped_new,se_delta_content_m_source_minus_swapped_new,fraction_positive_delta_content_m_source_minus_swapped_new,mean_delta_content_m_orig_new_minus_swapped_new,se_delta_content_m_orig_new_minus_swapped_new,fraction_positive_delta_content_m_orig_new_minus_swapped_new,mean_delta_content_gold_margin_vs_original_competitor,se_delta_content_gold_margin_vs_original_competitor,fraction_positive_delta_content_gold_margin_vs_original_competitor,mean_delta_content_retention_margin_vs_swapped_new,se_delta_content_retention_margin_vs_swapped_new,fraction_positive_delta_content_retention_margin_vs_swapped_new,updated_conflict_heuristic,gold_state_type
a01_transfer,relation80_seed40040_vs_parent,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.5354002446480846,0.11409253250122986,0.35,0.5354002446480846,0.11409253250122986,0.65,0.7998386262418907,0.09666666326042687,0.725,0.26443838159380617,0.11380156104495359,0.58,0.5354002446480846,0.11409253250122986,0.65,0.7998386262418907,0.09666666326042687,0.725,-0.7817226897899034,0.1302554649458242,0.335,0.7817226897899034,0.1302554649458242,0.665,1.0156787882336973,0.11511795892023118,0.74,0.23395609844379386,0.1398949571037226,0.54,0.7817226897899034,0.1302554649458242,0.665,1.0156787882336973,0.11511795892023118,0.74,,
a01_transfer,relation80_seed40040_vs_parent,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.4548654119757705,0.09866309123166102,0.355,0.4548654119757705,0.09866309123166102,0.645,0.5050530111154884,0.12262501316760857,0.65,0.05018759913971782,0.1378592219493852,0.51,0.4548654119757705,0.09866309123166102,0.645,0.5050530111154884,0.12262501316760857,0.65,-0.6217542767091709,0.11329787253986125,0.345,0.6217542767091709,0.11329787253986125,0.655,0.7899716232528361,0.15341724679941535,0.65,0.16821734654366513,0.16298750172085236,0.51,0.6217542767091709,0.11329787253986125,0.655,0.7899716232528361,0.15341724679941535,0.65,,
a01_transfer,relation80_seed40040_vs_parent,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.5042649611817168,0.10050750324322567,0.33,0.5042649611817168,0.10050750324322567,0.67,0.7478631522017868,0.10952841060060182,0.72,0.24359819102006994,0.1132146882844274,0.535,0.5042649611817168,0.10050750324322567,0.67,0.7478631522017868,0.10952841060060182,0.72,-0.6570205419301337,0.11293935938870046,0.305,0.6570205419301337,0.11293935938870046,0.695,0.9414001118051851,0.128680501499337,0.715,0.2843795698750514,0.13437323608186888,0.535,0.6570205419301337,0.11293935938870046,0.695,0.9414001118051851,0.128680501499337,0.715,,
a01_transfer,relation80_seed40040_vs_parent,balanced_heldout,template,UPDATED_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.1763111804410485,0.11399319643540441,0.54,-0.1763111804410485,0.11399319643540441,0.46,0.6067415481584817,0.11377361009049265,0.735,0.7830527285995302,0.08747323424966844,0.78,0.1763111804410485,0.11399319643540441,0.54,0.6067415481584817,0.11377361009049265,0.735,0.19048561317004398,0.1324948408742756,0.545,-0.19048561317004398,0.1324948408742756,0.455,0.6924074015478815,0.12856133370136189,0.71,0.8828930147179255,0.0976963938690349,0.8,0.19048561317004398,0.1324948408742756,0.545,0.6924074015478815,0.12856133370136189,0.71,,
a01_transfer,relation80_seed40040_vs_parent,balanced_heldout,template,UPDATED_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.19319057316693508,0.11363220449925765,0.43,0.19319057316693508,0.11363220449925765,0.57,0.21281372405576546,0.10591377484847958,0.53,0.019623150888830425,0.1030157929158204,0.5,-0.19319057316693508,0.11363220449925765,0.43,0.21281372405576546,0.10591377484847958,0.53,-0.20960427148929192,0.1313256341860358,0.445,0.20960427148929192,0.1313256341860358,0.555,0.24647668029015887,0.1282039261876669,0.53,0.03687240880086696,0.1227061534633604,0.495,-0.20960427148929192,0.1313256341860358,0.445,0.24647668029015887,0.1282039261876669,0.53,,
a01_transfer,relation80_seed40040_vs_parent,balanced_heldout,template,UPDATED_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.3147547767795901,0.12524882590985956,0.41,0.3147547767795901,0.12524882590985956,0.59,0.5750136831969362,0.11935374766321612,0.695,0.26025890641734617,0.10744536992549344,0.565,-0.3147547767795901,0.12524882590985956,0.41,0.5750136831969362,0.11935374766321612,0.695,-0.3323148647667244,0.1410014234138818,0.415,0.3323148647667244,0.1410014234138818,0.585,0.6523494649242452,0.13482643260729985,0.675,0.3200346001575207,0.12757306993042747,0.585,-0.3323148647667244,0.1410014234138818,0.415,0.6523494649242452,0.13482643260729985,0.675,,
a01_transfer,relation80_seed40040_vs_parent,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.5354002446480846,0.11409253250122986,0.35,0.5354002446480846,0.11409253250122986,0.65,0.7998386262418907,0.09666666326042687,0.725,0.26443838159380617,0.11380156104495359,0.58,0.5354002446480846,0.11409253250122986,0.65,0.7998386262418907,0.09666666326042687,0.725,-0.7817226897899034,0.1302554649458242,0.335,0.7817226897899034,0.1302554649458242,0.665,1.0156787882336973,0.11511795892023118,0.74,0.23395609844379386,0.1398949571037226,0.54,0.7817226897899034,0.1302554649458242,0.665,1.0156787882336973,0.11511795892023118,0.74,,
a01_transfer,relation80_seed40040_vs_parent,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.4548654119757705,0.09866309123166102,0.355,0.4548654119757705,0.09866309123166102,0.645,0.5050530111154884,0.12262501316760857,0.65,0.05018759913971782,0.1378592219493852,0.51,0.4548654119757705,0.09866309123166102,0.645,0.5050530111154884,0.12262501316760857,0.65,-0.6217542767091709,0.11329787253986125,0.345,0.6217542767091709,0.11329787253986125,0.655,0.7899716232528361,0.15341724679941535,0.65,0.16821734654366513,0.16298750172085236,0.51,0.6217542767091709,0.11329787253986125,0.655,0.7899716232528361,0.15341724679941535,0.65,,
a01_transfer,relation80_seed40040_vs_parent,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition,200,-0.5042649611817168,0.10050750324322567,0.33,0.5042649611817168,0.10050750324322567,0.67,0.7478631522017868,0.10952841060060182,0.72,0.24359819102006994,0.1132146882844274,0.535,0.5042649611817168,0.10050750324322567,0.67,0.7478631522017868,0.10952841060060182,0.72,-0.6570205419301337,0.11293935938870046,0.305,0.6570205419301337,0.11293935938870046,0.695,0.9414001118051851,0.128680501499337,0.715,0.2843795698750514,0.13437323608186888,0.535,0.6570205419301337,0.11293935938870046,0.695,0.9414001118051851,0.128680501499337,0.715,,
a01_transfer,relation80_seed40040_vs_parent,extended_nontrain,template,UPDATED_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition,1125,0.06389967859363743,0.047821846322480974,0.5342222222222223,-0.06389967859363743,0.047821846322480974,0.4657777777777778,0.7993014955666475,0.05265504405961833,0.7226666666666667,0.8632011741602849,0.038854223867585636,0.7697777777777778,0.06389967859363743,0.047821846322480974,0.5342222222222223,0.7993014955666475,0.05265504405961833,0.7226666666666667,-0.004137251985840525,0.05262157643296699,0.5191111111111111,0.004137251985840525,0.05262157643296699,0.48088888888888887,0.9893454780250933,0.05906533273762652,0.7333333333333333,0.9852082260392528,0.04560582070934033,0.76,-0.004137251985840525,0.05262157643296699,0.5191111111111111,0.9893454780250933,0.05906533273762652,0.7333333333333333,,
