seed,checkpoint,probe_set,slot_mode,packet_type,grouping,n_packets,mean_content_binding_pair_sum_Tretention_Uretention,se_content_binding_pair_sum_Tretention_Uretention,fraction_positive_content_binding_pair_sum_Tretention_Uretention,mean_content_binding_pair_sum_Tupdate_Uretention,se_content_binding_pair_sum_Tupdate_Uretention,fraction_positive_content_binding_pair_sum_Tupdate_Uretention,mean_content_delta_N_retention_prior,se_content_delta_N_retention_prior,fraction_positive_content_delta_N_retention_prior,mean_content_delta_N_update_prior,se_content_delta_N_update_prior,fraction_positive_content_delta_N_update_prior,mean_content_delta_T_retention,se_content_delta_T_retention,fraction_positive_content_delta_T_retention,mean_content_delta_T_update_use,se_content_delta_T_update_use,fraction_positive_content_delta_T_update_use,mean_content_delta_U_retention,se_content_delta_U_retention,fraction_positive_content_delta_U_retention,mean_content_net_T_minus_N_retention,se_content_net_T_minus_N_retention,fraction_positive_content_net_T_minus_N_retention,mean_content_net_T_minus_N_update_use,se_content_net_T_minus_N_update_use,fraction_positive_content_net_T_minus_N_update_use,mean_content_net_T_minus_U_retention,se_content_net_T_minus_U_retention,fraction_positive_content_net_T_minus_U_retention,mean_content_net_T_minus_U_update_use,se_content_net_T_minus_U_update_use,fraction_positive_content_net_T_minus_U_update_use,mean_full_binding_pair_sum_Tretention_Uretention,se_full_binding_pair_sum_Tretention_Uretention,fraction_positive_full_binding_pair_sum_Tretention_Uretention,mean_full_binding_pair_sum_Tupdate_Uretention,se_full_binding_pair_sum_Tupdate_Uretention,fraction_positive_full_binding_pair_sum_Tupdate_Uretention,mean_full_delta_N_retention_prior,se_full_delta_N_retention_prior,fraction_positive_full_delta_N_retention_prior,mean_full_delta_N_update_prior,se_full_delta_N_update_prior,fraction_positive_full_delta_N_update_prior,mean_full_delta_T_retention,se_full_delta_T_retention,fraction_positive_full_delta_T_retention,mean_full_delta_T_update_use,se_full_delta_T_update_use,fraction_positive_full_delta_T_update_use,mean_full_delta_U_retention,se_full_delta_U_retention,fraction_positive_full_delta_U_retention,mean_full_net_T_minus_N_retention,se_full_net_T_minus_N_retention,fraction_positive_full_net_T_minus_N_retention,mean_full_net_T_minus_N_update_use,se_full_net_T_minus_N_update_use,fraction_positive_full_net_T_minus_N_update_use,mean_full_net_T_minus_U_retention,se_full_net_T_minus_U_retention,fraction_positive_full_net_T_minus_U_retention,mean_full_net_T_minus_U_update_use,se_full_net_T_minus_U_update_use,fraction_positive_full_net_T_minus_U_update_use,updated_conflict_heuristic,gold_state_type
a01_transfer,relation80_seed40040_vs_parent,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type,200,0.7858471565213698,0.11467061478255283,0.695,nan,nan,nan,0.6570205419301337,0.11293935938870046,0.695,nan,nan,nan,0.7817226897899034,0.1302554649458242,0.665,nan,nan,nan,0.7899716232528361,0.15341724679941535,0.65,0.12470214785976977,0.11774393354564133,0.525,nan,nan,nan,0.15996841308073254,0.11688492078344613,0.525,nan,nan,nan,0.5202266278817864,0.09588533848956672,0.68,nan,nan,nan,0.5042649611817168,0.10050750324322567,0.67,nan,nan,nan,0.5354002446480846,0.11409253250122986,0.65,nan,nan,nan,0.5050530111154884,0.12262501316760857,0.65,0.031135283466367684,0.1026622405365662,0.49,nan,nan,nan,0.08053483267231401,0.10306972146228315,0.53,nan,nan,nan,,
a01_transfer,relation80_seed40040_vs_parent,balanced_heldout,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type,200,nan,nan,nan,0.2184811467301014,0.06401806231264089,0.585,nan,nan,nan,-0.3323148647667244,0.1410014234138818,0.415,nan,nan,nan,0.19048561317004398,0.1324948408742756,0.545,0.24647668029015887,0.1282039261876669,0.53,nan,nan,nan,0.5228004779367684,0.1310197270288678,0.585,nan,nan,nan,0.40008988465933587,0.127360224997201,0.59,nan,nan,nan,0.194562452248407,0.056321527803260406,0.58,nan,nan,nan,-0.3147547767795901,0.12524882590985956,0.41,nan,nan,nan,0.1763111804410485,0.11399319643540441,0.54,0.21281372405576546,0.10591377484847958,0.53,nan,nan,nan,0.49106595722063856,0.11986665002570829,0.59,nan,nan,nan,0.3695017536079836,0.11666471736557146,0.59,,
a01_transfer,relation80_seed40040_vs_parent,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type,200,0.7858471565213698,0.11467061478255283,0.695,nan,nan,nan,0.6570205419301337,0.11293935938870046,0.695,nan,nan,nan,0.7817226897899034,0.1302554649458242,0.665,nan,nan,nan,0.7899716232528361,0.15341724679941535,0.65,0.12470214785976977,0.11774393354564133,0.525,nan,nan,nan,0.15996841308073254,0.11688492078344613,0.525,nan,nan,nan,0.5202266278817864,0.09588533848956672,0.68,nan,nan,nan,0.5042649611817168,0.10050750324322567,0.67,nan,nan,nan,0.5354002446480846,0.11409253250122986,0.65,nan,nan,nan,0.5050530111154884,0.12262501316760857,0.65,0.031135283466367684,0.1026622405365662,0.49,nan,nan,nan,0.08053483267231401,0.10306972146228315,0.53,nan,nan,nan,,
a01_transfer,relation80_seed40040_vs_parent,extended_nontrain,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type,1125,nan,nan,nan,0.29296469691152344,0.031385678099984264,0.5715555555555556,nan,nan,nan,-0.428205492604373,0.058209457112950946,0.39911111111111114,nan,nan,nan,-0.004137251985840525,0.05262157643296699,0.5191111111111111,0.5900666458088875,0.06369682146906314,0.5848888888888889,nan,nan,nan,0.4240682406185325,0.05247341483570188,0.6035555555555555,nan,nan,nan,0.4776129686342353,0.05295027188392223,0.6142222222222222,nan,nan,nan,0.23415020732930786,0.025994482429008075,0.5662222222222222,nan,nan,nan,-0.3314505128250345,0.053277523552398814,0.41688888888888886,nan,nan,nan,0.06389967859363743,0.047821846322480974,0.5342222222222223,0.4044007360649783,0.05362311484494874,0.5653333333333334,nan,nan,nan,0.395350191418672,0.04743572729880228,0.6106666666666667,nan,nan,nan,0.4238690206772315,0.047652243261022784,0.6204444444444445,,
a01_transfer,relation80_seed40040_vs_parent,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,200,0.7858471565213698,0.11467061478255283,0.695,nan,nan,nan,0.6570205419301337,0.11293935938870046,0.695,nan,nan,nan,0.7817226897899034,0.1302554649458242,0.665,nan,nan,nan,0.7899716232528361,0.15341724679941535,0.65,0.12470214785976977,0.11774393354564133,0.525,nan,nan,nan,0.15996841308073254,0.11688492078344613,0.525,nan,nan,nan,0.5202266278817864,0.09588533848956672,0.68,nan,nan,nan,0.5042649611817168,0.10050750324322567,0.67,nan,nan,nan,0.5354002446480846,0.11409253250122986,0.65,nan,nan,nan,0.5050530111154884,0.12262501316760857,0.65,0.031135283466367684,0.1026622405365662,0.49,nan,nan,nan,0.08053483267231401,0.10306972146228315,0.53,nan,nan,nan,,
a01_transfer,relation80_seed40040_vs_parent,balanced_heldout,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,131,nan,nan,nan,0.2106216184224104,0.07367154797861306,0.5801526717557252,nan,nan,nan,-0.29640826411438087,0.16505231140696708,0.40458015267175573,nan,nan,nan,0.16030069885133216,0.14592819257411824,0.5419847328244275,0.26094253799348865,0.14893812876774373,0.5801526717557252,nan,nan,nan,0.45670896296571306,0.1427718723005935,0.5648854961832062,nan,nan,nan,0.33533842252842144,0.1323894205172345,0.5801526717557252,nan,nan,nan,0.20183870340321797,0.06310622515392716,0.5877862595419847,nan,nan,nan,-0.26383171858734966,0.15102179427356704,0.3893129770992366,nan,nan,nan,0.21602932718929038,0.12417747045044235,0.5572519083969466,0.18764807961714552,0.1220088328922121,0.5572519083969466,nan,nan,nan,0.47986104577664007,0.13219103876526767,0.5801526717557252,nan,nan,nan,0.3545509570449021,0.12369310947700377,0.5877862595419847,True,
a01_transfer,relation80_seed40040_vs_parent,balanced_heldout,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,69,nan,nan,nan,0.23340285989397858,0.12271709064711489,0.5942028985507246,nan,nan,nan,-0.40048536745450697,0.26393573395744496,0.43478260869565216,nan,nan,nan,0.24779320412296063,0.2674768779591155,0.5507246376811594,0.21901251566499655,0.24267357509493664,0.43478260869565216,nan,nan,nan,0.6482785715774676,0.26697233315011076,0.6231884057971014,nan,nan,nan,0.5230238200093329,0.2713613868227652,0.6086956521739131,nan,nan,nan,0.18074812034579485,0.11157427268483457,0.5652173913043478,nan,nan,nan,-0.41143478581123494,0.223776157368721,0.4492753623188406,nan,nan,nan,0.1009042641509081,0.23265797409344863,0.5072463768115942,0.2605919765406816,0.2026644047765937,0.4782608695652174,nan,nan,nan,0.512339049962143,0.2417474390803291,0.6086956521739131,nan,nan,nan,0.3978865992567326,0.24474898603542158,0.5942028985507246,False,
a01_transfer,relation80_seed40040_vs_parent,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,200,0.7858471565213698,0.11467061478255283,0.695,nan,nan,nan,0.6570205419301337,0.11293935938870046,0.695,nan,nan,nan,0.7817226897899034,0.1302554649458242,0.665,nan,nan,nan,0.7899716232528361,0.15341724679941535,0.65,0.12470214785976977,0.11774393354564133,0.525,nan,nan,nan,0.15996841308073254,0.11688492078344613,0.525,nan,nan,nan,0.5202266278817864,0.09588533848956672,0.68,nan,nan,nan,0.5042649611817168,0.10050750324322567,0.67,nan,nan,nan,0.5354002446480846,0.11409253250122986,0.65,nan,nan,nan,0.5050530111154884,0.12262501316760857,0.65,0.031135283466367684,0.1026622405365662,0.49,nan,nan,nan,0.08053483267231401,0.10306972146228315,0.53,nan,nan,nan,,
a01_transfer,relation80_seed40040_vs_parent,extended_nontrain,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,715,nan,nan,nan,0.28677245586148853,0.04189169674061053,0.5468531468531469,nan,nan,nan,-0.5165668234438737,0.07331121494549944,0.3804195804195804,nan,nan,nan,-0.03128366967757217,0.06592422323437101,0.5188811188811189,0.6048285814005493,0.08309793189333466,0.5748251748251748,nan,nan,nan,0.4852831537663015,0.06671647778214247,0.6153846153846154,nan,nan,nan,0.5442171371679871,0.06818316933844852,0.6293706293706294,nan,nan,nan,0.22403620935851357,0.033900811902395946,0.5496503496503496,nan,nan,nan,-0.3940218174917701,0.06730599486123691,0.3972027972027972,nan,nan,nan,0.055650819307303076,0.0605354921404289,0.5426573426573427,0.39242159940972404,0.06844228585581737,0.5566433566433566,nan,nan,nan,0.4496726367990732,0.059575981060550884,0.6293706293706294,nan,nan,nan,0.4798843243594103,0.060031282264369476,0.6433566433566433,True,
a01_transfer,relation80_seed40040_vs_parent,extended_nontrain,template,UPDATED_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,410,nan,nan,nan,0.30376336118170627,0.045661749002516655,0.6146341463414634,nan,nan,nan,-0.2741119522379267,0.09537849976355614,0.4317073170731707,nan,nan,nan,0.043203452037545144,0.0874126657417663,0.5195121951219512,0.5643232703258674,0.09782664043006402,0.6024390243902439,nan,nan,nan,0.31731540427547184,0.0846665231332217,0.5829268292682926,nan,nan,nan,0.36146179667903394,0.08328925684016418,0.5878048780487805,nan,nan,nan,0.25178803305886377,0.03994205722721398,0.5951219512195122,nan,nan,nan,-0.22233226200377612,0.0869893675289725,0.45121951219512196,nan,nan,nan,0.07828488442224492,0.07802579759444862,0.5195121951219512,0.42529118169548263,0.08614097452097243,0.5804878048780487,nan,nan,nan,0.30061714642602105,0.07828027996275874,0.5780487804878048,nan,nan,nan,0.32618379596318786,0.07819895909780186,0.5804878048780487,False,
