ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
variable swap,841,0.1605231866825208,635,0.7550535077288941,0.8994334277620396,706,-1.3070261180400848
antonym,485,0.41030927835051545,225,0.4639175257731959,0.7867132867132867,286,-0.21681419759988785
material,73,0.3287671232876712,33,0.4520547945205479,0.673469387755102,49,-0.38452744483947754
other,37,0.4864864864864865,14,0.3783783783783784,0.7368421052631579,19,-0.021096229553222656
variable_swap,7,0.14285714285714285,6,0.8571428571428571,1.0,6,-0.7098427712917328
active-passive,5,0.0,3,0.6,0.6,5,-0.660607099533081
negation,11,0.6363636363636364,3,0.2727272727272727,0.75,4,-0.10704487562179565
number,11,0.6363636363636364,2,0.18181818181818182,0.5,4,0.11053544282913208
game,1,0.0,1,1.0,1.0,1,-0.46801090240478516
