case_id,family,train_group,event_pol,affected_query,mode,layer,alpha,margin_correct_foil,state0_minus_state1,head_correct
P196_01144,clean_dirty,heldout_family,1,1,none,4,1.0,-3.3059921264648438,3.3059921264648438,False
P196_01145,clean_dirty,heldout_family,0,1,none,4,1.0,-2.105111986398697,-2.105111986398697,False
P196_01146,clean_dirty,heldout_family,0,0,none,4,1.0,2.1959046572446823,-2.1959046572446823,True
P196_01147,clean_dirty,heldout_family,0,0,none,4,1.0,2.184147000312805,-2.184147000312805,True
P196_01148,clean_dirty,heldout_family,0,1,none,4,1.0,-2.1868953853845596,-2.1868953853845596,False
P196_01149,clean_dirty,heldout_family,1,1,none,4,1.0,-3.30549818277359,3.30549818277359,False
P196_01150,clean_dirty,heldout_family,1,0,none,4,1.0,3.500239461660385,3.500239461660385,True
P196_01151,clean_dirty,heldout_family,1,0,none,4,1.0,3.591700568795204,3.591700568795204,True
P196_01152,clean_dirty,heldout_family,1,1,none,4,1.0,-3.5381707549095154,3.5381707549095154,False
P196_01153,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4657486975193024,-2.4657486975193024,False
P196_01154,clean_dirty,heldout_family,0,0,none,4,1.0,2.435543954372406,-2.435543954372406,True
P196_01155,clean_dirty,heldout_family,0,0,none,4,1.0,2.687585800886154,-2.687585800886154,True
P196_01156,clean_dirty,heldout_family,0,1,none,4,1.0,-2.491107940673828,-2.491107940673828,False
P196_01157,clean_dirty,heldout_family,1,1,none,4,1.0,-3.2210588455200195,3.2210588455200195,False
P196_01158,clean_dirty,heldout_family,1,0,none,4,1.0,3.40747632086277,3.40747632086277,True
P196_01159,clean_dirty,heldout_family,1,0,none,4,1.0,3.143986687064171,3.143986687064171,True
P196_01160,clean_dirty,heldout_family,1,1,none,4,1.0,-3.1716442555189133,3.1716442555189133,False
P196_01161,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3276625275611877,-2.3276625275611877,False
P196_01162,clean_dirty,heldout_family,0,0,none,4,1.0,2.317343607544899,-2.317343607544899,True
P196_01163,clean_dirty,heldout_family,0,0,none,4,1.0,2.5945053100585938,-2.5945053100585938,True
P196_01164,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3825951665639877,-2.3825951665639877,False
P196_01165,clean_dirty,heldout_family,1,1,none,4,1.0,-3.513430491089821,3.513430491089821,False
P196_01166,clean_dirty,heldout_family,1,0,none,4,1.0,3.6803969219326973,3.6803969219326973,True
P196_01167,clean_dirty,heldout_family,1,0,none,4,1.0,3.397597223520279,3.397597223520279,True
P196_01168,clean_dirty,heldout_family,1,1,none,4,1.0,-3.434555932879448,3.434555932879448,False
P196_01169,clean_dirty,heldout_family,0,1,none,4,1.0,-2.302303433418274,-2.302303433418274,False
P196_01170,clean_dirty,heldout_family,0,0,none,4,1.0,2.258482947945595,-2.258482947945595,True
P196_01171,clean_dirty,heldout_family,0,0,none,4,1.0,2.5403909236192703,-2.5403909236192703,True
P196_01172,clean_dirty,heldout_family,0,1,none,4,1.0,-2.30595201253891,-2.30595201253891,False
P196_01173,clean_dirty,heldout_family,1,1,none,4,1.0,-3.287067413330078,3.287067413330078,False
P196_01174,clean_dirty,heldout_family,1,0,none,4,1.0,3.5258168280124664,3.5258168280124664,True
P196_01175,clean_dirty,heldout_family,1,0,none,4,1.0,3.1914481073617935,3.1914481073617935,True
P196_01176,clean_dirty,heldout_family,1,1,none,4,1.0,-3.2681332528591156,3.2681332528591156,False
P196_01177,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5142727494239807,-2.5142727494239807,False
P196_01178,clean_dirty,heldout_family,0,0,none,4,1.0,2.4681358635425568,-2.4681358635425568,True
P196_01179,clean_dirty,heldout_family,0,0,none,4,1.0,2.7258691042661667,-2.7258691042661667,True
P196_01180,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5188435912132263,-2.5188435912132263,False
P196_01181,clean_dirty,heldout_family,1,1,none,4,1.0,-3.2025345861911774,3.2025345861911774,False
P196_01182,clean_dirty,heldout_family,1,0,none,4,1.0,3.4104595631361008,3.4104595631361008,True
P196_01183,clean_dirty,heldout_family,1,0,none,4,1.0,3.1255396753549576,3.1255396753549576,True
P196_01184,clean_dirty,heldout_family,1,1,none,4,1.0,-3.180178537964821,3.180178537964821,False
P196_01185,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3098286986351013,-2.3098286986351013,False
P196_01186,clean_dirty,heldout_family,0,0,none,4,1.0,2.257109522819519,-2.257109522819519,True
P196_01187,clean_dirty,heldout_family,0,0,none,4,1.0,2.532687246799469,-2.532687246799469,True
P196_01188,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3052016347646713,-2.3052016347646713,False
P196_01189,clean_dirty,heldout_family,1,1,none,4,1.0,-3.3448715209960938,3.3448715209960938,False
P196_01190,clean_dirty,heldout_family,1,0,none,4,1.0,3.5580054223537445,3.5580054223537445,True
P196_01191,clean_dirty,heldout_family,1,0,none,4,1.0,3.2599181830883026,3.2599181830883026,True
P196_01192,clean_dirty,heldout_family,1,1,none,4,1.0,-3.3251677453517914,3.3251677453517914,False
P196_01193,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4284982681274414,-2.4284982681274414,False
P196_01194,clean_dirty,heldout_family,0,0,none,4,1.0,2.4061556607484818,-2.4061556607484818,True
P196_01195,clean_dirty,heldout_family,0,0,none,4,1.0,2.6619586795568466,-2.6619586795568466,True
P196_01196,clean_dirty,heldout_family,0,1,none,4,1.0,-2.45784193277359,-2.45784193277359,False
P196_01197,clean_dirty,heldout_family,1,1,none,4,1.0,-3.2717094272375107,3.2717094272375107,False
P196_01198,clean_dirty,heldout_family,1,0,none,4,1.0,3.4485253244638443,3.4485253244638443,True
P196_01199,clean_dirty,heldout_family,1,0,none,4,1.0,3.1890945434570312,3.1890945434570312,True
P196_01200,clean_dirty,heldout_family,1,1,none,4,1.0,-3.2264995723962784,3.2264995723962784,False
P196_01201,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4949970841407776,-2.4949970841407776,False
P196_01202,clean_dirty,heldout_family,0,0,none,4,1.0,2.4791661202907562,-2.4791661202907562,True
P196_01203,clean_dirty,heldout_family,0,0,none,4,1.0,2.7248898297548294,-2.7248898297548294,True
P196_01204,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5403461903333664,-2.5403461903333664,False
P196_01205,clean_dirty,heldout_family,1,1,none,4,1.0,-3.146563559770584,3.146563559770584,False
P196_01206,clean_dirty,heldout_family,1,0,none,4,1.0,3.36043743789196,3.36043743789196,True
P196_01207,clean_dirty,heldout_family,1,0,none,4,1.0,3.083728715777397,3.083728715777397,True
P196_01208,clean_dirty,heldout_family,1,1,none,4,1.0,-3.137247011065483,3.137247011065483,False
P196_01209,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3588981330394745,-2.3588981330394745,False
P196_01210,clean_dirty,heldout_family,0,0,none,4,1.0,2.343598261475563,-2.343598261475563,True
P196_01211,clean_dirty,heldout_family,0,0,none,4,1.0,2.6014270335435867,-2.6014270335435867,True
P196_01212,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4139909595251083,-2.4139909595251083,False
P196_01213,clean_dirty,heldout_family,1,1,none,4,1.0,-3.477738454937935,3.477738454937935,False
P196_01214,clean_dirty,heldout_family,1,0,none,4,1.0,3.6452151238918304,3.6452151238918304,True
P196_01215,clean_dirty,heldout_family,1,0,none,4,1.0,3.3865727335214615,3.3865727335214615,True
P196_01216,clean_dirty,heldout_family,1,1,none,4,1.0,-3.4168471843004227,3.4168471843004227,False
P196_01217,clean_dirty,heldout_family,0,1,none,4,1.0,-2.148771286010742,-2.148771286010742,False
P196_01218,clean_dirty,heldout_family,0,0,none,4,1.0,2.1835117638111115,-2.1835117638111115,True
P196_01219,clean_dirty,heldout_family,0,0,none,4,1.0,2.1313952803611755,-2.1313952803611755,True
P196_01220,clean_dirty,heldout_family,0,1,none,4,1.0,-2.105130136013031,-2.105130136013031,False
P196_01221,clean_dirty,heldout_family,1,1,none,4,1.0,-3.0855159759521484,3.0855159759521484,False
P196_01222,clean_dirty,heldout_family,1,0,none,4,1.0,3.1149968951940536,3.1149968951940536,True
P196_01223,clean_dirty,heldout_family,1,0,none,4,1.0,3.067959740757942,3.067959740757942,True
P196_01224,clean_dirty,heldout_family,1,1,none,4,1.0,-2.950279340147972,2.950279340147972,False
P196_01225,clean_dirty,heldout_family,0,1,none,4,1.0,-2.0222587883472443,-2.0222587883472443,False
P196_01226,clean_dirty,heldout_family,0,0,none,4,1.0,2.068790376186371,-2.068790376186371,True
P196_01227,clean_dirty,heldout_family,0,0,none,4,1.0,2.0118207335472107,-2.0118207335472107,True
P196_01228,clean_dirty,heldout_family,0,1,none,4,1.0,-1.984175682067871,-1.984175682067871,False
P196_01229,clean_dirty,heldout_family,1,1,none,4,1.0,-3.272201508283615,3.272201508283615,False
P196_01230,clean_dirty,heldout_family,1,0,none,4,1.0,3.3085230588912964,3.3085230588912964,True
P196_01231,clean_dirty,heldout_family,1,0,none,4,1.0,3.2510472238063812,3.2510472238063812,True
