case_id,family,train_group,event_pol,affected_query,mode,layer,alpha,margin_correct_foil,state0_minus_state1,head_correct
P196_00961,clean_dirty,heldout_family,0,1,none,4,1.0,-2.2399940341711044,-2.2399940341711044,False
P196_00962,clean_dirty,heldout_family,0,0,none,4,1.0,2.5554257333278656,-2.5554257333278656,True
P196_00963,clean_dirty,heldout_family,0,0,none,4,1.0,2.3013115376234055,-2.3013115376234055,True
P196_00964,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4180116057395935,-2.4180116057395935,False
P196_00965,clean_dirty,heldout_family,1,1,none,4,1.0,-3.1902666985988617,3.1902666985988617,False
P196_00966,clean_dirty,heldout_family,1,0,none,4,1.0,2.819415956735611,2.819415956735611,True
P196_00967,clean_dirty,heldout_family,1,0,none,4,1.0,3.2247228175401688,3.2247228175401688,True
P196_00968,clean_dirty,heldout_family,1,1,none,4,1.0,-2.709528937935829,2.709528937935829,False
P196_00969,clean_dirty,heldout_family,0,1,none,4,1.0,-2.1388130486011505,-2.1388130486011505,False
P196_00970,clean_dirty,heldout_family,0,0,none,4,1.0,2.4628104269504547,-2.4628104269504547,True
P196_00971,clean_dirty,heldout_family,0,0,none,4,1.0,2.2177504897117615,-2.2177504897117615,True
P196_00972,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3248481303453445,-2.3248481303453445,False
P196_00973,clean_dirty,heldout_family,1,1,none,4,1.0,-3.378391370177269,3.378391370177269,False
P196_00974,clean_dirty,heldout_family,1,0,none,4,1.0,3.0175713896751404,3.0175713896751404,True
P196_00975,clean_dirty,heldout_family,1,0,none,4,1.0,3.398802690207958,3.398802690207958,True
P196_00976,clean_dirty,heldout_family,1,1,none,4,1.0,-2.8970679938793182,2.8970679938793182,False
P196_00977,clean_dirty,heldout_family,0,1,none,4,1.0,-2.088003247976303,-2.088003247976303,False
P196_00978,clean_dirty,heldout_family,0,0,none,4,1.0,2.3972130119800568,-2.3972130119800568,True
P196_00979,clean_dirty,heldout_family,0,0,none,4,1.0,2.177203118801117,-2.177203118801117,True
P196_00980,clean_dirty,heldout_family,0,1,none,4,1.0,-2.271343171596527,-2.271343171596527,False
P196_00981,clean_dirty,heldout_family,1,1,none,4,1.0,-3.248747929930687,3.248747929930687,False
P196_00982,clean_dirty,heldout_family,1,0,none,4,1.0,2.8960019052028656,2.8960019052028656,True
P196_00983,clean_dirty,heldout_family,1,0,none,4,1.0,3.2824889421463013,3.2824889421463013,True
P196_00984,clean_dirty,heldout_family,1,1,none,4,1.0,-2.7816706001758575,2.7816706001758575,False
P196_00985,clean_dirty,heldout_family,0,1,none,4,1.0,-2.2814129889011383,-2.2814129889011383,False
P196_00986,clean_dirty,heldout_family,0,0,none,4,1.0,2.591305658221245,-2.591305658221245,True
P196_00987,clean_dirty,heldout_family,0,0,none,4,1.0,2.3558244705200195,-2.3558244705200195,True
P196_00988,clean_dirty,heldout_family,0,1,none,4,1.0,-2.479520708322525,-2.479520708322525,False
P196_00989,clean_dirty,heldout_family,1,1,none,4,1.0,-3.184469163417816,3.184469163417816,False
P196_00990,clean_dirty,heldout_family,1,0,none,4,1.0,2.8178529143333435,2.8178529143333435,True
P196_00991,clean_dirty,heldout_family,1,0,none,4,1.0,3.2111044079065323,3.2111044079065323,True
P196_00992,clean_dirty,heldout_family,1,1,none,4,1.0,-2.70160873234272,2.70160873234272,False
P196_00993,clean_dirty,heldout_family,0,1,none,4,1.0,-2.1081818491220474,-2.1081818491220474,False
P196_00994,clean_dirty,heldout_family,0,0,none,4,1.0,2.405184715986252,-2.405184715986252,True
P196_00995,clean_dirty,heldout_family,0,0,none,4,1.0,2.1735037565231323,-2.1735037565231323,True
P196_00996,clean_dirty,heldout_family,0,1,none,4,1.0,-2.267440766096115,-2.267440766096115,False
P196_00997,clean_dirty,heldout_family,1,1,none,4,1.0,-3.294457510113716,3.294457510113716,False
P196_00998,clean_dirty,heldout_family,1,0,none,4,1.0,2.9290199279785156,2.9290199279785156,True
P196_00999,clean_dirty,heldout_family,1,0,none,4,1.0,3.3270558267831802,3.3270558267831802,True
P196_01000,clean_dirty,heldout_family,1,1,none,4,1.0,-2.8242740482091904,2.8242740482091904,False
P196_01001,clean_dirty,heldout_family,0,1,none,4,1.0,-2.190442070364952,-2.190442070364952,False
P196_01002,clean_dirty,heldout_family,0,0,none,4,1.0,2.495220258831978,-2.495220258831978,True
P196_01003,clean_dirty,heldout_family,0,0,none,4,1.0,2.256220817565918,-2.256220817565918,True
P196_01004,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3581065386533737,-2.3581065386533737,False
P196_01005,clean_dirty,heldout_family,1,1,none,4,1.0,-3.2855510264635086,3.2855510264635086,False
P196_01006,clean_dirty,heldout_family,1,0,none,4,1.0,2.906243324279785,2.906243324279785,True
P196_01007,clean_dirty,heldout_family,1,0,none,4,1.0,3.3150834143161774,3.3150834143161774,True
P196_01008,clean_dirty,heldout_family,1,1,none,4,1.0,-2.806501418352127,2.806501418352127,False
P196_01009,clean_dirty,heldout_family,0,1,none,4,1.0,-2.2460851073265076,-2.2460851073265076,False
P196_01010,clean_dirty,heldout_family,0,0,none,4,1.0,2.573416694998741,-2.573416694998741,True
P196_01011,clean_dirty,heldout_family,0,0,none,4,1.0,2.3147631734609604,-2.3147631734609604,True
P196_01012,clean_dirty,heldout_family,0,1,none,4,1.0,-2.448575958609581,-2.448575958609581,False
P196_01013,clean_dirty,heldout_family,1,1,none,4,1.0,-3.1787661761045456,3.1787661761045456,False
P196_01014,clean_dirty,heldout_family,1,0,none,4,1.0,2.8065947890281677,2.8065947890281677,True
P196_01015,clean_dirty,heldout_family,1,0,none,4,1.0,3.217495948076248,3.217495948076248,True
P196_01016,clean_dirty,heldout_family,1,1,none,4,1.0,-2.7025090008974075,2.7025090008974075,False
P196_01017,clean_dirty,heldout_family,0,1,none,4,1.0,-2.176330640912056,-2.176330640912056,False
P196_01018,clean_dirty,heldout_family,0,0,none,4,1.0,2.497960090637207,-2.497960090637207,True
P196_01019,clean_dirty,heldout_family,0,0,none,4,1.0,2.2501679211854935,-2.2501679211854935,True
P196_01020,clean_dirty,heldout_family,0,1,none,4,1.0,-2.36991223692894,-2.36991223692894,False
P196_01021,clean_dirty,heldout_family,1,1,none,4,1.0,-3.386155992746353,3.386155992746353,False
P196_01022,clean_dirty,heldout_family,1,0,none,4,1.0,3.016390770673752,3.016390770673752,True
P196_01023,clean_dirty,heldout_family,1,0,none,4,1.0,3.4092407152056694,3.4092407152056694,True
P196_01024,clean_dirty,heldout_family,1,1,none,4,1.0,-2.9004115611314774,2.9004115611314774,False
P196_01025,clean_dirty,heldout_family,0,1,none,4,1.0,-2.1233977377414703,-2.1233977377414703,False
P196_01026,clean_dirty,heldout_family,0,0,none,4,1.0,2.5791102200746536,-2.5791102200746536,True
P196_01027,clean_dirty,heldout_family,0,0,none,4,1.0,2.1630850732326508,-2.1630850732326508,True
P196_01028,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4882517009973526,-2.4882517009973526,False
P196_01029,clean_dirty,heldout_family,1,1,none,4,1.0,-2.9231730699539185,2.9231730699539185,False
P196_01030,clean_dirty,heldout_family,1,0,none,4,1.0,2.7305193841457367,2.7305193841457367,True
P196_01031,clean_dirty,heldout_family,1,0,none,4,1.0,3.0311230421066284,3.0311230421066284,True
P196_01032,clean_dirty,heldout_family,1,1,none,4,1.0,-2.6032828837633133,2.6032828837633133,False
P196_01033,clean_dirty,heldout_family,0,1,none,4,1.0,-2.001678466796875,-2.001678466796875,False
P196_01034,clean_dirty,heldout_family,0,0,none,4,1.0,2.4712925106287003,-2.4712925106287003,True
P196_01035,clean_dirty,heldout_family,0,0,none,4,1.0,2.059646636247635,-2.059646636247635,True
P196_01036,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3578845113515854,-2.3578845113515854,False
P196_01037,clean_dirty,heldout_family,1,1,none,4,1.0,-3.149769753217697,3.149769753217697,False
P196_01038,clean_dirty,heldout_family,1,0,none,4,1.0,2.931380182504654,2.931380182504654,True
P196_01039,clean_dirty,heldout_family,1,0,none,4,1.0,3.2551651000976562,3.2551651000976562,True
P196_01040,clean_dirty,heldout_family,1,1,none,4,1.0,-2.824656590819359,2.824656590819359,False
P196_01041,clean_dirty,heldout_family,0,1,none,4,1.0,-1.985615760087967,-1.985615760087967,False
P196_01042,clean_dirty,heldout_family,0,0,none,4,1.0,2.4342211484909058,-2.4342211484909058,True
P196_01043,clean_dirty,heldout_family,0,0,none,4,1.0,2.0365591943264008,-2.0365591943264008,True
P196_01044,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3236294388771057,-2.3236294388771057,False
P196_01045,clean_dirty,heldout_family,1,1,none,4,1.0,-2.9992723912000656,2.9992723912000656,False
P196_01046,clean_dirty,heldout_family,1,0,none,4,1.0,2.815005287528038,2.815005287528038,True
P196_01047,clean_dirty,heldout_family,1,0,none,4,1.0,3.1226225942373276,3.1226225942373276,True
P196_01048,clean_dirty,heldout_family,1,1,none,4,1.0,-2.697921633720398,2.697921633720398,False
P196_01049,clean_dirty,heldout_family,0,1,none,4,1.0,-2.205356627702713,-2.205356627702713,False
P196_01050,clean_dirty,heldout_family,0,0,none,4,1.0,2.613384321331978,-2.613384321331978,True
P196_01051,clean_dirty,heldout_family,0,0,none,4,1.0,2.2380180656909943,-2.2380180656909943,True
P196_01052,clean_dirty,heldout_family,0,1,none,4,1.0,-2.5169716477394104,-2.5169716477394104,False
P196_01053,clean_dirty,heldout_family,1,1,none,4,1.0,-2.9256601482629776,2.9256601482629776,False
P196_01054,clean_dirty,heldout_family,1,0,none,4,1.0,2.738283157348633,2.738283157348633,True
P196_01055,clean_dirty,heldout_family,1,0,none,4,1.0,3.0239257365465164,3.0239257365465164,True
P196_01056,clean_dirty,heldout_family,1,1,none,4,1.0,-2.602574422955513,2.602574422955513,False
P196_01057,clean_dirty,heldout_family,0,1,none,4,1.0,-2.0164900422096252,-2.0164900422096252,False
P196_01058,clean_dirty,heldout_family,0,0,none,4,1.0,2.4466914236545563,-2.4466914236545563,True
P196_01059,clean_dirty,heldout_family,0,0,none,4,1.0,2.050300568342209,-2.050300568342209,True
P196_01060,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3388270139694214,-2.3388270139694214,False
P196_01061,clean_dirty,heldout_family,1,1,none,4,1.0,-3.0258235037326813,3.0258235037326813,False
P196_01062,clean_dirty,heldout_family,1,0,none,4,1.0,2.841591864824295,2.841591864824295,True
P196_01063,clean_dirty,heldout_family,1,0,none,4,1.0,3.1429176032543182,3.1429176032543182,True
P196_01064,clean_dirty,heldout_family,1,1,none,4,1.0,-2.729651391506195,2.729651391506195,False
P196_01065,clean_dirty,heldout_family,0,1,none,4,1.0,-2.079686254262924,-2.079686254262924,False
P196_01066,clean_dirty,heldout_family,0,0,none,4,1.0,2.5129422545433044,-2.5129422545433044,True
P196_01067,clean_dirty,heldout_family,0,0,none,4,1.0,2.1252251863479614,-2.1252251863479614,True
P196_01068,clean_dirty,heldout_family,0,1,none,4,1.0,-2.4147654324769974,-2.4147654324769974,False
P196_01069,clean_dirty,heldout_family,1,1,none,4,1.0,-3.015063300728798,3.015063300728798,False
P196_01070,clean_dirty,heldout_family,1,0,none,4,1.0,2.8216762095689774,2.8216762095689774,True
P196_01071,clean_dirty,heldout_family,1,0,none,4,1.0,3.119916796684265,3.119916796684265,True
P196_01072,clean_dirty,heldout_family,1,1,none,4,1.0,-2.7147474586963654,2.7147474586963654,False
P196_01073,clean_dirty,heldout_family,0,1,none,4,1.0,-2.121339738368988,-2.121339738368988,False
P196_01074,clean_dirty,heldout_family,0,0,none,4,1.0,2.5801220536231995,-2.5801220536231995,True
P196_01075,clean_dirty,heldout_family,0,0,none,4,1.0,2.1588039249181747,-2.1588039249181747,True
P196_01076,clean_dirty,heldout_family,0,1,none,4,1.0,-2.481777235865593,-2.481777235865593,False
P196_01077,clean_dirty,heldout_family,1,1,none,4,1.0,-2.9362660348415375,2.9362660348415375,False
P196_01078,clean_dirty,heldout_family,1,0,none,4,1.0,2.7407322227954865,2.7407322227954865,True
P196_01079,clean_dirty,heldout_family,1,0,none,4,1.0,3.0420208275318146,3.0420208275318146,True
P196_01080,clean_dirty,heldout_family,1,1,none,4,1.0,-2.6162624955177307,2.6162624955177307,False
P196_01081,clean_dirty,heldout_family,0,1,none,4,1.0,-2.0338648855686188,-2.0338648855686188,False
P196_01082,clean_dirty,heldout_family,0,0,none,4,1.0,2.4846248030662537,-2.4846248030662537,True
P196_01083,clean_dirty,heldout_family,0,0,none,4,1.0,2.08993723988533,-2.08993723988533,True
P196_01084,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3957194685935974,-2.3957194685935974,False
P196_01085,clean_dirty,heldout_family,1,1,none,4,1.0,-3.148750200867653,3.148750200867653,False
P196_01086,clean_dirty,heldout_family,1,0,none,4,1.0,2.9494608938694,2.9494608938694,True
P196_01087,clean_dirty,heldout_family,1,0,none,4,1.0,3.242163583636284,3.242163583636284,True
P196_01088,clean_dirty,heldout_family,1,1,none,4,1.0,-2.8217889070510864,2.8217889070510864,False
P196_01089,clean_dirty,heldout_family,0,1,none,4,1.0,-2.2421665489673615,-2.2421665489673615,False
P196_01090,clean_dirty,heldout_family,0,0,none,4,1.0,2.344794198870659,-2.344794198870659,True
P196_01091,clean_dirty,heldout_family,0,0,none,4,1.0,2.3373061418533325,-2.3373061418533325,True
P196_01092,clean_dirty,heldout_family,0,1,none,4,1.0,-2.342954695224762,-2.342954695224762,False
P196_01093,clean_dirty,heldout_family,1,1,none,4,1.0,-3.072025418281555,3.072025418281555,False
P196_01094,clean_dirty,heldout_family,1,0,none,4,1.0,3.267840415239334,3.267840415239334,True
P196_01095,clean_dirty,heldout_family,1,0,none,4,1.0,3.374934285879135,3.374934285879135,True
P196_01096,clean_dirty,heldout_family,1,1,none,4,1.0,-3.317517265677452,3.317517265677452,False
P196_01097,clean_dirty,heldout_family,0,1,none,4,1.0,-2.1057205498218536,-2.1057205498218536,False
P196_01098,clean_dirty,heldout_family,0,0,none,4,1.0,2.199042320251465,-2.199042320251465,True
P196_01099,clean_dirty,heldout_family,0,0,none,4,1.0,2.2086735367774963,-2.2086735367774963,True
P196_01100,clean_dirty,heldout_family,0,1,none,4,1.0,-2.1848439276218414,-2.1848439276218414,False
P196_01101,clean_dirty,heldout_family,1,1,none,4,1.0,-3.3172282576560974,3.3172282576560974,False
P196_01102,clean_dirty,heldout_family,1,0,none,4,1.0,3.482821464538574,3.482821464538574,True
P196_01103,clean_dirty,heldout_family,1,0,none,4,1.0,3.595004975795746,3.595004975795746,True
P196_01104,clean_dirty,heldout_family,1,1,none,4,1.0,-3.529552362859249,3.529552362859249,False
P196_01105,clean_dirty,heldout_family,0,1,none,4,1.0,-2.064440757036209,-2.064440757036209,False
P196_01106,clean_dirty,heldout_family,0,0,none,4,1.0,2.164282739162445,-2.164282739162445,True
P196_01107,clean_dirty,heldout_family,0,0,none,4,1.0,2.162053167819977,-2.162053167819977,True
P196_01108,clean_dirty,heldout_family,0,1,none,4,1.0,-2.143514722585678,-2.143514722585678,False
P196_01109,clean_dirty,heldout_family,1,1,none,4,1.0,-3.200852394104004,3.200852394104004,False
P196_01110,clean_dirty,heldout_family,1,0,none,4,1.0,3.3822488337755203,3.3822488337755203,True
P196_01111,clean_dirty,heldout_family,1,0,none,4,1.0,3.4796065390110016,3.4796065390110016,True
P196_01112,clean_dirty,heldout_family,1,1,none,4,1.0,-3.4288808032870293,3.4288808032870293,False
P196_01113,clean_dirty,heldout_family,0,1,none,4,1.0,-2.278173506259918,-2.278173506259918,False
P196_01114,clean_dirty,heldout_family,0,0,none,4,1.0,2.387664794921875,-2.387664794921875,True
P196_01115,clean_dirty,heldout_family,0,0,none,4,1.0,2.368130773305893,-2.368130773305893,True
P196_01116,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3786000460386276,-2.3786000460386276,False
P196_01117,clean_dirty,heldout_family,1,1,none,4,1.0,-3.0646276772022247,3.0646276772022247,False
P196_01118,clean_dirty,heldout_family,1,0,none,4,1.0,3.2491226494312286,3.2491226494312286,True
P196_01119,clean_dirty,heldout_family,1,0,none,4,1.0,3.3500126600265503,3.3500126600265503,True
P196_01120,clean_dirty,heldout_family,1,1,none,4,1.0,-3.293489560484886,3.293489560484886,False
P196_01121,clean_dirty,heldout_family,0,1,none,4,1.0,-2.081453323364258,-2.081453323364258,False
P196_01122,clean_dirty,heldout_family,0,0,none,4,1.0,2.1614540964365005,-2.1614540964365005,True
P196_01123,clean_dirty,heldout_family,0,0,none,4,1.0,2.1748846769332886,-2.1748846769332886,True
P196_01124,clean_dirty,heldout_family,0,1,none,4,1.0,-2.152723327279091,-2.152723327279091,False
P196_01125,clean_dirty,heldout_family,1,1,none,4,1.0,-3.2374191284179688,3.2374191284179688,False
P196_01126,clean_dirty,heldout_family,1,0,none,4,1.0,3.392055556178093,3.392055556178093,True
P196_01127,clean_dirty,heldout_family,1,0,none,4,1.0,3.5018453747034073,3.5018453747034073,True
P196_01128,clean_dirty,heldout_family,1,1,none,4,1.0,-3.431558631360531,3.431558631360531,False
P196_01129,clean_dirty,heldout_family,0,1,none,4,1.0,-2.1558274030685425,-2.1558274030685425,False
P196_01130,clean_dirty,heldout_family,0,0,none,4,1.0,2.2720861583948135,-2.2720861583948135,True
P196_01131,clean_dirty,heldout_family,0,0,none,4,1.0,2.2564000487327576,-2.2564000487327576,True
P196_01132,clean_dirty,heldout_family,0,1,none,4,1.0,-2.2736234962940216,-2.2736234962940216,False
P196_01133,clean_dirty,heldout_family,1,1,none,4,1.0,-3.1988419592380524,3.1988419592380524,False
P196_01134,clean_dirty,heldout_family,1,0,none,4,1.0,3.3749426901340485,3.3749426901340485,True
P196_01135,clean_dirty,heldout_family,1,0,none,4,1.0,3.4674033522605896,3.4674033522605896,True
P196_01136,clean_dirty,heldout_family,1,1,none,4,1.0,-3.420639917254448,3.420639917254448,False
P196_01137,clean_dirty,heldout_family,0,1,none,4,1.0,-2.2314482629299164,-2.2314482629299164,False
P196_01138,clean_dirty,heldout_family,0,0,none,4,1.0,2.326132833957672,-2.326132833957672,True
P196_01139,clean_dirty,heldout_family,0,0,none,4,1.0,2.3107348680496216,-2.3107348680496216,True
P196_01140,clean_dirty,heldout_family,0,1,none,4,1.0,-2.3204527497291565,-2.3204527497291565,False
P196_01141,clean_dirty,heldout_family,1,1,none,4,1.0,-3.0621242225170135,3.0621242225170135,False
P196_01142,clean_dirty,heldout_family,1,0,none,4,1.0,3.256341814994812,3.256341814994812,True
P196_01143,clean_dirty,heldout_family,1,0,none,4,1.0,3.3566570729017258,3.3566570729017258,True
