arm,checkpoint,seed,role2,probe_id,pair_id,token_class,neutral_nll,target_token_id,source_token_len,rewrite_token_len,source_words,rewrite_words
D_C_43122,chck_80M,43022,C,rewritecond:3:18:compact:frontier_consolidation_fwcompact_medium_019796,compact:frontier_consolidation_fwcompact_medium_019796,nonoverlap,10.426613807678223,897,22,21,14,13
D_C_43122,chck_80M,43022,C,rewritecond:3:19:compact:frontier_consolidation_fwcompact_medium_019796,compact:frontier_consolidation_fwcompact_medium_019796,nonoverlap,16.378734588623047,12666,22,21,14,13
D_C_43122,chck_80M,43022,C,rewritecond:3:1:compact:frontier_consolidation_fwcompact_medium_019796,compact:frontier_consolidation_fwcompact_medium_019796,overlap,1.7288126945495605,2052,22,21,14,13
D_C_43122,chck_80M,43022,C,rewritecond:3:17:compact:frontier_consolidation_fwcompact_medium_019796,compact:frontier_consolidation_fwcompact_medium_019796,overlap,5.542736053466797,522,22,21,14,13
D_C_43122,chck_80M,43022,C,rewritecond:4:0:compact:frontier_consolidation_fwcompact_medium_044450,compact:frontier_consolidation_fwcompact_medium_044450,overlap,10.772486686706543,3168,19,16,14,12
D_C_43122,chck_80M,43022,C,rewritecond:4:14:compact:frontier_consolidation_fwcompact_medium_044450,compact:frontier_consolidation_fwcompact_medium_044450,overlap,5.783814430236816,1760,19,16,14,12
D_C_43122,chck_80M,43022,C,rewritecond:5:6:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,nonoverlap,5.542644500732422,341,35,18,27,10
D_C_43122,chck_80M,43022,C,rewritecond:5:11:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,nonoverlap,11.867523193359375,4954,35,18,27,10
D_C_43122,chck_80M,43022,C,rewritecond:5:1:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,overlap,7.496540069580078,2450,35,18,27,10
D_C_43122,chck_80M,43022,C,rewritecond:5:16:compact:frontier_consolidation_fwcompact_medium_034393,compact:frontier_consolidation_fwcompact_medium_034393,overlap,6.617822647094727,3703,35,18,27,10
D_C_43122,chck_80M,43022,C,rewritecond:6:1:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,nonoverlap,9.509954452514648,5355,50,25,36,16
D_C_43122,chck_80M,43022,C,rewritecond:6:23:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,nonoverlap,6.803267002105713,1165,50,25,36,16
D_C_43122,chck_80M,43022,C,rewritecond:6:3:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,overlap,7.193578720092773,2368,50,25,36,16
D_C_43122,chck_80M,43022,C,rewritecond:6:20:compact:frontier_consolidation_fwcompact_medium_002283,compact:frontier_consolidation_fwcompact_medium_002283,overlap,5.280907154083252,1241,50,25,36,16
D_C_43122,chck_80M,43022,C,rewritecond:7:0:compact:frontier_consolidation_fwcompact_medium_044738,compact:frontier_consolidation_fwcompact_medium_044738,nonoverlap,7.353793621063232,8809,25,13,21,10
D_C_43122,chck_80M,43022,C,rewritecond:7:11:compact:frontier_consolidation_fwcompact_medium_044738,compact:frontier_consolidation_fwcompact_medium_044738,nonoverlap,6.588925838470459,11040,25,13,21,10
D_C_43122,chck_80M,43022,C,rewritecond:7:2:compact:frontier_consolidation_fwcompact_medium_044738,compact:frontier_consolidation_fwcompact_medium_044738,overlap,12.868790626525879,8088,25,13,21,10
D_C_43122,chck_80M,43022,C,rewritecond:7:7:compact:frontier_consolidation_fwcompact_medium_044738,compact:frontier_consolidation_fwcompact_medium_044738,overlap,5.643880844116211,6930,25,13,21,10
D_C_43122,chck_80M,43022,C,rewritecond:8:0:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,nonoverlap,11.235272407531738,4148,56,28,44,17
D_C_43122,chck_80M,43022,C,rewritecond:8:17:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,nonoverlap,12.146069526672363,2693,56,28,44,17
D_C_43122,chck_80M,43022,C,rewritecond:8:1:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,overlap,7.609719276428223,1826,56,28,44,17
D_C_43122,chck_80M,43022,C,rewritecond:8:26:compact:frontier_consolidation_fwcompact_medium_008076,compact:frontier_consolidation_fwcompact_medium_008076,overlap,4.965259075164795,665,56,28,44,17
D_C_43122,chck_80M,43022,C,rewritecond:9:0:compact:frontier_consolidation_fwcompact_medium_016698,compact:frontier_consolidation_fwcompact_medium_016698,nonoverlap,9.816476821899414,5305,15,10,13,6
D_C_43122,chck_80M,43022,C,rewritecond:9:8:compact:frontier_consolidation_fwcompact_medium_016698,compact:frontier_consolidation_fwcompact_medium_016698,nonoverlap,8.278998374938965,4658,15,10,13,6
D_C_43122,chck_80M,43022,C,rewritecond:9:2:compact:frontier_consolidation_fwcompact_medium_016698,compact:frontier_consolidation_fwcompact_medium_016698,overlap,7.8661112785339355,9930,15,10,13,6
D_C_43122,chck_80M,43022,C,rewritecond:9:6:compact:frontier_consolidation_fwcompact_medium_016698,compact:frontier_consolidation_fwcompact_medium_016698,overlap,5.286060333251953,3539,15,10,13,6
D_C_43122,chck_80M,43022,C,rewritecond:10:11:compact:frontier_consolidation_fwcompact_medium_018372,compact:frontier_consolidation_fwcompact_medium_018372,nonoverlap,8.170578002929688,11619,19,19,13,13
D_C_43122,chck_80M,43022,C,rewritecond:10:13:compact:frontier_consolidation_fwcompact_medium_018372,compact:frontier_consolidation_fwcompact_medium_018372,nonoverlap,3.6947884559631348,1767,19,19,13,13
D_C_43122,chck_80M,43022,C,rewritecond:10:7:compact:frontier_consolidation_fwcompact_medium_018372,compact:frontier_consolidation_fwcompact_medium_018372,overlap,3.5433688163757324,11337,19,19,13,13
D_C_43122,chck_80M,43022,C,rewritecond:10:17:compact:frontier_consolidation_fwcompact_medium_018372,compact:frontier_consolidation_fwcompact_medium_018372,overlap,3.0666768550872803,3604,19,19,13,13
D_C_43122,chck_80M,43022,C,rewritecond:11:11:compact:frontier_consolidation_fwcompact_medium_003770,compact:frontier_consolidation_fwcompact_medium_003770,nonoverlap,7.87229585647583,1558,21,16,15,9
D_C_43122,chck_80M,43022,C,rewritecond:11:12:compact:frontier_consolidation_fwcompact_medium_003770,compact:frontier_consolidation_fwcompact_medium_003770,nonoverlap,14.559264183044434,10807,21,16,15,9
D_C_43122,chck_80M,43022,C,rewritecond:11:0:compact:frontier_consolidation_fwcompact_medium_003770,compact:frontier_consolidation_fwcompact_medium_003770,overlap,11.460382461547852,4271,21,16,15,9
D_C_43122,chck_80M,43022,C,rewritecond:11:14:compact:frontier_consolidation_fwcompact_medium_003770,compact:frontier_consolidation_fwcompact_medium_003770,overlap,8.243032455444336,9986,21,16,15,9
D_C_43122,chck_80M,43022,C,rewritecond:12:0:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,nonoverlap,8.293315887451172,3804,33,17,27,14
D_C_43122,chck_80M,43022,C,rewritecond:12:12:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,nonoverlap,8.026369094848633,214,33,17,27,14
D_C_43122,chck_80M,43022,C,rewritecond:12:1:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,overlap,13.952533721923828,4448,33,17,27,14
D_C_43122,chck_80M,43022,C,rewritecond:12:15:compact:frontier_consolidation_fwcompact_medium_045363,compact:frontier_consolidation_fwcompact_medium_045363,overlap,8.266717910766602,9007,33,17,27,14
D_C_43122,chck_80M,43022,C,rewritecond:13:0:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,nonoverlap,8.751002311706543,5999,38,23,29,14
D_C_43122,chck_80M,43022,C,rewritecond:13:21:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,nonoverlap,8.885429382324219,1183,38,23,29,14
D_C_43122,chck_80M,43022,C,rewritecond:13:2:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,overlap,8.130301475524902,6141,38,23,29,14
D_C_43122,chck_80M,43022,C,rewritecond:13:19:compact:frontier_consolidation_fwcompact_medium_029453,compact:frontier_consolidation_fwcompact_medium_029453,overlap,8.524524688720703,2874,38,23,29,14
D_C_43122,chck_80M,43022,C,rewritecond:14:2:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,nonoverlap,11.414567947387695,12856,42,27,32,16
D_C_43122,chck_80M,43022,C,rewritecond:14:25:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,nonoverlap,5.647740840911865,1400,42,27,32,16
D_C_43122,chck_80M,43022,C,rewritecond:14:0:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,overlap,11.940983772277832,6558,42,27,32,16
D_C_43122,chck_80M,43022,C,rewritecond:14:22:compact:frontier_consolidation_fwcompact_medium_055603,compact:frontier_consolidation_fwcompact_medium_055603,overlap,12.842967987060547,3281,42,27,32,16
D_C_43122,chck_80M,43022,C,rewritecond:15:0:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,nonoverlap,7.107988357543945,12253,56,27,45,18
D_C_43122,chck_80M,43022,C,rewritecond:15:21:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,nonoverlap,10.457737922668457,9445,56,27,45,18
D_C_43122,chck_80M,43022,C,rewritecond:15:2:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,overlap,10.71851921081543,15636,56,27,45,18
D_C_43122,chck_80M,43022,C,rewritecond:15:25:compact:frontier_consolidation_fwcompact_medium_015561,compact:frontier_consolidation_fwcompact_medium_015561,overlap,6.727336883544922,3665,56,27,45,18
D_C_43122,chck_80M,43022,C,rewritecond:16:7:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,nonoverlap,7.797879219055176,11346,60,32,45,21
D_C_43122,chck_80M,43022,C,rewritecond:16:20:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,nonoverlap,8.440669059753418,5824,60,32,45,21
D_C_43122,chck_80M,43022,C,rewritecond:16:1:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,overlap,6.967641830444336,1014,60,32,45,21
D_C_43122,chck_80M,43022,C,rewritecond:16:30:compact:frontier_consolidation_fwcompact_medium_053929,compact:frontier_consolidation_fwcompact_medium_053929,overlap,7.778044700622559,1040,60,32,45,21
D_C_43122,chck_80M,43022,C,rewritecond:17:1:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,nonoverlap,2.339909791946411,457,60,31,45,23
D_C_43122,chck_80M,43022,C,rewritecond:17:12:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,nonoverlap,4.092254638671875,1172,60,31,45,23
D_C_43122,chck_80M,43022,C,rewritecond:17:9:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,overlap,9.801739692687988,4750,60,31,45,23
D_C_43122,chck_80M,43022,C,rewritecond:17:29:compact:frontier_consolidation_fwcompact_medium_059238,compact:frontier_consolidation_fwcompact_medium_059238,overlap,3.2053537368774414,2971,60,31,45,23
D_C_43122,chck_80M,43022,C,rewritecond:18:2:compact:frontier_consolidation_fwcompact_medium_040052,compact:frontier_consolidation_fwcompact_medium_040052,nonoverlap,10.89006233215332,631,12,11,10,9
D_C_43122,chck_80M,43022,C,rewritecond:18:3:compact:frontier_consolidation_fwcompact_medium_040052,compact:frontier_consolidation_fwcompact_medium_040052,nonoverlap,7.615607261657715,1190,12,11,10,9
D_C_43122,chck_80M,43022,C,rewritecond:18:1:compact:frontier_consolidation_fwcompact_medium_040052,compact:frontier_consolidation_fwcompact_medium_040052,overlap,10.309207916259766,783,12,11,10,9
D_C_43122,chck_80M,43022,C,rewritecond:18:9:compact:frontier_consolidation_fwcompact_medium_040052,compact:frontier_consolidation_fwcompact_medium_040052,overlap,2.3628973960876465,1992,12,11,10,9
D_C_43122,chck_80M,43022,C,rewritecond:19:0:compact:frontier_consolidation_fwcompact_medium_037371,compact:frontier_consolidation_fwcompact_medium_037371,overlap,7.527833938598633,3429,15,14,10,9
D_C_43122,chck_80M,43022,C,rewritecond:19:6:compact:frontier_consolidation_fwcompact_medium_037371,compact:frontier_consolidation_fwcompact_medium_037371,overlap,7.907133102416992,4301,15,14,10,9
D_C_43122,chck_80M,43022,C,rewritecond:20:1:compact:frontier_consolidation_fwcompact_medium_050000,compact:frontier_consolidation_fwcompact_medium_050000,nonoverlap,12.539664268493652,6233,13,9,11,6
D_C_43122,chck_80M,43022,C,rewritecond:20:3:compact:frontier_consolidation_fwcompact_medium_050000,compact:frontier_consolidation_fwcompact_medium_050000,overlap,7.252164840698242,2186,13,9,11,6
D_C_43122,chck_80M,43022,C,rewritecond:20:7:compact:frontier_consolidation_fwcompact_medium_050000,compact:frontier_consolidation_fwcompact_medium_050000,overlap,5.401251792907715,4354,13,9,11,6
D_C_43122,chck_80M,43022,C,rewritecond:21:2:compact:frontier_consolidation_fwcompact_medium_027762,compact:frontier_consolidation_fwcompact_medium_027762,nonoverlap,6.616350173950195,8403,13,7,12,6
D_C_43122,chck_80M,43022,C,rewritecond:21:5:compact:frontier_consolidation_fwcompact_medium_027762,compact:frontier_consolidation_fwcompact_medium_027762,nonoverlap,8.901247024536133,16370,13,7,12,6
D_C_43122,chck_80M,43022,C,rewritecond:21:1:compact:frontier_consolidation_fwcompact_medium_027762,compact:frontier_consolidation_fwcompact_medium_027762,overlap,7.33071756362915,2321,13,7,12,6
D_C_43122,chck_80M,43022,C,rewritecond:22:0:compact:frontier_consolidation_fwcompact_medium_043414,compact:frontier_consolidation_fwcompact_medium_043414,nonoverlap,15.06151008605957,11819,15,9,12,5
D_C_43122,chck_80M,43022,C,rewritecond:22:1:compact:frontier_consolidation_fwcompact_medium_043414,compact:frontier_consolidation_fwcompact_medium_043414,nonoverlap,12.645415306091309,2992,15,9,12,5
D_C_43122,chck_80M,43022,C,rewritecond:22:3:compact:frontier_consolidation_fwcompact_medium_043414,compact:frontier_consolidation_fwcompact_medium_043414,overlap,12.359245300292969,15642,15,9,12,5
D_C_43122,chck_80M,43022,C,rewritecond:22:7:compact:frontier_consolidation_fwcompact_medium_043414,compact:frontier_consolidation_fwcompact_medium_043414,overlap,7.913882255554199,3779,15,9,12,5
D_C_43122,chck_80M,43022,C,rewritecond:23:0:compact:frontier_consolidation_fwcompact_medium_027814,compact:frontier_consolidation_fwcompact_medium_027814,nonoverlap,17.858112335205078,5808,16,16,13,12
D_C_43122,chck_80M,43022,C,rewritecond:23:7:compact:frontier_consolidation_fwcompact_medium_027814,compact:frontier_consolidation_fwcompact_medium_027814,nonoverlap,4.753658294677734,352,16,16,13,12
D_C_43122,chck_80M,43022,C,rewritecond:23:1:compact:frontier_consolidation_fwcompact_medium_027814,compact:frontier_consolidation_fwcompact_medium_027814,overlap,6.8104329109191895,2512,16,16,13,12
D_C_43122,chck_80M,43022,C,rewritecond:23:14:compact:frontier_consolidation_fwcompact_medium_027814,compact:frontier_consolidation_fwcompact_medium_027814,overlap,8.226062774658203,9838,16,16,13,12
D_C_43122,chck_80M,43022,C,rewritecond:24:6:compact:frontier_consolidation_fwcompact_medium_027660,compact:frontier_consolidation_fwcompact_medium_027660,nonoverlap,8.777912139892578,12053,22,17,13,9
D_C_43122,chck_80M,43022,C,rewritecond:24:15:compact:frontier_consolidation_fwcompact_medium_027660,compact:frontier_consolidation_fwcompact_medium_027660,nonoverlap,7.924927711486816,6315,22,17,13,9
D_C_43122,chck_80M,43022,C,rewritecond:24:2:compact:frontier_consolidation_fwcompact_medium_027660,compact:frontier_consolidation_fwcompact_medium_027660,overlap,11.088753700256348,4651,22,17,13,9
D_C_43122,chck_80M,43022,C,rewritecond:24:14:compact:frontier_consolidation_fwcompact_medium_027660,compact:frontier_consolidation_fwcompact_medium_027660,overlap,8.412023544311523,446,22,17,13,9
D_C_43122,chck_80M,43022,C,rewritecond:25:1:compact:frontier_consolidation_fwcompact_medium_018113,compact:frontier_consolidation_fwcompact_medium_018113,nonoverlap,11.01711368560791,2138,20,16,14,10
D_C_43122,chck_80M,43022,C,rewritecond:25:14:compact:frontier_consolidation_fwcompact_medium_018113,compact:frontier_consolidation_fwcompact_medium_018113,nonoverlap,9.932870864868164,4928,20,16,14,10
D_C_43122,chck_80M,43022,C,rewritecond:25:6:compact:frontier_consolidation_fwcompact_medium_018113,compact:frontier_consolidation_fwcompact_medium_018113,overlap,0.5381243824958801,522,20,16,14,10
D_C_43122,chck_80M,43022,C,rewritecond:25:13:compact:frontier_consolidation_fwcompact_medium_018113,compact:frontier_consolidation_fwcompact_medium_018113,overlap,1.973990559577942,522,20,16,14,10
D_C_43122,chck_80M,43022,C,rewritecond:26:0:compact:frontier_consolidation_fwcompact_medium_050993,compact:frontier_consolidation_fwcompact_medium_050993,overlap,12.52112865447998,5830,15,14,14,13
D_C_43122,chck_80M,43022,C,rewritecond:26:12:compact:frontier_consolidation_fwcompact_medium_050993,compact:frontier_consolidation_fwcompact_medium_050993,overlap,7.579700469970703,6288,15,14,14,13
D_C_43122,chck_80M,43022,C,rewritecond:27:5:compact:frontier_consolidation_fwcompact_medium_015632,compact:frontier_consolidation_fwcompact_medium_015632,nonoverlap,5.838628768920898,7737,22,19,15,14
D_C_43122,chck_80M,43022,C,rewritecond:27:1:compact:frontier_consolidation_fwcompact_medium_015632,compact:frontier_consolidation_fwcompact_medium_015632,overlap,5.789146423339844,1176,22,19,15,14
D_C_43122,chck_80M,43022,C,rewritecond:27:17:compact:frontier_consolidation_fwcompact_medium_015632,compact:frontier_consolidation_fwcompact_medium_015632,overlap,7.768592357635498,4000,22,19,15,14
D_C_43122,chck_80M,43022,C,rewritecond:28:2:compact:frontier_consolidation_fwcompact_medium_026879,compact:frontier_consolidation_fwcompact_medium_026879,nonoverlap,12.364814758300781,14869,56,21,36,16
D_C_43122,chck_80M,43022,C,rewritecond:28:19:compact:frontier_consolidation_fwcompact_medium_026879,compact:frontier_consolidation_fwcompact_medium_026879,nonoverlap,6.211344242095947,10719,56,21,36,16
D_C_43122,chck_80M,43022,C,rewritecond:28:0:compact:frontier_consolidation_fwcompact_medium_026879,compact:frontier_consolidation_fwcompact_medium_026879,overlap,10.745453834533691,8808,56,21,36,16
D_C_43122,chck_80M,43022,C,rewritecond:28:15:compact:frontier_consolidation_fwcompact_medium_026879,compact:frontier_consolidation_fwcompact_medium_026879,overlap,11.056190490722656,1213,56,21,36,16
D_C_43122,chck_80M,43022,C,rewritecond:29:1:compact:frontier_consolidation_fwcompact_medium_059184,compact:frontier_consolidation_fwcompact_medium_059184,nonoverlap,2.9223670959472656,542,46,24,38,20
D_C_43122,chck_80M,43022,C,rewritecond:29:18:compact:frontier_consolidation_fwcompact_medium_059184,compact:frontier_consolidation_fwcompact_medium_059184,nonoverlap,6.4062700271606445,3231,46,24,38,20
D_C_43122,chck_80M,43022,C,rewritecond:29:0:compact:frontier_consolidation_fwcompact_medium_059184,compact:frontier_consolidation_fwcompact_medium_059184,overlap,8.41107177734375,5035,46,24,38,20
D_C_43122,chck_80M,43022,C,rewritecond:29:22:compact:frontier_consolidation_fwcompact_medium_059184,compact:frontier_consolidation_fwcompact_medium_059184,overlap,4.391488075256348,3602,46,24,38,20
D_C_43122,chck_80M,43022,C,rewritecond:30:2:compact:frontier_consolidation_fwcompact_medium_035107,compact:frontier_consolidation_fwcompact_medium_035107,nonoverlap,9.209367752075195,8190,53,26,41,18
D_C_43122,chck_80M,43022,C,rewritecond:30:17:compact:frontier_consolidation_fwcompact_medium_035107,compact:frontier_consolidation_fwcompact_medium_035107,nonoverlap,5.945319175720215,661,53,26,41,18
D_C_43122,chck_80M,43022,C,rewritecond:30:0:compact:frontier_consolidation_fwcompact_medium_035107,compact:frontier_consolidation_fwcompact_medium_035107,overlap,16.676849365234375,12189,53,26,41,18
D_C_43122,chck_80M,43022,C,rewritecond:30:24:compact:frontier_consolidation_fwcompact_medium_035107,compact:frontier_consolidation_fwcompact_medium_035107,overlap,5.371800422668457,6520,53,26,41,18
D_C_43122,chck_80M,43022,C,rewritecond:31:2:compact:frontier_consolidation_fwcompact_medium_048225,compact:frontier_consolidation_fwcompact_medium_048225,nonoverlap,6.0421342849731445,4542,55,30,48,24
D_C_43122,chck_80M,43022,C,rewritecond:31:23:compact:frontier_consolidation_fwcompact_medium_048225,compact:frontier_consolidation_fwcompact_medium_048225,nonoverlap,6.8861870765686035,2971,55,30,48,24
D_C_43122,chck_80M,43022,C,rewritecond:31:3:compact:frontier_consolidation_fwcompact_medium_048225,compact:frontier_consolidation_fwcompact_medium_048225,overlap,6.186046123504639,1797,55,30,48,24
D_C_43122,chck_80M,43022,C,rewritecond:31:28:compact:frontier_consolidation_fwcompact_medium_048225,compact:frontier_consolidation_fwcompact_medium_048225,overlap,9.749772071838379,6318,55,30,48,24
D_C_43122,chck_80M,43022,C,rewritecond:32:3:compact:frontier_consolidation_fwcompact_medium_042222,compact:frontier_consolidation_fwcompact_medium_042222,nonoverlap,6.842386245727539,849,50,26,47,22
D_C_43122,chck_80M,43022,C,rewritecond:32:17:compact:frontier_consolidation_fwcompact_medium_042222,compact:frontier_consolidation_fwcompact_medium_042222,nonoverlap,9.328250885009766,755,50,26,47,22
D_C_43122,chck_80M,43022,C,rewritecond:32:1:compact:frontier_consolidation_fwcompact_medium_042222,compact:frontier_consolidation_fwcompact_medium_042222,overlap,8.640618324279785,3303,50,26,47,22
D_C_43122,chck_80M,43022,C,rewritecond:32:24:compact:frontier_consolidation_fwcompact_medium_042222,compact:frontier_consolidation_fwcompact_medium_042222,overlap,4.774426460266113,1348,50,26,47,22
D_C_43122,chck_80M,43022,C,rewritecond:33:0:compact:frontier_consolidation_fwcompact_medium_038001,compact:frontier_consolidation_fwcompact_medium_038001,nonoverlap,7.328554153442383,1120,14,7,12,5
D_C_43122,chck_80M,43022,C,rewritecond:33:4:compact:frontier_consolidation_fwcompact_medium_038001,compact:frontier_consolidation_fwcompact_medium_038001,nonoverlap,7.6243181228637695,1888,14,7,12,5
D_C_43122,chck_80M,43022,C,rewritecond:33:1:compact:frontier_consolidation_fwcompact_medium_038001,compact:frontier_consolidation_fwcompact_medium_038001,overlap,8.689966201782227,3412,14,7,12,5
D_C_43122,chck_80M,43022,C,rewritecond:33:5:compact:frontier_consolidation_fwcompact_medium_038001,compact:frontier_consolidation_fwcompact_medium_038001,overlap,10.694177627563477,11569,14,7,12,5
D_C_43122,chck_80M,43022,C,rewritecond:34:2:compact:frontier_consolidation_fwcompact_medium_054480,compact:frontier_consolidation_fwcompact_medium_054480,nonoverlap,5.726038455963135,2591,13,7,10,6
D_C_43122,chck_80M,43022,C,rewritecond:34:4:compact:frontier_consolidation_fwcompact_medium_054480,compact:frontier_consolidation_fwcompact_medium_054480,nonoverlap,5.785074234008789,1258,13,7,10,6
D_C_43122,chck_80M,43022,C,rewritecond:34:5:compact:frontier_consolidation_fwcompact_medium_054480,compact:frontier_consolidation_fwcompact_medium_054480,overlap,5.129791259765625,2525,13,7,10,6
D_C_43122,chck_80M,43022,C,rewritecond:35:2:compact:frontier_consolidation_fwcompact_medium_012743,compact:frontier_consolidation_fwcompact_medium_012743,nonoverlap,9.061071395874023,820,13,8,10,4
D_C_43122,chck_80M,43022,C,rewritecond:35:6:compact:frontier_consolidation_fwcompact_medium_012743,compact:frontier_consolidation_fwcompact_medium_012743,nonoverlap,7.258934020996094,1942,13,8,10,4
D_C_43122,chck_80M,43022,C,rewritecond:35:1:compact:frontier_consolidation_fwcompact_medium_012743,compact:frontier_consolidation_fwcompact_medium_012743,overlap,8.528564453125,4481,13,8,10,4
D_C_43122,chck_80M,43022,C,rewritecond:35:4:compact:frontier_consolidation_fwcompact_medium_012743,compact:frontier_consolidation_fwcompact_medium_012743,overlap,8.039815902709961,6560,13,8,10,4
D_C_43122,chck_80M,43022,C,rewritecond:36:1:compact:frontier_consolidation_fwcompact_medium_007894,compact:frontier_consolidation_fwcompact_medium_007894,nonoverlap,10.307190895080566,1767,11,7,10,6
D_C_43122,chck_80M,43022,C,rewritecond:36:2:compact:frontier_consolidation_fwcompact_medium_007894,compact:frontier_consolidation_fwcompact_medium_007894,nonoverlap,5.870200157165527,11348,11,7,10,6
D_C_43122,chck_80M,43022,C,rewritecond:36:4:compact:frontier_consolidation_fwcompact_medium_007894,compact:frontier_consolidation_fwcompact_medium_007894,overlap,3.1595935821533203,1252,11,7,10,6
D_C_43122,chck_80M,43022,C,rewritecond:36:5:compact:frontier_consolidation_fwcompact_medium_007894,compact:frontier_consolidation_fwcompact_medium_007894,overlap,8.74519157409668,7486,11,7,10,6
