contrast,token_class,n_pairs,delta_T_mean,delta_T_median,delta_T_se,delta_T_frac_positive,delta_U_mean,delta_U_median,delta_U_se,delta_U_frac_positive,delta_N_mean,delta_N_median,delta_N_se,delta_N_frac_positive,delta_U_minus_T_mean,delta_U_minus_T_median,delta_U_minus_T_se,delta_U_minus_T_frac_positive,delta_T_minus_N_mean,delta_T_minus_N_median,delta_T_minus_N_se,delta_T_minus_N_frac_positive,delta_U_minus_N_mean,delta_U_minus_N_median,delta_U_minus_N_se,delta_U_minus_N_frac_positive
RminusRS,nonoverlap,1465,1.0930105981226814,0.9267007509867353,0.049977489714939774,0.7221843003412969,0.2292605069889216,0.21302199363708496,0.03329524427640394,0.5686006825938567,0.20351103165656315,0.20260651906331262,0.03165093439049786,0.5726962457337884,-0.86375009113376,-0.6761618455251058,0.053535412656144574,0.34675767918088735,0.8894995664661185,0.658477266629537,0.05204738872491951,0.6607508532423209,0.025749475332358447,0.017320871353149192,0.030575959206966017,0.5098976109215017
VminusVS,nonoverlap,1465,-0.5541382542869607,-0.5127816597620649,0.042881108299949094,0.3699658703071672,0.38798053306352615,0.3773002624511719,0.03125680601656672,0.630716723549488,0.2521687758964644,0.2317819595336914,0.03071191768329761,0.590443686006826,0.9421187873504868,0.8915137847264609,0.04702086522682186,0.7139931740614335,-0.8063070301834252,-0.8019975026448569,0.04644306128144314,0.3174061433447099,0.13581175716706173,0.1159971555074056,0.02864994080693537,0.5447098976109215
RminusC,nonoverlap,1465,0.7087538935712394,0.5551096300284066,0.05038534084767546,0.6354948805460751,-0.3462825405524262,-0.3488602638244629,0.035462724824740166,0.3924914675767918,-0.32495743518603054,-0.27137263615926077,0.03276299650399479,0.4013651877133106,-1.0550364341236653,-0.877691904703776,0.0538484149976748,0.29897610921501705,1.03371132875727,0.8453749020894368,0.05300754802421261,0.6928327645051194,-0.021325105366395595,-0.04162073135375921,0.031367007527653194,0.4832764505119454
RSminusC,nonoverlap,1465,-0.3842567045514422,-0.36074376106262207,0.040747467031440616,0.38976109215017063,-0.5755430475413478,-0.5366760889689122,0.034115408284277525,0.32559726962457336,-0.5284684668425936,-0.46678829193115234,0.03389903376342901,0.34197952218430033,-0.19128634298990552,-0.16993443171183253,0.04038163153254013,0.45733788395904434,0.14421176229115146,0.10665663083394283,0.04202911051326658,0.5262798634812287,-0.04707458069875404,-0.0369908809661863,0.03052360958420581,0.48737201365187716
VminusC,nonoverlap,1465,-1.3517099837965383,-1.208774377902349,0.05003694819799262,0.22662116040955632,-0.46265826150764355,-0.3607053756713867,0.03659147751762929,0.3781569965870307,-0.5448982478223796,-0.4666118621826172,0.034513746164925876,0.3488054607508532,0.8890517222888946,0.7717742919921875,0.04868935894754812,0.6846416382252559,-0.8068117359741585,-0.7241643269856773,0.04948804328089661,0.34266211604095564,0.08223998631473602,0.10486419995625812,0.031248003710120414,0.5372013651877133
VSminusC,nonoverlap,1465,-0.7975717295095774,-0.7046860059102373,0.041242478807089665,0.2982935153583618,-0.8506387945711699,-0.7483516534169503,0.03743427683807327,0.2744027303754266,-0.7970670237188441,-0.6691729227701821,0.03746685671660577,0.2907849829351536,-0.05306706506159238,-0.04648327827453613,0.04068668233686641,0.4825938566552901,-0.0005047057907333348,-0.03395664691925049,0.042874384905806966,0.49215017064846417,-0.05357177085232571,-0.08273283640543622,0.0317078177473182,0.4709897610921502
VminusR,nonoverlap,1465,-2.0604638773677775,-1.7288301785786953,0.06031768709938188,0.14880546075085324,-0.11637572095521742,-0.057799339294433594,0.03433288660617087,0.48464163822525597,-0.2199408126363491,-0.18896055221557617,0.031483986141180906,0.42389078498293514,1.9440881564125603,1.6408822933832803,0.06299528348250995,0.8095563139931741,-1.8405230647314283,-1.5082190036773684,0.061251625965841015,0.19658703071672354,0.1035650916811316,0.08083041508992439,0.03144872150189145,0.5351535836177475
VSminusRS,nonoverlap,1465,-0.41331502495813516,-0.36359095573425293,0.03581403408576865,0.36382252559726963,-0.27509574702982204,-0.22346099217732807,0.027916661633470386,0.3993174061433447,-0.2685985568762504,-0.22177348534266095,0.029181167431701727,0.4136518771331058,0.13821927792831315,0.09480714797973722,0.035514309437333046,0.5337883959044368,-0.14471646808188482,-0.14717849095662427,0.036203430727979644,0.4552901023890785,-0.006497190153571666,-0.027703603108723662,0.024827990700410047,0.48191126279863483
