ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.5050385299347955,1106,0.3278008298755187,0.6622754491017964,1670,-0.03424753784202039
variable swap,2564,0.501170046801872,1021,0.39820592823712947,0.7982799061767005,1279,0.052949607372283936
material,840,0.5023809523809524,236,0.28095238095238095,0.5645933014354066,418,0.10592484474182129
other,490,0.5428571428571428,110,0.22448979591836735,0.49107142857142855,224,0.11683085653930902
negation,190,0.5894736842105263,32,0.16842105263157894,0.41025641025641024,78,0.4220113540068269
number,80,0.5625,21,0.2625,0.6,35,0.2591748395934701
active-passive,30,0.5333333333333333,8,0.26666666666666666,0.5714285714285714,14,1.414284110069275
variable_swap,30,0.6333333333333333,8,0.26666666666666666,0.7272727272727273,11,1.2795340307056904
game,20,0.6,3,0.15,0.375,8,1.4892604229971766
