event_index,pair_id,category,word,word_index,n_pieces,ordered_selected_count_4passes,scrambled_selected_count_4passes,either_arm_selected_count_4passes,neither_arm_selected,ordered_never_selected,scrambled_never_selected
4443,compact:frontier_consolidation_fwcompact_medium_046217,source_absent_content,trial,4,1,0,4,4,False,True,False
4444,compact:frontier_consolidation_fwcompact_medium_034488,source_absent_content,18-million,1,6,3,0,3,False,False,True
4445,compact:frontier_consolidation_fwcompact_medium_007190,function_other,that,14,1,0,0,0,True,True,True
4446,compact:frontier_consolidation_fwcompact_medium_008439,source_absent_content,"motivation,",3,3,0,0,0,True,True,True
4447,compact:frontier_consolidation_fwcompact_medium_032239,function_other,ourselves,11,1,0,0,0,True,True,True
4448,compact:frontier_consolidation_fwcompact_medium_034564,retained_content,disruptive,15,3,1,2,3,False,False,False
4449,compact:frontier_consolidation_fwcompact_medium_027182,retained_content,brain,3,1,0,1,1,False,True,False
4450,compact:frontier_consolidation_fwcompact_medium_008985,source_absent_content,teacher,5,1,0,0,0,True,True,True
4451,compact:frontier_consolidation_fwcompact_medium_008985,retained_content,significantly,9,1,0,0,0,True,True,True
4452,compact:frontier_consolidation_fwcompact_medium_004820,function_other,without,9,1,0,1,1,False,True,False
4453,compact:frontier_consolidation_fwcompact_medium_011901,retained_content,successive,6,2,1,1,2,False,False,False
4454,compact:frontier_consolidation_fwcompact_medium_039336,retained_content,"extension,",6,2,0,0,0,True,True,True
4455,compact:frontier_consolidation_fwcompact_medium_049168,function_other,your,13,1,1,0,1,False,False,True
4456,compact:frontier_consolidation_fwcompact_medium_019370,function_other,them.,13,2,0,1,1,False,True,False
4457,compact:frontier_consolidation_fwcompact_medium_000624,source_absent_content,voted,16,1,1,0,1,False,False,True
4458,compact:frontier_consolidation_fwcompact_medium_017188,source_absent_content,faced,4,1,1,1,2,False,False,False
4459,compact:frontier_consolidation_fwcompact_medium_032506,function_other,and,8,1,1,1,2,False,False,False
4460,compact:frontier_consolidation_fwcompact_medium_006002,retained_content,Turks,9,1,0,0,0,True,True,True
4461,compact:frontier_consolidation_fwcompact_medium_060589,function_other,is,1,1,1,2,3,False,False,False
4462,compact:frontier_consolidation_fwcompact_medium_002325,retained_content,skin.,7,2,0,1,1,False,True,False
4463,compact:frontier_consolidation_fwcompact_medium_044088,function_other,in,1,1,1,0,1,False,False,True
4464,compact:frontier_consolidation_fwcompact_medium_043953,source_absent_content,bird,2,1,1,0,1,False,False,True
4465,compact:frontier_consolidation_fwcompact_medium_005809,function_other,all,10,1,1,1,2,False,False,False
4466,compact:frontier_consolidation_fwcompact_medium_017599,source_absent_content,appears,3,1,0,0,0,True,True,True
4467,compact:frontier_consolidation_fwcompact_medium_021860,source_absent_content,hard,2,1,0,0,0,True,True,True
4468,compact:frontier_consolidation_fwcompact_medium_026551,retained_content,fat,20,1,0,0,0,True,True,True
4469,compact:frontier_consolidation_fwcompact_medium_001437,function_other,and,9,1,1,0,1,False,False,True
4470,compact:frontier_consolidation_fwcompact_medium_042665,function_other,to,10,1,1,1,2,False,False,False
4471,compact:frontier_consolidation_fwcompact_medium_020509,source_absent_content,caused,16,1,0,0,0,True,True,True
4472,compact:frontier_consolidation_fwcompact_medium_060588,function_other,is,3,1,1,0,1,False,False,True
4473,compact:frontier_consolidation_fwcompact_medium_050401,source_absent_content,show,1,1,0,2,2,False,True,False
4474,compact:frontier_consolidation_fwcompact_medium_012387,function_other,of,10,1,1,0,1,False,False,True
4475,compact:frontier_consolidation_fwcompact_medium_040537,function_other,the,5,1,1,0,1,False,False,True
4476,compact:frontier_consolidation_fwcompact_medium_029544,source_absent_content,re-enacts,1,3,2,0,2,False,False,True
4477,compact:frontier_consolidation_fwcompact_medium_002197,source_absent_content,face,3,1,1,0,1,False,False,True
4478,compact:frontier_consolidation_fwcompact_medium_060360,function_other,do,1,1,0,1,1,False,True,False
4479,compact:frontier_consolidation_fwcompact_medium_025030,retained_content,Saar-Palatinate,4,6,0,0,0,True,True,True
4480,compact:frontier_consolidation_fwcompact_medium_035254,function_other,the,15,1,1,0,1,False,False,True
4481,compact:frontier_consolidation_fwcompact_medium_024130,source_absent_content,$14.30/hour,14,9,2,2,4,False,False,False
4482,compact:frontier_consolidation_fwcompact_medium_023126,function_other,The,0,1,0,1,1,False,True,False
4483,compact:frontier_consolidation_fwcompact_medium_002601,retained_content,"tool,",9,2,0,1,1,False,True,False
4484,compact:frontier_consolidation_fwcompact_medium_055536,source_absent_content,carbs,5,2,0,1,1,False,True,False
4485,compact:frontier_consolidation_fwcompact_medium_006770,function_other,are,8,1,2,1,3,False,False,False
4486,compact:frontier_consolidation_fwcompact_medium_012707,retained_content,soybeans.,10,5,1,1,2,False,False,False
4487,compact:frontier_consolidation_fwcompact_medium_000323,function_other,to,7,1,0,1,1,False,True,False
4488,compact:frontier_consolidation_fwcompact_medium_025795,retained_content,winter.,11,2,1,1,2,False,False,False
4489,compact:frontier_consolidation_fwcompact_medium_053569,function_other,the,9,1,0,0,0,True,True,True
4490,compact:frontier_consolidation_fwcompact_medium_056219,source_absent_content,form,2,1,0,0,0,True,True,True
4491,compact:frontier_consolidation_fwcompact_medium_006653,function_other,and,16,1,0,0,0,True,True,True
4492,compact:frontier_consolidation_fwcompact_medium_035732,retained_content,necessary,5,1,0,0,0,True,True,True
4493,compact:frontier_consolidation_fwcompact_medium_050116,source_absent_content,Century's,7,2,0,2,2,False,True,False
4494,compact:frontier_consolidation_fwcompact_medium_014720,retained_content,active,6,1,1,1,2,False,False,False
4495,compact:frontier_consolidation_fwcompact_medium_042993,function_other,and,8,1,1,1,2,False,False,False
4496,compact:frontier_consolidation_fwcompact_medium_000392,function_other,and,18,1,1,0,1,False,False,True
4497,compact:frontier_consolidation_fwcompact_medium_010346,function_other,the,16,1,0,2,2,False,True,False
4498,compact:frontier_consolidation_fwcompact_medium_006577,function_other,or,10,1,1,1,2,False,False,False
4499,compact:frontier_consolidation_fwcompact_medium_022813,source_absent_content,biggest,13,1,0,0,0,True,True,True
4500,compact:frontier_consolidation_fwcompact_medium_056512,function_other,of,7,1,1,1,2,False,False,False
4501,compact:frontier_consolidation_fwcompact_medium_044066,function_other,about,3,1,0,0,0,True,True,True
4502,compact:frontier_consolidation_fwcompact_medium_047000,function_other,may,11,1,1,1,2,False,False,False
4503,compact:frontier_consolidation_fwcompact_medium_019977,source_absent_content,suits,2,1,2,2,4,False,False,False
4504,compact:frontier_consolidation_fwcompact_medium_019247,source_absent_content,locals,10,2,1,2,3,False,False,False
4505,compact:frontier_consolidation_fwcompact_medium_044170,function_other,and,4,1,0,1,1,False,True,False
4506,compact:frontier_consolidation_fwcompact_medium_049676,source_absent_content,ensure,2,1,1,1,2,False,False,False
4507,compact:frontier_consolidation_fwcompact_medium_060199,retained_content,coffee,7,1,0,0,0,True,True,True
4508,compact:frontier_consolidation_fwcompact_medium_041116,retained_content,"school,",15,2,0,0,0,True,True,True
4509,compact:frontier_consolidation_fwcompact_medium_056598,source_absent_content,suburban,7,3,0,0,0,True,True,True
4510,compact:frontier_consolidation_fwcompact_medium_004379,source_absent_content,bad,18,1,0,0,0,True,True,True
4511,compact:frontier_consolidation_fwcompact_medium_057829,source_absent_content,commercial,8,1,2,0,2,False,False,True
4512,compact:frontier_consolidation_fwcompact_medium_061510,retained_content,narrow,8,1,1,1,2,False,False,False
4513,compact:frontier_consolidation_fwcompact_medium_039875,retained_content,units,7,1,1,1,2,False,False,False
4514,compact:frontier_consolidation_fwcompact_medium_037116,retained_content,Graaf,2,2,1,0,1,False,False,True
4515,compact:frontier_consolidation_fwcompact_medium_059473,function_other,does,12,1,0,2,2,False,True,False
4516,compact:frontier_consolidation_fwcompact_medium_039536,function_other,If,0,1,0,2,2,False,True,False
4517,compact:frontier_consolidation_fwcompact_medium_017527,function_other,the,3,1,2,0,2,False,False,True
4518,compact:frontier_consolidation_fwcompact_medium_001573,retained_content,investigation,4,1,0,0,0,True,True,True
4519,compact:frontier_consolidation_fwcompact_medium_027643,function_other,other,22,1,0,1,1,False,True,False
4520,compact:frontier_consolidation_fwcompact_medium_015179,function_other,"""in",16,2,0,0,0,True,True,True
4521,compact:frontier_consolidation_fwcompact_medium_042442,source_absent_content,tolerance.,18,3,1,0,1,False,False,True
4522,compact:frontier_consolidation_fwcompact_medium_060200,function_other,were,1,1,0,1,1,False,True,False
4523,compact:frontier_consolidation_fwcompact_medium_050012,retained_content,cloud,6,1,0,0,0,True,True,True
4524,compact:frontier_consolidation_fwcompact_medium_035816,retained_content,failure.,10,2,0,1,1,False,True,False
4525,compact:frontier_consolidation_fwcompact_medium_038499,source_absent_content,forming,10,1,0,0,0,True,True,True
4526,compact:frontier_consolidation_fwcompact_medium_027864,source_absent_content,following,6,1,1,0,1,False,False,True
4527,compact:frontier_consolidation_fwcompact_medium_053185,function_other,the,3,1,1,1,2,False,False,False
4528,compact:frontier_consolidation_fwcompact_medium_015779,retained_content,microsatellite,4,5,1,0,1,False,False,True
4529,compact:frontier_consolidation_fwcompact_medium_041023,source_absent_content,cases.,10,2,1,1,2,False,False,False
4530,compact:frontier_consolidation_fwcompact_medium_037302,function_other,it,5,1,2,0,2,False,False,True
4531,compact:frontier_consolidation_fwcompact_medium_050859,function_other,the,8,1,0,0,0,True,True,True
4532,compact:frontier_consolidation_fwcompact_medium_035233,retained_content,part,2,1,2,0,2,False,False,True
4533,compact:frontier_consolidation_fwcompact_medium_057873,source_absent_content,info.,11,3,2,1,3,False,False,False
4534,compact:frontier_consolidation_fwcompact_medium_059358,function_other,and,8,1,0,0,0,True,True,True
4535,compact:frontier_consolidation_fwcompact_medium_048893,function_other,against,11,1,2,1,3,False,False,False
4536,compact:frontier_consolidation_fwcompact_medium_009488,retained_content,ISS.,22,3,1,0,1,False,False,True
4537,compact:frontier_consolidation_fwcompact_medium_045470,source_absent_content,mostly,3,1,1,1,2,False,False,False
4538,compact:frontier_consolidation_fwcompact_medium_051098,retained_content,"numbers,",8,2,1,0,1,False,False,True
4539,compact:frontier_consolidation_fwcompact_medium_018838,retained_content,shipping,2,2,0,0,0,True,True,True
4540,compact:frontier_consolidation_fwcompact_medium_009223,source_absent_content,diseased,7,2,0,0,0,True,True,True
4541,compact:frontier_consolidation_fwcompact_medium_010882,function_other,the,2,1,0,2,2,False,True,False
4542,compact:frontier_consolidation_fwcompact_medium_060029,function_other,not,10,1,2,0,2,False,False,True
4543,compact:frontier_consolidation_fwcompact_medium_003991,retained_content,Idaho,2,3,1,0,1,False,False,True
4544,compact:frontier_consolidation_fwcompact_medium_008266,retained_content,blobs.,10,4,1,1,2,False,False,False
4545,compact:frontier_consolidation_fwcompact_medium_047408,source_absent_content,gives,2,1,2,0,2,False,False,True
4546,compact:frontier_consolidation_fwcompact_medium_049728,retained_content,vulnerable,12,1,1,1,2,False,False,False
4547,compact:frontier_consolidation_fwcompact_medium_049483,source_absent_content,ridge,1,2,0,0,0,True,True,True
4548,compact:frontier_consolidation_fwcompact_medium_018508,retained_content,Added,0,2,0,0,0,True,True,True
4549,compact:frontier_consolidation_fwcompact_medium_026540,source_absent_content,based,20,1,1,1,2,False,False,False
4550,compact:frontier_consolidation_fwcompact_medium_002517,source_absent_content,relieves,3,2,0,0,0,True,True,True
4551,compact:frontier_consolidation_fwcompact_medium_041342,function_other,might,16,1,1,0,1,False,False,True
4552,compact:frontier_consolidation_fwcompact_medium_021680,source_absent_content,played,9,1,1,0,1,False,False,True
4553,compact:frontier_consolidation_fwcompact_medium_052576,source_absent_content,unravels,14,4,1,2,3,False,False,False
4554,compact:frontier_consolidation_fwcompact_medium_059661,retained_content,jelly,6,1,1,1,2,False,False,False
4555,compact:frontier_consolidation_fwcompact_medium_061086,function_other,after,7,1,1,0,1,False,False,True
4556,compact:frontier_consolidation_fwcompact_medium_051591,retained_content,ago,4,1,2,1,3,False,False,False
4557,compact:frontier_consolidation_fwcompact_medium_037612,source_absent_content,hosted,5,1,1,1,2,False,False,False
4558,compact:frontier_consolidation_fwcompact_medium_040371,function_other,at,1,1,0,2,2,False,True,False
4559,compact:frontier_consolidation_fwcompact_medium_017042,retained_content,essay,4,1,1,0,1,False,False,True
4560,compact:frontier_consolidation_fwcompact_medium_013709,retained_content,"agriculture,",10,3,0,0,0,True,True,True
4561,compact:frontier_consolidation_fwcompact_medium_028092,source_absent_content,event,5,1,1,1,2,False,False,False
4562,compact:frontier_consolidation_fwcompact_medium_053244,source_absent_content,equal,9,1,0,1,1,False,True,False
4563,compact:frontier_consolidation_fwcompact_medium_046065,source_absent_content,monitor's.,7,3,2,1,3,False,False,False
4564,compact:frontier_consolidation_fwcompact_medium_018854,source_absent_content,cube,13,2,1,1,2,False,False,False
4565,compact:frontier_consolidation_fwcompact_medium_021552,function_other,Each,0,1,1,2,3,False,False,False
4566,compact:frontier_consolidation_fwcompact_medium_038305,retained_content,access,5,1,1,0,1,False,False,True
4567,compact:frontier_consolidation_fwcompact_medium_009635,source_absent_content,heartbeats,5,3,1,0,1,False,False,True
4568,compact:frontier_consolidation_fwcompact_medium_057954,retained_content,thirty,5,1,0,1,1,False,True,False
4569,compact:frontier_consolidation_fwcompact_medium_025027,function_other,were,3,1,0,0,0,True,True,True
4570,compact:frontier_consolidation_fwcompact_medium_056726,source_absent_content,claims,2,1,1,1,2,False,False,False
4571,compact:frontier_consolidation_fwcompact_medium_023456,retained_content,woods,7,1,1,1,2,False,False,False
4572,compact:frontier_consolidation_fwcompact_medium_052307,source_absent_content,increase,3,1,1,2,3,False,False,False
4573,compact:frontier_consolidation_fwcompact_medium_012246,function_other,all,12,1,0,2,2,False,True,False
4574,compact:frontier_consolidation_fwcompact_medium_037776,retained_content,wine,11,1,0,0,0,True,True,True
4575,compact:frontier_consolidation_fwcompact_medium_047401,retained_content,"sons,",11,2,2,0,2,False,False,True
4576,compact:frontier_consolidation_fwcompact_medium_002774,retained_content,thank,14,1,0,0,0,True,True,True
4577,compact:frontier_consolidation_fwcompact_medium_014122,retained_content,aggressive.,5,2,1,0,1,False,False,True
4578,compact:frontier_consolidation_fwcompact_medium_028331,source_absent_content,Using,0,1,1,1,2,False,False,False
4579,compact:frontier_consolidation_fwcompact_medium_035170,retained_content,parts:,4,2,0,1,1,False,True,False
4580,compact:frontier_consolidation_fwcompact_medium_027629,source_absent_content,prevents,9,2,0,0,0,True,True,True
4581,compact:frontier_consolidation_fwcompact_medium_042231,source_absent_content,lets,3,1,0,0,0,True,True,True
4582,compact:frontier_consolidation_fwcompact_medium_016489,source_absent_content,supplement,6,2,1,1,2,False,False,False
4583,compact:frontier_consolidation_fwcompact_medium_007291,retained_content,happily,13,1,0,1,1,False,True,False
4584,compact:frontier_consolidation_fwcompact_medium_018264,source_absent_content,stopping,12,1,0,0,0,True,True,True
4585,compact:frontier_consolidation_fwcompact_medium_003264,source_absent_content,fruit,4,1,0,0,0,True,True,True
4586,compact:frontier_consolidation_fwcompact_medium_041971,source_absent_content,indicates,8,1,0,0,0,True,True,True
4587,compact:frontier_consolidation_fwcompact_medium_047025,retained_content,"captivity,",1,3,0,1,1,False,True,False
4588,compact:frontier_consolidation_fwcompact_medium_056514,source_absent_content,exported,8,3,0,0,0,True,True,True
4589,compact:frontier_consolidation_fwcompact_medium_057215,function_other,of,12,1,1,0,1,False,False,True
4590,compact:frontier_consolidation_fwcompact_medium_037345,function_other,across,4,1,0,1,1,False,True,False
4591,compact:frontier_consolidation_fwcompact_medium_025112,function_other,the,10,1,0,0,0,True,True,True
4592,compact:frontier_consolidation_fwcompact_medium_035274,function_other,by,4,1,0,0,0,True,True,True
4593,compact:frontier_consolidation_fwcompact_medium_059171,retained_content,"acids,",10,3,1,0,1,False,False,True
4594,compact:frontier_consolidation_fwcompact_medium_022009,source_absent_content,reserve,8,1,1,0,1,False,False,True
4595,compact:frontier_consolidation_fwcompact_medium_026342,function_other,will,7,1,0,1,1,False,True,False
4596,compact:frontier_consolidation_fwcompact_medium_016390,retained_content,offspring,1,3,0,1,1,False,True,False
4597,compact:frontier_consolidation_fwcompact_medium_006696,function_other,and,11,1,0,0,0,True,True,True
4598,compact:frontier_consolidation_fwcompact_medium_036172,source_absent_content,quickly.,20,2,0,1,1,False,True,False
4599,compact:frontier_consolidation_fwcompact_medium_060646,source_absent_content,describe,6,1,0,0,0,True,True,True
4600,compact:frontier_consolidation_fwcompact_medium_039536,source_absent_content,"later,",5,2,1,2,3,False,False,False
4601,compact:frontier_consolidation_fwcompact_medium_045459,function_other,when,18,1,1,0,1,False,False,True
4602,compact:frontier_consolidation_fwcompact_medium_023552,function_other,They,0,1,2,1,3,False,False,False
4603,compact:frontier_consolidation_fwcompact_medium_022555,retained_content,government,9,1,1,1,2,False,False,False
4604,compact:frontier_consolidation_fwcompact_medium_055127,retained_content,"manufacturer,",1,3,1,0,1,False,False,True
4605,compact:frontier_consolidation_fwcompact_medium_045453,retained_content,forage.,21,3,0,0,0,True,True,True
4606,compact:frontier_consolidation_fwcompact_medium_038242,retained_content,"meat,",5,2,0,0,0,True,True,True
4607,compact:frontier_consolidation_fwcompact_medium_004061,retained_content,proper,7,1,1,1,2,False,False,False
4608,compact:frontier_consolidation_fwcompact_medium_056714,retained_content,named,12,1,2,1,3,False,False,False
4609,compact:frontier_consolidation_fwcompact_medium_045219,function_other,but,5,1,0,0,0,True,True,True
4610,compact:frontier_consolidation_fwcompact_medium_009802,source_absent_content,name,1,1,1,1,2,False,False,False
4611,compact:frontier_consolidation_fwcompact_medium_005604,retained_content,"cracks,",6,3,0,0,0,True,True,True
4612,compact:frontier_consolidation_fwcompact_medium_016905,source_absent_content,structure,6,1,0,1,1,False,True,False
4613,compact:frontier_consolidation_fwcompact_medium_008592,function_other,the,8,1,1,1,2,False,False,False
4614,compact:frontier_consolidation_fwcompact_medium_011454,retained_content,1990s,1,6,2,0,2,False,False,True
4615,compact:frontier_consolidation_fwcompact_medium_007886,function_other,"However,",0,2,1,0,1,False,False,True
4616,compact:frontier_consolidation_fwcompact_medium_059415,source_absent_content,detects,1,2,0,0,0,True,True,True
4617,compact:frontier_consolidation_fwcompact_medium_023897,retained_content,calculate,3,2,1,1,2,False,False,False
4618,compact:frontier_consolidation_fwcompact_medium_054989,function_other,or,9,1,0,2,2,False,True,False
4619,compact:frontier_consolidation_fwcompact_medium_057463,function_other,when,3,1,0,0,0,True,True,True
4620,compact:frontier_consolidation_fwcompact_medium_003172,function_other,is,4,1,1,0,1,False,False,True
4621,compact:frontier_consolidation_fwcompact_medium_037129,retained_content,"personal,",9,2,0,1,1,False,True,False
4622,compact:frontier_consolidation_fwcompact_medium_042822,function_other,while,2,1,0,0,0,True,True,True
4623,compact:frontier_consolidation_fwcompact_medium_024836,function_other,to,8,1,1,0,1,False,False,True
4624,compact:frontier_consolidation_fwcompact_medium_016162,source_absent_content,affecting,11,1,0,1,1,False,True,False
4625,compact:frontier_consolidation_fwcompact_medium_051137,function_other,and,4,1,2,1,3,False,False,False
4626,compact:frontier_consolidation_fwcompact_medium_036342,function_other,a,2,1,0,0,0,True,True,True
4627,compact:frontier_consolidation_fwcompact_medium_050493,function_other,were,4,1,0,0,0,True,True,True
4628,compact:frontier_consolidation_fwcompact_medium_014533,retained_content,recommendations.,10,3,0,1,1,False,True,False
4629,compact:frontier_consolidation_fwcompact_medium_046556,source_absent_content,makes,3,1,1,2,3,False,False,False
4630,compact:frontier_consolidation_fwcompact_medium_006793,function_other,does,4,1,0,1,1,False,True,False
4631,compact:frontier_consolidation_fwcompact_medium_002770,function_other,for,5,1,1,1,2,False,False,False
4632,compact:frontier_consolidation_fwcompact_medium_031660,function_other,that,14,1,1,0,1,False,False,True
4633,compact:frontier_consolidation_fwcompact_medium_031509,retained_content,Korea,10,1,0,0,0,True,True,True
4634,compact:frontier_consolidation_fwcompact_medium_047966,function_other,and,10,1,0,1,1,False,True,False
4635,compact:frontier_consolidation_fwcompact_medium_051386,source_absent_content,Asia's,2,2,0,0,0,True,True,True
4636,compact:frontier_consolidation_fwcompact_medium_012370,function_other,from,3,1,0,0,0,True,True,True
4637,compact:frontier_consolidation_fwcompact_medium_017106,source_absent_content,strengthens,7,2,1,2,3,False,False,False
4638,compact:frontier_consolidation_fwcompact_medium_057751,function_other,an,3,1,2,0,2,False,False,True
4639,compact:frontier_consolidation_fwcompact_medium_055154,function_other,and,1,1,0,0,0,True,True,True
4640,compact:frontier_consolidation_fwcompact_medium_028644,source_absent_content,grew,5,1,0,1,1,False,True,False
4641,compact:frontier_consolidation_fwcompact_medium_044127,retained_content,fat.,9,2,0,0,0,True,True,True
4642,compact:frontier_consolidation_fwcompact_medium_028969,source_absent_content,gets,5,1,1,0,1,False,False,True
4643,compact:frontier_consolidation_fwcompact_medium_026461,retained_content,Vallombrosa,4,5,0,1,1,False,True,False
4644,compact:frontier_consolidation_fwcompact_medium_015835,source_absent_content,daily),8,2,1,1,2,False,False,False
4645,compact:frontier_consolidation_fwcompact_medium_025554,function_other,a,5,1,0,2,2,False,True,False
4646,compact:frontier_consolidation_fwcompact_medium_025109,function_other,the,4,1,0,0,0,True,True,True
4647,compact:frontier_consolidation_fwcompact_medium_049085,source_absent_content,gain,6,1,2,0,2,False,False,True
4648,compact:frontier_consolidation_fwcompact_medium_019243,retained_content,hummingbird,3,2,0,0,0,True,True,True
4649,compact:frontier_consolidation_fwcompact_medium_003817,retained_content,ticks,9,2,2,0,2,False,False,True
4650,compact:frontier_consolidation_fwcompact_medium_048221,retained_content,signature,8,1,1,0,1,False,False,True
4651,compact:frontier_consolidation_fwcompact_medium_038543,source_absent_content,low,5,1,0,0,0,True,True,True
4652,compact:frontier_consolidation_fwcompact_medium_020897,source_absent_content,offer,7,1,0,0,0,True,True,True
4653,compact:frontier_consolidation_fwcompact_medium_017669,function_other,the,12,1,0,0,0,True,True,True
4654,compact:frontier_consolidation_fwcompact_medium_026044,source_absent_content,protects,9,2,0,0,0,True,True,True
4655,compact:frontier_consolidation_fwcompact_medium_024146,source_absent_content,get,1,1,1,1,2,False,False,False
4656,compact:frontier_consolidation_fwcompact_medium_037747,source_absent_content,floors,22,2,0,0,0,True,True,True
4657,compact:frontier_consolidation_fwcompact_medium_045840,function_other,Other,0,1,1,1,2,False,False,False
4658,compact:frontier_consolidation_fwcompact_medium_004598,retained_content,"deadly,",8,2,0,2,2,False,True,False
4659,compact:frontier_consolidation_fwcompact_medium_061290,source_absent_content,eating,11,1,0,3,3,False,True,False
4660,compact:frontier_consolidation_fwcompact_medium_046701,function_other,µm,14,4,0,1,1,False,True,False
4661,compact:frontier_consolidation_fwcompact_medium_025795,retained_content,horse,6,1,1,1,2,False,False,False
4662,compact:frontier_consolidation_fwcompact_medium_027188,retained_content,ADD/ADHD,3,6,1,0,1,False,False,True
4663,compact:frontier_consolidation_fwcompact_medium_038624,retained_content,first,10,1,0,0,0,True,True,True
4664,compact:frontier_consolidation_fwcompact_medium_026056,source_absent_content,"rivers,",12,2,0,0,0,True,True,True
4665,compact:frontier_consolidation_fwcompact_medium_006560,function_other,had,2,1,0,0,0,True,True,True
4666,compact:frontier_consolidation_fwcompact_medium_044606,source_absent_content,Rwanda-based,2,4,1,0,1,False,False,True
4667,compact:frontier_consolidation_fwcompact_medium_029306,retained_content,clouds,5,1,0,1,1,False,True,False
4668,compact:frontier_consolidation_fwcompact_medium_031648,source_absent_content,exists,8,1,1,2,3,False,False,False
4669,compact:frontier_consolidation_fwcompact_medium_050641,function_other,the,9,1,0,0,0,True,True,True
4670,compact:frontier_consolidation_fwcompact_medium_010380,retained_content,"cookies,",4,2,0,0,0,True,True,True
4671,compact:frontier_consolidation_fwcompact_medium_047818,retained_content,income,15,1,1,1,2,False,False,False
4672,compact:frontier_consolidation_fwcompact_medium_028503,retained_content,Impaired,0,2,0,0,0,True,True,True
4673,compact:frontier_consolidation_fwcompact_medium_057898,source_absent_content,relates,22,2,0,0,0,True,True,True
4674,compact:frontier_consolidation_fwcompact_medium_003405,retained_content,time,1,1,0,1,1,False,True,False
4675,compact:frontier_consolidation_fwcompact_medium_043762,function_other,on,5,1,0,0,0,True,True,True
4676,compact:frontier_consolidation_fwcompact_medium_027525,retained_content,cave,6,1,0,2,2,False,True,False
4677,compact:frontier_consolidation_fwcompact_medium_059854,retained_content,organizer,9,2,0,1,1,False,True,False
4678,compact:frontier_consolidation_fwcompact_medium_014603,function_other,on,7,1,1,2,3,False,False,False
4679,compact:frontier_consolidation_fwcompact_medium_058615,retained_content,partially,2,1,1,1,2,False,False,False
4680,compact:frontier_consolidation_fwcompact_medium_060772,retained_content,incorrect,11,1,0,0,0,True,True,True
4681,compact:frontier_consolidation_fwcompact_medium_047258,source_absent_content,built,4,1,1,1,2,False,False,False
4682,compact:frontier_consolidation_fwcompact_medium_019438,retained_content,Cinco,11,2,0,1,1,False,True,False
4683,compact:frontier_consolidation_fwcompact_medium_025452,source_absent_content,made,2,1,0,0,0,True,True,True
4684,compact:frontier_consolidation_fwcompact_medium_046353,function_other,that,3,1,0,1,1,False,True,False
4685,compact:frontier_consolidation_fwcompact_medium_043372,source_absent_content,China's,0,2,1,2,3,False,False,False
4686,compact:frontier_consolidation_fwcompact_medium_013410,retained_content,first,14,1,3,1,4,False,False,False
4687,compact:frontier_consolidation_fwcompact_medium_048027,source_absent_content,sweet,4,1,0,1,1,False,True,False
4688,compact:frontier_consolidation_fwcompact_medium_019555,retained_content,direct,8,1,0,1,1,False,True,False
4689,compact:frontier_consolidation_fwcompact_medium_048555,function_other,and,8,1,1,0,1,False,False,True
4690,compact:frontier_consolidation_fwcompact_medium_013486,retained_content,J-2X,1,4,0,0,0,True,True,True
4691,compact:frontier_consolidation_fwcompact_medium_010889,function_other,many,3,1,1,0,1,False,False,True
4692,compact:frontier_consolidation_fwcompact_medium_047389,source_absent_content,alkalinity,10,4,0,1,1,False,True,False
4693,compact:frontier_consolidation_fwcompact_medium_023115,retained_content,passing,10,1,0,1,1,False,True,False
4694,compact:frontier_consolidation_fwcompact_medium_013445,retained_content,pear,3,1,0,1,1,False,True,False
4695,compact:frontier_consolidation_fwcompact_medium_041821,retained_content,Ranch,3,2,0,1,1,False,True,False
4696,compact:frontier_consolidation_fwcompact_medium_011352,source_absent_content,yearly.,6,2,3,1,4,False,False,False
4697,compact:frontier_consolidation_fwcompact_medium_011091,function_other,The,0,1,3,1,4,False,False,False
4698,compact:frontier_consolidation_fwcompact_medium_034394,source_absent_content,make,5,1,0,0,0,True,True,True
4699,compact:frontier_consolidation_fwcompact_medium_044744,source_absent_content,hazards,3,2,0,2,2,False,True,False
4700,compact:frontier_consolidation_fwcompact_medium_038022,retained_content,"gums,",3,3,1,1,2,False,False,False
4701,compact:frontier_consolidation_fwcompact_medium_059517,function_other,other,4,1,0,1,1,False,True,False
4702,compact:frontier_consolidation_fwcompact_medium_046448,function_other,In,0,1,2,1,3,False,False,False
4703,compact:frontier_consolidation_fwcompact_medium_010434,function_other,were,7,1,0,0,0,True,True,True
4704,compact:frontier_consolidation_fwcompact_medium_023024,source_absent_content,shows,7,1,0,0,0,True,True,True
4705,compact:frontier_consolidation_fwcompact_medium_004594,source_absent_content,"instantly,",3,2,0,0,0,True,True,True
4706,compact:frontier_consolidation_fwcompact_medium_036216,retained_content,drum,15,1,1,2,3,False,False,False
4707,compact:frontier_consolidation_fwcompact_medium_016368,retained_content,past,8,1,0,0,0,True,True,True
4708,compact:frontier_consolidation_fwcompact_medium_054533,function_other,after,9,1,1,1,2,False,False,False
4709,compact:frontier_consolidation_fwcompact_medium_028728,function_other,very,14,1,0,0,0,True,True,True
4710,compact:frontier_consolidation_fwcompact_medium_008718,retained_content,money,5,1,1,0,1,False,False,True
4711,compact:frontier_consolidation_fwcompact_medium_033702,source_absent_content,number,10,1,0,0,0,True,True,True
