model,kl_teacher_to_student_mean,kl_student_to_teacher_mean,delta_ce_student_minus_teacher,delta_rank_student_minus_teacher,ce_improved_fraction_vs_teacher,rank_improved_fraction_vs_teacher,tokens,elapsed_sec
coherent86,2.2512916240240038e-10,2.2512916240240038e-10,0.0,0.0,0.0,0.0,10348,147.6
ordinary_inherited_wwm_seed62064,0.0005511748861877164,0.0005527942210643228,-0.0022911275267186292,-0.7370506378044066,0.47777348279860843,0.0782759953614225,10348,130.2
densemask_sparselabel_seed62064,0.024486394591160063,0.025222283465824488,0.028968999779358028,5.881619636644762,0.4732315423270197,0.0937379203710862,10348,122.4
clean_pres_lambda1_eval_seed62064,0.009411334553693867,0.009550931811286623,0.009985714010349978,2.4323540780827213,0.4676265945110166,0.09006571318129107,10348,140.0
clean_pres_lambda1_eval_seed62065,0.00945283704666636,0.009589275246565988,0.009880222221760847,2.380846540394279,0.4639543873212215,0.09209509083880943,10348,128.9
