endpoint,word,child_aoa,model_aoa_log10_step,n_subword_tokens,n_points,first_step,last_step
coherent86,arm,21.99539913263884,6.726775343579661,1,18,1000000.0,86005295.0
coherent86,asleep,24.723574946808974,7.245751990546672,1,18,1000000.0,86005295.0
coherent86,aunt,25.525525066233225,6.922927491146499,1,18,1000000.0,86005295.0
coherent86,backyard,27.587137860896238,7.17454731451399,2,18,1000000.0,86005295.0
coherent86,bad,25.24613058723793,6.738750220665758,1,18,1000000.0,86005295.0
coherent86,bath,18.505566610748357,7.160221586483365,1,18,1000000.0,86005295.0
coherent86,bathroom,23.557409105204858,7.6555594626830334,1,18,1000000.0,86005295.0
coherent86,beach,26.499831193868143,7.2880562048997,1,18,1000000.0,86005295.0
coherent86,bed,20.670831293608018,6.936904047173994,1,18,1000000.0,86005295.0
coherent86,bedroom,25.160391755050476,7.049024210898725,1,18,1000000.0,86005295.0
coherent86,better,27.4836269032841,6.698922410711621,1,18,1000000.0,86005295.0
coherent86,bib,24.42989021903271,7.46776441190675,1,18,1000000.0,86005295.0
coherent86,big,22.607359585163238,6.701226088290441,1,18,1000000.0,86005295.0
coherent86,bird,18.06848056468084,7.394884003811772,1,18,1000000.0,86005295.0
coherent86,black,25.804687037784696,6.71603026096771,1,18,1000000.0,86005295.0
coherent86,block,21.984059781669306,7.065052461346642,1,18,1000000.0,86005295.0
coherent86,boat,21.092331322802426,6.603777414215484,1,18,1000000.0,86005295.0
coherent86,boots,21.72477463112487,7.745105849555912,1,18,1000000.0,86005295.0
coherent86,bottle,20.82785610568821,7.015959687957843,1,18,1000000.0,86005295.0
coherent86,bottom,22.21268312207221,7.009958807217209,1,18,1000000.0,86005295.0
coherent86,bowl,22.558643297425284,7.334267970128028,1,18,1000000.0,86005295.0
coherent86,boy,23.9923879977722,6.493506522426375,1,18,1000000.0,86005295.0
coherent86,bread,22.252228192835148,7.100655944736341,1,18,1000000.0,86005295.0
coherent86,break,25.062903657705817,6.990852798629228,1,18,1000000.0,86005295.0
coherent86,breakfast,24.161838030910175,7.726572622789651,1,18,1000000.0,86005295.0
coherent86,brother,27.4731814681999,6.883249336842848,1,18,1000000.0,86005295.0
coherent86,bucket,26.218844749584207,7.7655953018061386,1,18,1000000.0,86005295.0
coherent86,build,26.870721478274586,6.819223928190165,1,18,1000000.0,86005295.0
coherent86,bus,20.85319790543193,7.015635412999945,1,18,1000000.0,86005295.0
coherent86,buy,27.89149822311601,6.853540879159105,1,18,1000000.0,86005295.0
coherent86,cake,22.219009204871558,7.430412341912975,1,18,1000000.0,86005295.0
coherent86,camera,25.871615597327157,7.586798902917253,1,18,1000000.0,86005295.0
coherent86,candy,23.38912238818194,7.530818519524922,1,18,1000000.0,86005295.0
coherent86,car,17.496796781553705,6.955803270552962,1,18,1000000.0,86005295.0
coherent86,careful,26.38063961823633,6.921100758092903,1,18,1000000.0,86005295.0
coherent86,carry,25.336988814569168,7.253114971006413,1,18,1000000.0,86005295.0
coherent86,cat,18.228507346753123,6.8121065382166694,1,18,1000000.0,86005295.0
