endpoint,word,child_aoa,model_aoa_log10_step,n_subword_tokens,n_points,first_step,last_step
clean_pres_seed62064,arm,21.99539913263884,6.7259307360214216,1,18,1000000.0,89685369.0
clean_pres_seed62064,asleep,24.723574946808974,7.245838192917082,1,18,1000000.0,89685369.0
clean_pres_seed62064,aunt,25.525525066233225,6.922878950234807,1,18,1000000.0,89685369.0
clean_pres_seed62064,backyard,27.587137860896238,7.175644498345334,2,18,1000000.0,89685369.0
clean_pres_seed62064,bad,25.24613058723793,6.737061794458083,1,18,1000000.0,89685369.0
clean_pres_seed62064,bath,18.505566610748357,7.162598808727917,1,18,1000000.0,89685369.0
clean_pres_seed62064,bathroom,23.557409105204858,7.6500529890292714,1,18,1000000.0,89685369.0
clean_pres_seed62064,beach,26.499831193868143,7.284869193751734,1,18,1000000.0,89685369.0
clean_pres_seed62064,bed,20.670831293608018,6.933336459037321,1,18,1000000.0,89685369.0
clean_pres_seed62064,bedroom,25.160391755050476,7.044420149174176,1,18,1000000.0,89685369.0
clean_pres_seed62064,better,27.4836269032841,6.699177800763834,1,18,1000000.0,89685369.0
clean_pres_seed62064,bib,24.42989021903271,7.467908415933493,1,18,1000000.0,89685369.0
clean_pres_seed62064,big,22.607359585163238,6.701235038247785,1,18,1000000.0,89685369.0
clean_pres_seed62064,bird,18.06848056468084,7.386828101336599,1,18,1000000.0,89685369.0
clean_pres_seed62064,black,25.804687037784696,6.711346097486132,1,18,1000000.0,89685369.0
clean_pres_seed62064,block,21.984059781669306,7.065215730460693,1,18,1000000.0,89685369.0
clean_pres_seed62064,boat,21.092331322802426,6.572860906270609,1,18,1000000.0,89685369.0
clean_pres_seed62064,boots,21.72477463112487,7.755990786293929,1,18,1000000.0,89685369.0
clean_pres_seed62064,bottom,22.21268312207221,7.007519339744912,1,18,1000000.0,89685369.0
clean_pres_seed62064,bowl,22.558643297425284,7.332059735775211,1,18,1000000.0,89685369.0
clean_pres_seed62064,boy,23.9923879977722,6.4893204585721636,1,18,1000000.0,89685369.0
clean_pres_seed62064,bread,22.252228192835148,7.099114352516494,1,18,1000000.0,89685369.0
clean_pres_seed62064,break,25.062903657705817,6.990707465748158,1,18,1000000.0,89685369.0
clean_pres_seed62064,breakfast,24.161838030910175,7.726089614286497,1,18,1000000.0,89685369.0
clean_pres_seed62064,brother,27.4731814681999,6.882920248450635,1,18,1000000.0,89685369.0
clean_pres_seed62064,bucket,26.218844749584207,7.765684521447631,1,18,1000000.0,89685369.0
clean_pres_seed62064,build,26.870721478274586,6.8189688049420685,1,18,1000000.0,89685369.0
clean_pres_seed62064,bus,20.85319790543193,7.016071516829686,1,18,1000000.0,89685369.0
clean_pres_seed62064,buy,27.89149822311601,6.852673507701427,1,18,1000000.0,89685369.0
clean_pres_seed62064,cake,22.219009204871558,7.426615347659527,1,18,1000000.0,89685369.0
clean_pres_seed62064,camera,25.871615597327157,7.099474418587462,1,18,1000000.0,89685369.0
clean_pres_seed62064,candy,23.38912238818194,7.5316621807871815,1,18,1000000.0,89685369.0
clean_pres_seed62064,car,17.496796781553705,6.95574004896551,1,18,1000000.0,89685369.0
clean_pres_seed62064,careful,26.38063961823633,6.921122548954697,1,18,1000000.0,89685369.0
clean_pres_seed62064,carry,25.336988814569168,7.240479317110787,1,18,1000000.0,89685369.0
clean_pres_seed62064,cat,18.228507346753123,6.8048176890303536,1,18,1000000.0,89685369.0
clean_pres_seed62064,chair,21.225459750312105,7.582527527430802,1,18,1000000.0,89685369.0
clean_pres_seed62064,chin,23.9251259404125,7.77820519543474,1,18,1000000.0,89685369.0
clean_pres_seed62064,climb,25.58444891978825,7.035285413272828,1,18,1000000.0,89685369.0
clean_pres_seed62064,clock,23.99618230263423,7.251902996954839,1,18,1000000.0,89685369.0
clean_pres_seed62064,coat,22.922576688186258,7.060322173156028,1,18,1000000.0,89685369.0
clean_pres_seed62064,coffee,24.665622637597178,7.073587859457034,1,18,1000000.0,89685369.0
clean_pres_seed62064,cold,21.557924255355925,7.000588237850319,1,18,1000000.0,89685369.0
clean_pres_seed62064,comb,25.991290549889374,7.016347728659585,1,18,1000000.0,89685369.0
clean_pres_seed62064,corn,24.30521021007631,7.006303546221239,1,18,1000000.0,89685369.0
clean_pres_seed62064,couch,24.274913544484477,7.029420263656194,1,18,1000000.0,89685369.0
clean_pres_seed62064,cover,29.120587673006845,7.160306332027522,1,18,1000000.0,89685369.0
clean_pres_seed62064,cry,23.357992706748902,7.043891025099015,1,18,1000000.0,89685369.0
clean_pres_seed62064,cup,20.04657761410228,7.004731300183879,1,18,1000000.0,89685369.0
clean_pres_seed62064,cut,26.48415491454615,7.0007214292796,1,18,1000000.0,89685369.0
clean_pres_seed62064,dance,23.335263733647373,6.97402321963755,1,18,1000000.0,89685369.0
clean_pres_seed62064,day,28.57030413820359,6.758340573980307,1,18,1000000.0,89685369.0
clean_pres_seed62064,diaper,20.32324248611525,7.911650826522236,1,18,1000000.0,89685369.0
clean_pres_seed62064,dinner,24.335488629604637,7.142817672780233,1,18,1000000.0,89685369.0
clean_pres_seed62064,dish,28.392517499821075,7.663375949597491,1,18,1000000.0,89685369.0
clean_pres_seed62064,doctor,25.058857514368704,6.7540659972270705,1,18,1000000.0,89685369.0
clean_pres_seed62064,doll,23.083057299428276,7.52881060381212,1,18,1000000.0,89685369.0
clean_pres_seed62064,door,21.094330119099542,6.6891560494292115,1,18,1000000.0,89685369.0
clean_pres_seed62064,drawer,28.011508334888347,7.264455921473748,1,18,1000000.0,89685369.0
clean_pres_seed62064,drive,25.239924635828906,7.730226658780449,1,18,1000000.0,89685369.0
clean_pres_seed62064,ear,18.557045885439496,7.010630610412611,1,18,1000000.0,89685369.0
clean_pres_seed62064,eat,20.38286318166485,6.942412211439847,1,18,1000000.0,89685369.0
clean_pres_seed62064,egg,21.979637752951344,7.052248879047736,1,18,1000000.0,89685369.0
clean_pres_seed62064,empty,26.529972503464574,7.045292347456817,1,18,1000000.0,89685369.0
clean_pres_seed62064,eye,17.56441529060678,7.044925421791554,1,18,1000000.0,89685369.0
clean_pres_seed62064,fall,23.398800241984326,7.303900239101001,1,18,1000000.0,89685369.0
clean_pres_seed62064,farm,28.02073014859909,7.004509966326583,1,18,1000000.0,89685369.0
clean_pres_seed62064,fast,25.50491253156236,7.084208334726755,1,18,1000000.0,89685369.0
clean_pres_seed62064,feed,27.19892571562119,7.479274062292111,1,18,1000000.0,89685369.0
clean_pres_seed62064,find,25.64249106636554,6.4458548536810145,1,18,1000000.0,89685369.0
clean_pres_seed62064,finger,21.849311819029033,6.793204460758562,1,18,1000000.0,89685369.0
clean_pres_seed62064,finish,27.879604149197586,7.399394925933383,1,18,1000000.0,89685369.0
