sentence_uid,source,row_example_id,axis_row_index,sentence_words,row_words,char_start,char_end,mode,n_target_tokens,n_masked,target_truncated_right,loss,endpoint,endpoint_path,description
r0052_s06,bnc_spoken,920000052,52,26,160,667,784,row_context,30,4,False,0.8175339698791504,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0058_s04,bnc_spoken,920000058,58,12,160,575,637,row_context,23,1,False,7.335502624511719,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0060_s05,bnc_spoken,920000060,60,14,160,534,593,row_context,15,2,False,0.14958041906356812,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0062_s01,bnc_spoken,920000062,62,15,160,123,195,row_context,16,2,False,1.310036063194275,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0064_s01,bnc_spoken,920000064,64,28,160,97,226,row_context,30,9,False,3.9832143783569336,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0066_s03,bnc_spoken,920000066,66,14,160,451,519,row_context,17,1,False,1.6236003637313843,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0067_s02,bnc_spoken,920000067,67,28,160,135,266,row_context,33,3,False,2.075587749481201,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0067_s05,bnc_spoken,920000067,67,14,160,477,546,row_context,17,4,False,4.20408296585083,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0067_s08,bnc_spoken,920000067,67,10,160,718,774,row_context,16,4,False,4.91469669342041,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0069_s09,bnc_spoken,920000069,69,12,160,711,777,row_context,15,2,False,3.1658687591552734,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0070_s01,bnc_spoken,920000070,70,10,160,114,154,row_context,13,1,False,0.009051126427948475,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0070_s02,bnc_spoken,920000070,70,8,160,193,236,row_context,11,1,False,7.741436958312988,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0073_s01,bnc_spoken,920000073,73,17,160,118,200,row_context,22,4,False,2.103483200073242,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0073_s07,bnc_spoken,920000073,73,10,160,670,729,row_context,10,1,False,2.6077475547790527,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0075_s00,bnc_spoken,920000075,75,10,160,0,49,row_context,13,2,False,1.8047051429748535,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0079_s01,bnc_spoken,920000079,79,22,160,96,194,row_context,24,2,False,7.987532138824463,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0079_s02,bnc_spoken,920000079,79,30,160,195,336,row_context,38,3,False,1.611871361732483,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0080_s00,bnc_spoken,920000080,80,29,160,0,135,row_context,33,4,False,1.9183619022369385,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0081_s06,bnc_spoken,920000081,81,12,160,577,633,row_context,16,2,False,0.6132481694221497,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0082_s03,bnc_spoken,920000082,82,14,160,198,264,row_context,17,1,False,3.5830118656158447,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0082_s05,bnc_spoken,920000082,82,32,160,431,597,row_context,39,7,False,5.0860466957092285,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0085_s03,bnc_spoken,920000085,85,13,160,371,431,row_context,16,2,False,4.6073455810546875,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0087_s00,bnc_spoken,920000087,87,10,160,0,59,row_context,12,1,False,0.7635363936424255,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0087_s05,bnc_spoken,920000087,87,12,160,525,580,row_context,14,3,False,4.248872756958008,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0088_s00,bnc_spoken,920000088,88,16,160,14,84,row_context,17,1,False,0.00305459788069129,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0090_s00,bnc_spoken,920000090,90,13,160,0,67,row_context,15,1,False,8.09450626373291,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0091_s02,bnc_spoken,920000091,91,34,160,265,412,row_context,36,2,False,2.0018310546875,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0092_s00,bnc_spoken,920000092,92,23,160,27,133,row_context,25,2,False,0.13278105854988098,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0097_s02,bnc_spoken,920000097,97,11,160,415,477,row_context,14,2,False,2.0712637901306152,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0098_s05,bnc_spoken,920000098,98,12,160,352,412,row_context,15,3,False,5.509451389312744,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0098_s07,bnc_spoken,920000098,98,18,160,554,644,row_context,20,4,False,2.8994877338409424,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0099_s03,bnc_spoken,920000099,99,21,160,366,478,row_context,25,3,False,4.216739177703857,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0100_s06,bnc_spoken,920000100,100,10,160,732,796,row_context,16,1,False,14.675590515136719,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0102_s01,bnc_spoken,920000102,102,14,160,205,284,row_context,18,2,False,0.6620826721191406,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0102_s05,bnc_spoken,920000102,102,45,160,557,762,row_context,55,7,False,2.2575926780700684,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0104_s03,bnc_spoken,920000104,104,27,160,440,579,row_context,41,6,False,4.034862041473389,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0108_s04,bnc_spoken,920000108,108,45,160,573,801,row_context,52,8,False,2.94716477394104,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0109_s01,bnc_spoken,920000109,109,19,160,46,160,row_context,24,1,False,0.2657153606414795,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0109_s02,bnc_spoken,920000109,109,18,160,161,250,row_context,22,4,False,2.5072224140167236,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0110_s02,bnc_spoken,920000110,110,27,160,351,506,row_context,28,6,False,2.6020519733428955,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0115_s01,bnc_spoken,920000115,115,23,160,81,214,row_context,32,6,False,4.592154502868652,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0117_s03,bnc_spoken,920000117,117,41,160,408,621,row_context,55,6,False,5.874128818511963,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0121_s05,bnc_spoken,920000121,121,9,160,661,720,row_context,12,2,False,6.03071928024292,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0122_s01,bnc_spoken,920000122,122,45,160,65,285,row_context,54,9,False,2.693030834197998,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0124_s02,bnc_spoken,920000124,124,36,160,445,637,row_context,48,8,False,4.453815937042236,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0130_s03,bnc_spoken,920000130,130,45,160,414,653,row_context,54,5,False,4.045660495758057,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0131_s02,bnc_spoken,920000131,131,45,160,442,682,row_context,54,7,False,3.764554500579834,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0137_s03,bnc_spoken,920000137,137,45,160,351,567,row_context,49,13,False,3.906752586364746,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0139_s03,bnc_spoken,920000139,139,41,160,306,552,row_context,49,5,False,2.2078793048858643,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0139_s05,bnc_spoken,920000139,139,26,160,623,761,row_context,31,4,False,1.2444043159484863,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0140_s03,bnc_spoken,920000140,140,27,160,364,519,row_context,35,1,False,1.168946623802185,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0141_s01,bnc_spoken,920000141,141,24,160,114,261,row_context,32,8,False,3.4273226261138916,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0145_s00,bnc_spoken,920000145,145,45,160,0,245,row_context,50,12,False,4.57382869720459,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0150_s00,bnc_spoken,920000150,150,45,160,0,264,row_context,63,7,False,3.821141004562378,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0155_s00,bnc_spoken,920000155,155,45,160,0,287,row_context,63,10,False,4.498633861541748,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,row_context,31,8,False,2.9193243980407715,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0156_s04,bnc_spoken,920000156,156,8,160,859,894,row_context,8,1,False,0.20375844836235046,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0158_s05,bnc_spoken,920000158,158,24,160,799,940,row_context,32,8,False,3.578918933868408,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0163_s04,bnc_spoken,920000163,163,28,160,735,888,row_context,30,7,False,5.552947521209717,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0165_s03,bnc_spoken,920000165,165,32,160,567,740,row_context,37,4,False,1.7081942558288574,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0169_s02,bnc_spoken,920000169,169,12,160,123,181,row_context,15,2,False,0.9844655990600586,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0169_s06,bnc_spoken,920000169,169,17,160,484,554,row_context,20,4,False,1.0701783895492554,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0171_s03,bnc_spoken,920000171,171,23,160,393,514,row_context,27,4,False,1.298117995262146,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,row_context,65,11,False,3.872157096862793,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
