endpoint,n_sentences_filtered,row_context_loss,isolation_loss,context_gain,se_context_gain,removed_bad_sentences
chck82_slow_scale1p75,623,3.0054943754468995,4.029583525056392,1.024089149609493,0.07481188586336388,28
coherent86_alpha075,623,2.992112110467559,4.0299579342952985,1.037845823827739,0.0750435020779995,28
coherent_special_98097_alpha075,623,2.987293661994748,3.822905833457624,0.8356121714628755,0.0711102158755008,28
coherent_special_98098_alpha075,623,2.9869354067476928,3.8232440595495523,0.8363086528018592,0.0707264791605267,28
