domain,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
agent-properties,2210,0.5009049773755656,781,0.35339366515837106,0.7080689029918404,1103,0.08312216401100159
social-relations,1548,0.5032299741602068,552,0.35658914728682173,0.717815344603381,769,0.05547182075679302
physical-relations,818,0.5,316,0.3863080684596577,0.7726161369193154,409,-0.1584155261516571
material-dynamics,770,0.4649350649350649,270,0.35064935064935066,0.6553398058252428,412,-0.06374645233154297
spatial-relations,490,0.46938775510204084,200,0.40816326530612246,0.7692307692307693,260,-0.12883070067618974
physical-interactions,556,0.48381294964028776,186,0.3345323741007194,0.6480836236933798,287,0.03601801721379161
social-properties,328,0.4725609756097561,102,0.31097560975609756,0.5895953757225434,173,-0.008714556694030762
social-interactions,294,0.5204081632653061,88,0.29931972789115646,0.624113475177305,141,0.2356823794543743
quantitative-properties,314,0.5987261146496815,63,0.20063694267515925,0.5,126,0.716518547385931
material-properties,170,0.4823529411764706,50,0.29411764705882354,0.5681818181818182,88,-0.028877045959234238
physical-dynamics,120,0.5166666666666667,31,0.25833333333333336,0.5344827586206896,58,0.08757638372480869
