arm,epoch,subset,n,a_correct,b_correct,joint_correct,a_acc,b_acc,joint_acc,expected_joint_independent_count,gating_count,gating_frac,mean_a_margin,mean_b_margin,mean_joint_min_margin
answer_clean,0,all_pairs,8,3,5,0,0.375,0.625,0.0,1.875,-1.875,-0.234375,-0.5306730849538676,0.7586608169753278,-1.1312388010350176
answer_clean,0,updated_entity_in_source_119,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,-1.3333333333333333,-0.2222222222222222,-0.6287152070918911,1.002115025596937,-1.0350920525067189
answer_clean,0,updated_entity_not_in_source_81,2,1,1,0,0.5,0.5,0.0,0.5,-0.5,-0.25,-0.23654671853979714,0.028298191110500026,-1.419679046619914
answer_clean,0,both_entities_in_source_115,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,-1.3333333333333333,-0.2222222222222222,-0.6287152070918911,1.002115025596937,-1.0350920525067189
answer_clean,0,not_both_entities_in_source_85,2,1,1,0,0.5,0.5,0.0,0.5,-0.5,-0.25,-0.23654671853979714,0.028298191110500026,-1.419679046619914
answer_clean,1,all_pairs,8,3,5,0,0.375,0.625,0.0,1.875,-1.875,-0.234375,-0.530075958497574,0.7608786103730948,-1.132745357204084
answer_clean,1,updated_entity_in_source_119,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,-1.3333333333333333,-0.2222222222222222,-0.6289199569089328,1.0056716771091847,-1.0362091709427732
answer_clean,1,updated_entity_not_in_source_81,2,1,1,0,0.5,0.5,0.0,0.5,-0.5,-0.25,-0.23354396326349813,0.02649941016482482,-1.422353915988016
answer_clean,1,both_entities_in_source_115,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,-1.3333333333333333,-0.2222222222222222,-0.6289199569089328,1.0056716771091847,-1.0362091709427732
answer_clean,1,not_both_entities_in_source_85,2,1,1,0,0.5,0.5,0.0,0.5,-0.5,-0.25,-0.23354396326349813,0.02649941016482482,-1.422353915988016
