mode,mean_abs_dlog_1M,mean_dlog_1M,max_abs_dlog_after10M
source_childes_only_then_current,0.6533644849545217,0.45196312593523225,0.0
source_childes_first,0.6533644849545217,0.45196312593523225,0.0
sort__childes_freq,1.548561842883779,-1.5222554452540553,0.0
sort__childes_ratio,1.0290926357357058,0.29551186252035844,0.0
sort__spoken_freq,1.6579186548526603,-1.6332549832267793,0.0
sort__childes_composite,1.1922811980315138,-1.1193062067195443,0.0
sort__whole_freq,2.022771652412942,-2.005402139301892,0.0
source_written_first_control,0.8314204786680198,-0.5066507860628855,0.0
sort__child_early,0.6836921154592607,0.04566738957829496,0.0
