model,scale,temperature,calib_nll_T1,qwen_delta_spec_Tfit,qwen_delta_spec_rank,qwen_delta_total_Tfit,qwen_delta_total_rank,common_delta_swing_Tfit,common_delta_rank_swing,common_both_Tfit,correct_source_delta_nll_Tfit,wrong_source_delta_nll_Tfit,view_only_delta_nll_Tfit,correct_source_delta_rank,wrong_source_delta_rank,view_only_delta_rank
chck82,-1.0,1.1,3.9939419337190114,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0
dense64_scale0p75,0.75,1.1,4.0164319088825815,0.15987163099796617,65.22052083333332,0.1073080382031104,31.18579861111111,0.5759799290200074,120.55238095238096,21,-0.04094085468289753,0.11893077631506863,0.06636718352021286,10.448854166666667,75.669375,41.634652777777774
dense64_scale0p55,0.55,1.1,3.997448028050936,0.09799624592169291,35.60375,0.06850261124717588,17.594166666666663,0.44797383837047067,89.61476190476189,21,-0.03412358615133497,0.06387265977035793,0.03437902509584091,7.321111111111111,42.92486111111111,24.915277777777774
dense64_scale0p57,0.57,1.1,3.9987862865512187,0.10361014041661595,38.067118055555554,0.07207874363452398,18.754131944444445,0.4620764822690259,92.58238095238096,21,-0.03495095530214409,0.06865918511447186,0.03712778833237986,7.59045138888889,45.65756944444445,26.344583333333333
dense64_scale0p58,0.58,1.1,3.999499297256653,0.106467993604278,39.44829861111111,0.07389352607705707,19.402465277777775,0.4690238355383985,94.26238095238094,21,-0.035353014161810276,0.0711149794424677,0.038540511915246795,7.722777777777778,47.171076388888885,27.12524305555555
dense64_scale0p60,0.6,1.1,4.001015542390255,0.11228396419325794,42.29944444444445,0.07757533952328635,20.741006944444443,0.4827130446192763,97.21904761904761,21,-0.036133073693555263,0.07615089049970264,0.04144226582973108,7.979513888888889,50.278958333333335,28.720520833333335
clean_pres64,0.75,1.1,4.004602749932271,0.10866824603717154,38.02628472222223,0.07826485606641251,18.62767361111111,0.3833086365816139,80.22142857142856,21,-0.030976196782042584,0.07769204925512894,0.04728865928436991,5.857256944444445,43.883541666666666,24.484930555555554
