model,temperature,cdi_mean_nll_Tfit,cdi_mean_rank,cdi_delta_nll_Tfit,cdi_delta_rank,cdi_improved_fraction_rank,cdi_word_mean_delta_nll_Tfit,cdi_word_mean_delta_rank,scale
chck82,1.1,8.209130253223902,1754.5523576240048,0.0,0.0,0.0,0.0,0.0,-1.0
dense64_scale0p75,1.1,8.261161781227742,1796.36252296387,0.05203152800383989,41.81016533986528,0.4188609920391917,0.039434658065504356,36.04768515617788,0.75
dense64_scale0p55,1.1,8.238248340399045,1778.0073484384568,0.02911808717514252,23.45499081445193,0.42988364972443355,0.02092632561605652,19.897321316214256,0.55
dense64_scale0p57,1.1,8.240216846683563,1779.476423759951,0.031086593459661,24.924066135946113,0.42988364972443355,0.022489600901602878,21.177837850181316,0.57
dense64_scale0p58,1.1,8.241227358005329,1780.3276178812002,0.03209710478142762,25.775260257195345,0.4280465401102266,0.023294524757663936,21.879962754121337,0.58
dense64_scale0p60,1.1,8.243301504133402,1781.946723821188,0.034171250909501294,27.3943661971831,0.42743417023882424,0.024951504114457828,23.360660812984044,0.6
clean_pres64,1.1,8.19471985929212,1732.4439681567667,-0.014410393931782823,-22.10838946723821,0.515003061849357,-0.024278737661988355,-28.267841934199428,0.75
