BLiMP_vc_mean,COMPS_vc_mean,EWoK_vc_mean,Entity_vc_mean,Reading_vc_mean,Supplement_vc_mean,active_fineweb_words,cheap5_vc_mean,cheap6_vc_mean,complete_checkpoint_count,complete_checkpoints,displaced_adult_fraction,displaced_child_sub_fraction,exEntity5_vc_mean,kind,label,rho
,,,,,,105962,,,0,[],0.0351635491968819,0.9411581510352768,,child/subtitle clean removed,childsub_posmatched,0.0105962
,,,,,,105962,,,0,[],0.7965874558804099,0.12530907306392858,,Gutenberg/SimpleWiki clean removed,adult_posmatched,0.0105962
