target,frame_id,subtype,alt_a,alt_b,form,delta1,delta2,correct_margin_c1,correct_margin_c2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias,prior_ratio
fw_compact_100M_seed43022,D_0001,open_closed,open,closed,explicit_final_state,4.870376467704773,-5.3751880042254925,4.870376467704773,5.3751880042254925,10.245564471930265,4.870376467704773,True,False,False,4.846875
fw_compact_100M_seed43022,D_0001,open_closed,open,closed,full_v3,-5.2752647660672665,3.2814474403858185,-5.2752647660672665,-3.2814474403858185,-8.556712206453085,-5.2752647660672665,False,False,False,4.846875
fw_compact_100M_seed43022,D_0001,open_closed,open,closed,initial_plus_last,-5.282985486090183,2.711955025792122,-5.282985486090183,-2.711955025792122,-7.994940511882305,-5.282985486090183,False,False,False,4.846875
fw_compact_100M_seed43022,D_0001,open_closed,open,closed,last_event_only,-0.7757024765014648,-4.32278074324131,-0.7757024765014648,4.32278074324131,3.5470782667398453,-0.7757024765014648,False,False,True,4.846875
fw_compact_100M_seed43022,D_0001,open_closed,open,closed,no_context,-0.3900008201599121,-0.3900008201599121,-0.3900008201599121,0.3900008201599121,0.0,-0.3900008201599121,False,False,True,4.846875
fw_compact_100M_seed43022,D_0002,open_closed,open,closed,explicit_final_state,4.899024777114391,-4.741681262850761,4.899024777114391,4.741681262850761,9.640706039965153,4.741681262850761,True,False,False,4.846875
fw_compact_100M_seed43022,D_0002,open_closed,open,closed,full_v3,-4.38593315333128,3.754258096218109,-4.38593315333128,-3.754258096218109,-8.140191249549389,-4.38593315333128,False,False,False,4.846875
fw_compact_100M_seed43022,D_0002,open_closed,open,closed,initial_plus_last,-4.31274139136076,3.3479642793536186,-4.31274139136076,-3.3479642793536186,-7.660705670714378,-4.31274139136076,False,False,False,4.846875
fw_compact_100M_seed43022,D_0002,open_closed,open,closed,last_event_only,-0.5261821746826172,-3.8331547379493713,-0.5261821746826172,3.8331547379493713,3.306972563266754,-0.5261821746826172,False,False,True,4.846875
fw_compact_100M_seed43022,D_0002,open_closed,open,closed,no_context,-0.2472553253173828,-0.2472553253173828,-0.2472553253173828,0.2472553253173828,0.0,-0.2472553253173828,False,False,True,4.846875
fw_compact_100M_seed43022,D_0003,empty_full,empty,full,explicit_final_state,10.073861204087734,-4.817762345075607,10.073861204087734,4.817762345075607,14.891623549163342,4.817762345075607,True,False,False,4.861915367483296
fw_compact_100M_seed43022,D_0003,empty_full,empty,full,full_v3,-4.180071622133255,9.257908329367638,-4.180071622133255,-9.257908329367638,-13.437979951500893,-9.257908329367638,False,False,False,4.861915367483296
