model,task_id,pair_id,split,axis,source_original_margin,source_altered_margin,no_source_original_margin,source_follow_swing,both_source_conditions_correct
parent,t01_skelton_value,rw2s0_002308,trained_content,property,10.820921704173088,5.394478917121887,1.2364788055419922,16.215400621294975,True
parent,t02_baku_institution,rw2s0_006924,trained_content,institution,6.098731787875295,4.938154328614473,2.05633544921875,11.036886116489768,True
parent,t03_oil_object,rw2s0_010026,trained_content,object,12.583666376769543,8.103562377393246,4.911312103271484,20.68722875416279,True
parent,t04_casualty_uncertainty,rw2s0_014542,trained_content,qualification,-0.4724264144897461,4.279818534851074,-0.8904247283935547,3.807392120361328,False
parent,t05_manning_role,rw2s0_019304,trained_content,role,12.623037829995155,3.451741457916796,3.0325355529785156,16.07477928791195,True
parent,t06_mass_day,rw2s0_019852,trained_content,time,4.340049609541893,4.284880697727203,0.26169681549072266,8.624930307269096,True
parent,t07_music_change,rw2s0_020973,trained_content,ordered_change,4.336553573608398,-0.07012701034545898,3.8194937705993652,4.2664265632629395,False
parent,t08_abingdon_refusal,rw2s0_025051,trained_content,polarity_action,2.6001569032669067,6.587615802884102,-0.6829843521118164,9.187772706151009,True
parent,t09_route_opposite,rw2s0_029078,trained_content,spatial_relation,-2.1192550659179688,4.752000331878662,-3.132451057434082,2.6327452659606934,False
parent,t10_clavering_number,rw2s1_005600,trained_content,quantity,4.173375070095062,3.23770809173584,0.6060686111450195,7.411083161830902,True
parent,t11_horsemen_weapon,rw2s1_015912,trained_content,object,1.6191092729568481,2.012148857116699,-2.5396151542663574,3.6312581300735474,True
parent,t12_unseen_scandal_count,rw2s1_024034,trained_content,quantity,0.030935945964994715,-0.05867788905189153,-0.016871228104546,-0.027741943086896814,False
parent,t13_bank_threshold,rw_004509,trained_content,quantity,1.0090490147094464,0.8027347049431963,0.09605595611390627,1.8117837196526427,True
parent,t14_radio_channel,rw_015472,trained_content,quantity_identifier,6.652771096676588,5.908722737804055,1.3670988082885742,12.561493834480643,True
parent,t15_noontide_press,rw_017379,trained_content,institution,14.015640518783282,13.538357891142368,-0.6775708198547372,27.55399840992565,True
parent,t16_taylor_location,rw_031652,trained_content,location,11.188800428062677,8.277270153164864,-0.5369291305541992,19.46607058122754,True
parent,t17_abraham_relation,rw_041183,trained_content,role_relation,8.135996174067259,5.7448054030537605,2.7136733531951904,13.88080157712102,True
parent,h01_gas_price,rw2s1_000216,held_source,quantity,3.288774363230914,3.213369940407574,-0.0010848045349121094,6.502144303638488,True
parent,h02_rating,rw_000248,held_source,quantity,4.601138934493065,3.4125957414507866,-0.4940546751022339,8.013734675943851,True
parent,h03_protest_duration,rw_001604,held_source,quantity_time,-2.1133084297180176,2.28946034113566,-2.4035154183705654,0.17615191141764264,False
parent,h04_cherry_food,rw2s0_009985,held_source,object,7.242366889491677,1.5287733376026154,3.2421073019504547,8.771140227094293,True
parent,h05_eagle_feathers,rw2s1_013643,held_source,quantity,2.1174460276961327,2.0267648175358772,0.027637958526611328,4.14421084523201,True
parent,h06_ramadan_food,rw2s1_017873,held_source,object,12.131645694375038,10.24143810197711,0.4502220153808594,22.373083796352148,True
parent,h07_modern_art_city,rw2s1_002259,held_source,location,4.469224983593449,5.688013991340995,1.3942824602127075,10.157238974934444,True
parent,h08_navarino_year,rw2s0_004620,held_source,quantity_time,1.271384664811194,0.9328751619905233,0.07926082611083984,2.2042598268017173,True
current_equal_epoch,t01_skelton_value,rw2s0_002308,trained_content,property,11.272439181804657,5.0658769607543945,1.5690059661865234,16.33831614255905,True
current_equal_epoch,t02_baku_institution,rw2s0_006924,trained_content,institution,6.202329663559794,4.864719249308109,2.295831561088562,11.067048912867904,True
current_equal_epoch,t03_oil_object,rw2s0_010026,trained_content,object,12.523041188716888,8.357757203280926,4.792811155319214,20.880798391997814,True
current_equal_epoch,t04_casualty_uncertainty,rw2s0_014542,trained_content,qualification,-0.919947624206543,4.5211182832717896,-0.9634742736816406,3.6011706590652466,False
current_equal_epoch,t05_manning_role,rw2s0_019304,trained_content,role,12.451107054948807,3.848397836089134,2.7501416206359863,16.29950489103794,True
current_equal_epoch,t06_mass_day,rw2s0_019852,trained_content,time,4.551791153848171,4.181922882795334,0.5664043426513672,8.733714036643505,True
current_equal_epoch,t07_music_change,rw2s0_020973,trained_content,ordered_change,4.330387115478516,0.3066110610961914,3.751296043395996,4.636998176574707,True
current_equal_epoch,t08_abingdon_refusal,rw2s0_025051,trained_content,polarity_action,2.938370704650879,5.544381141662598,-0.1925649642944336,8.482751846313477,True
current_equal_epoch,t09_route_opposite,rw2s0_029078,trained_content,spatial_relation,-1.5687389373779297,4.569056510925293,-2.9816551208496094,3.0003175735473633,False
current_equal_epoch,t10_clavering_number,rw2s1_005600,trained_content,quantity,4.651069849729538,3.5506858229637146,0.523564338684082,8.201755672693253,True
current_equal_epoch,t11_horsemen_weapon,rw2s1_015912,trained_content,object,2.113504111766815,1.886385440826416,-2.4375338554382324,3.999889552593231,True
current_equal_epoch,t12_unseen_scandal_count,rw2s1_024034,trained_content,quantity,0.05147741805939443,-0.08028580035482125,0.0005072781017847472,-0.028808382295426815,False
current_equal_epoch,t13_bank_threshold,rw_004509,trained_content,quantity,1.0692898490621399,0.7000457471391807,0.09302940538951332,1.7693355962013206,True
current_equal_epoch,t14_radio_channel,rw_015472,trained_content,quantity_identifier,6.461168320849538,5.770488545298576,1.1819629669189453,12.231656866148114,True
current_equal_epoch,t15_noontide_press,rw_017379,trained_content,institution,14.39641723021244,13.523738559645912,-0.5426541964213047,27.920155789858352,True
current_equal_epoch,t16_taylor_location,rw_031652,trained_content,location,11.16082912683487,8.572444900870323,-0.812260627746582,19.733274027705193,True
current_equal_epoch,t17_abraham_relation,rw_041183,trained_content,role_relation,8.219929764047265,5.438396289944649,2.745044708251953,13.658326053991914,True
current_equal_epoch,h01_gas_price,rw2s1_000216,held_source,quantity,3.416777415201068,3.562459310516715,-0.038187265396118164,6.979236725717783,True
current_equal_epoch,h02_rating,rw_000248,held_source,quantity,4.544233325868845,3.2588711231946945,-0.41297245025634766,7.8031044490635395,True
current_equal_epoch,h03_protest_duration,rw_001604,held_source,quantity_time,-1.92604144414266,2.106799443562826,-2.241729497909546,0.18075799942016602,False
current_equal_epoch,h04_cherry_food,rw2s0_009985,held_source,object,7.313271384919062,1.3518504798412323,3.3601368963718414,8.665121864760295,True
current_equal_epoch,h05_eagle_feathers,rw2s1_013643,held_source,quantity,1.998263955116272,1.9627276435494423,-0.03870391845703125,3.9609915986657143,True
current_equal_epoch,h06_ramadan_food,rw2s1_017873,held_source,object,11.789906937628984,10.425213833339512,-0.021401405334472656,22.215120770968497,True
current_equal_epoch,h07_modern_art_city,rw2s1_002259,held_source,location,5.1193475453183055,5.527312455698848,1.5213572978973389,10.646660001017153,True
current_equal_epoch,h08_navarino_year,rw2s0_004620,held_source,quantity_time,1.2886273944750428,0.9248409029096365,0.07915925979614258,2.2134682973846793,True
compact_equal_epoch,t01_skelton_value,rw2s0_002308,trained_content,property,11.215449765324593,5.6566625237464905,1.3935775756835938,16.872112289071083,True
compact_equal_epoch,t02_baku_institution,rw2s0_006924,trained_content,institution,6.288675109390169,5.172866666689515,2.0519704818725586,11.461541776079684,True
compact_equal_epoch,t03_oil_object,rw2s0_010026,trained_content,object,12.60890793427825,8.816108733415604,4.836557388305664,21.425016667693853,True
compact_equal_epoch,t04_casualty_uncertainty,rw2s0_014542,trained_content,qualification,0.36826324462890625,4.693896174430847,-1.004836082458496,5.062159419059753,True
compact_equal_epoch,t05_manning_role,rw2s0_019304,trained_content,role,13.297654747962952,3.5514996824786067,2.896857976913452,16.84915443044156,True
compact_equal_epoch,t06_mass_day,rw2s0_019852,trained_content,time,4.604527570307255,4.332546949386597,0.4534130096435547,8.937074519693851,True
compact_equal_epoch,t07_music_change,rw2s0_020973,trained_content,ordered_change,5.828368782997131,0.4729647636413574,3.7568438053131104,6.301333546638489,True
compact_equal_epoch,t08_abingdon_refusal,rw2s0_025051,trained_content,polarity_action,3.339903771877289,6.50342370569706,-0.5028219223022461,9.843327477574348,True
compact_equal_epoch,t09_route_opposite,rw2s0_029078,trained_content,spatial_relation,-1.8405475616455078,4.7538981437683105,-3.0636301040649414,2.9133505821228027,False
compact_equal_epoch,t10_clavering_number,rw2s1_005600,trained_content,quantity,4.147170782089233,3.8162946105003357,0.45164012908935547,7.963465392589569,True
compact_equal_epoch,t11_horsemen_weapon,rw2s1_015912,trained_content,object,1.751975178718567,1.8279621601104736,-2.7229394912719727,3.5799373388290405,True
compact_equal_epoch,t12_unseen_scandal_count,rw2s1_024034,trained_content,quantity,0.042269008500235516,-0.07048763689540682,-0.00764983608609171,-0.028218628395171308,False
compact_equal_epoch,t13_bank_threshold,rw_004509,trained_content,quantity,1.073256139460552,0.7795309656233128,0.09501845496041428,1.852787105083865,True
compact_equal_epoch,t14_radio_channel,rw_015472,trained_content,quantity_identifier,6.727674521505833,5.911925084888935,1.2411994934082031,12.639599606394768,True
compact_equal_epoch,t15_noontide_press,rw_017379,trained_content,institution,14.504269335574161,13.762581426805506,-0.5475523471832275,28.26685076237967,True
compact_equal_epoch,t16_taylor_location,rw_031652,trained_content,location,11.278974298387766,8.77212181687355,-0.6276988983154297,20.051096115261316,True
compact_equal_epoch,t17_abraham_relation,rw_041183,trained_content,role_relation,8.481639370322227,5.656768716871738,2.763090968132019,14.138408087193966,True
compact_equal_epoch,h01_gas_price,rw2s1_000216,held_source,quantity,3.4248524173162878,3.5141533333808184,0.10883533954620361,6.939005750697106,True
compact_equal_epoch,h02_rating,rw_000248,held_source,quantity,4.890054516494274,3.4344712048768997,-0.38974666595458984,8.324525721371174,True
compact_equal_epoch,h03_protest_duration,rw_001604,held_source,quantity_time,-1.9119703769683838,2.1081457932790126,-2.1123336156209316,0.19617541631062885,False
compact_equal_epoch,h04_cherry_food,rw2s0_009985,held_source,object,7.531831508735195,1.2437553405761719,3.4889220744371414,8.775586849311367,True
compact_equal_epoch,h05_eagle_feathers,rw2s1_013643,held_source,quantity,2.133476197719574,2.054804440587759,-0.045731544494628906,4.188280638307333,True
compact_equal_epoch,h06_ramadan_food,rw2s1_017873,held_source,object,12.164375256747007,10.2733916323632,0.6734733581542969,22.437766889110208,True
compact_equal_epoch,h07_modern_art_city,rw2s1_002259,held_source,location,5.289751383475959,5.805018275976181,1.3795912265777588,11.09476965945214,True
compact_equal_epoch,h08_navarino_year,rw2s0_004620,held_source,quantity_time,1.326003051828593,0.9906401205807924,0.08327150344848633,2.3166431724093854,True
compact_wordmatched,t01_skelton_value,rw2s0_002308,trained_content,property,11.43807265162468,5.702571868896484,1.5132489204406738,17.140644520521164,True
compact_wordmatched,t02_baku_institution,rw2s0_006924,trained_content,institution,6.308931403793395,5.144061246886849,2.015644073486328,11.452992650680244,True
compact_wordmatched,t03_oil_object,rw2s0_010026,trained_content,object,12.6489139162004,8.922619611024857,4.8821775913238525,21.571533527225256,True
compact_wordmatched,t04_casualty_uncertainty,rw2s0_014542,trained_content,qualification,0.4050922393798828,4.596606135368347,-1.0088615417480469,5.00169837474823,True
compact_wordmatched,t05_manning_role,rw2s0_019304,trained_content,role,13.307339653372765,3.5369254872202873,2.9071784019470215,16.844265140593052,True
compact_wordmatched,t06_mass_day,rw2s0_019852,trained_content,time,4.782664254307747,4.219438761472702,0.5650863647460938,9.002103015780449,True
compact_wordmatched,t07_music_change,rw2s0_020973,trained_content,ordered_change,6.301143825054169,0.927703857421875,3.7211391925811768,7.228847682476044,True
compact_wordmatched,t08_abingdon_refusal,rw2s0_025051,trained_content,polarity_action,3.60984605550766,6.459445208311081,-0.42850208282470703,10.06929126381874,True
compact_wordmatched,t09_route_opposite,rw2s0_029078,trained_content,spatial_relation,-1.9599895477294922,4.8101959228515625,-3.100344657897949,2.8502063751220703,False
compact_wordmatched,t10_clavering_number,rw2s1_005600,trained_content,quantity,4.135417819023132,3.8628015518188477,0.42232704162597656,7.99821937084198,True
compact_wordmatched,t11_horsemen_weapon,rw2s1_015912,trained_content,object,1.7807265520095825,1.6557927131652832,-2.686556339263916,3.4365192651748657,True
compact_wordmatched,t12_unseen_scandal_count,rw2s1_024034,trained_content,quantity,0.041165997584660774,-0.06786947590964187,-0.006286447956448615,-0.0267034783249811,False
compact_wordmatched,t13_bank_threshold,rw_004509,trained_content,quantity,1.1335690014141921,0.8069586937171629,0.09518630164010178,1.940527695131355,True
