checkpoint,words,contrast,arm_a,arm_b,status,A_affected_accuracy,B_affected_accuracy,affected_delta,A_unaffected_accuracy,B_unaffected_accuracy,unaffected_delta,EEBF_delta,affected_margin_delta,unaffected_margin_delta,signed_bias_margin_delta,offset_like_signature
chck_80M,80000000,VminusR,view,repeat,ok,0.453125,0.21875,0.234375,0.5677083333333334,0.7708333333333334,-0.203125,0.015625000000000056,0.8353183294530027,-0.8966368094746333,1.731955138927636,True
chck_80M,80000000,VminusB,view,breadth,ok,0.453125,0.3489583333333333,0.10416666666666669,0.5677083333333334,0.6145833333333334,-0.046875,0.02864583333333337,0.22108127011839923,-0.0781586259836331,0.29923989610203233,True
chck_80M,80000000,BminusR,breadth,repeat,ok,0.3489583333333333,0.21875,0.13020833333333331,0.6145833333333334,0.7708333333333334,-0.15625,-0.013020833333333315,0.6142370593346035,-0.8184781834910002,1.4327152428256036,True
chck_90M,90000000,VminusR,view,repeat,ok,0.4375,0.23958333333333334,0.19791666666666666,0.5833333333333334,0.78125,-0.19791666666666663,1.1102230246251565e-16,0.77110122681673,-0.8355615121545269,1.6066627389712569,True
chck_90M,90000000,VminusB,view,breadth,ok,0.4375,0.3958333333333333,0.041666666666666685,0.5833333333333334,0.6197916666666666,-0.03645833333333326,0.0026041666666667407,0.06418361303318909,0.11786932230461389,-0.0536857092714248,True
chck_90M,90000000,BminusR,breadth,repeat,ok,0.3958333333333333,0.23958333333333334,0.15624999999999997,0.6197916666666666,0.78125,-0.16145833333333337,-0.0026041666666666297,0.7069176137835409,-0.9534308344591408,1.6603484482426816,True
chck_100M,100000000,VminusR,view,repeat,ok,0.4479166666666667,0.23958333333333334,0.20833333333333334,0.5833333333333334,0.7760416666666666,-0.19270833333333326,0.0078125,0.7808146981600051,-0.8472638995153831,1.6280785976753882,True
chck_100M,100000000,VminusB,view,breadth,ok,0.4479166666666667,0.3854166666666667,0.0625,0.5833333333333334,0.625,-0.04166666666666663,0.01041666666666663,0.0356431445106864,0.1460167661619683,-0.1103736216512819,True
chck_100M,100000000,BminusR,breadth,repeat,ok,0.3854166666666667,0.23958333333333334,0.14583333333333334,0.625,0.7760416666666666,-0.15104166666666663,-0.0026041666666666297,0.7451715536493188,-0.9932806656773514,1.7384522193266703,True
