arm,arm_role,checkpoint,affected_accuracy,unaffected_accuracy,EEBF_composite,affected_margin_mean,unaffected_margin_mean,margin_signed_shift_toward_changed,train_binding_accuracy,eval_held_order_accuracy,elapsed_sec
view,V,chck_80M,0.453125,0.5677083333333334,0.5104166666666667,-0.44231564334283274,0.5382564046885818,-0.9805720480314146,0.51953125,,4.108
view,V,chck_90M,0.4375,0.5833333333333334,0.5104166666666667,-0.5238523403143821,0.6534358232359713,-1.1772881635503534,0.5234375,,4.138
view,V,chck_100M,0.4479166666666667,0.5833333333333334,0.515625,-0.5122779815768203,0.6336713984298209,-1.1459493800066411,0.525390625,,3.805
repeat,R,chck_80M,0.21875,0.7708333333333334,0.4947916666666667,-1.2776339727958355,1.4348932141632151,-2.7125271869590506,0.484375,,4.008
repeat,R,chck_90M,0.23958333333333334,0.78125,0.5104166666666666,-1.294953567131112,1.4889973353904982,-2.7839509025216103,0.486328125,,3.867
repeat,R,chck_100M,0.23958333333333334,0.7760416666666666,0.5078125,-1.2930926797368254,1.480935297945204,-2.7740279776820294,0.484375,,3.875
breadth,B,chck_80M,0.3489583333333333,0.6145833333333334,0.48177083333333337,-0.663396913461232,0.6164150306722149,-1.279811944133447,0.50390625,,3.821
breadth,B,chck_90M,0.3958333333333333,0.6197916666666666,0.5078125,-0.5880359533475712,0.5355665009313574,-1.1236024542789287,0.494140625,,4.027
breadth,B,chck_100M,0.3854166666666667,0.625,0.5052083333333334,-0.5479211260875066,0.4876546322678526,-1.0355757583553593,0.494140625,,4.095
