role,checkpoint,n,gain,gain_se,repeated_nll,unrepeated_nll
ALN,chck_100M,2000,3.8763355409703895,0.08590346644495145,0.4454057440642739,4.321741285034664
ALN,chck_80M,2000,3.8077206562162957,0.08474505241949896,0.4804508168941065,4.288171473110402
ALN,chck_90M,2000,3.8568640328676884,0.08538974015185703,0.450725629539016,4.307589662406705
OFF,chck_100M,2000,2.362172064810955,0.057823810506657705,1.250497979581771,3.612670044392726
OFF,chck_80M,2000,2.289853086320284,0.05578486961028433,1.3432974389470667,3.6331505252673506
OFF,chck_90M,2000,2.337721784456866,0.057220683587151495,1.2682155480921788,3.6059373325490442
