contrast,role_a,role_b,n,delta_gain,gain_a,gain_b,delta_repeated_nll,delta_unrepeated_nll
ALNminusOFF,ALN,OFF,2000,1.5170577648220895,3.8469734100181245,2.329915645196035,-0.8284762587078736,0.688581506114216
