token_class,contrast,role_a,role_b,n,delta_T,T_a,T_b,delta_U,U_a,U_b,delta_N,N_a,N_b,delta_A_T,A_T_a,A_T_b,delta_A_U,A_U_a,A_U_b,delta_G,G_a,G_b
nonoverlap,ALNminusOFF,ALN,OFF,2730,0.12790675309483301,6.919960595342366,6.792053842247533,0.03601159480933802,8.147182597028221,8.111171002218883,-0.06516933990653762,8.405319447781986,8.470488787688524,-0.19307609300137107,1.4853588524396202,1.6784349454409913,-0.10118093471587508,0.25813685075376497,0.35931778546964005,-0.09189515828549588,1.2272220016858553,1.3191171599713511
overlap,ALNminusOFF,ALN,OFF,3170,-1.695104411855579,1.7465731022818762,3.441677514137455,0.13154157848840686,8.0610587608835,7.9295171823950925,0.004378602294529799,8.289801750278157,8.285423147983627,1.6994830141501103,6.543228647996281,4.84374563384617,-0.12716297619387534,0.2287429893946571,0.35590596558853244,1.8266459903439856,6.314485658601623,4.487839668257638
