column,uid,score_delta_legal_step35_minus_old_ref,legal_step35_16k_mean_log10_pool_count_plus1,legal_step35_16k_frac_pool_count_lt_50,legal_step35_16k_frac_pool_count_lt_100,legal_40k_mean_log10_pool_count_plus1,legal_40k_frac_pool_count_lt_50,legal_40k_frac_pool_count_lt_100,legal_40k_minfreq50_mean_log10_pool_count_plus1,legal_40k_minfreq50_frac_pool_count_lt_50,legal_40k_minfreq50_frac_pool_count_lt_100,legal_step35_16k_vs_old_token_multiset_jaccard,legal_step35_16k_vs_old_b_not_in_a_frac,legal_40k_vs_old_token_multiset_jaccard,legal_40k_vs_old_b_not_in_a_frac,legal_40k_vs_step35_b_not_in_a_frac
BLiMP,adjunct_island,7.22,3.4846310383336583,0.0011571841851494697,0.06190935390549662,3.365682618713302,0.09777826660800704,0.20369555653321603,3.4373554359878153,0.0029225032752191876,0.1149853874836239,0.8506941334527541,0.08408871745419477,0.7053752089381543,0.11812582490101187,0.11944566652001765
BLiMP,anaphor_gender_agreement,-10.71,3.613315766801182,0.0021793797150041912,0.05498742665549036,3.524129552685014,0.08877186383298853,0.1745345119428249,3.574449008669404,0.005541125541125541,0.09575757575757576,0.8607535321821036,0.0808046940486169,0.7458709878466812,0.09968027082941511,0.10137295467368812
BLiMP,anaphor_number_agreement,-7.41,3.6285051852218584,0.0019887305270135896,0.04922108054358634,3.568300062002072,0.066811515480717,0.14267608183957994,3.5993597974859335,0.0040781648258283775,0.08207306711979609,0.8973270440251573,0.05419290686112033,0.7883008356545961,0.07767517653449207,0.07224334600760451
BLiMP,animate_subject_passive,-3.58,3.838913018726677,0.0034274427791332637,0.04699663064947136,3.7890881132520633,0.06513070447496677,0.11956452940059498,3.817470671301518,0.005591909577632362,0.06757882212968472,0.8940094703226517,0.05675612873242708,0.7927061253328985,0.07684030634850303,0.0734223685043357
BLiMP,animate_subject_trans,-11.91,3.6023139902048857,0.002290622763063708,0.06170365068002863,3.517940535981131,0.08631023735315273,0.16590745624550468,3.5693733518975543,0.005676373018798378,0.09060081091043126,0.8645770544504722,0.07594846098783103,0.7426023778071335,0.10149444577639255,0.10053544313913532
BLiMP,causative,-4.4,3.5865815848687514,0.0018059045226130653,0.05841708542713568,3.4638149816820003,0.10499417197166681,0.18586927284138796,3.5460754202015363,0.003977272727272727,0.09204545454545454,0.8586156111929307,0.08448492462311563,0.7203839720747582,0.11180848202277416,0.12229893302250516
BLiMP,complex_NP_island,6.97,3.6318919720752736,0.004702798550612905,0.05527715673425333,3.5545491235594193,0.08284074359633342,0.15668637025614665,3.6021381777638406,0.00673480706758577,0.08747325885429047,0.8875718129590575,0.05905481458638506,0.748298355076574,0.0958622462092007,0.09200719609354924
BLiMP,coordinate_structure_constraint_complex_left_branch,1.33,3.49272972935728,0.0028361251440219798,0.0654967650447576,3.380637490283948,0.1142651445027255,0.20847475059138126,3.4491642342715014,0.005542725173210162,0.10836027713625866,0.8227992813980075,0.10697509527607907,0.7066995478832717,0.11580787822688465,0.13360074051218762
BLiMP,coordinate_structure_constraint_object_extraction,-2.64,3.741298046432983,0.002546885853206761,0.058231072007409124,3.6868130305913303,0.07934247993787212,0.15894382604193633,3.7125254964322076,0.005020320344250538,0.09132201769065264,0.8544747921839577,0.08369993053947677,0.7579163514535826,0.09228578824747602,0.09383898524462853
BLiMP,determiner_noun_agreement_1,-2.16,3.6095419725400655,0.0013883104262113009,0.06233513813688741,3.526144914627774,0.08474970896391153,0.173302289483896,3.579148828441882,0.004302000430200043,0.09521760952176095,0.8703318152244632,0.0714285714285714,0.7402364972834772,0.1012029491656965,0.09771051610399695
BLiMP,determiner_noun_agreement_2,-2.47,3.6011204064045654,0.002234012845573862,0.0652052499301871,3.5110934876050464,0.08859772266417096,0.17594759007955077,3.5711375562701884,0.004880849842090152,0.09517657192075797,0.8818576503091698,0.06408824350740017,0.7418069656856445,0.09967243799719228,0.09842458274840116
BLiMP,determiner_noun_agreement_irregular_1,-1.62,3.631131420861133,0.006626277925028398,0.0693865959863688,3.5170330372271152,0.12019693888472653,0.1946912126725891,3.5939983967838423,0.01171875,0.10537109375,0.8628450852822226,0.07099583491101857,0.6955672554347826,0.12330086695922082,0.11452424274858186
BLiMP,determiner_noun_agreement_irregular_2,4.52,3.695431761554215,0.01178531613314222,0.06561554387641344,3.5794181604580255,0.1033145275035261,0.16625528913963328,3.6686452306573503,0.015462239583333334,0.08984375,0.8848175401711968,0.06163401815575731,0.7482435597189696,0.09873060648801124,0.09397038081805364
BLiMP,determiner_noun_agreement_with_adj_2,-0.85,3.549480546809326,0.0007165890361877463,0.05911859548548907,3.4673639146183466,0.07513534926713324,0.15396804436815,3.517388791959822,0.004427499692534744,0.08830402164555405,0.9036363636363637,0.05028066403917353,0.7541235979766879,0.09441436682952598,0.08715172322725473
BLiMP,determiner_noun_agreement_with_adj_irregular_1,-1.53,3.613383180171633,0.01420903062835491,0.05730975686769814,3.5258333753013975,0.0861024575977847,0.1485808238144687,3.581121821967206,0.01928062216461439,0.08716785482825665,0.9117824773413897,0.04704767919166408,0.777059773828756,0.08428521979923853,0.08255451713395634
BLiMP,determiner_noun_agreement_with_adj_irregular_2,3.09,3.6001948747989645,0.0130475302889096,0.05831447210757556,3.478814153209177,0.10463045414069456,0.15924606708222025,3.5673479733176308,0.019246519246519246,0.08626808626808627,0.903184875015861,0.05232325921981096,0.7433823529411765,0.09973285841495994,0.0982487384980707
BLiMP,determiner_noun_agreement_with_adjective_1,-0.54,3.5536816099017385,0.0012022120702091848,0.056143303678768935,3.4714459606979258,0.08028952483077542,0.1544132430802225,3.518060227262323,0.0054425134516667695,0.08757498917681984,0.8871690196745479,0.0594493868718442,0.7424108621260624,0.09851886602774618,0.09402855036525704
BLiMP,distractor_agreement_relational_noun,-0.89,3.733092647934234,0.00516244879636384,0.050558330060041526,3.6479148638038263,0.08947268227679421,0.1579414937496034,3.701961352598274,0.007764515007532739,0.0884227604589176,0.8703567681007345,0.06913192301217663,0.7268380462724936,0.10292531251982995,0.09746811345897577
BLiMP,distractor_agreement_relative_clause,-3.22,3.6183903864722846,0.0023208836549619633,0.05944040916319251,3.5367251524349155,0.08290204643654148,0.16186315939414084,3.586873713990234,0.005560949774913938,0.09219701650631124,0.8928600405679513,0.05406799329522505,0.7470916522559345,0.0974312710697498,0.08717534779924985
BLiMP,drop_argument,0.54,3.7274162512716056,0.003103039153052843,0.06123939034407228,3.6521535870691326,0.09123234786142437,0.16316163771207964,3.702698648247012,0.005342080599812559,0.08491096532333646,0.8718824735223779,0.06835812722460533,0.7374091706339263,0.10301737275220968,0.097124860306817
BLiMP,ellipsis_n_bar_1,7.48,3.6447642008363146,0.003959835949653515,0.053528496676566256,3.5708351215274874,0.07920482116302731,0.1487829693981373,3.6160348065882975,0.007046346070027605,0.08310329798053175,0.8952809290461167,0.05692264177626927,0.760862441837604,0.09133599436487438,0.08984894732722859
BLiMP,ellipsis_n_bar_2,-0.24,3.5963242146801235,0.0054292929292929296,0.05659722222222222,3.5140182586600366,0.0863215680754478,0.1557870288911567,3.5627401435081723,0.009572638478761723,0.08900931304150307,0.8889386074816539,0.059374999999999956,0.7428322692977365,0.09920118239082243,0.09596368371045505
BLiMP,existential_there_object_raising,3.57,3.7374702397113087,0.0033757261736536348,0.05962474485790548,3.645577858297292,0.11054205946337926,0.18546047860768672,3.695341051137634,0.005155693768157453,0.10278652972707558,0.8659752105630953,0.07579682838750201,0.6904940520844497,0.12395757795503992,0.12717548948513413
BLiMP,existential_there_quantifiers_1,0.11,3.72114721456074,0.001645097609124808,0.04354025005483659,3.631769352248606,0.09418662674650699,0.16841317365269462,3.68085073845944,0.003198537811286269,0.08898789124971442,0.872327238921599,0.073810046062733,0.7244732576985413,0.10778443113772451,0.11714071856287422
BLiMP,existential_there_quantifiers_2,-6.58,3.6678517696725077,0.0015703869882220977,0.044195176668536174,3.572459817841434,0.08938120702826585,0.1651387827858416,3.6243940175258587,0.002922609305588029,0.09212064531213468,0.8787204745260035,0.06943353897924842,0.7279038441612268,0.10555131143366436,0.11395467277820215
BLiMP,existential_there_subject_raising,5.3,3.868658087160701,0.0015097504717970225,0.03820507443908576,3.8075746736265637,0.07424214071856287,0.13940868263473055,3.8407414417543215,0.0026071087164334754,0.07834361692882594,0.8916222875765043,0.059131893478716724,0.7470481204753978,0.09725860778443118,0.09805389221556882
BLiMP,expletive_it_object_raising,2.37,3.819971799443864,0.001776461880088823,0.053478904515173946,3.756441102182412,0.08263920233063887,0.14619835049854335,3.792302261657327,0.0044517160033483,0.07959820409405677,0.8908021839563208,0.05803108808290158,0.7523364485981309,0.09494891469369338,0.08912231750851418
BLiMP,inchoative,-1.87,3.6790599028234885,0.003608299087902175,0.05602886639270322,3.5796391673864187,0.0949983215844243,0.16448472641826117,3.6483339031117943,0.005571605447791993,0.08697895171275279,0.8670352323838081,0.07256690387892151,0.7355941549489936,0.10439744880832491,0.10126440640035805
BLiMP,intransitive,0.34,3.693197918691227,0.0036024385738038056,0.061426196194346944,3.6059057227358577,0.09686107945716357,0.16999896405262613,3.6740819022258657,0.005423922352269483,0.08316680940146541,0.8911159737417943,0.059578791797524455,0.7301439458086367,0.10670257950896089,0.10587382160986225
BLiMP,irregular_past_participle_adjectives,4.16,3.8679422819810574,0.0007367025195226168,0.02151171357006041,3.840043161169226,0.03145235892691952,0.056120875732346594,3.853736722384693,0.001791044776119403,0.03134328358208955,0.9595667870036101,0.02092235155444233,0.8853367433930094,0.03931544865864944,0.03839037927844591
BLiMP,irregular_past_participle_verbs,0.43,3.6212927217275497,0.0015203344735841885,0.05264158114785253,3.5564194490330028,0.08571125490612072,0.14829744351331284,3.5897544049771297,0.003125,0.07578125,0.88005027832645,0.06860509312048646,0.7589752681499867,0.09175771719529013,0.09536437891163674
BLiMP,irregular_plural_subject_verb_agreement_1,-1.99,3.5667598577153954,0.004970760233918129,0.05964912280701754,3.418551893805935,0.13409342295584106,0.21432825661533225,3.516135862237712,0.006825938566552901,0.10542282897231703,0.8348729013552694,0.09488304093567257,0.6772353409392412,0.13128562920105502,0.13162596783799885
BLiMP,irregular_plural_subject_verb_agreement_2,-2.13,3.8376906404233706,0.021582150101419877,0.05849898580121704,3.766583220091345,0.08586433260393873,0.1373304157549234,3.8192414088550684,0.024824162184526273,0.07885808853951179,0.9086259009532667,0.04876267748478702,0.8128820293398533,0.06879649890590811,0.06853391684901533
BLiMP,left_branch_island_echo_question,19.96,3.5219942541922578,0.0038395339600158875,0.06242552628094797,3.4121855256432383,0.102993289602654,0.18977606876272338,3.4812256471615846,0.005682596193345201,0.09468711488429413,0.8378594249201278,0.09724612736660931,0.7401277044200607,0.09982658523712584,0.1157355047877554
BLiMP,left_branch_island_simple_question,-4.62,3.469691535397245,0.00355216418892251,0.06130772266806999,3.3523118274642494,0.11392024078254327,0.1960872836719338,3.428507048547394,0.005710401087695445,0.09490142760027193,0.8248326232501522,0.1085383502170767,0.7486917518066285,0.09571106094808124,0.12294958615500373
BLiMP,matrix_question_npi_licensor_present,-9.47,3.5370509650656086,0.0012526371308016879,0.054390822784810125,3.4432164262264324,0.0814456418151162,0.15519390074041492,3.5019926695124033,0.0037313432835820895,0.08175033921302578,0.8713762493016326,0.07456487341772156,0.7692260138476755,0.08782347335239349,0.09376145443882411
BLiMP,npi_present_1,-7.15,3.5666159594651994,0.0022613065326633165,0.05012562814070352,3.488352021252876,0.07806228373702422,0.13716262975778545,3.5399630860004536,0.004261913986826811,0.0778767919411081,0.8987796123474515,0.05628140703517592,0.778078007518797,0.08332179930795847,0.08456747404844289
BLiMP,npi_present_2,-2.18,3.561784133707681,0.0030064423765211166,0.06170365068002863,3.4703397149559723,0.09328418015707646,0.16797563712133354,3.533772957055501,0.006045414332055441,0.09127101150103215,0.8729497176660392,0.07043664996420906,0.7401346179226607,0.10113800288507768,0.10001602820964894
