column,uid,score_delta_legal_step35_minus_old_ref,legal_step35_16k_mean_log10_pool_count_plus1,legal_step35_16k_frac_pool_count_lt_50,legal_step35_16k_frac_pool_count_lt_100,legal_40k_mean_log10_pool_count_plus1,legal_40k_frac_pool_count_lt_50,legal_40k_frac_pool_count_lt_100,legal_40k_minfreq50_mean_log10_pool_count_plus1,legal_40k_minfreq50_frac_pool_count_lt_50,legal_40k_minfreq50_frac_pool_count_lt_100,legal_step35_16k_vs_old_token_multiset_jaccard,legal_step35_16k_vs_old_b_not_in_a_frac,legal_40k_vs_old_token_multiset_jaccard,legal_40k_vs_old_b_not_in_a_frac,legal_40k_vs_step35_b_not_in_a_frac
BLiMP,only_npi_licensor_present,24.26,3.5575539773838996,0.0013070186903672723,0.051757940138543984,3.4684001145957093,0.0854614045269878,0.14785258270458504,3.5278641467836116,0.0033521051220166266,0.07817109144542773,0.8939262203452987,0.05933864854267412,0.7624376596521104,0.09053975623911781,0.0902495647127104
BLiMP,only_npi_scope,3.71,3.6070670528078774,0.0037750688163586316,0.0576484467164766,3.5229114437718168,0.08654182709135456,0.1587766888344417,3.5776761075304613,0.006988769491799305,0.0880665750989739,0.880020711591094,0.06433346441211163,0.743739837398374,0.0994487224361218,0.09450472523626186
BLiMP,passive_1,-2.62,3.6632465758385946,0.006497542234024521,0.06407141646420701,3.584960539130377,0.09777777777777778,0.1646984126984127,3.637079416126107,0.007585408222350897,0.08697162709901564,0.8695170229612035,0.06926945025142661,0.7260959257349149,0.10609523809523813,0.10120634920634919
BLiMP,passive_2,1.88,3.704890002768917,0.007217321571772253,0.06760224538893345,3.632699045243664,0.09871013973486206,0.16821927624507346,3.676489180406291,0.009524591509976189,0.09204368174726989,0.8574192588182765,0.07602245388933437,0.7354365370506236,0.1021139376567538,0.0965603726262988
BLiMP,principle_A_c_command,-0.31,3.6132554981039986,0.0026696520840509817,0.05149844987943507,3.5442910098368046,0.07439185366773525,0.14454082594757683,3.5876371836411405,0.005299885169154668,0.08303153431675647,0.8985519103329788,0.05416810196348609,0.779559118236473,0.08306618894965112,0.07948331133320763
BLiMP,principle_A_case_1,-0.33,3.725049239459076,0.0021842732327243845,0.050536139793486895,3.6701905723641906,0.0704362925982201,0.1356631213370957,3.69961350955827,0.00489047376464595,0.07570045848191544,0.8924822695035461,0.06294678316123903,0.8007896963429538,0.07553722596049495,0.07846754938137612
BLiMP,principle_A_case_2,4.37,3.5286205283725973,0.0017956252040483187,0.0531069757318533,3.4349318820408623,0.08961007507871155,0.16166141922983773,3.498067368302871,0.0036918946131901326,0.08329137998545617,0.8858056529812255,0.065513113505278,0.7552734078607921,0.09596754662145801,0.09832889319447813
BLiMP,principle_A_domain_1,-5.47,3.704038736699472,0.0016003200640128026,0.052910582116423285,3.656057244863392,0.07834458337944009,0.1469514219320571,3.6800163254305382,0.004423413229091657,0.08250180022631416,0.886549041927528,0.06521304260852168,0.7771830985915493,0.0840987053225628,0.08609051676441293
BLiMP,principle_A_domain_2,-4.81,3.4967820994827763,0.003303964757709251,0.058480176211453745,3.4164378563634386,0.08134556574923547,0.1598776758409786,3.4635063986800874,0.007034263671431813,0.08951667801225323,0.8732876712328768,0.07323788546255505,0.7700010323113451,0.08758409785932719,0.0912538226299694
BLiMP,principle_A_domain_3,-2.02,3.4656314898287026,0.002236761169826092,0.06441872169099144,3.3608905675637515,0.09213288872421885,0.17407681857478077,3.4295366969298415,0.006222631942843973,0.09466466927863564,0.8602921924909672,0.08130626852317846,0.7752885624344177,0.08750154378164754,0.08842781277016176
BLiMP,principle_A_reconstruction,-20.89,4.018415087064154,0.0005545081512698237,0.03593212820228457,3.99718121939999,0.05535671677403961,0.10582199952278692,4.0055870275371275,0.0030581039755351682,0.06116207951070336,0.9075193551808252,0.051014749916823754,0.826805643293325,0.06311142925316149,0.0626342161775233
BLiMP,regular_plural_subject_verb_agreement_1,-11.13,3.5682532402666762,0.0019582737064095805,0.07147699028394969,3.4488392012657587,0.10056632915737086,0.19641324866998455,3.523064787369252,0.0041396547684136534,0.11005233148480825,0.859322272215973,0.0793854033290653,0.7044767920900852,0.11961558263257255,0.11747039643041013
BLiMP,regular_plural_subject_verb_agreement_2,-2.22,3.7439337743725165,0.0013837638376383763,0.056349938499384994,3.6642633711468715,0.09381152101343833,0.16476932294787297,3.7158664673738926,0.004107749427284936,0.08776364641756852,0.8918663761801017,0.055888683886838875,0.7358887952822241,0.10279893862877687,0.09672173243173843
BLiMP,sentential_negation_npi_licensor_present,-4.03,3.65026341731044,0.0022002200220022,0.06548549591801285,3.593430130485888,0.08976347421481194,0.15257851880573867,3.6225134237605356,0.004506374147643048,0.09018677734954046,0.8884925643417659,0.06253256904637827,0.7504024900719115,0.09635517642497093,0.09894015768385678
BLiMP,sentential_negation_npi_scope,-4.13,3.7116349442152914,0.0023229621286780236,0.04885259749401661,3.640452215410307,0.07888377893834282,0.14397069140229168,3.683020323185978,0.004125352826228559,0.07874357675327495,0.8890592706180412,0.06131212163874422,0.7670927564732875,0.08784784472679086,0.08886117390287629
BLiMP,sentential_subject_island,-5.83,3.62801691317849,0.0017597888253409592,0.052441706995160584,3.523504188557934,0.10291007954888733,0.19474373174906856,3.5762702533699886,0.0035822540644805732,0.10976393864241757,0.8806738030039001,0.06616805983282004,0.7079646017699115,0.11388581210351423,0.11831638304299663
BLiMP,superlative_quantifiers_1,1.43,3.645727886599444,0.0006123073783039086,0.0428615164812736,3.588128758422256,0.05395644084491628,0.11043011929517348,3.623498966800326,0.0019820571667014397,0.06582516169413728,0.9200351493848857,0.03837126237371158,0.8055106888361045,0.0721243296486812,0.06413483637955564
BLiMP,superlative_quantifiers_2,9.44,3.6621790462636885,0.0007106598984771574,0.044771573604060914,3.601244650793182,0.05481529628425956,0.11331383382082115,3.641572777231163,0.0027889680818097306,0.06466274145232931,0.9203651548994853,0.037868020304568484,0.8130619971604354,0.06943993066839993,0.05882352941176472
BLiMP,tough_vs_raising_1,-10.97,3.914246115807271,0.002459880520089024,0.04158369450626684,3.881444646144926,0.044454170313867704,0.10653995248218082,3.9018243881484103,0.0031161982381494578,0.06394199077125906,0.8876769679942709,0.05622584045917767,0.8127048284902775,0.06971364261598101,0.057146429911216656
BLiMP,tough_vs_raising_2,12.39,3.7632434707709437,0.0023075813662804673,0.05307437142445075,3.697235865650576,0.0808768755985953,0.14722783867191658,3.7400174599842275,0.00425195293186987,0.0775734203500445,0.8731403840952123,0.06889091870583142,0.7551264980026631,0.09476428647440671,0.08816643609662655
BLiMP,transitive,2.65,3.551009932211592,0.004483122362869198,0.07351002109704641,3.431838732259169,0.11194539249146758,0.20144103147516118,3.5079317094423033,0.007634628493524199,0.10961145194274029,0.8482104619149587,0.08597046413502107,0.6929166916571703,0.12377701934015928,0.12362533181645807
BLiMP,wh_island,-5.1,3.703204919054452,0.002170094037408288,0.0504288519169164,3.658305165890541,0.05453732677693339,0.12751452838623156,3.677738897006926,0.0047877433769549956,0.08181721459729759,0.901591043017089,0.051358892218662855,0.7942224362060665,0.07822977201609294,0.07096557890031296
BLiMP,wh_questions_object_gap,-17.34,3.6258018329512396,0.005613247263541959,0.0682009542520348,3.544997489002925,0.09169024415802159,0.1705962485591533,3.593654197331427,0.01202616894362132,0.0970752357129113,0.8749780663274259,0.06698475067826737,0.7274513153399385,0.10751336057843441,0.10101645184952324
BLiMP,wh_questions_subject_gap,-4.45,3.6118434870998244,0.004982817869415807,0.06451890034364262,3.5253644043839385,0.09818288393903869,0.17799921844470495,3.5753211970627414,0.009981285090455396,0.10141698600837715,0.8743430096223821,0.07104810996563571,0.7188412660825637,0.1102969910121141,0.11205549042594765
BLiMP,wh_questions_subject_gap_long_distance,-1.17,3.6459023520864475,0.005833281063789751,0.06404064479708964,3.5676934104796443,0.09224598930481283,0.16486068111455107,3.614952523643697,0.011641443538998836,0.09539516233346268,0.8920009494422027,0.05714106504422001,0.7304447632711621,0.10441880101322831,0.10075992119335775
BLiMP,wh_vs_that_no_gap,-4.3,3.63870110858451,0.0030603060306030605,0.06147614761476147,3.5629533771342192,0.08623465486013282,0.16240692292211711,3.604142907899675,0.00577442488590854,0.09397410822389866,0.886963906581741,0.05994599459945993,0.7362646427982181,0.10193197826524447,0.095190179110485
BLiMP,wh_vs_that_no_gap_long_distance,-6.51,3.6457948126883646,0.0032664489034064394,0.061329244717018866,3.5715458715989823,0.08114099911321312,0.15888264853680165,3.6172583733691677,0.0053674649050371595,0.0935177539223782,0.8866050663146646,0.05972935137657487,0.7458715596330275,0.0988028377180018,0.09222583505764115
BLiMP,wh_vs_that_with_gap,4.35,3.7474928217838306,0.002461841457410143,0.0569177744953225,3.696959776519623,0.06646623000107377,0.1387308063996564,3.7301775667987833,0.004374364191251271,0.08351983723296033,0.9118088097469541,0.041949778434268836,0.7660285353079285,0.08912273166541396,0.07698915494470093
BLiMP,wh_vs_that_with_gap_long_distance,5.16,3.734437729096016,0.003981514397440455,0.06093138997511553,3.6798251594641345,0.07493742177722153,0.14815394242803503,3.7134586664859643,0.0065282769749871634,0.08714149490207584,0.9028077753779697,0.04898684678279419,0.7579696890514763,0.09238110137672095,0.0843241551939925
Supplement,hypernym,1.3,4.140105260923223,0.0010257813034261095,0.0149764070300212,4.107403387854268,0.04755728491137051,0.06427439112264015,4.128158114893346,0.005643884644504095,0.019891251978801018,0.9465034267083638,0.027217397250906106,0.8630897921840283,0.04834990632656,0.05108805303357833
Supplement,qa_congruence_easy,-12.5,4.394929200209774,0.0019505851755526658,0.005201560468140442,4.038662281466169,0.08759124087591241,0.09367396593673966,4.051326702341825,0.07905853952926976,0.08630054315027158,0.8304580606781677,0.09232769830949283,0.7537190082644628,0.16788321167883213,0.09063260340632606
Supplement,qa_congruence_tricky,-3.64,4.236160935449129,0.0019315673289183224,0.0184878587196468,3.858825807582292,0.09855892949047865,0.11219763252702007,3.8739559528879974,0.08564167725540026,0.10470139771283354,0.8104738154613467,0.10320088300220753,0.7220695970695971,0.18836850231600621,0.10087493566649508
Supplement,subject_aux_inversion,1.42,3.770096427019904,0.002174933500234705,0.032976060084493816,3.7348874499125904,0.04791940940223641,0.0877147666105621,3.7562243804906017,0.0033721179923172973,0.05056586366781456,0.923852990631756,0.037145986543576925,0.8315716539147613,0.05997633609412234,0.05636009132267905
Supplement,turn_taking,2.85,4.491385201501791,0.0,0.0016732901066722444,4.262481641534938,0.04855721393034826,0.051741293532338306,4.26959745719541,0.04855721393034826,0.05014925373134328,0.9028855721393034,0.05103534825350342,0.8610742076295312,0.09711442786069657,0.048557213930348286
EWoK,agent-properties,0.6,3.8156006860811242,0.0,0.06112977454997379,3.716896822845309,0.08400476856038806,0.15144290060018087,3.7818776069189295,0.0,0.0883005707038681,0.9171691526499524,0.04596384255393515,0.859995529394233,0.05105648277563102,0.05716106223793471
EWoK,material-dynamics,-8.83,3.785632882603296,0.000923041421483789,0.10326525902849891,3.6467161854913144,0.10923744575325481,0.20161190328580286,3.7726362000551843,0.0009301244041390535,0.10917335193582142,0.9066390041493776,0.04199838467751238,0.7594447923189314,0.09770613763174207,0.07464352138871666
EWoK,material-properties,4.97,4.009640874645321,0.009989297181591153,0.08740635033892258,3.993117526855761,0.04742033383915023,0.12177541729893779,3.999301454825533,0.010360843158270811,0.09253304751697035,0.91701244813278,0.05387085265786662,0.8946441155743481,0.03679817905918059,0.040591805766312605
EWoK,physical-dynamics,-19.5,4.1132848317556086,0.0,0.03788300835654596,4.095228322914314,0.03529411764705882,0.09,4.097386351557881,0.0,0.06136363636363636,0.9162162162162162,0.055710306406685284,0.9166666666666666,0.02941176470588236,0.055882352941176494
EWoK,physical-interactions,-3.31,4.051318909107401,0.0041417395306028535,0.05595950299125633,3.984594836933596,0.04481459448740829,0.12254610350981558,3.995784410858584,0.004274722143060701,0.08891422057566258,0.9194384835479256,0.05356649792913026,0.8632801945420157,0.049672813801308724,0.06494150307356727
EWoK,physical-relations,-1.83,4.128925207489566,0.0,0.021225309675259457,4.109252511902259,0.028849520341712766,0.05062670681324837,4.117596285203515,0.0,0.024518035870222343,1.0,0.0,0.9044390848054233,0.028429381695959655,0.028429381695959655
EWoK,quantitative-properties,-5.8,3.876355663696619,0.0006734006734006734,0.08316498316498316,3.7849903918826513,0.08171134777818582,0.1485493940506794,3.8748578716024147,0.0006870491240123669,0.097389213328753,0.8840255591054313,0.06835016835016838,0.8108974358974359,0.07087770840984209,0.07712082262210795
EWoK,social-interactions,5.78,3.7239667031592094,0.0,0.06164965986394558,3.452529533453514,0.17367773677736778,0.22238622386223864,3.687979241027167,0.0,0.07452078397587766,0.878885748889786,0.07440476190476186,0.6988046247305506,0.12275522755227553,0.15596555965559655
EWoK,social-properties,-13.75,3.7087210474884107,0.0,0.08617021276595745,3.598975041036853,0.10695432637135643,0.18062887307780584,3.683803062745028,0.002173913043478261,0.10869565217391304,0.9153861913542307,0.04936170212765956,0.8190264593011513,0.0693137479917374,0.07413357815010324
EWoK,social-relations,2.52,3.767444889509365,0.0034078807241746537,0.07020234291799787,3.5223716657394655,0.1641169635941131,0.22221146398140976,3.7459467906387736,0.005545286506469501,0.07888062588660104,0.8559308403699236,0.0932055378061768,0.7266823379417506,0.11701200619674668,0.13647366382649107
EWoK,spatial-relations,3.06,4.1287614387458715,0.0,0.05164875204955365,4.090758923054453,0.040206777713957496,0.09295424085774459,4.106568239096367,0.0,0.06720281013126271,0.9605334294467471,0.028967024959008936,0.9167419180061405,0.028144744399770216,0.039632395175186685
