pair_id,origin,domains,source_words,second_words,view_content_recall,repeat_content_recall,supplied_content_recall,supplied_entity_recall,view_anchor_recall,repeat_anchor_recall,view_bigram_coverage,repeat_bigram_coverage,view_trigram_coverage,repeat_trigram_coverage,view_sequence_ratio,repeat_sequence_ratio,view_complete,repeat_complete,view_pronoun_shift,repeat_pronoun_shift,view_voice_shift,repeat_voice_shift,view_anchor_order_inversion,repeat_anchor_order_inversion,view_prep_shift,repeat_prep_shift,view_event_reexpression,repeat_event_reexpression,view_identity_variation,repeat_identity_variation,view_role_reexpression,repeat_role_reexpression,source_state_hits,view_state_hits,repeat_state_hits,source_property_hits,view_property_hits,repeat_property_hits,view_entity_signature_hits,repeat_entity_signature_hits
compact:frontier_consolidation_fwcompact_medium_046028,old_selected_1x_medium,science_physical,24,15,0.9,1.0,0.6923076923076923,1.0,1.0,0.0,0.5,0.9285714285714286,0.3076923076923077,0.8461538461538461,0.5128205128205128,0.5128205128205128,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
compact:frontier_consolidation_fwcompact_medium_030624,old_selected_1x_medium,no_domain,24,15,1.0,1.0,0.6153846153846154,1.0,nan,nan,0.6428571428571429,1.0,0.46153846153846156,1.0,0.6842105263157895,0.7567567567567568,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_035003,old_selected_1x_medium,no_domain,36,21,0.8571428571428571,1.0,0.6470588235294118,1.0,1.0,0.5,0.4,0.95,0.2631578947368421,0.8947368421052632,0.45614035087719296,0.49122807017543857,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,2,1,1,0
compact:frontier_consolidation_fwcompact_medium_031347,old_selected_1x_medium,science_physical,19,10,1.0,1.0,0.46153846153846156,1.0,1.0,0.0,0.3333333333333333,0.8888888888888888,0.125,0.75,0.5517241379310345,0.5517241379310345,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
compact:frontier_consolidation_fwcompact_medium_015071,old_selected_1x_medium,science_physical,23,11,0.6666666666666666,1.0,0.46153846153846156,1.0,1.0,0.0,0.18181818181818182,0.9090909090909091,0.0,0.8,0.3888888888888889,0.4444444444444444,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_056778,old_selected_1x_medium,science_physical,21,13,0.7,1.0,0.6666666666666666,1.0,nan,0.0,0.3076923076923077,0.9166666666666666,0.16666666666666666,0.9090909090909091,0.5,0.6857142857142857,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
compact:frontier_consolidation_fwcompact_medium_005391,old_selected_1x_medium,causal_relational|quant_numeric,27,20,0.9230769230769231,1.0,0.7333333333333333,1.0,1.0,0.75,0.7894736842105263,0.9473684210526315,0.6111111111111112,0.8888888888888888,0.6808510638297872,0.7659574468085106,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2,2,1,0,0,0,1,1
compact:frontier_consolidation_fwcompact_medium_023863,old_selected_1x_medium,geography_places,23,10,0.7777777777777778,1.0,0.5833333333333334,1.0,0.5,0.5,0.3333333333333333,0.8888888888888888,0.0,0.75,0.24242424242424243,0.48484848484848486,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,1,1,2,0,1,0,0
compact:frontier_consolidation_fwcompact_medium_037105,old_selected_1x_medium,causal_relational,29,19,0.7272727272727273,1.0,0.5333333333333333,1.0,nan,0.0,0.5555555555555556,0.9444444444444444,0.35294117647058826,0.8823529411764706,0.625,0.5416666666666666,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_012608,old_selected_1x_medium,no_domain,17,11,1.0,1.0,0.7,1.0,nan,0.0,0.6,0.9,0.3333333333333333,0.7777777777777778,0.6428571428571429,0.42857142857142855,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
compact:frontier_consolidation_fwcompact_medium_013869,old_selected_1x_medium,no_domain,31,20,1.0,1.0,0.9333333333333333,1.0,1.0,0.0,0.631578947368421,0.9473684210526315,0.3888888888888889,0.8888888888888888,0.5490196078431373,0.6666666666666666,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_035424,old_selected_1x_medium,science_physical,24,14,0.8888888888888888,1.0,0.6153846153846154,1.0,nan,0.0,0.46153846153846156,0.9230769230769231,0.16666666666666666,0.9166666666666666,0.5789473684210527,0.6842105263157895,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
compact:frontier_consolidation_fwcompact_medium_009947,old_selected_1x_medium,no_domain,10,6,0.5,1.0,0.5,1.0,0.0,0.5,0.4,0.8,0.0,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_014872,old_selected_1x_medium,quant_numeric,29,16,0.9166666666666666,1.0,0.5333333333333333,1.0,nan,nan,0.7058823529411765,1.0,0.5,1.0,0.6530612244897959,0.6808510638297872,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_004256,old_selected_1x_medium,geography_places,15,10,1.0,1.0,0.75,1.0,1.0,nan,0.7,1.0,0.4444444444444444,1.0,0.4444444444444444,0.7692307692307693,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_019309,old_selected_1x_medium,causal_relational|institutions_society,41,28,0.95,1.0,0.6923076923076923,0.8333333333333334,1.0,0.9090909090909091,0.6666666666666666,0.9629629629629629,0.46153846153846156,0.9230769230769231,0.5217391304347826,0.5507246376811594,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0
compact:frontier_consolidation_fwcompact_medium_014997,old_selected_1x_medium,science_physical,33,18,0.6666666666666666,1.0,0.5714285714285714,1.0,nan,0.0,0.23529411764705882,0.9411764705882353,0.0625,0.875,0.47058823529411764,0.35294117647058826,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
compact:frontier_consolidation_fwcompact_medium_010715,old_selected_1x_medium,institutions_society,24,15,1.0,1.0,0.75,1.0,nan,0.0,0.5,0.9285714285714286,0.3076923076923077,0.8461538461538461,0.6153846153846154,0.5641025641025641,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0
compact:frontier_consolidation_fwcompact_medium_049343,old_selected_1x_medium,no_domain,25,16,0.7,1.0,0.7,1.0,nan,0.0,0.5333333333333333,0.9333333333333333,0.42857142857142855,0.8571428571428571,0.6341463414634146,0.6341463414634146,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1
compact:frontier_consolidation_fwcompact_medium_032403,old_selected_1x_medium,no_domain,19,14,1.0,1.0,0.5714285714285714,1.0,1.0,0.5,0.6923076923076923,0.9230769230769231,0.4166666666666667,0.9166666666666666,0.6666666666666666,0.7878787878787878,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_004790,old_selected_1x_medium,institutions_society,21,16,1.0,1.0,0.9166666666666666,1.0,nan,0.0,0.8666666666666667,0.9333333333333333,0.7142857142857143,0.8571428571428571,0.8648648648648649,0.7027027027027027,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
compact:frontier_consolidation_fwcompact_medium_023930,old_selected_1x_medium,no_domain,28,16,0.7777777777777778,1.0,0.4666666666666667,1.0,nan,nan,0.4,1.0,0.21428571428571427,1.0,0.4444444444444444,0.7111111111111111,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,1,0,0,2,1
compact:frontier_consolidation_fwcompact_medium_032766,old_selected_1x_medium,no_domain,15,9,0.6666666666666666,1.0,0.6,1.0,nan,0.0,0.3333333333333333,0.875,0.125,0.7142857142857143,0.46153846153846156,0.56,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_028521,old_selected_1x_medium,causal_relational|science_physical,46,29,0.9047619047619048,1.0,0.72,1.0,1.0,1.0,0.5357142857142857,1.0,0.25925925925925924,1.0,0.5866666666666667,0.7733333333333333,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
compact:frontier_consolidation_fwcompact_medium_000261,old_selected_1x_medium,no_domain,28,13,0.5454545454545454,1.0,0.46153846153846156,1.0,nan,nan,0.16666666666666666,1.0,0.0,1.0,0.34146341463414637,0.6341463414634146,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,3,0,1,0,0,0,0,2
compact:frontier_consolidation_fwcompact_medium_046432,old_selected_1x_medium,geography_places|quant_numeric,39,30,0.9047619047619048,1.0,0.8421052631578947,1.0,1.0,0.8571428571428571,0.5862068965517241,0.9655172413793104,0.35714285714285715,0.9285714285714286,0.7246376811594203,0.5507246376811594,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
compact:frontier_consolidation_fwcompact_medium_029146,old_selected_1x_medium,institutions_society|science_physical,26,20,0.8461538461538461,1.0,0.6923076923076923,1.0,1.0,0.875,0.7894736842105263,0.9473684210526315,0.7222222222222222,0.9444444444444444,0.6086956521739131,0.8260869565217391,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
compact:frontier_consolidation_fwcompact_medium_012581,old_selected_1x_medium,causal_relational|science_physical,25,10,0.8888888888888888,1.0,0.5333333333333333,1.0,nan,nan,0.4,1.0,0.1111111111111111,1.0,0.4864864864864865,0.5945945945945946,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
compact:frontier_consolidation_fwcompact_medium_014626,old_selected_1x_medium,quant_numeric,13,10,0.75,1.0,0.75,1.0,nan,nan,0.4444444444444444,1.0,0.375,1.0,0.6956521739130435,0.8695652173913043,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_058285,old_selected_1x_medium,no_domain,12,7,1.0,1.0,1.0,1.0,nan,0.0,0.5,0.8333333333333334,0.2,0.6,0.631578947368421,0.5263157894736842,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_046182,old_selected_1x_medium,causal_relational|geography_places,16,9,1.0,1.0,0.625,1.0,nan,0.0,0.875,0.875,0.7142857142857143,0.7142857142857143,0.72,0.56,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_050250,old_selected_1x_medium,science_physical,31,19,0.7333333333333333,1.0,0.6,1.0,nan,0.0,0.3888888888888889,0.9444444444444444,0.17647058823529413,0.8823529411764706,0.52,0.56,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
compact:frontier_consolidation_fwcompact_medium_034918,old_selected_1x_medium,no_domain,37,21,0.8666666666666667,1.0,0.6190476190476191,1.0,1.0,1.0,0.5454545454545454,1.0,0.3333333333333333,1.0,0.5806451612903226,0.7419354838709677,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0
compact:frontier_consolidation_fwcompact_medium_048895,old_selected_1x_medium,quant_numeric,28,15,0.9,1.0,0.6666666666666666,1.0,1.0,0.5,0.6,0.9333333333333333,0.35714285714285715,0.8571428571428571,0.6222222222222222,0.6222222222222222,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_030075,old_selected_1x_medium,no_domain,33,15,0.7272727272727273,1.0,0.5,1.0,nan,nan,0.21428571428571427,1.0,0.15384615384615385,1.0,0.3673469387755102,0.6122448979591837,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,1,1,2
compact:frontier_consolidation_fwcompact_medium_058429,old_selected_1x_medium,people_history,26,18,0.8235294117647058,1.0,0.7857142857142857,1.0,nan,0.0,0.5789473684210527,0.9473684210526315,0.3333333333333333,0.8888888888888888,0.7083333333333334,0.4583333333333333,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_017895,old_selected_1x_medium,geography_places,25,16,0.9166666666666666,1.0,0.7692307692307693,1.0,1.0,0.0,0.6,0.9333333333333333,0.42857142857142855,0.8571428571428571,0.43902439024390244,0.6341463414634146,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_054204,old_selected_1x_medium,causal_relational|quant_numeric,16,8,0.8,1.0,0.5714285714285714,1.0,nan,nan,0.42857142857142855,1.0,0.0,1.0,0.4166666666666667,0.6666666666666666,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_028682,old_selected_1x_medium,institutions_society|media_culture,28,17,0.9230769230769231,1.0,0.8333333333333334,1.0,1.0,0.5,0.625,0.9375,0.4666666666666667,0.8666666666666667,0.6666666666666666,0.6666666666666666,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0
compact:frontier_consolidation_fwcompact_medium_033994,old_selected_1x_medium,causal_relational|people_history,24,15,0.8461538461538461,1.0,0.5833333333333334,1.0,1.0,0.6666666666666666,0.6,0.9333333333333333,0.42857142857142855,0.8571428571428571,0.6829268292682927,0.6829268292682927,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
compact:frontier_consolidation_fwcompact_medium_036342,old_selected_1x_medium,media_culture,21,17,0.9166666666666666,1.0,0.9,1.0,1.0,1.0,0.375,1.0,0.13333333333333333,1.0,0.47368421052631576,0.8947368421052632,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_012555,old_selected_1x_medium,media_culture,17,12,1.0,1.0,0.7272727272727273,1.0,1.0,1.0,0.6363636363636364,1.0,0.4,1.0,0.6896551724137931,0.8275862068965517,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_058902,old_selected_1x_medium,no_domain,13,9,0.875,1.0,0.875,1.0,nan,0.0,0.6666666666666666,0.8888888888888888,0.375,0.75,0.5833333333333334,0.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
compact:frontier_consolidation_fwcompact_medium_029882,old_selected_1x_medium,no_domain,22,14,0.75,1.0,0.6153846153846154,1.0,1.0,0.5,0.38461538461538464,0.9230769230769231,0.25,0.8333333333333334,0.5555555555555556,0.5,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1
compact:frontier_consolidation_fwcompact_medium_014159,old_selected_1x_medium,no_domain,24,12,1.0,1.0,0.8,1.0,1.0,1.0,0.5833333333333334,1.0,0.36363636363636365,1.0,0.7027027027027027,0.6666666666666666,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
compact:frontier_consolidation_fwcompact_medium_004538,old_selected_1x_medium,no_domain,20,13,1.0,1.0,0.9166666666666666,1.0,nan,0.0,0.5833333333333334,0.9166666666666666,0.36363636363636365,0.8181818181818182,0.6666666666666666,0.6060606060606061,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_035378,old_selected_1x_medium,science_physical,24,14,0.9166666666666666,1.0,0.75,1.0,1.0,nan,0.3076923076923077,1.0,0.16666666666666666,1.0,0.21052631578947367,0.7368421052631579,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,1,0,2
compact:frontier_consolidation_fwcompact_medium_043222,old_selected_1x_medium,causal_relational,21,13,0.7777777777777778,1.0,0.6363636363636364,1.0,nan,nan,0.5,1.0,0.45454545454545453,1.0,0.5294117647058824,0.7647058823529411,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
compact:frontier_consolidation_fwcompact_medium_053969,old_selected_1x_medium,geography_places|media_culture|science_physical,37,26,1.0,1.0,0.8181818181818182,1.0,1.0,1.0,0.5833333333333334,1.0,0.4782608695652174,1.0,0.5,0.8135593220338984,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1
compact:frontier_consolidation_fwcompact_medium_014753,old_selected_1x_medium,people_history,20,11,0.8181818181818182,1.0,0.7272727272727273,1.0,0.75,1.0,0.4,1.0,0.1111111111111111,1.0,0.45161290322580644,0.7096774193548387,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_010090,old_selected_1x_medium,no_domain,29,18,0.8666666666666667,1.0,0.6875,1.0,1.0,1.0,0.4117647058823529,1.0,0.1875,1.0,0.5106382978723404,0.7659574468085106,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,2,2,1,1,0,0,0,2
compact:frontier_consolidation_fwcompact_medium_050259,old_selected_1x_medium,institutions_society,28,17,0.7692307692307693,1.0,0.6666666666666666,1.0,nan,1.0,0.5,1.0,0.3333333333333333,1.0,0.5777777777777777,0.7555555555555555,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0
compact:frontier_consolidation_fwcompact_medium_011883,old_selected_1x_medium,institutions_society,25,18,0.9166666666666666,1.0,0.7692307692307693,1.0,1.0,0.5,0.7058823529411765,0.9411764705882353,0.625,0.875,0.7441860465116279,0.5581395348837209,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1
compact:frontier_consolidation_fwcompact_medium_056870,old_selected_1x_medium,no_domain,25,14,0.75,1.0,0.6363636363636364,1.0,nan,nan,0.3076923076923077,1.0,0.16666666666666666,1.0,0.5,0.7317073170731707,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
compact:frontier_consolidation_fwcompact_medium_016210,old_selected_1x_medium,causal_relational,21,15,0.875,1.0,0.6666666666666666,1.0,nan,0.0,0.6428571428571429,0.9285714285714286,0.46153846153846156,0.8461538461538461,0.7222222222222222,0.5555555555555556,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2
compact:frontier_consolidation_fwcompact_medium_016822,old_selected_1x_medium,science_physical,22,15,0.8571428571428571,1.0,0.8,1.0,nan,0.0,0.5,0.9285714285714286,0.23076923076923078,0.8461538461538461,0.6486486486486487,0.4864864864864865,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1
compact:frontier_consolidation_fwcompact_medium_007559,old_selected_1x_medium,geography_places,28,18,0.9285714285714286,1.0,0.6666666666666666,1.0,1.0,0.0,0.5294117647058824,0.9411764705882353,0.25,0.875,0.6666666666666666,0.6222222222222222,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
compact:frontier_consolidation_fwcompact_medium_041890,old_selected_1x_medium,causal_relational,16,7,1.0,1.0,0.5555555555555556,1.0,nan,nan,0.5,1.0,0.2,1.0,0.5217391304347826,0.6086956521739131,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_020098,old_selected_1x_medium,no_domain,17,11,1.0,1.0,0.7142857142857143,1.0,nan,0.5,0.6,0.9,0.3333333333333333,0.8888888888888888,0.7142857142857143,0.7142857142857143,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_012739,old_selected_1x_medium,no_domain,19,12,1.0,1.0,0.9,1.0,nan,0.0,0.5454545454545454,0.9090909090909091,0.5,0.8,0.6451612903225806,0.5806451612903226,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,2
compact:frontier_consolidation_fwcompact_medium_046500,old_selected_1x_medium,media_culture,23,14,0.9090909090909091,1.0,0.6666666666666666,1.0,1.0,1.0,0.3076923076923077,1.0,0.16666666666666666,1.0,0.5405405405405406,0.7567567567567568,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_043890,old_selected_1x_medium,no_domain,23,14,0.7272727272727273,1.0,0.6363636363636364,1.0,nan,0.0,0.46153846153846156,0.9230769230769231,0.3333333333333333,0.8333333333333334,0.5945945945945946,0.6486486486486487,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_045982,old_selected_1x_medium,no_domain,18,11,1.0,1.0,0.5833333333333334,1.0,nan,0.0,0.4,0.9,0.2222222222222222,0.7777777777777778,0.6896551724137931,0.6206896551724138,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_033650,old_selected_1x_medium,quant_numeric,20,11,1.0,1.0,0.75,1.0,0.0,0.0,0.5833333333333334,0.9,0.2727272727272727,0.8888888888888888,0.5882352941176471,0.625,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_048229,old_selected_1x_medium,causal_relational|geography_places,21,10,0.8571428571428571,1.0,0.5,1.0,nan,nan,0.5555555555555556,1.0,0.375,1.0,0.5806451612903226,0.6451612903225806,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_031815,old_selected_1x_medium,no_domain,27,17,0.7333333333333333,1.0,0.5789473684210527,1.0,1.0,0.0,0.23529411764705882,0.9375,0.0625,0.8666666666666667,0.5217391304347826,0.5777777777777777,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
compact:frontier_consolidation_fwcompact_medium_012734,old_selected_1x_medium,geography_places,28,20,0.8333333333333334,1.0,0.5555555555555556,1.0,1.0,nan,0.5789473684210527,1.0,0.4444444444444444,1.0,0.6666666666666666,0.8333333333333334,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,3,2
compact:frontier_consolidation_fwcompact_medium_033946,old_selected_1x_medium,no_domain,15,10,1.0,1.0,0.8181818181818182,1.0,nan,0.0,0.3333333333333333,0.8888888888888888,0.0,0.875,0.56,0.72,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_035934,old_selected_1x_medium,no_domain,17,8,0.875,1.0,0.6666666666666666,1.0,0.3333333333333333,0.5,0.45454545454545453,0.8888888888888888,0.2,0.75,0.3870967741935484,0.5517241379310345,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
compact:frontier_consolidation_fwcompact_medium_042027,old_selected_1x_medium,causal_relational,23,16,0.7857142857142857,1.0,0.6,1.0,1.0,1.0,0.6,1.0,0.42857142857142855,1.0,0.65,0.8292682926829268,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
compact:frontier_consolidation_fwcompact_medium_049323,old_selected_1x_medium,people_history,32,19,0.7857142857142857,1.0,0.5333333333333333,1.0,0.3333333333333333,1.0,0.5,1.0,0.35294117647058826,1.0,0.43137254901960786,0.7450980392156863,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
compact:frontier_consolidation_fwcompact_medium_009081,old_selected_1x_medium,no_domain,21,16,0.9166666666666666,1.0,0.625,1.0,nan,0.0,0.4666666666666667,0.9375,0.21428571428571427,0.8666666666666667,0.5641025641025641,0.5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_033827,old_selected_1x_medium,no_domain,19,13,0.7777777777777778,1.0,0.5,1.0,nan,0.0,0.5,0.9230769230769231,0.2727272727272727,0.8333333333333334,0.6060606060606061,0.5294117647058824,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
compact:frontier_consolidation_fwcompact_medium_002000,old_selected_1x_medium,quant_numeric,19,11,0.9090909090909091,1.0,0.7272727272727273,1.0,0.6666666666666666,1.0,0.5833333333333334,1.0,0.2727272727272727,1.0,0.6666666666666666,0.7096774193548387,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_043150,old_selected_1x_medium,geography_places,25,13,0.7777777777777778,1.0,0.6666666666666666,1.0,nan,0.5,0.5,0.9166666666666666,0.18181818181818182,0.8181818181818182,0.47368421052631576,0.5263157894736842,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
compact:frontier_consolidation_fwcompact_medium_020508,old_selected_1x_medium,no_domain,17,13,0.8333333333333334,1.0,0.8,1.0,1.0,0.6666666666666666,0.5833333333333334,0.9166666666666666,0.36363636363636365,0.8181818181818182,0.7333333333333333,0.6,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1
compact:frontier_consolidation_fwcompact_medium_011790,old_selected_1x_medium,causal_relational,14,6,0.8333333333333334,1.0,0.625,1.0,nan,nan,0.2,1.0,0.0,1.0,0.4,0.6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_025601,old_selected_1x_medium,no_domain,16,12,0.6666666666666666,1.0,0.5,1.0,nan,0.0,0.6363636363636364,0.9090909090909091,0.4,0.8,0.7142857142857143,0.5714285714285714,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
compact:frontier_consolidation_fwcompact_medium_001271,old_selected_1x_medium,no_domain,33,19,0.8571428571428571,1.0,0.5555555555555556,1.0,nan,0.0,0.3333333333333333,0.9473684210526315,0.17647058823529413,0.8888888888888888,0.5660377358490566,0.5185185185185185,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_029072,old_selected_1x_medium,no_domain,14,9,0.7142857142857143,1.0,0.8333333333333334,1.0,nan,0.0,0.375,0.875,0.14285714285714285,0.7142857142857143,0.5217391304347826,0.43478260869565216,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0
compact:frontier_consolidation_fwcompact_medium_052765,old_selected_1x_medium,geography_places,21,13,0.7,1.0,0.5454545454545454,1.0,nan,0.0,0.4166666666666667,0.9166666666666666,0.2727272727272727,0.8181818181818182,0.5294117647058824,0.47058823529411764,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
