ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.4908120924718435,1113,0.32987551867219916,0.6478463329452853,1718,0.02981984568759799
variable swap,2564,0.5023400936037441,1022,0.3985959438377535,0.8009404388714734,1276,-0.10045151086524129
material,840,0.48928571428571427,285,0.3392857142857143,0.6643356643356644,429,-0.05904112197458744
other,490,0.5163265306122449,138,0.2816326530612245,0.5822784810126582,237,0.1382181558292359
negation,190,0.6736842105263158,29,0.15263157894736842,0.46774193548387094,62,1.110192984342575
number,80,0.55,18,0.225,0.5,36,0.2388268718495965
variable_swap,30,0.4666666666666667,15,0.5,0.9375,16,-1.3229375779628754
active-passive,30,0.5,7,0.23333333333333334,0.4666666666666667,15,1.486392080783844
game,20,0.4,6,0.3,0.5,12,0.16121690021827817
