ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.5127445168938944,1086,0.3218731475992887,0.6605839416058394,1644,0.05864047072827816
variable swap,2564,0.48985959438377535,1026,0.4001560062402496,0.7844036697247706,1308,-0.02588643942726776
material,840,0.4119047619047619,376,0.44761904761904764,0.7611336032388664,494,-0.5216464400291443
other,490,0.5122448979591837,137,0.2795918367346939,0.5732217573221757,239,0.19086911482736468
negation,190,0.5947368421052631,41,0.21578947368421053,0.5324675324675324,77,0.6328185498714447
number,80,0.475,27,0.3375,0.6428571428571429,42,-0.17428259691223502
variable_swap,30,0.4666666666666667,13,0.43333333333333335,0.8125,16,-0.11000553518533707
active-passive,30,0.5333333333333333,8,0.26666666666666666,0.5714285714285714,14,1.2999065984040499
game,20,0.55,5,0.25,0.5555555555555556,9,1.2823506388813257
