domain,idx,uid,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,pattern,accuracy_interaction_te431_minus_te430,margin_interaction_te431_minus_te430
agent-properties,90,agent-properties_90,believe,doubt,indirect,variable swap,concept swap,1110,-1,-5.259063720703125
agent-properties,91,agent-properties_91,believe,doubt,indirect,variable swap,concept swap,0111,-1,2.0368576049804688
agent-properties,93,agent-properties_93,believe,doubt,indirect,variable swap,concept swap,1110,-1,1.0489501953125
agent-properties,102,agent-properties_102,believe,doubt,indirect,variable swap,concept swap,1110,-1,-2.6137027740478516
agent-properties,106,agent-properties_106,believe,doubt,indirect,variable swap,concept swap,1110,-1,-4.209632873535156
agent-properties,111,agent-properties_111,believe,imagine,direct,negation,concept swap,0010,-1,-1.0981636047363281
agent-properties,113,agent-properties_113,believe,imagine,direct,negation,concept swap,0010,-1,-4.820267677307129
agent-properties,115,agent-properties_115,believe,imagine,direct,negation,concept swap,0010,-1,-3.389253616333008
agent-properties,117,agent-properties_117,believe,imagine,direct,negation,concept swap,0010,-1,-4.771662712097168
agent-properties,119,agent-properties_119,believe,imagine,direct,negation,concept swap,0010,-1,-2.103872299194336
agent-properties,134,agent-properties_134,choose,-,indirect,antonym,variable swap,1110,-1,0.5489673614501953
agent-properties,140,agent-properties_140,choose,-,indirect,antonym,variable swap,0010,-1,-0.6254806518554688
agent-properties,145,agent-properties_145,choose,-,indirect,antonym,variable swap,0111,-1,-2.0240249633789062
agent-properties,146,agent-properties_146,choose,-,indirect,antonym,variable swap,0010,-1,0.11299896240234375
agent-properties,152,agent-properties_152,choose,-,indirect,antonym,variable swap,0111,-1,-3.2208118438720703
agent-properties,156,agent-properties_156,choose,-,indirect,antonym,variable swap,1110,-1,-5.286212921142578
agent-properties,157,agent-properties_157,choose,-,indirect,antonym,variable swap,0010,-1,1.4721412658691406
agent-properties,161,agent-properties_161,choose,-,indirect,antonym,variable swap,1110,-1,-0.9047203063964844
agent-properties,165,agent-properties_165,choose,-,indirect,antonym,variable swap,1110,-1,-3.516845703125
agent-properties,167,agent-properties_167,choose,-,indirect,antonym,variable swap,0110,-2,-2.9945144653320312
agent-properties,169,agent-properties_169,choose,-,indirect,antonym,variable swap,0111,-1,0.6126441955566406
agent-properties,184,agent-properties_184,choose,-,indirect,antonym,variable swap,0111,-1,-3.644134521484375
agent-properties,188,agent-properties_188,choose,-,indirect,antonym,variable swap,0010,-1,0.2774009704589844
agent-properties,192,agent-properties_192,choose,-,indirect,antonym,variable swap,1110,-1,-2.306894302368164
agent-properties,196,agent-properties_196,choose,-,indirect,antonym,variable swap,0110,-2,-1.9269351959228516
agent-properties,197,agent-properties_197,choose,-,indirect,antonym,variable swap,0010,-1,0.3831348419189453
agent-properties,203,agent-properties_203,choose,-,indirect,antonym,variable swap,0100,-1,-0.9359493255615234
agent-properties,206,agent-properties_206,choose,-,indirect,antonym,variable swap,0100,-1,-7.108509063720703
agent-properties,208,agent-properties_208,choose,-,indirect,antonym,variable swap,0100,-1,-2.9776039123535156
agent-properties,211,agent-properties_211,choose,-,indirect,antonym,variable swap,0111,-1,-2.2130393981933594
agent-properties,216,agent-properties_216,choose,-,indirect,antonym,variable swap,1110,-1,-2.5116348266601562
agent-properties,221,agent-properties_221,choose,-,indirect,antonym,variable swap,0111,-1,-1.394195556640625
agent-properties,223,agent-properties_223,choose,-,indirect,antonym,variable swap,0010,-1,0.8253269195556641
agent-properties,229,agent-properties_229,choose,-,indirect,antonym,variable swap,0100,-1,-2.2925357818603516
agent-properties,232,agent-properties_232,choose,-,indirect,antonym,variable swap,0010,-1,1.5614013671875
agent-properties,233,agent-properties_233,choose,-,indirect,antonym,variable swap,0110,-2,-2.11859130859375
agent-properties,235,agent-properties_235,choose,-,indirect,antonym,variable swap,0111,-1,-0.7397727966308594
agent-properties,252,agent-properties_252,choose,-,indirect,variable swap,variable swap,0100,-1,-3.71527099609375
agent-properties,263,agent-properties_263,choose,-,indirect,variable swap,variable swap,0111,-1,-3.93475341796875
agent-properties,266,agent-properties_266,choose,-,indirect,variable swap,variable swap,0111,-1,0.1575756072998047
agent-properties,268,agent-properties_268,choose,-,indirect,variable swap,variable swap,1110,-1,-3.818643569946289
agent-properties,271,agent-properties_271,choose,-,indirect,variable swap,variable swap,0100,-1,-0.369110107421875
agent-properties,280,agent-properties_280,choose,-,indirect,variable swap,variable swap,0010,-1,-0.3453845977783203
agent-properties,296,agent-properties_296,choose,-,indirect,variable swap,variable swap,0100,-1,-7.066926956176758
agent-properties,297,agent-properties_297,choose,-,indirect,variable swap,variable swap,0110,-2,-8.483491897583008
agent-properties,300,agent-properties_300,choose,-,indirect,variable swap,variable swap,0010,-1,-6.322906494140625
agent-properties,309,agent-properties_309,choose,-,indirect,variable swap,variable swap,0111,-1,-7.896903991699219
agent-properties,316,agent-properties_316,choose,-,indirect,variable swap,variable swap,0100,-1,-3.6917152404785156
agent-properties,340,agent-properties_340,choose,-,indirect,variable swap,variable swap,0100,-1,-9.019674301147461
agent-properties,341,agent-properties_341,choose,-,indirect,variable swap,variable swap,0110,-2,-14.260946273803711
agent-properties,345,agent-properties_345,choose,-,indirect,variable swap,variable swap,0111,-1,-3.319660186767578
agent-properties,357,agent-properties_357,choose,-,indirect,variable swap,variable swap,0100,-1,-2.4859962463378906
agent-properties,358,agent-properties_358,choose,-,indirect,variable swap,variable swap,1110,-1,-2.3427162170410156
agent-properties,369,agent-properties_369,choose,-,indirect,variable swap,variable swap,0010,-1,-2.634275436401367
agent-properties,370,agent-properties_370,choose,-,indirect,variable swap,variable swap,0111,-1,-0.4480323791503906
agent-properties,384,agent-properties_384,choose,-,indirect,variable swap,variable swap,1110,-1,-5.6849365234375
agent-properties,396,agent-properties_396,choose,-,indirect,variable swap,variable swap,0111,-1,-7.162118911743164
agent-properties,398,agent-properties_398,choose,-,indirect,variable swap,variable swap,0111,-1,-8.437068939208984
agent-properties,400,agent-properties_400,choose,-,indirect,variable swap,variable swap,0100,-1,-7.218961715698242
agent-properties,404,agent-properties_404,choose,-,indirect,variable swap,variable swap,1110,-1,-4.044837951660156
agent-properties,406,agent-properties_406,choose,-,indirect,variable swap,variable swap,1110,-1,-3.9042587280273438
agent-properties,407,agent-properties_407,choose,-,indirect,variable swap,variable swap,0010,-1,-2.984477996826172
agent-properties,412,agent-properties_412,choose,-,indirect,variable swap,variable swap,0010,-1,-2.7911453247070312
agent-properties,428,agent-properties_428,choose,-,indirect,variable swap,variable swap,0100,-1,-3.653066635131836
agent-properties,429,agent-properties_429,choose,-,indirect,variable swap,variable swap,0100,-1,-19.946746826171875
agent-properties,433,agent-properties_433,choose,-,indirect,variable swap,variable swap,0100,-1,-11.275955200195312
agent-properties,435,agent-properties_435,choose,-,indirect,variable swap,variable swap,0110,-2,-12.796308517456055
agent-properties,440,agent-properties_440,choose,-,indirect,variable swap,variable swap,0010,-1,-2.6923351287841797
agent-properties,442,agent-properties_442,choose,-,indirect,variable swap,variable swap,0010,-1,0.7274894714355469
agent-properties,446,agent-properties_446,choose,-,indirect,variable swap,variable swap,0100,-1,-2.7910537719726562
agent-properties,458,agent-properties_458,choose,-,indirect,variable swap,variable swap,0111,-1,-0.4779014587402344
agent-properties,470,agent-properties_470,feel,not feel,direct,other,concept swap,0100,-1,-0.7405967712402344
agent-properties,473,agent-properties_473,feel,not feel,direct,other,concept swap,0010,-1,-1.4813642501831055
agent-properties,475,agent-properties_475,feel,not feel,direct,other,concept swap,0010,-1,-1.5215377807617188
agent-properties,477,agent-properties_477,feel,not feel,direct,other,concept swap,0010,-1,-1.595503807067871
agent-properties,482,agent-properties_482,feel,not feel,direct,other,concept swap,1110,-1,0.0951070785522461
agent-properties,502,agent-properties_502,have no preference,prefer,direct,antonym,concept swap,0010,-1,-2.527873992919922
agent-properties,504,agent-properties_504,have no preference,prefer,direct,antonym,concept swap,0010,-1,-5.066314697265625
agent-properties,506,agent-properties_506,have no preference,prefer,direct,antonym,concept swap,0110,-2,-6.926307678222656
agent-properties,508,agent-properties_508,have no preference,prefer,direct,antonym,concept swap,0010,-1,-0.4335212707519531
agent-properties,514,agent-properties_514,hear,not hear,direct,antonym,concept swap,0010,-1,-3.122943878173828
agent-properties,518,agent-properties_518,hear,not hear,direct,antonym,concept swap,0010,-1,0.1874380111694336
agent-properties,519,agent-properties_519,hear,not hear,direct,antonym,concept swap,0111,-1,0.5978689193725586
agent-properties,523,agent-properties_523,hear,not hear,direct,antonym,concept swap,0111,-1,1.0621299743652344
agent-properties,531,agent-properties_531,hear,not hear,direct,antonym,concept swap,0111,-1,0.15320301055908203
agent-properties,544,agent-properties_544,hear,not hear,direct,antonym,concept swap,0100,-1,-1.6476001739501953
agent-properties,546,agent-properties_546,hear,not hear,direct,antonym,concept swap,0100,-1,-2.5684642791748047
agent-properties,551,agent-properties_551,hear,not hear,indirect,antonym,concept swap,0111,-1,-1.5673532485961914
agent-properties,561,agent-properties_561,intend,not intend,direct,antonym,concept swap,0010,-1,-5.2225189208984375
agent-properties,563,agent-properties_563,intend,not intend,direct,antonym,concept swap,0110,-2,-4.983922958374023
agent-properties,564,agent-properties_564,intend,not intend,direct,antonym,concept swap,0111,-1,-3.028108596801758
agent-properties,567,agent-properties_567,intend,not intend,direct,antonym,concept swap,0110,-2,-3.626771926879883
agent-properties,569,agent-properties_569,intend,not intend,direct,antonym,concept swap,1110,-1,-1.156728744506836
agent-properties,570,agent-properties_570,intend,not intend,direct,antonym,concept swap,0111,-1,-5.783761978149414
agent-properties,573,agent-properties_573,intend,not intend,direct,antonym,concept swap,0010,-1,-2.700282096862793
agent-properties,575,agent-properties_575,intend,not intend,direct,antonym,concept swap,0110,-2,-2.753927230834961
agent-properties,576,agent-properties_576,intend,not intend,direct,antonym,concept swap,0111,-1,-4.384126663208008
agent-properties,579,agent-properties_579,intend,not intend,direct,antonym,concept swap,0010,-1,-1.2158613204956055
agent-properties,582,agent-properties_582,intend,not intend,direct,antonym,concept swap,0111,-1,-2.5927352905273438
agent-properties,585,agent-properties_585,intend,not intend,direct,antonym,concept swap,0010,-1,-0.8557701110839844
agent-properties,587,agent-properties_587,intend,not intend,direct,antonym,concept swap,1110,-1,-2.9148340225219727
agent-properties,588,agent-properties_588,intend,not intend,direct,antonym,concept swap,0111,-1,-1.3268508911132812
agent-properties,591,agent-properties_591,intend,not intend,indirect,antonym,concept swap,1110,-1,-4.116777420043945
agent-properties,593,agent-properties_593,intend,not intend,indirect,antonym,concept swap,1110,-1,-4.485378265380859
agent-properties,594,agent-properties_594,intend,not intend,indirect,antonym,concept swap,0010,-1,-3.5770320892333984
agent-properties,596,agent-properties_596,intend,not intend,indirect,antonym,concept swap,0010,-1,-4.434324264526367
agent-properties,597,agent-properties_597,intend,not intend,indirect,antonym,concept swap,0100,-1,1.2103004455566406
agent-properties,598,agent-properties_598,intend,not intend,indirect,antonym,concept swap,0100,-1,-1.0306320190429688
agent-properties,602,agent-properties_602,intend,not intend,indirect,antonym,concept swap,0100,-1,-0.5932807922363281
agent-properties,603,agent-properties_603,intend,not intend,indirect,antonym,concept swap,0010,-1,-0.31006622314453125
agent-properties,605,agent-properties_605,intend,not intend,indirect,antonym,concept swap,1110,-1,-2.8460140228271484
agent-properties,607,agent-properties_607,intend,not intend,indirect,antonym,concept swap,0010,-1,-1.7958450317382812
agent-properties,610,agent-properties_610,intend,not intend,indirect,antonym,concept swap,0010,-1,-2.8799400329589844
agent-properties,619,agent-properties_619,intend,not intend,indirect,antonym,concept swap,0111,-1,-3.4859743118286133
agent-properties,621,agent-properties_621,intend,not intend,indirect,antonym,concept swap,1110,-1,-3.2399673461914062
agent-properties,622,agent-properties_622,intend,not intend,indirect,antonym,concept swap,0010,-1,-3.9178829193115234
agent-properties,624,agent-properties_624,intend,not intend,indirect,antonym,concept swap,0010,-1,-2.8411693572998047
agent-properties,627,agent-properties_627,intend,not intend,indirect,antonym,concept swap,1110,-1,-1.9403266906738281
agent-properties,629,agent-properties_629,intend,not intend,indirect,antonym,concept swap,0010,-1,-0.6551284790039062
agent-properties,635,agent-properties_635,intend,not intend,indirect,antonym,concept swap,0110,-2,-3.1402225494384766
agent-properties,639,agent-properties_639,intend,not intend,indirect,antonym,concept swap,0100,-1,-1.9349231719970703
agent-properties,641,agent-properties_641,intend,not intend,indirect,antonym,concept swap,1110,-1,-3.368032455444336
agent-properties,644,agent-properties_644,intend,not intend,indirect,antonym,concept swap,0100,-1,-1.8237724304199219
agent-properties,645,agent-properties_645,intend,not intend,indirect,antonym,concept swap,0010,-1,-0.3614168167114258
agent-properties,650,agent-properties_650,intend,not intend,indirect,antonym,concept swap,0010,-1,-4.453702926635742
agent-properties,655,agent-properties_655,intend,not intend,indirect,antonym,concept swap,0110,-2,-3.528017044067383
agent-properties,660,agent-properties_660,intend,not intend,indirect,other,concept swap,0100,-1,-2.0145511627197266
agent-properties,662,agent-properties_662,intend,not intend,indirect,other,concept swap,0100,-1,-0.5931549072265625
agent-properties,663,agent-properties_663,intend,not intend,indirect,other,concept swap,0111,-1,-0.75213623046875
agent-properties,668,agent-properties_668,intend,not intend,indirect,other,concept swap,0100,-1,-1.078176498413086
agent-properties,670,agent-properties_670,intend,not intend,indirect,other,concept swap,0111,-1,-2.745870590209961
agent-properties,673,agent-properties_673,intend,not intend,indirect,other,concept swap,0010,-1,-4.347105026245117
agent-properties,679,agent-properties_679,intend,not intend,indirect,other,concept swap,0111,-1,-1.1431188583374023
agent-properties,681,agent-properties_681,intend,not intend,indirect,other,concept swap,0010,-1,-5.157341957092285
agent-properties,682,agent-properties_682,intend,not intend,indirect,other,concept swap,0100,-1,-2.9219188690185547
agent-properties,688,agent-properties_688,intend,not intend,indirect,other,concept swap,0010,-1,-3.573129653930664
agent-properties,691,agent-properties_691,intend,not intend,indirect,other,concept swap,0111,-1,0.2340402603149414
agent-properties,696,agent-properties_696,intend,not intend,indirect,other,concept swap,0100,-1,-0.8456630706787109
agent-properties,707,agent-properties_707,make an effort,make no effort,direct,antonym,concept swap,0111,-1,-3.4021663665771484
agent-properties,709,agent-properties_709,make an effort,make no effort,direct,antonym,concept swap,0111,-1,-7.521245956420898
agent-properties,726,agent-properties_726,make an effort,make no effort,direct,negation,concept swap,1110,-1,-0.6658782958984375
agent-properties,734,agent-properties_734,make an effort,make no effort,indirect,antonym,concept swap,0110,-2,-3.4968204498291016
agent-properties,736,agent-properties_736,make an effort,make no effort,indirect,antonym,concept swap,0010,-1,-1.751321792602539
agent-properties,741,agent-properties_741,make an effort,make no effort,indirect,antonym,concept swap,0111,-1,-3.4572277069091797
agent-properties,742,agent-properties_742,make an effort,make no effort,indirect,antonym,concept swap,0111,-1,-5.860725402832031
agent-properties,744,agent-properties_744,make an effort,make no effort,indirect,antonym,concept swap,0111,-1,-1.3018016815185547
agent-properties,750,agent-properties_750,make an effort,make no effort,indirect,antonym,concept swap,0010,-1,-3.7742748260498047
agent-properties,752,agent-properties_752,make an effort,make no effort,indirect,antonym,concept swap,0010,-1,-0.15456485748291016
agent-properties,754,agent-properties_754,make an effort,make no effort,indirect,antonym,concept swap,0010,-1,1.5991697311401367
agent-properties,756,agent-properties_756,make an effort,make no effort,indirect,antonym,concept swap,1110,-1,-1.825608253479004
agent-properties,758,agent-properties_758,make an effort,make no effort,indirect,antonym,concept swap,0010,-1,-1.9646015167236328
agent-properties,760,agent-properties_760,make an effort,make no effort,indirect,antonym,concept swap,0010,-1,0.9316778182983398
agent-properties,766,agent-properties_766,make an effort,make no effort,indirect,antonym,concept swap,0010,-1,-0.8765792846679688
agent-properties,768,agent-properties_768,make an effort,make no effort,indirect,antonym,concept swap,0010,-1,-1.0414295196533203
agent-properties,770,agent-properties_770,make an effort,make no effort,indirect,negation,concept swap,0111,-1,-0.4735870361328125
agent-properties,774,agent-properties_774,make an effort,make no effort,indirect,negation,concept swap,0111,-1,-5.444583892822266
agent-properties,778,agent-properties_778,make an effort,make no effort,indirect,negation,concept swap,0111,-1,-0.27835845947265625
agent-properties,782,agent-properties_782,make an effort,make no effort,indirect,negation,concept swap,0111,-1,-0.8985595703125
agent-properties,784,agent-properties_784,make an effort,make no effort,indirect,negation,concept swap,1110,-1,-1.8673486709594727
agent-properties,786,agent-properties_786,make an effort,make no effort,indirect,negation,concept swap,0110,-2,-2.5578489303588867
agent-properties,791,agent-properties_791,make more effort,make less effort,indirect,antonym,concept swap,0110,-2,-3.9056854248046875
agent-properties,808,agent-properties_808,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-3.164430618286133
agent-properties,810,agent-properties_810,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-0.46122169494628906
agent-properties,813,agent-properties_813,make more effort,make less effort,indirect,antonym,concept swap,1110,-1,-2.6094894409179688
agent-properties,815,agent-properties_815,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-2.6484031677246094
agent-properties,817,agent-properties_817,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-2.0152359008789062
agent-properties,830,agent-properties_830,make more effort,make less effort,indirect,antonym,concept swap,1110,-1,-9.298171997070312
agent-properties,832,agent-properties_832,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-1.9109821319580078
agent-properties,835,agent-properties_835,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-8.982551574707031
agent-properties,837,agent-properties_837,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-4.243000030517578
agent-properties,852,agent-properties_852,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-7.79644775390625
agent-properties,855,agent-properties_855,make more effort,make less effort,indirect,antonym,concept swap,1110,-1,0.15027999877929688
agent-properties,857,agent-properties_857,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-2.61090087890625
agent-properties,859,agent-properties_859,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-2.1041908264160156
agent-properties,861,agent-properties_861,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-2.435222625732422
agent-properties,874,agent-properties_874,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-3.2431564331054688
agent-properties,876,agent-properties_876,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-2.094085693359375
agent-properties,879,agent-properties_879,make more effort,make less effort,indirect,antonym,concept swap,0110,-2,-3.1458969116210938
agent-properties,883,agent-properties_883,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-4.498134613037109
agent-properties,896,agent-properties_896,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-2.773418426513672
agent-properties,898,agent-properties_898,make more effort,make less effort,indirect,antonym,concept swap,0111,-1,-5.22892951965332
agent-properties,901,agent-properties_901,make more effort,make less effort,indirect,antonym,variable swap,0110,-2,-3.9056854248046875
agent-properties,903,agent-properties_903,make more effort,make less effort,indirect,antonym,variable swap,0110,-2,-5.535808563232422
agent-properties,911,agent-properties_911,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-1.8449363708496094
agent-properties,936,agent-properties_936,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-3.9809799194335938
agent-properties,938,agent-properties_938,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-3.164430618286133
agent-properties,942,agent-properties_942,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-0.46122169494628906
agent-properties,945,agent-properties_945,make more effort,make less effort,indirect,antonym,variable swap,1110,-1,-2.6094894409179688
agent-properties,949,agent-properties_949,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-2.6484031677246094
agent-properties,951,agent-properties_951,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-1.9489021301269531
agent-properties,953,agent-properties_953,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-2.0152359008789062
agent-properties,955,agent-properties_955,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-1.036306381225586
agent-properties,980,agent-properties_980,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-3.207378387451172
agent-properties,982,agent-properties_982,make more effort,make less effort,indirect,antonym,variable swap,1110,-1,-9.298171997070312
agent-properties,983,agent-properties_983,make more effort,make less effort,indirect,antonym,variable swap,0010,-1,5.205345153808594
agent-properties,986,agent-properties_986,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-1.9109821319580078
agent-properties,989,agent-properties_989,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-8.982551574707031
agent-properties,993,agent-properties_993,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-4.243000030517578
agent-properties,1003,agent-properties_1003,make more effort,make less effort,indirect,antonym,variable swap,1110,-1,-1.1926631927490234
agent-properties,1024,agent-properties_1024,make more effort,make less effort,indirect,antonym,variable swap,1110,-1,-8.651161193847656
agent-properties,1026,agent-properties_1026,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-7.79644775390625
agent-properties,1028,agent-properties_1028,make more effort,make less effort,indirect,antonym,variable swap,0010,-1,-1.7392501831054688
agent-properties,1029,agent-properties_1029,make more effort,make less effort,indirect,antonym,variable swap,1110,-1,0.15027999877929688
agent-properties,1032,agent-properties_1032,make more effort,make less effort,indirect,antonym,variable swap,0100,-1,5.486640930175781
agent-properties,1033,agent-properties_1033,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-2.61090087890625
agent-properties,1036,agent-properties_1036,make more effort,make less effort,indirect,antonym,variable swap,0100,-1,0.00778961181640625
agent-properties,1037,agent-properties_1037,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-2.1041908264160156
agent-properties,1041,agent-properties_1041,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-2.435222625732422
agent-properties,1043,agent-properties_1043,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-2.3190250396728516
agent-properties,1070,agent-properties_1070,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-3.2431564331054688
agent-properties,1072,agent-properties_1072,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-3.3719310760498047
agent-properties,1074,agent-properties_1074,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-2.094085693359375
agent-properties,1077,agent-properties_1077,make more effort,make less effort,indirect,antonym,variable swap,0110,-2,-3.1458969116210938
agent-properties,1085,agent-properties_1085,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-4.498134613037109
agent-properties,1087,agent-properties_1087,make more effort,make less effort,indirect,antonym,variable swap,0110,-2,-10.367626190185547
agent-properties,1112,agent-properties_1112,make more effort,make less effort,indirect,antonym,variable swap,0110,-2,-4.378818511962891
agent-properties,1114,agent-properties_1114,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-2.773418426513672
agent-properties,1116,agent-properties_1116,make more effort,make less effort,indirect,antonym,variable swap,0110,-2,-7.450649261474609
agent-properties,1118,agent-properties_1118,make more effort,make less effort,indirect,antonym,variable swap,0111,-1,-5.22892951965332
agent-properties,1124,agent-properties_1124,make more effort,make less effort,indirect,variable swap,concept swap,1110,-1,0.019817352294921875
agent-properties,1179,agent-properties_1179,make more effort,make less effort,indirect,variable swap,concept swap,0100,-1,-7.937917709350586
agent-properties,1190,agent-properties_1190,make more effort,make less effort,indirect,variable swap,concept swap,0100,-1,-6.953496932983398
agent-properties,1204,agent-properties_1204,make more effort,make less effort,indirect,variable swap,concept swap,0100,-1,-4.804168701171875
agent-properties,1216,agent-properties_1216,make more effort,make less effort,indirect,variable swap,concept swap,0100,-1,-3.410552978515625
agent-properties,1248,agent-properties_1248,make more effort,make less effort,indirect,variable swap,concept swap,0100,-1,-2.9065303802490234
agent-properties,1251,agent-properties_1251,make more effort,make less effort,indirect,variable swap,concept swap,0100,-1,-5.251014709472656
agent-properties,1254,agent-properties_1254,make more effort,make less effort,indirect,variable swap,concept swap,0111,-1,-5.447353363037109
agent-properties,1256,agent-properties_1256,make more effort,make less effort,indirect,variable swap,concept swap,0111,-1,-0.9209671020507812
agent-properties,1260,agent-properties_1260,make more effort,make less effort,indirect,variable swap,concept swap,0110,-2,-7.345697402954102
agent-properties,1263,agent-properties_1263,make more effort,make less effort,indirect,variable swap,concept swap,0111,-1,-6.612432479858398
agent-properties,1271,agent-properties_1271,make more effort,make less effort,indirect,variable swap,concept swap,0111,-1,-0.5117874145507812
agent-properties,1274,agent-properties_1274,make more effort,make less effort,indirect,variable swap,concept swap,0110,-2,-2.9203109741210938
agent-properties,1282,agent-properties_1282,make more effort,make less effort,indirect,variable swap,concept swap,0111,-1,-0.6532058715820312
agent-properties,1287,agent-properties_1287,make more effort,make less effort,indirect,variable swap,concept swap,0010,-1,-2.4161243438720703
agent-properties,1292,agent-properties_1292,make more effort,make less effort,indirect,variable swap,concept swap,0111,-1,-3.3470516204833984
agent-properties,1295,agent-properties_1295,make more effort,make less effort,indirect,variable swap,concept swap,0111,-1,-3.872905731201172
agent-properties,1306,agent-properties_1306,make more effort,make less effort,indirect,variable swap,concept swap,1110,-1,-1.1930713653564453
agent-properties,1337,agent-properties_1337,make more effort,make less effort,indirect,variable swap,concept swap,1110,-1,0.42226409912109375
agent-properties,1340,agent-properties_1340,make more effort,make less effort,indirect,variable swap,variable swap,0100,-1,-3.701568603515625
agent-properties,1350,agent-properties_1350,make more effort,make less effort,indirect,variable swap,variable swap,1110,-1,0.019817352294921875
agent-properties,1363,agent-properties_1363,make more effort,make less effort,indirect,variable swap,variable swap,1110,-1,-2.0323524475097656
agent-properties,1415,agent-properties_1415,make more effort,make less effort,indirect,variable swap,variable swap,1110,-1,-3.416454315185547
agent-properties,1457,agent-properties_1457,make more effort,make less effort,indirect,variable swap,variable swap,0100,-1,-7.937917709350586
agent-properties,1482,agent-properties_1482,make more effort,make less effort,indirect,variable swap,variable swap,0100,-1,-6.953496932983398
agent-properties,1510,agent-properties_1510,make more effort,make less effort,indirect,variable swap,variable swap,0100,-1,-4.804168701171875
