ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
variable swap,841,0.5374554102259215,197,0.2342449464922711,0.506426735218509,389,0.01807001233100891
antonym,485,0.4845360824742268,176,0.3628865979381443,0.704,250,-0.026966452598571777
material,73,0.5068493150684932,30,0.410958904109589,0.8333333333333334,36,-0.309599906206131
other,37,0.43243243243243246,17,0.4594594594594595,0.8095238095238095,21,-0.20959758758544922
number,11,0.45454545454545453,4,0.36363636363636365,0.6666666666666666,6,-0.013442307710647583
active-passive,5,0.0,3,0.6,0.6,5,-0.24753282964229584
negation,11,0.36363636363636365,2,0.18181818181818182,0.2857142857142857,7,0.052264660596847534
variable_swap,7,0.5714285714285714,1,0.14285714285714285,0.3333333333333333,3,0.05676810443401337
game,1,1.0,0,0.0,,0,1.2182628959417343
