column,uid,legal_delta_step35_minus_old,legal_deficit_magnitude,tpw,minfreq50_tpw,minfreq50_minus_step35_tpw,minfreq50_token_reduction_pct_vs_step35,mean_log10_pool_count_plus1,minfreq50_mean_log10_pool_count_plus1,minfreq50_minus_step35_support_log_gain,frac_pool_count_lt_50,minfreq50_frac_pool_count_lt_50,minfreq50_minus_step35_frac_lt50_delta,vs_old_token_multiset_jaccard,minfreq50_vs_old_token_multiset_jaccard,minfreq50_minus_step35_vs_old_token_multiset_jaccard,vs_old_b_not_in_a_frac,minfreq50_vs_old_b_not_in_a_frac,minfreq50_minus_step35_vs_old_b_not_in_a_frac
BLiMP,adjunct_island,7.22,0.0,1.3401395709485655,1.2823727061256138,-0.05776686482295168,0.043105110896817754,3.4846310383336583,3.4373554359878153,-0.04727560234584294,0.0011571841851494697,0.0029225032752191876,0.001765319090069718,0.8506941334527541,0.8369831894593367,-0.013710943993417435,0.08408871745419477,0.07175249420538143,-0.012336223248813338
BLiMP,anaphor_gender_agreement,-10.71,10.71,1.5718050065876152,1.5217391304347827,-0.050065876152832534,0.03185247275775347,3.613315766801182,3.574449008669404,-0.03886675813177831,0.0021793797150041912,0.005541125541125541,0.00336174582612135,0.8607535321821036,0.8553929366846962,-0.005360595497407417,0.0808046940486169,0.06891774891774893,-0.011886945130867965
BLiMP,anaphor_number_agreement,-7.41,7.41,1.480009811135639,1.4434633308805493,-0.036546480255089664,0.024693404043752164,3.6285051852218584,3.5993597974859335,-0.0291453877359249,0.0019887305270135896,0.0040781648258283775,0.002089434298814788,0.8973270440251573,0.8878504672897196,-0.00947657673543767,0.05419290686112033,0.04757858963466444,-0.00661431722645589
BLiMP,animate_subject_passive,-3.58,3.58,1.3824285255380662,1.3499839383231609,-0.032444587214905285,0.023469269199488822,3.838913018726677,3.817470671301518,-0.021442347425158825,0.0034274427791332637,0.005591909577632362,0.0021644667984990983,0.8940094703226517,0.8781767955801105,-0.01583267474254113,0.05675612873242708,0.05443188578227243,-0.0023242429501546535
BLiMP,animate_subject_trans,-11.91,11.91,1.4691345041539594,1.4265432747923021,-0.04259122936165727,0.028990694345024978,3.6023139902048857,3.5693733518975543,-0.032940638307331405,0.002290622763063708,0.005676373018798378,0.00338575025573467,0.8645770544504722,0.8593697051846831,-0.00520734926578903,0.07594846098783103,0.06524143015112427,-0.010707030836706766
BLiMP,causative,-4.4,4.4,1.5398379881513722,1.4895417724579858,-0.05029621569338638,0.03266331658291448,3.5865815848687514,3.5460754202015363,-0.04050616466721513,0.0018059045226130653,0.003977272727272727,0.0021713682046596615,0.8586156111929307,0.8562775742167053,-0.002338036976225477,0.08448492462311563,0.07053571428571426,-0.013949210337401374
BLiMP,complex_NP_island,6.97,0.0,1.4630047371982855,1.4235280848184073,-0.039476652379878185,0.026983270372369132,3.6318919720752736,3.6021381777638406,-0.02975379431143299,0.004702798550612905,0.00673480706758577,0.0020320085169728648,0.8875718129590575,0.8746613954169412,-0.012910417542116304,0.05905481458638506,0.05340305839473891,-0.005651756191646151
BLiMP,coordinate_structure_constraint_complex_left_branch,1.33,0.0,1.3590701035894965,1.3039026740544448,-0.055167429535051715,0.04059204112381453,3.49272972935728,3.4491642342715014,-0.04356549508577867,0.0028361251440219798,0.005542725173210162,0.002706600029188182,0.8227992813980075,0.8000987979581755,-0.022700483439831998,0.10697509527607907,0.10226327944572744,-0.004711815830351629
BLiMP,coordinate_structure_constraint_object_extraction,-2.64,2.64,1.3319969159599074,1.2900539707016192,-0.04194294525828823,0.03148877054873804,3.741298046432983,3.7125254964322076,-0.028772550000775166,0.002546885853206761,0.005020320344250538,0.002473434491043777,0.8544747921839577,0.8594368675758909,0.004962075391933163,0.08369993053947677,0.06598135309586417,-0.017718577443612604
BLiMP,determiner_noun_agreement_1,-2.16,2.16,1.46760391198044,1.4208435207823962,-0.04676039119804387,0.031861724281549264,3.6095419725400655,3.579148828441882,-0.030393144098183278,0.0013883104262113009,0.004302000430200043,0.0029136900039887425,0.8703318152244632,0.8604406445248274,-0.009891170699635854,0.0714285714285714,0.061948806194880635,-0.009479765233690762
BLiMP,determiner_noun_agreement_2,-2.47,2.47,1.4592502037489812,1.419315403422983,-0.039934800325998276,0.02736665735827975,3.6011204064045654,3.5711375562701884,-0.02998285013437707,0.002234012845573862,0.004880849842090152,0.0026468369965162906,0.8818576503091698,0.8614592954215595,-0.020398354887610326,0.06408824350740017,0.06273327591157052,-0.001354967595829648
BLiMP,determiner_noun_agreement_irregular_1,-1.62,1.62,1.51738006320023,1.4708417121516806,-0.04653835104854931,0.030670200681560043,3.631131420861133,3.5939983967838423,-0.03713302407729069,0.006626277925028398,0.01171875,0.005092472074971602,0.8628450852822226,0.8379140239605356,-0.024931061321686987,0.07099583491101857,0.07109374999999996,9.791508898138179e-05
BLiMP,determiner_noun_agreement_irregular_2,4.52,0.0,1.4946441323494406,1.4625089264460842,-0.03213520590335639,0.02150023889154327,3.695431761554215,3.6686452306573503,-0.02678653089686467,0.01178531613314222,0.015462239583333334,0.003676923450191114,0.8848175401711968,0.8795034816833182,-0.005314058487878692,0.06163401815575731,0.05436197916666663,-0.007272038989090679
BLiMP,determiner_noun_agreement_with_adj_2,-0.85,0.85,1.3837382250867625,1.3437448355643695,-0.03999338952239295,0.028902424459572407,3.549480546809326,3.517388791959822,-0.03209175484950366,0.0007165890361877463,0.004427499692534744,0.003710910656346997,0.9036363636363637,0.8687040181097906,-0.034932345526573094,0.05028066403917353,0.0560816627721068,0.005800998732933271
