model_key,basin,data_arm,checkpoint,affected_accuracy,unaffected_accuracy,EEBF_composite,affected_margin_mean,unaffected_margin_mean,margin_signed_shift_toward_changed,train_binding_accuracy,eval_held_order_accuracy,elapsed_sec
seed43022_first_basin:view:chck_90M,seed43022_first_basin,view,chck_90M,0.4375,0.5833333333333334,0.5104166666666667,-0.5238523403143821,0.6534358232359713,-1.1772881635503534,0.5234375,,55.067
seed43022_first_basin:view:chck_100M,seed43022_first_basin,view,chck_100M,0.4479166666666667,0.5833333333333334,0.515625,-0.5122779815768203,0.6336713984298209,-1.1459493800066411,0.525390625,,55.021
seed43022_first_basin:repeat:chck_90M,seed43022_first_basin,repeat,chck_90M,0.23958333333333334,0.78125,0.5104166666666666,-1.294953567131112,1.4889973353904982,-2.7839509025216103,0.486328125,,53.921
seed43022_first_basin:repeat:chck_100M,seed43022_first_basin,repeat,chck_100M,0.23958333333333334,0.7760416666666666,0.5078125,-1.2930926797368254,1.480935297945204,-2.7740279776820294,0.484375,,54.786
seed43122_second_basin:view:chck_90M,seed43122_second_basin,view,chck_90M,0.19270833333333334,0.8697916666666666,0.53125,-1.7564606348169036,2.437560629021997,-4.1940212638389,0.48828125,,55.377
seed43122_second_basin:view:chck_100M,seed43122_second_basin,view,chck_100M,0.171875,0.875,0.5234375,-1.8447293052449822,2.512561662355438,-4.35729096760042,0.48828125,,55.171
seed43122_second_basin:repeat:chck_90M,seed43122_second_basin,repeat,chck_90M,0.21354166666666666,0.7864583333333334,0.5,-1.5489440484670922,1.7752772844784583,-3.3242213329455508,0.509765625,,54.455
seed43122_second_basin:repeat:chck_100M,seed43122_second_basin,repeat,chck_100M,0.18229166666666666,0.8072916666666666,0.49479166666666663,-1.6897492455706622,1.9030683420908947,-3.592817587661557,0.505859375,,56.004
