arm_key,basin,data_arm,seed,checkpoint,words,predictions,split,numops,n_gold_filtered,n_pred,n_scored,correct,accuracy,score_pp,pred_option0_frac,pred_option1_frac,pred_other_option_frac,pred_not_in_options_frac
basin1_max_view,seed43022_first_basin,view,43022,chck_80M,80000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,0,508,508,508,147,0.28937007874015747,28.937007874015748,0.28937007874015747,0.33858267716535434,0.3720472440944882,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_80M,80000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,1,428,428,428,65,0.15186915887850466,15.186915887850466,0.15186915887850466,0.352803738317757,0.4953271028037383,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_80M,80000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,2,413,413,413,104,0.25181598062953997,25.181598062954,0.25181598062953997,0.2469733656174334,0.5012106537530266,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_80M,80000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,3,409,409,409,112,0.27383863080684595,27.383863080684595,0.27383863080684595,0.20293398533007334,0.5232273838630807,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_80M,80000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,4,434,434,434,162,0.37327188940092165,37.327188940092164,0.37327188940092165,0.14285714285714285,0.4838709677419355,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_80M,80000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref,5,123,123,123,38,0.3089430894308943,30.89430894308943,0.3089430894308943,0.12195121951219512,0.5691056910569106,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_80M,80000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,0,517,517,517,211,0.4081237911025145,40.81237911025145,0.4081237911025145,0.29593810444874274,0.29593810444874274,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_80M,80000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,1,409,409,409,56,0.13691931540342298,13.691931540342297,0.13691931540342298,0.33985330073349634,0.5232273838630807,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_80M,80000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,2,405,405,405,89,0.21975308641975308,21.975308641975307,0.21975308641975308,0.35802469135802467,0.4222222222222222,0.0
basin1_max_view,seed43022_first_basin,view,43022,chck_80M,80000000,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/official_outputs/dose_max_view_chck_80M/Entity/chck_80M/full_dose_max_view_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular,3,425,425,425,113,0.26588235294117646,26.588235294117645,0.26588235294117646,0.24235294117647058,0.49176470588235294,0.0
