column	valid	n_common	score100	best_single	oracle_any	oracle_minus_100	majority_string	majority_string_minus_100	state_upper	state_upper_minus_100
BLiMP	True	59875	65.87071817994531	66.11135257626465	77.24641873066851	11.375700550723195	65.92545739832829	0.05473921838297713	65.92545739832829	0.05473921838297713
Supplement	True	5218	61.16566092036889	61.16566092036889	71.5329057634959	10.367244843127011	60.761077906354764	-0.4045830140141291	60.761077906354764	-0.4045830140141291
EWoK	True	7618	50.39323748109589	51.00709272597676	76.10999023666812	25.716752755572237	50.72419043495525	0.3309529538593594	50.72419043495525	0.3309529538593594
Entity	True	6780	27.4008339940262	27.4008339940262	43.02825840012676	15.627424406100559	27.161781648359394	-0.23905234566680633	26.49020604119215	-0.9106279528340515
COMPS	True	91028	52.00834536316919	52.00834536316919	81.62068813228106	29.61234276911187	51.96377240017278	-0.044572962996412	51.96377240017278	-0.044572962996412
GlobalPIQA	True	203	36.0631067961165	36.0631067961165	51.373786407766985	15.310679611650485	36.04854368932039	-0.014563106796110503	35.5631067961165	-0.5
