ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.506520450503853,1062,0.3147599288678127,0.6378378378378379,1665,0.12221859418787062
variable swap,2564,0.5050702028081123,995,0.3880655226209048,0.7840819542947203,1269,0.021769395476439968
material,840,0.48928571428571427,283,0.33690476190476193,0.6596736596736597,429,0.020017940551042557
other,490,0.5387755102040817,128,0.2612244897959184,0.5663716814159292,226,0.34648939967155457
negation,190,0.5947368421052631,28,0.14736842105263157,0.36363636363636365,77,0.8885476822033525
number,80,0.5625,13,0.1625,0.37142857142857144,35,0.4500448571634479
variable_swap,30,0.5333333333333333,13,0.43333333333333335,0.9285714285714286,14,-0.8952781818807125
game,20,0.5,10,0.5,1.0,10,-1.0122442916035652
active-passive,30,0.5,8,0.26666666666666666,0.5333333333333333,15,0.013514816761016846
