variant,row_index,pair_id,source_raw_tokens,view_raw_tokens,source_visible_tokens,view_visible_tokens,source_visible_fraction,view_visible_fraction,both_any_visible,both_full_visible,token_gap_source_to_view_visible
prefix_repeat,722,compact:frontier_consolidation_fwcompact_medium_012930,45,23,45,23,1.0,1.0,True,True,0
prefix_repeat,723,compact:frontier_consolidation_fwcompact_medium_059345,32,19,32,19,1.0,1.0,True,True,0
prefix_repeat,723,compact:frontier_consolidation_fwcompact_medium_031021,27,14,27,14,1.0,1.0,True,True,0
prefix_repeat,723,compact:frontier_consolidation_fwcompact_medium_028486,15,11,15,11,1.0,1.0,True,True,0
prefix_repeat,723,compact:frontier_consolidation_fwcompact_medium_040838,24,14,24,14,1.0,1.0,True,True,0
prefix_repeat,724,compact:frontier_consolidation_fwcompact_medium_032134,41,24,41,24,1.0,1.0,True,True,0
prefix_repeat,724,compact:frontier_consolidation_fwcompact_medium_038893,29,15,29,15,1.0,1.0,True,True,0
prefix_repeat,724,compact:frontier_consolidation_fwcompact_medium_012709,27,10,27,10,1.0,1.0,True,True,0
prefix_repeat,724,compact:frontier_consolidation_fwcompact_medium_019583,26,12,26,12,1.0,1.0,True,True,0
prefix_repeat,725,compact:frontier_consolidation_fwcompact_medium_039581,39,25,39,25,1.0,1.0,True,True,0
prefix_repeat,725,compact:frontier_consolidation_fwcompact_medium_040118,38,19,38,19,1.0,1.0,True,True,0
prefix_repeat,725,compact:frontier_consolidation_fwcompact_medium_027011,27,12,27,12,1.0,1.0,True,True,0
prefix_repeat,725,compact:frontier_consolidation_fwcompact_medium_022224,35,15,35,15,1.0,1.0,True,True,0
prefix_repeat,726,compact:frontier_consolidation_fwcompact_medium_001533,27,16,27,16,1.0,1.0,True,True,0
prefix_repeat,726,compact:frontier_consolidation_fwcompact_medium_047517,27,20,27,20,1.0,1.0,True,True,0
prefix_repeat,726,compact:frontier_consolidation_fwcompact_medium_007661,16,7,16,7,1.0,1.0,True,True,0
prefix_repeat,726,compact:frontier_consolidation_fwcompact_medium_049871,31,16,31,16,1.0,1.0,True,True,0
prefix_repeat,726,compact:frontier_consolidation_fwcompact_medium_052014,23,11,23,11,1.0,1.0,True,True,0
prefix_repeat,727,compact:frontier_consolidation_fwcompact_medium_015414,25,14,25,14,1.0,1.0,True,True,0
prefix_repeat,727,compact:frontier_consolidation_fwcompact_medium_055725,24,13,24,13,1.0,1.0,True,True,0
prefix_repeat,727,compact:frontier_consolidation_fwcompact_medium_061319,31,17,31,17,1.0,1.0,True,True,0
prefix_repeat,727,compact:frontier_consolidation_fwcompact_medium_059228,30,16,30,16,1.0,1.0,True,True,0
prefix_repeat,728,compact:frontier_consolidation_fwcompact_medium_015720,41,27,41,27,1.0,1.0,True,True,0
prefix_repeat,728,compact:frontier_consolidation_fwcompact_medium_000680,44,18,44,18,1.0,1.0,True,True,0
prefix_repeat,728,compact:frontier_consolidation_fwcompact_medium_048944,22,15,22,15,1.0,1.0,True,True,0
prefix_repeat,728,compact:frontier_consolidation_fwcompact_medium_021454,35,13,35,13,1.0,1.0,True,True,0
prefix_repeat,729,compact:frontier_consolidation_fwcompact_medium_017664,30,16,30,16,1.0,1.0,True,True,0
prefix_repeat,729,compact:frontier_consolidation_fwcompact_medium_020958,30,16,30,16,1.0,1.0,True,True,0
prefix_repeat,729,compact:frontier_consolidation_fwcompact_medium_045234,31,19,31,19,1.0,1.0,True,True,0
prefix_repeat,730,compact:frontier_consolidation_fwcompact_medium_055375,46,25,46,25,1.0,1.0,True,True,0
prefix_repeat,730,compact:frontier_consolidation_fwcompact_medium_046593,34,27,34,27,1.0,1.0,True,True,0
prefix_repeat,730,compact:frontier_consolidation_fwcompact_medium_001555,26,14,26,14,1.0,1.0,True,True,0
prefix_repeat,730,compact:frontier_consolidation_fwcompact_medium_006882,28,23,28,23,1.0,1.0,True,True,0
prefix_repeat,731,compact:frontier_consolidation_fwcompact_medium_053777,31,22,31,22,1.0,1.0,True,True,0
prefix_repeat,731,compact:frontier_consolidation_fwcompact_medium_037308,24,17,24,17,1.0,1.0,True,True,0
prefix_repeat,731,compact:frontier_consolidation_fwcompact_medium_010793,16,11,16,11,1.0,1.0,True,True,0
prefix_repeat,731,compact:frontier_consolidation_fwcompact_medium_026096,15,9,15,9,1.0,1.0,True,True,0
prefix_repeat,732,compact:frontier_consolidation_fwcompact_medium_008578,37,25,37,25,1.0,1.0,True,True,0
prefix_repeat,732,compact:frontier_consolidation_fwcompact_medium_015984,39,23,39,23,1.0,1.0,True,True,0
prefix_repeat,732,compact:frontier_consolidation_fwcompact_medium_019594,35,18,35,18,1.0,1.0,True,True,0
prefix_repeat,733,compact:frontier_consolidation_fwcompact_medium_047865,27,15,27,15,1.0,1.0,True,True,0
prefix_repeat,733,compact:frontier_consolidation_fwcompact_medium_006275,23,14,23,14,1.0,1.0,True,True,0
prefix_repeat,733,compact:frontier_consolidation_fwcompact_medium_030488,56,37,56,37,1.0,1.0,True,True,0
prefix_repeat,734,compact:frontier_consolidation_fwcompact_medium_007490,45,27,45,27,1.0,1.0,True,True,0
prefix_repeat,734,compact:frontier_consolidation_fwcompact_medium_011779,17,10,17,10,1.0,1.0,True,True,0
prefix_repeat,734,compact:frontier_consolidation_fwcompact_medium_048819,28,14,28,14,1.0,1.0,True,True,0
prefix_repeat,734,compact:frontier_consolidation_fwcompact_medium_017238,28,19,28,19,1.0,1.0,True,True,0
prefix_repeat,735,compact:frontier_consolidation_fwcompact_medium_057654,28,18,28,18,1.0,1.0,True,True,0
prefix_repeat,735,compact:frontier_consolidation_fwcompact_medium_024527,28,23,28,23,1.0,1.0,True,True,0
prefix_repeat,735,compact:frontier_consolidation_fwcompact_medium_017462,45,25,45,25,1.0,1.0,True,True,0
prefix_repeat,736,compact:frontier_consolidation_fwcompact_medium_034205,22,13,22,13,1.0,1.0,True,True,0
prefix_repeat,736,compact:frontier_consolidation_fwcompact_medium_047893,43,19,43,19,1.0,1.0,True,True,0
prefix_repeat,736,compact:frontier_consolidation_fwcompact_medium_058396,43,20,43,20,1.0,1.0,True,True,0
prefix_repeat,736,compact:frontier_consolidation_fwcompact_medium_017420,35,22,35,22,1.0,1.0,True,True,0
prefix_repeat,737,compact:frontier_consolidation_fwcompact_medium_025417,28,21,28,21,1.0,1.0,True,True,0
prefix_repeat,737,compact:frontier_consolidation_fwcompact_medium_006621,23,17,23,17,1.0,1.0,True,True,0
prefix_repeat,737,compact:frontier_consolidation_fwcompact_medium_006432,39,26,39,26,1.0,1.0,True,True,0
prefix_repeat,737,compact:frontier_consolidation_fwcompact_medium_002099,36,23,36,23,1.0,1.0,True,True,0
prefix_repeat,738,compact:frontier_consolidation_fwcompact_medium_049760,32,20,32,20,1.0,1.0,True,True,0
prefix_repeat,738,compact:frontier_consolidation_fwcompact_medium_036110,25,16,25,16,1.0,1.0,True,True,0
prefix_repeat,738,compact:frontier_consolidation_fwcompact_medium_028995,37,20,37,20,1.0,1.0,True,True,0
prefix_repeat,739,compact:frontier_consolidation_fwcompact_medium_060859,42,26,42,26,1.0,1.0,True,True,0
prefix_repeat,739,compact:frontier_consolidation_fwcompact_medium_027888,35,21,35,21,1.0,1.0,True,True,0
prefix_repeat,739,compact:frontier_consolidation_fwcompact_medium_019727,27,18,27,18,1.0,1.0,True,True,0
prefix_repeat,740,compact:frontier_consolidation_fwcompact_medium_050190,45,25,45,25,1.0,1.0,True,True,0
prefix_repeat,740,compact:frontier_consolidation_fwcompact_medium_032062,37,24,37,24,1.0,1.0,True,True,0
prefix_repeat,740,compact:frontier_consolidation_fwcompact_medium_042539,37,19,37,19,1.0,1.0,True,True,0
prefix_repeat,741,compact:frontier_consolidation_fwcompact_medium_019198,29,16,29,16,1.0,1.0,True,True,0
prefix_repeat,741,compact:frontier_consolidation_fwcompact_medium_025264,37,21,37,21,1.0,1.0,True,True,0
prefix_repeat,741,compact:frontier_consolidation_fwcompact_medium_058183,21,8,21,8,1.0,1.0,True,True,0
prefix_repeat,741,compact:frontier_consolidation_fwcompact_medium_037129,30,18,30,18,1.0,1.0,True,True,0
prefix_repeat,742,compact:frontier_consolidation_fwcompact_medium_048722,27,13,27,13,1.0,1.0,True,True,0
prefix_repeat,742,compact:frontier_consolidation_fwcompact_medium_003219,19,11,19,11,1.0,1.0,True,True,0
prefix_repeat,742,compact:frontier_consolidation_fwcompact_medium_040714,51,36,51,36,1.0,1.0,True,True,0
prefix_repeat,742,compact:frontier_consolidation_fwcompact_medium_002033,15,11,15,11,1.0,1.0,True,True,0
prefix_repeat,743,compact:frontier_consolidation_fwcompact_medium_052826,29,10,29,10,1.0,1.0,True,True,0
prefix_repeat,743,compact:frontier_consolidation_fwcompact_medium_020628,43,23,43,23,1.0,1.0,True,True,0
prefix_repeat,743,compact:frontier_consolidation_fwcompact_medium_003310,28,14,28,14,1.0,1.0,True,True,0
prefix_repeat,743,compact:frontier_consolidation_fwcompact_medium_001582,26,10,26,10,1.0,1.0,True,True,0
prefix_repeat,744,compact:frontier_consolidation_fwcompact_medium_005315,34,20,34,20,1.0,1.0,True,True,0
prefix_repeat,744,compact:frontier_consolidation_fwcompact_medium_050481,29,23,29,23,1.0,1.0,True,True,0
prefix_repeat,744,compact:frontier_consolidation_fwcompact_medium_057928,24,13,24,13,1.0,1.0,True,True,0
prefix_repeat,745,compact:frontier_consolidation_fwcompact_medium_032656,43,30,43,30,1.0,1.0,True,True,0
prefix_repeat,745,compact:frontier_consolidation_fwcompact_medium_018363,45,37,45,37,1.0,1.0,True,True,0
prefix_repeat,745,compact:frontier_consolidation_fwcompact_medium_028653,31,19,31,19,1.0,1.0,True,True,0
prefix_repeat,745,compact:frontier_consolidation_fwcompact_medium_010549,27,16,27,16,1.0,1.0,True,True,0
prefix_repeat,746,compact:frontier_consolidation_fwcompact_medium_013199,34,19,34,19,1.0,1.0,True,True,0
prefix_repeat,746,compact:frontier_consolidation_fwcompact_medium_004161,46,27,46,27,1.0,1.0,True,True,0
prefix_repeat,746,compact:frontier_consolidation_fwcompact_medium_054779,31,10,31,10,1.0,1.0,True,True,0
prefix_repeat,746,compact:frontier_consolidation_fwcompact_medium_013538,29,10,29,10,1.0,1.0,True,True,0
prefix_repeat,747,compact:frontier_consolidation_fwcompact_medium_010299,31,17,31,17,1.0,1.0,True,True,0
prefix_repeat,747,compact:frontier_consolidation_fwcompact_medium_031231,30,19,30,19,1.0,1.0,True,True,0
prefix_repeat,747,compact:frontier_consolidation_fwcompact_medium_023764,24,14,24,14,1.0,1.0,True,True,0
prefix_repeat,747,compact:frontier_consolidation_fwcompact_medium_046348,33,16,33,16,1.0,1.0,True,True,0
prefix_repeat,748,compact:frontier_consolidation_fwcompact_medium_045703,31,18,31,18,1.0,1.0,True,True,0
prefix_repeat,748,compact:frontier_consolidation_fwcompact_medium_047170,32,15,32,15,1.0,1.0,True,True,0
prefix_repeat,748,compact:frontier_consolidation_fwcompact_medium_025196,35,24,35,24,1.0,1.0,True,True,0
prefix_repeat,749,compact:frontier_consolidation_fwcompact_medium_022254,29,16,29,16,1.0,1.0,True,True,0
prefix_repeat,749,compact:frontier_consolidation_fwcompact_medium_002338,42,30,42,30,1.0,1.0,True,True,0
prefix_repeat,750,compact:frontier_consolidation_fwcompact_medium_018320,59,30,59,30,1.0,1.0,True,True,0
prefix_repeat,750,compact:frontier_consolidation_fwcompact_medium_040402,22,16,22,16,1.0,1.0,True,True,0
prefix_repeat,750,compact:frontier_consolidation_fwcompact_medium_037529,60,38,60,38,1.0,1.0,True,True,0
prefix_repeat,751,compact:frontier_consolidation_fwcompact_medium_058238,39,23,39,23,1.0,1.0,True,True,0
prefix_repeat,751,compact:frontier_consolidation_fwcompact_medium_014378,25,16,25,16,1.0,1.0,True,True,0
prefix_repeat,751,compact:frontier_consolidation_fwcompact_medium_043513,37,25,37,25,1.0,1.0,True,True,0
prefix_repeat,751,compact:frontier_consolidation_fwcompact_medium_033693,33,21,33,21,1.0,1.0,True,True,0
prefix_repeat,752,compact:frontier_consolidation_fwcompact_medium_015125,58,35,58,35,1.0,1.0,True,True,0
prefix_repeat,752,compact:frontier_consolidation_fwcompact_medium_018698,25,17,25,17,1.0,1.0,True,True,0
prefix_repeat,752,compact:frontier_consolidation_fwcompact_medium_056531,41,25,41,25,1.0,1.0,True,True,0
prefix_repeat,753,compact:frontier_consolidation_fwcompact_medium_001148,51,22,51,22,1.0,1.0,True,True,0
prefix_repeat,753,compact:frontier_consolidation_fwcompact_medium_007108,25,17,25,17,1.0,1.0,True,True,0
prefix_repeat,753,compact:frontier_consolidation_fwcompact_medium_005435,23,11,23,11,1.0,1.0,True,True,0
prefix_repeat,753,compact:frontier_consolidation_fwcompact_medium_044330,32,19,32,19,1.0,1.0,True,True,0
prefix_repeat,754,compact:frontier_consolidation_fwcompact_medium_021384,40,17,40,17,1.0,1.0,True,True,0
prefix_repeat,754,compact:frontier_consolidation_fwcompact_medium_058495,14,8,14,8,1.0,1.0,True,True,0
prefix_repeat,754,compact:frontier_consolidation_fwcompact_medium_035443,37,20,37,20,1.0,1.0,True,True,0
prefix_repeat,754,compact:frontier_consolidation_fwcompact_medium_033972,32,15,32,15,1.0,1.0,True,True,0
prefix_repeat,755,compact:frontier_consolidation_fwcompact_medium_002923,40,16,40,16,1.0,1.0,True,True,0
prefix_repeat,755,compact:frontier_consolidation_fwcompact_medium_008755,38,28,38,28,1.0,1.0,True,True,0
prefix_repeat,755,compact:frontier_consolidation_fwcompact_medium_007740,27,12,27,12,1.0,1.0,True,True,0
prefix_repeat,756,compact:frontier_consolidation_fwcompact_medium_044388,49,27,49,27,1.0,1.0,True,True,0
prefix_repeat,756,compact:frontier_consolidation_fwcompact_medium_040295,40,32,40,32,1.0,1.0,True,True,0
prefix_repeat,756,compact:frontier_consolidation_fwcompact_medium_059507,27,18,27,18,1.0,1.0,True,True,0
prefix_repeat,756,compact:frontier_consolidation_fwcompact_medium_044478,29,16,29,16,1.0,1.0,True,True,0
prefix_repeat,757,compact:frontier_consolidation_fwcompact_medium_047918,46,31,46,31,1.0,1.0,True,True,0
prefix_repeat,757,compact:frontier_consolidation_fwcompact_medium_001034,27,17,27,17,1.0,1.0,True,True,0
prefix_repeat,757,compact:frontier_consolidation_fwcompact_medium_024789,32,21,32,21,1.0,1.0,True,True,0
prefix_repeat,757,compact:frontier_consolidation_fwcompact_medium_019091,45,21,45,21,1.0,1.0,True,True,0
prefix_repeat,758,compact:frontier_consolidation_fwcompact_medium_021919,31,16,31,16,1.0,1.0,True,True,0
prefix_repeat,758,compact:frontier_consolidation_fwcompact_medium_002838,22,13,22,13,1.0,1.0,True,True,0
prefix_repeat,758,compact:frontier_consolidation_fwcompact_medium_040526,28,19,28,19,1.0,1.0,True,True,0
prefix_repeat,758,compact:frontier_consolidation_fwcompact_medium_005896,31,18,31,18,1.0,1.0,True,True,0
prefix_repeat,759,compact:frontier_consolidation_fwcompact_medium_031974,34,27,34,27,1.0,1.0,True,True,0
prefix_repeat,759,compact:frontier_consolidation_fwcompact_medium_014095,31,11,31,11,1.0,1.0,True,True,0
prefix_repeat,759,compact:frontier_consolidation_fwcompact_medium_035264,40,26,40,26,1.0,1.0,True,True,0
prefix_repeat,760,compact:frontier_consolidation_fwcompact_medium_031780,58,34,58,34,1.0,1.0,True,True,0
prefix_repeat,760,compact:frontier_consolidation_fwcompact_medium_059701,22,11,22,11,1.0,1.0,True,True,0
prefix_repeat,760,compact:frontier_consolidation_fwcompact_medium_048392,29,20,29,20,1.0,1.0,True,True,0
prefix_repeat,760,compact:frontier_consolidation_fwcompact_medium_007985,24,15,24,15,1.0,1.0,True,True,0
prefix_repeat,761,compact:frontier_consolidation_fwcompact_medium_023890,27,16,27,16,1.0,1.0,True,True,0
prefix_repeat,761,compact:frontier_consolidation_fwcompact_medium_012510,29,19,29,19,1.0,1.0,True,True,0
prefix_repeat,761,compact:frontier_consolidation_fwcompact_medium_025105,32,16,32,16,1.0,1.0,True,True,0
prefix_repeat,761,compact:frontier_consolidation_fwcompact_medium_021084,18,9,18,9,1.0,1.0,True,True,0
prefix_repeat,762,compact:frontier_consolidation_fwcompact_medium_039480,26,22,26,22,1.0,1.0,True,True,0
prefix_repeat,762,compact:frontier_consolidation_fwcompact_medium_013613,21,16,21,16,1.0,1.0,True,True,0
prefix_repeat,762,compact:frontier_consolidation_fwcompact_medium_026635,30,20,30,20,1.0,1.0,True,True,0
prefix_repeat,762,compact:frontier_consolidation_fwcompact_medium_043643,18,12,18,12,1.0,1.0,True,True,0
prefix_repeat,763,compact:frontier_consolidation_fwcompact_medium_013920,37,23,37,23,1.0,1.0,True,True,0
prefix_repeat,763,compact:frontier_consolidation_fwcompact_medium_032350,19,12,19,12,1.0,1.0,True,True,0
prefix_repeat,763,compact:frontier_consolidation_fwcompact_medium_009651,41,30,41,30,1.0,1.0,True,True,0
prefix_repeat,764,compact:frontier_consolidation_fwcompact_medium_024465,36,17,36,17,1.0,1.0,True,True,0
prefix_repeat,764,compact:frontier_consolidation_fwcompact_medium_053308,35,23,35,23,1.0,1.0,True,True,0
prefix_repeat,764,compact:frontier_consolidation_fwcompact_medium_054579,22,14,22,14,1.0,1.0,True,True,0
prefix_repeat,765,compact:frontier_consolidation_fwcompact_medium_019366,40,24,40,24,1.0,1.0,True,True,0
prefix_repeat,765,compact:frontier_consolidation_fwcompact_medium_014226,58,44,58,44,1.0,1.0,True,True,0
prefix_repeat,765,compact:frontier_consolidation_fwcompact_medium_003951,36,24,36,24,1.0,1.0,True,True,0
prefix_repeat,766,compact:frontier_consolidation_fwcompact_medium_049486,32,18,32,18,1.0,1.0,True,True,0
prefix_repeat,766,compact:frontier_consolidation_fwcompact_medium_045762,30,14,30,14,1.0,1.0,True,True,0
prefix_repeat,766,compact:frontier_consolidation_fwcompact_medium_052749,21,15,21,15,1.0,1.0,True,True,0
prefix_repeat,766,compact:frontier_consolidation_fwcompact_medium_060150,31,21,31,21,1.0,1.0,True,True,0
prefix_repeat,767,compact:frontier_consolidation_fwcompact_medium_032319,43,20,43,20,1.0,1.0,True,True,0
prefix_repeat,767,compact:frontier_consolidation_fwcompact_medium_005721,32,21,32,21,1.0,1.0,True,True,0
prefix_repeat,767,compact:frontier_consolidation_fwcompact_medium_059628,18,9,18,9,1.0,1.0,True,True,0
prefix_repeat,767,compact:frontier_consolidation_fwcompact_medium_032604,34,19,34,19,1.0,1.0,True,True,0
prefix_repeat,768,compact:frontier_consolidation_fwcompact_medium_005392,23,15,23,15,1.0,1.0,True,True,0
prefix_repeat,768,compact:frontier_consolidation_fwcompact_medium_052615,20,9,20,9,1.0,1.0,True,True,0
prefix_repeat,768,compact:frontier_consolidation_fwcompact_medium_037423,32,21,32,21,1.0,1.0,True,True,0
prefix_repeat,768,compact:frontier_consolidation_fwcompact_medium_012435,35,20,35,20,1.0,1.0,True,True,0
prefix_repeat,769,compact:frontier_consolidation_fwcompact_medium_059112,33,26,33,26,1.0,1.0,True,True,0
prefix_repeat,769,compact:frontier_consolidation_fwcompact_medium_001128,36,23,36,23,1.0,1.0,True,True,0
prefix_repeat,769,compact:frontier_consolidation_fwcompact_medium_054235,17,9,17,9,1.0,1.0,True,True,0
prefix_repeat,769,compact:frontier_consolidation_fwcompact_medium_027306,27,20,27,20,1.0,1.0,True,True,0
prefix_repeat,770,compact:frontier_consolidation_fwcompact_medium_000611,27,20,27,20,1.0,1.0,True,True,0
prefix_repeat,770,compact:frontier_consolidation_fwcompact_medium_010828,26,15,26,15,1.0,1.0,True,True,0
prefix_repeat,770,compact:frontier_consolidation_fwcompact_medium_037402,52,36,52,36,1.0,1.0,True,True,0
prefix_repeat,771,compact:frontier_consolidation_fwcompact_medium_023248,41,25,41,25,1.0,1.0,True,True,0
prefix_repeat,771,compact:frontier_consolidation_fwcompact_medium_042442,38,23,38,23,1.0,1.0,True,True,0
prefix_repeat,771,compact:frontier_consolidation_fwcompact_medium_024097,29,10,29,10,1.0,1.0,True,True,0
prefix_repeat,771,compact:frontier_consolidation_fwcompact_medium_031962,21,8,21,8,1.0,1.0,True,True,0
prefix_repeat,772,compact:frontier_consolidation_fwcompact_medium_036499,32,21,32,21,1.0,1.0,True,True,0
prefix_repeat,772,compact:frontier_consolidation_fwcompact_medium_028980,36,26,36,26,1.0,1.0,True,True,0
prefix_repeat,772,compact:frontier_consolidation_fwcompact_medium_060593,31,22,31,22,1.0,1.0,True,True,0
prefix_repeat,772,compact:frontier_consolidation_fwcompact_medium_054991,21,11,21,11,1.0,1.0,True,True,0
prefix_repeat,773,compact:frontier_consolidation_fwcompact_medium_002184,51,31,51,31,1.0,1.0,True,True,0
prefix_repeat,773,compact:frontier_consolidation_fwcompact_medium_019174,28,20,28,20,1.0,1.0,True,True,0
prefix_repeat,773,compact:frontier_consolidation_fwcompact_medium_053749,38,27,38,27,1.0,1.0,True,True,0
prefix_repeat,774,compact:frontier_consolidation_fwcompact_medium_029028,36,25,36,25,1.0,1.0,True,True,0
prefix_repeat,774,compact:frontier_consolidation_fwcompact_medium_043866,39,19,39,19,1.0,1.0,True,True,0
prefix_repeat,774,compact:frontier_consolidation_fwcompact_medium_034345,20,12,20,12,1.0,1.0,True,True,0
prefix_repeat,774,compact:frontier_consolidation_fwcompact_medium_056443,31,22,31,22,1.0,1.0,True,True,0
prefix_repeat,775,compact:frontier_consolidation_fwcompact_medium_009446,44,26,44,26,1.0,1.0,True,True,0
prefix_repeat,775,compact:frontier_consolidation_fwcompact_medium_041138,33,18,33,18,1.0,1.0,True,True,0
prefix_repeat,775,compact:frontier_consolidation_fwcompact_medium_042196,30,24,30,24,1.0,1.0,True,True,0
prefix_repeat,775,compact:frontier_consolidation_fwcompact_medium_050677,20,8,20,8,1.0,1.0,True,True,0
prefix_repeat,776,compact:frontier_consolidation_fwcompact_medium_009918,27,15,27,15,1.0,1.0,True,True,0
prefix_repeat,776,compact:frontier_consolidation_fwcompact_medium_018769,35,17,35,17,1.0,1.0,True,True,0
prefix_repeat,776,compact:frontier_consolidation_fwcompact_medium_033729,26,13,26,13,1.0,1.0,True,True,0
prefix_repeat,776,compact:frontier_consolidation_fwcompact_medium_016865,42,28,42,28,1.0,1.0,True,True,0
prefix_repeat,777,compact:frontier_consolidation_fwcompact_medium_053129,29,17,29,17,1.0,1.0,True,True,0
prefix_repeat,777,compact:frontier_consolidation_fwcompact_medium_003493,48,32,48,32,1.0,1.0,True,True,0
prefix_repeat,777,compact:frontier_consolidation_fwcompact_medium_053458,21,13,21,13,1.0,1.0,True,True,0
prefix_repeat,777,compact:frontier_consolidation_fwcompact_medium_019352,38,31,38,31,1.0,1.0,True,True,0
prefix_repeat,778,compact:frontier_consolidation_fwcompact_medium_032632,38,23,38,23,1.0,1.0,True,True,0
prefix_repeat,778,compact:frontier_consolidation_fwcompact_medium_001249,35,13,35,13,1.0,1.0,True,True,0
prefix_repeat,778,compact:frontier_consolidation_fwcompact_medium_017687,25,13,25,13,1.0,1.0,True,True,0
prefix_repeat,778,compact:frontier_consolidation_fwcompact_medium_029314,49,32,49,32,1.0,1.0,True,True,0
prefix_repeat,779,compact:frontier_consolidation_fwcompact_medium_045827,34,13,34,13,1.0,1.0,True,True,0
prefix_repeat,779,compact:frontier_consolidation_fwcompact_medium_039236,19,8,19,8,1.0,1.0,True,True,0
prefix_repeat,779,compact:frontier_consolidation_fwcompact_medium_012097,33,20,33,20,1.0,1.0,True,True,0
prefix_repeat,779,compact:frontier_consolidation_fwcompact_medium_035369,35,22,35,22,1.0,1.0,True,True,0
prefix_repeat,780,compact:frontier_consolidation_fwcompact_medium_008110,51,34,51,34,1.0,1.0,True,True,0
prefix_repeat,780,compact:frontier_consolidation_fwcompact_medium_025037,67,35,67,35,1.0,1.0,True,True,0
prefix_repeat,781,compact:frontier_consolidation_fwcompact_medium_041647,20,14,20,14,1.0,1.0,True,True,0
prefix_repeat,781,compact:frontier_consolidation_fwcompact_medium_000591,25,16,25,16,1.0,1.0,True,True,0
prefix_repeat,781,compact:frontier_consolidation_fwcompact_medium_002395,42,18,42,18,1.0,1.0,True,True,0
prefix_repeat,781,compact:frontier_consolidation_fwcompact_medium_044261,19,13,19,13,1.0,1.0,True,True,0
prefix_repeat,782,compact:frontier_consolidation_fwcompact_medium_056136,32,18,32,18,1.0,1.0,True,True,0
prefix_repeat,782,compact:frontier_consolidation_fwcompact_medium_060711,19,13,19,13,1.0,1.0,True,True,0
prefix_repeat,782,compact:frontier_consolidation_fwcompact_medium_001614,25,14,25,14,1.0,1.0,True,True,0
prefix_repeat,782,compact:frontier_consolidation_fwcompact_medium_004485,27,17,27,17,1.0,1.0,True,True,0
prefix_repeat,782,compact:frontier_consolidation_fwcompact_medium_027048,20,13,20,13,1.0,1.0,True,True,0
prefix_repeat,783,compact:frontier_consolidation_fwcompact_medium_038386,30,18,30,18,1.0,1.0,True,True,0
prefix_repeat,783,compact:frontier_consolidation_fwcompact_medium_022601,32,17,32,17,1.0,1.0,True,True,0
prefix_repeat,783,compact:frontier_consolidation_fwcompact_medium_048110,29,12,29,12,1.0,1.0,True,True,0
prefix_repeat,783,compact:frontier_consolidation_fwcompact_medium_049134,34,14,34,14,1.0,1.0,True,True,0
prefix_repeat,784,compact:frontier_consolidation_fwcompact_medium_002570,23,17,23,17,1.0,1.0,True,True,0
prefix_repeat,784,compact:frontier_consolidation_fwcompact_medium_003172,21,15,21,15,1.0,1.0,True,True,0
prefix_repeat,784,compact:frontier_consolidation_fwcompact_medium_003295,41,26,41,26,1.0,1.0,True,True,0
prefix_repeat,784,compact:frontier_consolidation_fwcompact_medium_021833,28,18,28,18,1.0,1.0,True,True,0
prefix_repeat,785,compact:frontier_consolidation_fwcompact_medium_036126,28,15,28,15,1.0,1.0,True,True,0
prefix_repeat,785,compact:frontier_consolidation_fwcompact_medium_022917,23,11,23,11,1.0,1.0,True,True,0
prefix_repeat,785,compact:frontier_consolidation_fwcompact_medium_024256,24,14,24,14,1.0,1.0,True,True,0
prefix_repeat,785,compact:frontier_consolidation_fwcompact_medium_056296,27,17,27,17,1.0,1.0,True,True,0
prefix_repeat,785,compact:frontier_consolidation_fwcompact_medium_040992,37,26,37,26,1.0,1.0,True,True,0
prefix_repeat,786,compact:frontier_consolidation_fwcompact_medium_028707,27,16,27,16,1.0,1.0,True,True,0
prefix_repeat,786,compact:frontier_consolidation_fwcompact_medium_006541,42,32,42,32,1.0,1.0,True,True,0
prefix_repeat,786,compact:frontier_consolidation_fwcompact_medium_015012,29,20,29,20,1.0,1.0,True,True,0
prefix_repeat,787,compact:frontier_consolidation_fwcompact_medium_052519,31,19,31,19,1.0,1.0,True,True,0
prefix_repeat,787,compact:frontier_consolidation_fwcompact_medium_038770,27,15,27,15,1.0,1.0,True,True,0
prefix_repeat,787,compact:frontier_consolidation_fwcompact_medium_050402,31,19,31,19,1.0,1.0,True,True,0
prefix_repeat,787,compact:frontier_consolidation_fwcompact_medium_055110,45,29,45,29,1.0,1.0,True,True,0
prefix_repeat,788,compact:frontier_consolidation_fwcompact_medium_044253,30,22,30,22,1.0,1.0,True,True,0
prefix_repeat,788,compact:frontier_consolidation_fwcompact_medium_006243,24,12,24,12,1.0,1.0,True,True,0
prefix_repeat,788,compact:frontier_consolidation_fwcompact_medium_050126,47,32,47,32,1.0,1.0,True,True,0
prefix_repeat,788,compact:frontier_consolidation_fwcompact_medium_028258,34,18,34,18,1.0,1.0,True,True,0
prefix_repeat,789,compact:frontier_consolidation_fwcompact_medium_052375,34,24,34,24,1.0,1.0,True,True,0
prefix_repeat,789,compact:frontier_consolidation_fwcompact_medium_008235,16,7,16,7,1.0,1.0,True,True,0
prefix_repeat,789,compact:frontier_consolidation_fwcompact_medium_037789,29,16,29,16,1.0,1.0,True,True,0
