target,frame_id,subtype,alt_a,alt_b,form,delta1,delta2,correct_margin_c1,correct_margin_c2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias,prior_ratio
legal16k_80M_seed43122,D_0001,open_closed,open,closed,explicit_final_state,2.924545280635357,-3.7142515927553177,2.924545280635357,3.7142515927553177,6.638796873390675,2.924545280635357,True,False,False,4.846875
legal16k_80M_seed43122,D_0001,open_closed,open,closed,full_v3,-2.9028128534555435,3.2342385575175285,-2.9028128534555435,-3.2342385575175285,-6.137051410973072,-3.2342385575175285,False,False,False,4.846875
legal16k_80M_seed43122,D_0001,open_closed,open,closed,initial_plus_last,-2.6655760258436203,2.658266931772232,-2.6655760258436203,-2.658266931772232,-5.323842957615852,-2.6655760258436203,False,False,False,4.846875
legal16k_80M_seed43122,D_0001,open_closed,open,closed,last_event_only,-0.1842365264892578,-2.6278991997241974,-0.1842365264892578,2.6278991997241974,2.4436626732349396,-0.1842365264892578,False,False,True,4.846875
legal16k_80M_seed43122,D_0001,open_closed,open,closed,no_context,-0.33336830139160156,-0.33336830139160156,-0.33336830139160156,0.33336830139160156,0.0,-0.33336830139160156,False,False,True,4.846875
legal16k_80M_seed43122,D_0002,open_closed,open,closed,explicit_final_state,4.188350789248943,-3.054432027041912,4.188350789248943,3.054432027041912,7.242782816290855,3.054432027041912,True,False,False,4.846875
legal16k_80M_seed43122,D_0002,open_closed,open,closed,full_v3,-2.7952785193920135,3.8743620440363884,-2.7952785193920135,-3.8743620440363884,-6.669640563428402,-3.8743620440363884,False,False,False,4.846875
legal16k_80M_seed43122,D_0002,open_closed,open,closed,initial_plus_last,-2.0994996428489685,3.4345902428030968,-2.0994996428489685,-3.4345902428030968,-5.534089885652065,-3.4345902428030968,False,False,False,4.846875
legal16k_80M_seed43122,D_0002,open_closed,open,closed,last_event_only,1.002308964729309,-2.2035674154758453,1.002308964729309,2.2035674154758453,3.2058763802051544,1.002308964729309,True,False,False,4.846875
legal16k_80M_seed43122,D_0002,open_closed,open,closed,no_context,0.4365367889404297,0.4365367889404297,0.4365367889404297,-0.4365367889404297,0.0,-0.4365367889404297,False,True,False,4.846875
legal16k_80M_seed43122,D_0003,empty_full,empty,full,explicit_final_state,8.018194526433945,-7.883513145148754,8.018194526433945,7.883513145148754,15.901707671582699,7.883513145148754,True,False,False,4.861915367483296
legal16k_80M_seed43122,D_0003,empty_full,empty,full,full_v3,-7.897656336426735,7.839057803153992,-7.897656336426735,-7.839057803153992,-15.736714139580727,-7.897656336426735,False,False,False,4.861915367483296
legal16k_80M_seed43122,D_0003,empty_full,empty,full,initial_plus_last,-7.888509511947632,7.407352909445763,-7.888509511947632,-7.407352909445763,-15.295862421393394,-7.888509511947632,False,False,False,4.861915367483296
legal16k_80M_seed43122,D_0003,empty_full,empty,full,last_event_only,1.2225584983825684,0.5867853164672852,1.2225584983825684,-0.5867853164672852,0.6357731819152832,-0.5867853164672852,False,True,False,4.861915367483296
legal16k_80M_seed43122,D_0003,empty_full,empty,full,no_context,0.33023643493652344,0.33023643493652344,0.33023643493652344,-0.33023643493652344,0.0,-0.33023643493652344,False,True,False,4.861915367483296
