ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.4819205690574985,1078,0.31950207468879666,0.6167048054919908,1748,0.035547494888305664
variable swap,2564,0.4953198127925117,979,0.38182527301092045,0.7565687789799073,1294,0.017062455386621878
material,840,0.5142857142857142,193,0.22976190476190475,0.4730392156862745,408,0.3077885555103421
other,490,0.5,152,0.31020408163265306,0.6204081632653061,245,0.0034294159268029034
negation,190,0.5947368421052631,34,0.17894736842105263,0.44155844155844154,77,0.551209319382906
number,80,0.6125,17,0.2125,0.5483870967741935,31,0.5176590066403151
variable_swap,30,0.5666666666666667,12,0.4,0.9230769230769231,13,-0.9041688852012157
game,20,0.4,9,0.45,0.75,12,-0.34144757594913244
active-passive,30,0.5333333333333333,7,0.23333333333333334,0.5,14,2.236035481095314
