domain,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
agent-properties,2210,0.4986425339366516,769,0.34796380090497736,0.694043321299639,1108,0.050515905022621155
social-relations,1548,0.4896640826873385,499,0.32235142118863047,0.6316455696202532,790,0.03250829875469208
physical-relations,818,0.480440097799511,301,0.36797066014669927,0.7082352941176471,425,0.019912410469260067
spatial-relations,490,0.44693877551020406,213,0.4346938775510204,0.7859778597785978,271,-0.2578190602362156
physical-interactions,556,0.49460431654676257,178,0.32014388489208634,0.6334519572953736,281,0.08402171172201633
material-dynamics,770,0.5181818181818182,173,0.22467532467532467,0.46630727762803237,371,0.3113582134246826
social-properties,328,0.40853658536585363,134,0.40853658536585363,0.6907216494845361,194,-0.3473413661122322
quantitative-properties,314,0.5222929936305732,80,0.25477707006369427,0.5333333333333333,150,0.2612669209484011
social-interactions,294,0.5884353741496599,66,0.22448979591836735,0.5454545454545454,121,0.5843088701367378
material-properties,170,0.5235294117647059,34,0.2,0.41975308641975306,81,0.34459057450294495
physical-dynamics,120,0.5833333333333334,34,0.2833333333333333,0.68,50,0.43885747063905
