family,arch,arm,checkpoint,seed,role,group,n,mean_gain,mean_a_nll,mean_b_nll,sd_gain,se_gain
rewrite,D,D_C_43022,chck_100M,43022,C,ALL,5892,3.955312156461455,4.215800321007176,8.17111247746863,4.264441387990871,0.055555975869277685
rewrite,D,D_C_43022,chck_100M,43022,C,token_nonoverlap,2732,1.2222962530979569,6.993866054545393,8.21616230764335,3.0934573361804203,0.05918392767722706
rewrite,D,D_C_43022,chck_100M,43022,C,token_overlap,3160,6.318160083040277,1.8140042501127442,8.132164333153021,3.686965736522057,0.0655881770525631
rewrite,D,D_C_43022,chck_80M,43022,C,ALL,5892,3.905528520838925,4.267868756545244,8.173397277384169,4.224566525412401,0.0550364970673322
rewrite,D,D_C_43022,chck_80M,43022,C,token_nonoverlap,2732,1.183997265826829,7.019573019757474,8.203570285584304,3.0239883876738487,0.057854849956923846
rewrite,D,D_C_43022,chck_80M,43022,C,token_overlap,3160,6.25844731472913,1.8888636783503667,8.147310993079497,3.6648278054488803,0.06519436093205458
rewrite,D,D_C_43022,chck_90M,43022,C,ALL,5892,3.963788901782501,4.229122801367949,8.19291170315045,4.276305056064663,0.05571053249164909
rewrite,D,D_C_43022,chck_90M,43022,C,token_nonoverlap,2732,1.229433515487855,7.008412266804974,8.23784578229283,3.095768514827294,0.059228145073822756
rewrite,D,D_C_43022,chck_90M,43022,C,token_overlap,3160,6.327794887654961,1.8262687445407486,8.15406363219571,3.709241068396905,0.06598443742364274
rewrite,D,D_VS_43022,chck_100M,43022,V,ALL,5892,3.617580713014608,3.749869192375681,7.3674499053902895,4.022616660837444,0.05240554947482322
rewrite,D,D_VS_43022,chck_100M,43022,V,token_nonoverlap,2732,1.2496763101770743,6.120821498566897,7.370497808743972,3.1066447721521158,0.05943622928412771
rewrite,D,D_VS_43022,chck_100M,43022,V,token_overlap,3160,5.664768949898197,1.7000458694280853,7.364814819326282,3.5761224254724873,0.06361636303807504
rewrite,D,D_VS_43022,chck_80M,43022,V,ALL,5892,3.574800762215754,3.861717517119076,7.43651827933483,4.017011703808605,0.05233252962788163
rewrite,D,D_VS_43022,chck_80M,43022,V,token_nonoverlap,2732,1.2177052312737842,6.223774962374698,7.441480193648482,3.102659889862252,0.05935999064249938
rewrite,D,D_VS_43022,chck_80M,43022,V,token_overlap,3160,5.6126441136503935,1.8195843081195953,7.432228421769989,3.5788758195112673,0.06366534371991922
rewrite,D,D_VS_43022,chck_90M,43022,V,ALL,5892,3.630438053537471,3.749841111027042,7.380279164564513,4.026266672532072,0.052453100828723974
rewrite,D,D_VS_43022,chck_90M,43022,V,token_nonoverlap,2732,1.2577690194967022,6.121943108091474,7.379712127588177,3.107275237277396,0.05944829132291556
rewrite,D,D_VS_43022,chck_90M,43022,V,token_overlap,3160,5.6817455854993,1.6990238148308303,7.380769400330131,3.5782162802727995,0.06365361104339412
