family,arch,arm,checkpoint,seed,role,group,n,mean_gain,mean_a_nll,mean_b_nll,sd_gain,se_gain
copy,D,D_C_43022,chck_100M,43022,C,ALL,2000,3.6943634949835302,0.3831298776533022,4.077493372636832,3.750357879217002,0.08386055157881162
copy,D,D_C_43022,chck_100M,43022,C,domain_bnc_spoken,180,4.207294766732957,0.6913528090692125,4.89864757580217,3.469951886731288,0.2586349432461603
copy,D,D_C_43022,chck_100M,43022,C,domain_childes,642,2.460174947562654,0.29494369655147046,2.755118644114124,2.9929397646661324,0.11812191043229062
copy,D,D_C_43022,chck_100M,43022,C,domain_gutenberg,468,4.352561092917779,0.33593710363468426,4.688498196552463,3.8796254822984415,0.1793357513592787
copy,D,D_C_43022,chck_100M,43022,C,domain_open_subtitles,434,4.505105967199417,0.49441828001354937,4.999524247212967,3.9790014379507186,0.19099818106122263
copy,D,D_C_43022,chck_100M,43022,C,domain_simple_wiki,272,3.872660528388528,0.2953608156994927,4.168021344088021,4.1742301611410815,0.2530998802944663
copy,D,D_C_43022,chck_100M,43022,C,domain_switchboard,4,1.6008426620392129,0.08203914773184806,1.682881809771061,2.121488025431463,1.0607440127157315
copy,D,D_C_43022,chck_100M,43022,C,span_1,1000,3.760785346077121,0.5270865441237466,4.287871890200868,3.9557814371583677,0.12509279267234671
copy,D,D_C_43022,chck_100M,43022,C,span_4,1000,3.627941643889939,0.2391732111828578,3.8671148550727965,3.5317613086444526,0.11168409887373393
copy,D,D_C_43022,chck_80M,43022,C,ALL,2000,3.6549016409953476,0.4044440854005638,4.059345726395912,3.680002518906729,0.08228735789645901
copy,D,D_C_43022,chck_80M,43022,C,domain_bnc_spoken,180,4.101790014692556,0.7217821650485146,4.823572179741071,3.36474953487509,0.25079362290805
copy,D,D_C_43022,chck_80M,43022,C,domain_childes,642,2.4856900328946834,0.30706561745056543,2.792755650345249,2.9998879488919443,0.1183961333900921
copy,D,D_C_43022,chck_80M,43022,C,domain_gutenberg,468,4.260292435572223,0.3658053198344136,4.626097755406637,3.7853975707441627,0.17498006460685772
copy,D,D_C_43022,chck_80M,43022,C,domain_open_subtitles,434,4.457032058862843,0.5244199797689614,4.981452038631804,3.9246191123793412,0.18838774589853474
copy,D,D_C_43022,chck_80M,43022,C,domain_simple_wiki,272,3.8267390750972403,0.303904923049124,4.130643998146364,4.053697287330684,0.24579150132270874
copy,D,D_C_43022,chck_80M,43022,C,domain_switchboard,4,1.656569101731293,0.09348867938388139,1.7500577811151743,2.2677974687408597,1.1338987343704299
copy,D,D_C_43022,chck_80M,43022,C,span_1,1000,3.7359198040223873,0.5464526854156011,4.282372489437988,3.8845527203565964,0.1228403428732997
copy,D,D_C_43022,chck_80M,43022,C,span_4,1000,3.5738834779683084,0.2624354853855266,3.836318963353835,3.4614966929941384,0.10946213663002087
copy,D,D_C_43022,chck_90M,43022,C,ALL,2000,3.7112971542299213,0.3864156427881319,4.097712797018053,3.7598299058177242,0.08407235253245063
copy,D,D_C_43022,chck_90M,43022,C,domain_bnc_spoken,180,4.213371292926604,0.6916922150237952,4.905063507950399,3.4611757189810657,0.25798080632377907
copy,D,D_C_43022,chck_90M,43022,C,domain_childes,642,2.469641993220717,0.2991830014992754,2.768824994719992,3.0160345359776395,0.11903338835126451
copy,D,D_C_43022,chck_90M,43022,C,domain_gutenberg,468,4.374395805699747,0.3409162548868596,4.715312060586607,3.892124811747196,0.1799135330674377
copy,D,D_C_43022,chck_90M,43022,C,domain_open_subtitles,434,4.517944530475617,0.4958084942978857,5.013753024773503,3.9817046343904643,0.19112793864263947
copy,D,D_C_43022,chck_90M,43022,C,domain_simple_wiki,272,3.912385620165845,0.2982456260752529,4.210631246241098,4.173436061312636,0.2530517309199079
copy,D,D_C_43022,chck_90M,43022,C,domain_switchboard,4,1.625816026586108,0.09967395116109401,1.725489977747202,2.053929944649669,1.0269649723248344
copy,D,D_C_43022,chck_90M,43022,C,span_1,1000,3.7751170749770635,0.531799996505345,4.306917071482409,3.9586854834903478,0.12518462668074387
copy,D,D_C_43022,chck_90M,43022,C,span_4,1000,3.6474772334827787,0.24103128907091878,3.888508522553698,3.548704710115662,0.11221989627333064
copy,D,D_VS_43022,chck_100M,43022,V,ALL,2000,3.8140241580534453,0.4243709473349325,4.238395105388378,3.8176294244072757,0.08536478905878063
copy,D,D_VS_43022,chck_100M,43022,V,domain_bnc_spoken,180,4.110839514760624,0.6852851769282198,4.796124691688844,3.5044790432367643,0.2612084455466943
copy,D,D_VS_43022,chck_100M,43022,V,domain_childes,642,2.61681861964706,0.33864363496105876,2.9554622546081193,3.1675784001191727,0.12501434759341826
copy,D,D_VS_43022,chck_100M,43022,V,domain_gutenberg,468,4.6626055995150395,0.38228561744329215,5.044891216958332,3.9797192954302103,0.183962589508039
copy,D,D_VS_43022,chck_100M,43022,V,domain_open_subtitles,434,4.456396533866412,0.5461333247805191,5.002529858646931,3.9169160106336744,0.1880179851822105
copy,D,D_VS_43022,chck_100M,43022,V,domain_simple_wiki,272,3.9883732053653107,0.3375427535336788,4.32591595889899,4.25461728566648,0.2579740656673766
copy,D,D_VS_43022,chck_100M,43022,V,domain_switchboard,4,1.771655376534909,0.05954707460477948,1.8312024511396885,2.492508746460326,1.246254373230163
copy,D,D_VS_43022,chck_100M,43022,V,span_1,1000,3.920678921896642,0.5791808872726438,4.499859809169286,4.112662886729695,0.13005381970508914
copy,D,D_VS_43022,chck_100M,43022,V,span_4,1000,3.707369394210249,0.2695610073972212,3.9769304016074702,3.49454465517551,0.11050720495522329
copy,D,D_VS_43022,chck_80M,43022,V,ALL,2000,3.7150080598803967,0.4836442617591452,4.198652321639542,3.718634563229993,0.08315119666862504
copy,D,D_VS_43022,chck_80M,43022,V,domain_bnc_spoken,180,4.0541117259479105,0.7209358839133831,4.775047609861294,3.461274684251978,0.25798818275955143
copy,D,D_VS_43022,chck_80M,43022,V,domain_childes,642,2.536661118442517,0.41065892873679305,2.94732004717931,3.087960349767742,0.12187207379177549
copy,D,D_VS_43022,chck_80M,43022,V,domain_gutenberg,468,4.482316658494329,0.43972249425232257,4.922039152746652,3.8152346636405197,0.176359284713891
copy,D,D_VS_43022,chck_80M,43022,V,domain_open_subtitles,434,4.353106580912978,0.6135176213077014,4.966624202220679,3.820717544461724,0.18340031103801993
copy,D,D_VS_43022,chck_80M,43022,V,domain_simple_wiki,272,3.9626960070213832,0.3735129808939983,4.336208987915382,4.203937659210548,0.2549011619476022
copy,D,D_VS_43022,chck_80M,43022,V,domain_switchboard,4,1.7284512121696025,0.0561816010158509,1.7846328131854534,2.5787941370873,1.28939706854365
copy,D,D_VS_43022,chck_80M,43022,V,span_1,1000,3.777710367880076,0.6517848549897144,4.42949522286979,3.99145737366535,0.12622096484256287
copy,D,D_VS_43022,chck_80M,43022,V,span_4,1000,3.652305751880717,0.31550366852857603,3.967809420409293,3.422994435439967,0.10824458834072481
copy,D,D_VS_43022,chck_90M,43022,V,ALL,2000,3.830507208676249,0.43329547630204124,4.26380268497829,3.8120443600355163,0.08523990322284096
copy,D,D_VS_43022,chck_90M,43022,V,domain_bnc_spoken,180,4.120219690004079,0.6963179777628586,4.816537667766938,3.499760781829295,0.26085676710527045
copy,D,D_VS_43022,chck_90M,43022,V,domain_childes,642,2.6281642200631268,0.3517707739939219,2.9799349940570488,3.1814892397020254,0.12556336463901424
copy,D,D_VS_43022,chck_90M,43022,V,domain_gutenberg,468,4.680556879782453,0.38740272914446516,5.067959608926919,3.969078590283858,0.18347072273865098
copy,D,D_VS_43022,chck_90M,43022,V,domain_open_subtitles,434,4.474487137225468,0.5553349616554698,5.0298220988809375,3.8896268362042257,0.18670806289141292
copy,D,D_VS_43022,chck_90M,43022,V,domain_simple_wiki,272,4.017108040423172,0.34140014475779795,4.35850818518097,4.248376025586426,0.257595633688744
copy,D,D_VS_43022,chck_90M,43022,V,domain_switchboard,4,1.7530048955231905,0.059047432616353035,1.8120523281395435,2.4666365993986505,1.2333182996993253
copy,D,D_VS_43022,chck_90M,43022,V,span_1,1000,3.9322111304630005,0.5914277957872917,4.5236389262502925,4.100979526748337,0.12968435942244158
copy,D,D_VS_43022,chck_90M,43022,V,span_4,1000,3.7288032868894976,0.2751631568167908,4.003966443706289,3.4963758309905066,0.11056511181893933
