family,arch,seed,group,contrast,n,n_checkpoints,late_mean_delta_mean_gain_a_minus_b
copy,D,43022,ALL,VminusC,2000,3,0.09965904546709729
copy,D,43022,domain_bnc_spoken,VminusC,180,3,-0.07909504787983461
copy,D,43022,domain_childes,VminusC,642,3,0.12204566149154994
copy,D,43022,domain_gutenberg,VminusC,468,3,0.27940993453402435
copy,D,43022,domain_open_subtitles,VminusC,434,3,-0.06536410151100647
copy,D,43022,domain_simple_wiki,VminusC,272,3,0.11879734305275091
copy,D,43022,domain_switchboard,VminusC,4,3,0.1232945646236961
copy,D,43022,span_1,VminusC,1000,3,0.11959273172104885
copy,D,43022,span_4,VminusC,1000,3,0.07972535921314572
