arm,checkpoint,copy_pairs,elapsed_sec,entity_items,rewrite_pairs,scored_records
D_VS_43022,chck_80M,2000,14.76,1221,5892,25552
D_VS_43022,chck_90M,2000,13.43,1221,5892,25552
D_VS_43022,chck_100M,2000,13.16,1221,5892,25552
D_C_43022,chck_80M,2000,13.15,1221,5892,25552
D_C_43022,chck_90M,2000,13.17,1221,5892,25552
D_C_43022,chck_100M,2000,13.21,1221,5892,25552
