family,arch,arm_a,arm_b,checkpoint,seed,group,contrast,n,delta_mean_gain_a_minus_b,mean_gain_a,mean_gain_b
copy,D,D_VS_43022,D_C_43022,chck_100M,43022,ALL,VminusC,2000,0.11966066306991507,3.8140241580534453,3.6943634949835302
copy,D,D_VS_43022,D_C_43022,chck_100M,43022,domain_bnc_spoken,VminusC,180,-0.0964552519723334,4.110839514760624,4.207294766732957
copy,D,D_VS_43022,D_C_43022,chck_100M,43022,domain_childes,VminusC,642,0.15664367208440622,2.61681861964706,2.460174947562654
copy,D,D_VS_43022,D_C_43022,chck_100M,43022,domain_gutenberg,VminusC,468,0.31004450659726057,4.6626055995150395,4.352561092917779
copy,D,D_VS_43022,D_C_43022,chck_100M,43022,domain_open_subtitles,VminusC,434,-0.048709433333004704,4.456396533866412,4.505105967199417
copy,D,D_VS_43022,D_C_43022,chck_100M,43022,domain_simple_wiki,VminusC,272,0.11571267697678289,3.9883732053653107,3.872660528388528
copy,D,D_VS_43022,D_C_43022,chck_100M,43022,domain_switchboard,VminusC,4,0.17081271449569613,1.771655376534909,1.6008426620392129
copy,D,D_VS_43022,D_C_43022,chck_100M,43022,span_1,VminusC,1000,0.1598935758195208,3.920678921896642,3.760785346077121
copy,D,D_VS_43022,D_C_43022,chck_100M,43022,span_4,VminusC,1000,0.0794277503203098,3.707369394210249,3.627941643889939
copy,D,D_VS_43022,D_C_43022,chck_80M,43022,ALL,VminusC,2000,0.060106418885049084,3.7150080598803967,3.6549016409953476
copy,D,D_VS_43022,D_C_43022,chck_80M,43022,domain_bnc_spoken,VminusC,180,-0.047678288744645414,4.0541117259479105,4.101790014692556
copy,D,D_VS_43022,D_C_43022,chck_80M,43022,domain_childes,VminusC,642,0.050971085547833805,2.536661118442517,2.4856900328946834
copy,D,D_VS_43022,D_C_43022,chck_80M,43022,domain_gutenberg,VminusC,468,0.22202422292210588,4.482316658494329,4.260292435572223
copy,D,D_VS_43022,D_C_43022,chck_80M,43022,domain_open_subtitles,VminusC,434,-0.10392547794986573,4.353106580912978,4.457032058862843
copy,D,D_VS_43022,D_C_43022,chck_80M,43022,domain_simple_wiki,VminusC,272,0.13595693192414293,3.9626960070213832,3.8267390750972403
copy,D,D_VS_43022,D_C_43022,chck_80M,43022,domain_switchboard,VminusC,4,0.07188211043830961,1.7284512121696025,1.656569101731293
copy,D,D_VS_43022,D_C_43022,chck_80M,43022,span_1,VminusC,1000,0.041790563857688756,3.777710367880076,3.7359198040223873
copy,D,D_VS_43022,D_C_43022,chck_80M,43022,span_4,VminusC,1000,0.07842227391240852,3.652305751880717,3.5738834779683084
copy,D,D_VS_43022,D_C_43022,chck_90M,43022,ALL,VminusC,2000,0.1192100544463277,3.830507208676249,3.7112971542299213
copy,D,D_VS_43022,D_C_43022,chck_90M,43022,domain_bnc_spoken,VminusC,180,-0.093151602922525,4.120219690004079,4.213371292926604
copy,D,D_VS_43022,D_C_43022,chck_90M,43022,domain_childes,VminusC,642,0.1585222268424098,2.6281642200631268,2.469641993220717
copy,D,D_VS_43022,D_C_43022,chck_90M,43022,domain_gutenberg,VminusC,468,0.30616107408270654,4.680556879782453,4.374395805699747
copy,D,D_VS_43022,D_C_43022,chck_90M,43022,domain_open_subtitles,VminusC,434,-0.04345739325014897,4.474487137225468,4.517944530475617
copy,D,D_VS_43022,D_C_43022,chck_90M,43022,domain_simple_wiki,VminusC,272,0.10472242025732692,4.017108040423172,3.912385620165845
copy,D,D_VS_43022,D_C_43022,chck_90M,43022,domain_switchboard,VminusC,4,0.1271888689370826,1.7530048955231905,1.625816026586108
copy,D,D_VS_43022,D_C_43022,chck_90M,43022,span_1,VminusC,1000,0.15709405548593702,3.9322111304630005,3.7751170749770635
copy,D,D_VS_43022,D_C_43022,chck_90M,43022,span_4,VminusC,1000,0.08132605340671883,3.7288032868894976,3.6474772334827787
