arch,arm,checkpoint,seed,role,probe_family,probe_id,token_class,gain,pair_id,rewrite_token_len,rewrite_words,source_token_len,source_words,true_source_nll,unrelated_source_nll
D,D_VS_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:0:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,0.08099222183227539,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,6.227286338806152,6.308278560638428
D,D_VS_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:26:compact:frontier_consolidation_fwcompact_medium_006297,nonoverlap,0.577416181564331,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,3.6694447994232178,4.246860980987549
D,D_VS_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:28:compact:frontier_consolidation_fwcompact_medium_006297,overlap,-0.9072816371917725,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,4.0982160568237305,3.190934419631958
D,D_VS_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:0:3:compact:frontier_consolidation_fwcompact_medium_006297,overlap,7.74750542640686,compact:frontier_consolidation_fwcompact_medium_006297,31,20,60,43,0.07398104667663574,7.821486473083496
D,D_VS_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:10:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,3.0671820640563965,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,3.5089292526245117,6.576111316680908
D,D_VS_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:1:compact:frontier_consolidation_fwcompact_expansion_020154,overlap,12.442646689713001,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,0.07019930332899094,12.512845993041992
D,D_VS_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:4:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,0.18069076538085938,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,5.311248779296875,5.491939544677734
D,D_VS_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1000:8:compact:frontier_consolidation_fwcompact_expansion_020154,nonoverlap,0.037195682525634766,compact:frontier_consolidation_fwcompact_expansion_020154,12,9,17,12,3.6058928966522217,3.6430885791778564
D,D_VS_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1001:11:compact:frontier_consolidation_fwcompact_expansion_020244,nonoverlap,-2.745809555053711,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,9.825611114501953,7.079801559448242
D,D_VS_43022,chck_90M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1001:12:compact:frontier_consolidation_fwcompact_expansion_020244,overlap,3.4857982397079468,compact:frontier_consolidation_fwcompact_expansion_020244,14,10,17,10,1.4913522005081177,4.9771504402160645
