domain,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
agent-properties,2210,0.4995475113122172,802,0.36289592760180994,0.7251356238698011,1106,-0.0344370738894213
social-relations,1548,0.5096899224806202,494,0.31912144702842377,0.6508563899868248,759,0.16559844464063644
physical-relations,818,0.4718826405867971,313,0.38264058679706603,0.7245370370370371,432,-0.17378961853682995
material-dynamics,770,0.5012987012987012,241,0.312987012987013,0.6276041666666666,384,-0.06772053241729736
spatial-relations,490,0.4775510204081633,199,0.4061224489795918,0.77734375,256,-0.05845000222325325
physical-interactions,556,0.4856115107913669,181,0.3255395683453237,0.6328671328671329,286,-0.010817144066095352
social-properties,328,0.46646341463414637,120,0.36585365853658536,0.6857142857142857,175,-0.2917640805244446
quantitative-properties,314,0.5127388535031847,85,0.27070063694267515,0.5555555555555556,153,0.23658627271652222
social-interactions,294,0.5578231292517006,79,0.2687074829931973,0.6076923076923076,130,0.5035973782651126
material-properties,170,0.5058823529411764,51,0.3,0.6071428571428571,84,0.002735968679189682
physical-dynamics,120,0.5666666666666667,31,0.25833333333333336,0.5961538461538461,52,0.23639933485537767
