token_class,contrast,n_seeds,delta_T_mean,delta_T_sd,delta_U_mean,delta_U_sd,delta_N_mean,delta_N_sd,delta_U_minus_T_mean,delta_U_minus_T_sd,delta_T_minus_N_mean,delta_T_minus_N_sd,delta_U_minus_N_mean,delta_U_minus_N_sd
nonoverlap,RminusC,3,0.5189007513919796,0.15173844468015912,-0.3628775602800234,0.06641996646363982,-0.29493353238901204,0.052705727437915566,-0.8817783116720038,0.14832545306646916,0.813834283780992,0.17287779707833165,-0.06794402789101159,0.03395710955642631
nonoverlap,VminusC,3,-1.3003815567531571,0.10555045120562105,-0.4948060243617265,0.0340845682068851,-0.5033411597454451,0.032635974344985635,0.8055755323914303,0.10902243541615607,-0.7970403970077117,0.07580205454583162,0.008535135383718482,0.05364615717563677
nonoverlap,VminusR,3,-1.8192823081451366,0.21262585008616103,-0.1319284640817031,0.052112498156331837,-0.20840762735643312,0.027265307079429403,1.6873538440634341,0.25085840233811785,-1.6108746807887038,0.21959439792066734,0.07647916327473007,0.03212157988194443
overlap,RminusC,3,0.01978597603912687,0.16975534321581678,-0.40127217628034967,0.08298452699359157,-0.3249129143140097,0.08283955780445439,-0.42105815231947624,0.25203296427472804,0.3446988903531369,0.251999337301151,-0.07635926196633924,0.0010881049628525185
overlap,VminusC,3,-0.9219803421037848,0.06344349337885762,-0.38415279475379044,0.06487730735260955,-0.37940705283751175,0.07063493623537306,0.5378275473499942,0.12763667806995052,-0.5425732892662717,0.12873137533464407,-0.004745741916277468,0.05143331757664846
overlap,VminusR,3,-0.9417663181429116,0.1144382438185919,0.01711938152655919,0.037935474165542625,-0.054494138523502045,0.026107900594784076,0.9588856996694703,0.14917941741325794,-0.8872721796194085,0.12379956191829698,0.07161352005006177,0.050399945351423114
