arm,checkpoint,correct,domain,family,index,interaction,margin,model,numops,option_count,split,uid,words
dose1_view,chck_10M,True,agent-properties,EWoK,89,1.6880352795124054,1.2044058740139008,dose1_view_chck_10M,,,,agent-properties_89,10000000
dose1_view,chck_10M,False,agent-properties,EWoK,421,-0.15082120895385742,-0.009549617767333984,dose1_view_chck_10M,,,,agent-properties_421,10000000
dose1_view,chck_10M,True,agent-properties,EWoK,809,0.1373755931854248,0.2291659116744995,dose1_view_chck_10M,,,,agent-properties_809,10000000
dose1_view,chck_10M,True,agent-properties,EWoK,1406,0.0004048347473144531,0.11567187309265137,dose1_view_chck_10M,,,,agent-properties_1406,10000000
dose1_view,chck_10M,True,agent-properties,EWoK,1821,-0.024707481265068054,0.06492003798484802,dose1_view_chck_10M,,,,agent-properties_1821,10000000
dose1_view,chck_10M,True,material-dynamics,EWoK,10,-0.14788365364074707,0.15784335136413574,dose1_view_chck_10M,,,,material-dynamics_10,10000000
dose1_view,chck_10M,False,material-dynamics,EWoK,37,-0.9522347450256348,-1.6305162906646729,dose1_view_chck_10M,,,,material-dynamics_37,10000000
dose1_view,chck_10M,True,material-dynamics,EWoK,480,-0.03883981704711914,0.08515262603759766,dose1_view_chck_10M,,,,material-dynamics_480,10000000
dose1_view,chck_10M,False,material-dynamics,EWoK,567,-0.8301060199737549,-1.1863629817962646,dose1_view_chck_10M,,,,material-dynamics_567,10000000
dose1_view,chck_10M,True,material-dynamics,EWoK,643,0.055246829986572266,0.08611583709716797,dose1_view_chck_10M,,,,material-dynamics_643,10000000
dose1_view,chck_10M,True,material-properties,EWoK,0,-0.06026118993759155,0.1170148253440857,dose1_view_chck_10M,,,,material-properties_0,10000000
dose1_view,chck_10M,False,material-properties,EWoK,59,-0.05456283688545227,-0.04510915279388428,dose1_view_chck_10M,,,,material-properties_59,10000000
dose1_view,chck_10M,True,material-properties,EWoK,145,0.011390328407287598,0.45015832781791687,dose1_view_chck_10M,,,,material-properties_145,10000000
dose1_view,chck_10M,False,material-properties,EWoK,149,-0.40099987387657166,-0.4405326545238495,dose1_view_chck_10M,,,,material-properties_149,10000000
dose1_view,chck_10M,True,material-properties,EWoK,156,0.026902586221694946,0.04139032959938049,dose1_view_chck_10M,,,,material-properties_156,10000000
dose1_view,chck_10M,False,physical-dynamics,EWoK,4,-2.0504860281944275,-0.87049800157547,dose1_view_chck_10M,,,,physical-dynamics_4,10000000
dose1_view,chck_10M,False,physical-dynamics,EWoK,16,-0.015858173370361328,-0.16477370262145996,dose1_view_chck_10M,,,,physical-dynamics_16,10000000
dose1_view,chck_10M,True,physical-dynamics,EWoK,66,0.8293918073177338,1.5975355505943298,dose1_view_chck_10M,,,,physical-dynamics_66,10000000
dose1_view,chck_10M,False,physical-dynamics,EWoK,88,-0.15149235725402832,-0.4821839928627014,dose1_view_chck_10M,,,,physical-dynamics_88,10000000
dose1_view,chck_10M,True,physical-dynamics,EWoK,103,0.5010453760623932,0.027154743671417236,dose1_view_chck_10M,,,,physical-dynamics_103,10000000
dose1_view,chck_10M,False,physical-interactions,EWoK,25,-0.2292550504207611,-0.07621526718139648,dose1_view_chck_10M,,,,physical-interactions_25,10000000
dose1_view,chck_10M,False,physical-interactions,EWoK,330,-0.2275409698486328,-0.7410441637039185,dose1_view_chck_10M,,,,physical-interactions_330,10000000
dose1_view,chck_10M,False,physical-interactions,EWoK,345,0.2706797122955322,-0.34083396196365356,dose1_view_chck_10M,,,,physical-interactions_345,10000000
dose1_view,chck_10M,True,physical-interactions,EWoK,414,0.24596282839775085,0.6024799644947052,dose1_view_chck_10M,,,,physical-interactions_414,10000000
dose1_view,chck_10M,False,physical-interactions,EWoK,479,-0.0882718563079834,-0.10816323757171631,dose1_view_chck_10M,,,,physical-interactions_479,10000000
dose1_view,chck_10M,False,physical-relations,EWoK,64,-0.011114895343780518,-0.015622347593307495,dose1_view_chck_10M,,,,physical-relations_64,10000000
dose1_view,chck_10M,True,physical-relations,EWoK,558,0.5756554305553436,0.04830613732337952,dose1_view_chck_10M,,,,physical-relations_558,10000000
dose1_view,chck_10M,False,physical-relations,EWoK,644,0.03217555582523346,-0.10156051814556122,dose1_view_chck_10M,,,,physical-relations_644,10000000
dose1_view,chck_10M,False,physical-relations,EWoK,675,-0.08411765098571777,-0.10136044025421143,dose1_view_chck_10M,,,,physical-relations_675,10000000
dose1_view,chck_10M,False,physical-relations,EWoK,799,0.05785498023033142,-0.026193439960479736,dose1_view_chck_10M,,,,physical-relations_799,10000000
dose1_view,chck_10M,False,quantitative-properties,EWoK,57,0.28376758098602295,-0.1285160779953003,dose1_view_chck_10M,,,,quantitative-properties_57,10000000
dose1_view,chck_10M,False,quantitative-properties,EWoK,173,0.028545618057250977,-0.1591475009918213,dose1_view_chck_10M,,,,quantitative-properties_173,10000000
dose1_view,chck_10M,True,quantitative-properties,EWoK,234,0.09938803315162659,0.19283410906791687,dose1_view_chck_10M,,,,quantitative-properties_234,10000000
dose1_view,chck_10M,False,quantitative-properties,EWoK,252,0.010414838790893555,-0.03398942947387695,dose1_view_chck_10M,,,,quantitative-properties_252,10000000
dose1_view,chck_10M,False,quantitative-properties,EWoK,311,0.15107464790344238,-0.09341880679130554,dose1_view_chck_10M,,,,quantitative-properties_311,10000000
dose1_view,chck_10M,False,social-interactions,EWoK,118,-0.18170166015625,-0.08456933498382568,dose1_view_chck_10M,,,,social-interactions_118,10000000
dose1_view,chck_10M,True,social-interactions,EWoK,161,0.047899067401885986,0.0008135437965393066,dose1_view_chck_10M,,,,social-interactions_161,10000000
dose1_view,chck_10M,False,social-interactions,EWoK,243,-0.07159125804901123,-0.0086594820022583,dose1_view_chck_10M,,,,social-interactions_243,10000000
dose1_view,chck_10M,False,social-interactions,EWoK,265,-0.15898680686950684,-0.21554875373840332,dose1_view_chck_10M,,,,social-interactions_265,10000000
dose1_view,chck_10M,True,social-interactions,EWoK,293,0.5116149187088013,0.015108346939086914,dose1_view_chck_10M,,,,social-interactions_293,10000000
dose1_view,chck_10M,True,social-properties,EWoK,46,-0.24442529678344727,0.21344852447509766,dose1_view_chck_10M,,,,social-properties_46,10000000
dose1_view,chck_10M,True,social-properties,EWoK,48,-0.1715528964996338,0.2434478998184204,dose1_view_chck_10M,,,,social-properties_48,10000000
dose1_view,chck_10M,True,social-properties,EWoK,103,0.5768641233444214,0.798433780670166,dose1_view_chck_10M,,,,social-properties_103,10000000
dose1_view,chck_10M,True,social-properties,EWoK,194,0.2856389284133911,0.006792783737182617,dose1_view_chck_10M,,,,social-properties_194,10000000
dose1_view,chck_10M,False,social-properties,EWoK,210,-0.0799756646156311,-0.005879819393157959,dose1_view_chck_10M,,,,social-properties_210,10000000
dose1_view,chck_10M,False,social-relations,EWoK,34,0.027451038360595703,-0.04727911949157715,dose1_view_chck_10M,,,,social-relations_34,10000000
dose1_view,chck_10M,False,social-relations,EWoK,62,-0.09338927268981934,-0.13850688934326172,dose1_view_chck_10M,,,,social-relations_62,10000000
dose1_view,chck_10M,True,social-relations,EWoK,386,-0.020471811294555664,0.014883995056152344,dose1_view_chck_10M,,,,social-relations_386,10000000
dose1_view,chck_10M,False,social-relations,EWoK,640,-0.015802860260009766,-0.31909656524658203,dose1_view_chck_10M,,,,social-relations_640,10000000
dose1_view,chck_10M,False,social-relations,EWoK,1407,-0.16480231285095215,-0.5415675640106201,dose1_view_chck_10M,,,,social-relations_1407,10000000
dose1_view,chck_10M,False,spatial-relations,EWoK,143,-0.016007542610168457,-0.314001202583313,dose1_view_chck_10M,,,,spatial-relations_143,10000000
dose1_view,chck_10M,True,spatial-relations,EWoK,187,0.5663715600967407,0.1475951075553894,dose1_view_chck_10M,,,,spatial-relations_187,10000000
dose1_view,chck_10M,False,spatial-relations,EWoK,247,-0.11070111393928528,-0.013527929782867432,dose1_view_chck_10M,,,,spatial-relations_247,10000000
dose1_view,chck_10M,True,spatial-relations,EWoK,289,-0.08827388286590576,0.023621201515197754,dose1_view_chck_10M,,,,spatial-relations_289,10000000
dose1_view,chck_10M,True,spatial-relations,EWoK,425,0.0017137527465820312,0.05889469385147095,dose1_view_chck_10M,,,,spatial-relations_425,10000000
dose1_view,chck_10M,True,,Entity,14,,1.5094403326511383,dose1_view_chck_10M,0,5,ambiref,ambiref_0_ops_11,10000000
dose1_view,chck_10M,False,,Entity,125,,-7.663205146789551,dose1_view_chck_10M,0,5,ambiref,ambiref_0_ops_101,10000000
dose1_view,chck_10M,False,,Entity,212,,-2.2863484919071198,dose1_view_chck_10M,0,5,ambiref,ambiref_0_ops_175,10000000
dose1_view,chck_10M,False,,Entity,270,,-1.485554575920105,dose1_view_chck_10M,0,5,ambiref,ambiref_0_ops_227,10000000
dose1_view,chck_10M,False,,Entity,587,,-2.747585356235504,dose1_view_chck_10M,0,5,ambiref,ambiref_0_ops_491,10000000
dose1_view,chck_10M,False,,Entity,615,,-0.7973496317863464,dose1_view_chck_10M,1,5,ambiref,ambiref_1_ops_5,10000000
dose1_view,chck_10M,False,,Entity,632,,-0.6009373664855957,dose1_view_chck_10M,1,5,ambiref,ambiref_1_ops_18,10000000
dose1_view,chck_10M,True,,Entity,682,,1.1860461235046387,dose1_view_chck_10M,1,5,ambiref,ambiref_1_ops_52,10000000
dose1_view,chck_10M,False,,Entity,954,,-6.917876839637756,dose1_view_chck_10M,1,5,ambiref,ambiref_1_ops_240,10000000
dose1_view,chck_10M,False,,Entity,1014,,-0.8345577716827393,dose1_view_chck_10M,1,5,ambiref,ambiref_1_ops_283,10000000
dose1_view,chck_10M,False,,Entity,1214,,-2.064808189868927,dose1_view_chck_10M,2,5,ambiref,ambiref_2_ops_0,10000000
dose1_view,chck_10M,True,,Entity,1395,,0.8005284070968628,dose1_view_chck_10M,2,5,ambiref,ambiref_2_ops_118,10000000
dose1_view,chck_10M,False,,Entity,1654,,-5.720444083213806,dose1_view_chck_10M,2,5,ambiref,ambiref_2_ops_298,10000000
dose1_view,chck_10M,False,,Entity,1670,,-0.9405110478401184,dose1_view_chck_10M,2,5,ambiref,ambiref_2_ops_312,10000000
dose1_view,chck_10M,True,,Entity,1681,,0.37729591131210327,dose1_view_chck_10M,2,5,ambiref,ambiref_2_ops_321,10000000
dose1_view,chck_10M,True,,Entity,1853,,1.6212091445922852,dose1_view_chck_10M,3,5,ambiref,ambiref_3_ops_19,10000000
dose1_view,chck_10M,False,,Entity,1926,,-1.0994576811790466,dose1_view_chck_10M,3,5,ambiref,ambiref_3_ops_67,10000000
dose1_view,chck_10M,False,,Entity,2222,,-1.3756810426712036,dose1_view_chck_10M,3,5,ambiref,ambiref_3_ops_266,10000000
dose1_view,chck_10M,False,,Entity,2256,,-1.743696391582489,dose1_view_chck_10M,3,5,ambiref,ambiref_3_ops_290,10000000
dose1_view,chck_10M,False,,Entity,2346,,-1.2045823335647583,dose1_view_chck_10M,3,5,ambiref,ambiref_3_ops_353,10000000
dose1_view,chck_10M,False,,Entity,2441,,-2.439906418323517,dose1_view_chck_10M,4,5,ambiref,ambiref_4_ops_12,10000000
dose1_view,chck_10M,False,,Entity,2657,,-0.07183605432510376,dose1_view_chck_10M,4,5,ambiref,ambiref_4_ops_165,10000000
dose1_view,chck_10M,False,,Entity,2717,,-0.913611114025116,dose1_view_chck_10M,4,5,ambiref,ambiref_4_ops_207,10000000
dose1_view,chck_10M,False,,Entity,2760,,-0.3118164539337158,dose1_view_chck_10M,4,5,ambiref,ambiref_4_ops_239,10000000
dose1_view,chck_10M,False,,Entity,2827,,-3.4136372208595276,dose1_view_chck_10M,4,5,ambiref,ambiref_4_ops_284,10000000
dose1_view,chck_10M,False,,Entity,3050,,-0.9109190702438354,dose1_view_chck_10M,5,5,ambiref,ambiref_5_ops_8,10000000
dose1_view,chck_10M,False,,Entity,3101,,-4.79977411031723,dose1_view_chck_10M,5,5,ambiref,ambiref_5_ops_43,10000000
dose1_view,chck_10M,False,,Entity,3143,,-1.9325023889541626,dose1_view_chck_10M,5,5,ambiref,ambiref_5_ops_69,10000000
dose1_view,chck_10M,False,,Entity,3178,,-0.7558151483535767,dose1_view_chck_10M,5,5,ambiref,ambiref_5_ops_97,10000000
dose1_view,chck_10M,False,,Entity,3180,,-1.6044814586639404,dose1_view_chck_10M,5,5,ambiref,ambiref_5_ops_99,10000000
dose1_view,chck_10M,False,,Entity,132,,-4.859046220779419,dose1_view_chck_10M,0,5,move_contents,move_contents_0_ops_114,10000000
dose1_view,chck_10M,False,,Entity,265,,-5.1165086925029755,dose1_view_chck_10M,0,5,move_contents,move_contents_0_ops_236,10000000
dose1_view,chck_10M,False,,Entity,389,,-1.88466677069664,dose1_view_chck_10M,0,5,move_contents,move_contents_0_ops_346,10000000
dose1_view,chck_10M,False,,Entity,539,,-8.016324758529663,dose1_view_chck_10M,0,5,move_contents,move_contents_0_ops_468,10000000
dose1_view,chck_10M,False,,Entity,593,,-5.564963519573212,dose1_view_chck_10M,0,5,move_contents,move_contents_0_ops_504,10000000
dose1_view,chck_10M,False,,Entity,815,,-2.2308076918125153,dose1_view_chck_10M,1,5,move_contents,move_contents_1_ops_161,10000000
dose1_view,chck_10M,True,,Entity,860,,1.8106253445148468,dose1_view_chck_10M,1,5,move_contents,move_contents_1_ops_194,10000000
dose1_view,chck_10M,False,,Entity,930,,-0.1064712405204773,dose1_view_chck_10M,1,5,move_contents,move_contents_1_ops_243,10000000
dose1_view,chck_10M,False,,Entity,958,,-3.286376953125,dose1_view_chck_10M,1,5,move_contents,move_contents_1_ops_265,10000000
dose1_view,chck_10M,True,,Entity,1004,,2.27792751789093,dose1_view_chck_10M,1,5,move_contents,move_contents_1_ops_293,10000000
dose1_view,chck_10M,False,,Entity,1278,,-0.1610250473022461,dose1_view_chck_10M,2,5,move_contents,move_contents_2_ops_46,10000000
dose1_view,chck_10M,False,,Entity,1280,,-1.0957611203193665,dose1_view_chck_10M,2,5,move_contents,move_contents_2_ops_48,10000000
dose1_view,chck_10M,False,,Entity,1359,,-4.028440088033676,dose1_view_chck_10M,2,5,move_contents,move_contents_2_ops_103,10000000
dose1_view,chck_10M,False,,Entity,1447,,-1.5985972881317139,dose1_view_chck_10M,2,5,move_contents,move_contents_2_ops_160,10000000
dose1_view,chck_10M,False,,Entity,1516,,-4.291291519999504,dose1_view_chck_10M,2,5,move_contents,move_contents_2_ops_210,10000000
dose1_view,chck_10M,False,,Entity,1828,,-1.411712110042572,dose1_view_chck_10M,3,5,move_contents,move_contents_3_ops_8,10000000
dose1_view,chck_10M,False,,Entity,1838,,-6.859107136726379,dose1_view_chck_10M,3,5,move_contents,move_contents_3_ops_15,10000000
dose1_view,chck_10M,False,,Entity,1967,,-3.0890024304389954,dose1_view_chck_10M,3,5,move_contents,move_contents_3_ops_96,10000000
dose1_view,chck_10M,False,,Entity,2193,,-1.015440434217453,dose1_view_chck_10M,3,5,move_contents,move_contents_3_ops_247,10000000
dose1_view,chck_10M,True,,Entity,2345,,2.00255486369133,dose1_view_chck_10M,3,5,move_contents,move_contents_3_ops_351,10000000
dose1_view,chck_10M,False,,Entity,2644,,-0.019080549478530884,dose1_view_chck_10M,4,5,move_contents,move_contents_4_ops_143,10000000
dose1_view,chck_10M,False,,Entity,2707,,-1.8120062053203583,dose1_view_chck_10M,4,5,move_contents,move_contents_4_ops_187,10000000
dose1_view,chck_10M,False,,Entity,2737,,-1.9990863800048828,dose1_view_chck_10M,4,5,move_contents,move_contents_4_ops_204,10000000
dose1_view,chck_10M,False,,Entity,2801,,-1.6082197427749634,dose1_view_chck_10M,4,5,move_contents,move_contents_4_ops_249,10000000
dose1_view,chck_10M,False,,Entity,2860,,-0.5248157680034637,dose1_view_chck_10M,4,5,move_contents,move_contents_4_ops_289,10000000
dose1_view,chck_10M,False,,Entity,2990,,-0.3452135920524597,dose1_view_chck_10M,5,5,move_contents,move_contents_5_ops_28,10000000
dose1_view,chck_10M,False,,Entity,2997,,-4.102746427059174,dose1_view_chck_10M,5,5,move_contents,move_contents_5_ops_33,10000000
dose1_view,chck_10M,False,,Entity,3046,,-3.5438848733901978,dose1_view_chck_10M,5,5,move_contents,move_contents_5_ops_71,10000000
dose1_view,chck_10M,False,,Entity,3055,,-2.6280376315116882,dose1_view_chck_10M,5,5,move_contents,move_contents_5_ops_77,10000000
dose1_view,chck_10M,True,,Entity,3099,,2.998886674642563,dose1_view_chck_10M,5,5,move_contents,move_contents_5_ops_108,10000000
dose1_view,chck_10M,False,,Entity,232,,-6.0406991839408875,dose1_view_chck_10M,0,5,regular,regular_0_ops_213,10000000
dose1_view,chck_10M,False,,Entity,291,,-3.0858444273471832,dose1_view_chck_10M,0,5,regular,regular_0_ops_263,10000000
dose1_view,chck_10M,False,,Entity,350,,-4.803096204996109,dose1_view_chck_10M,0,5,regular,regular_0_ops_314,10000000
dose1_view,chck_10M,False,,Entity,363,,-1.2914412319660187,dose1_view_chck_10M,0,5,regular,regular_0_ops_325,10000000
dose1_view,chck_10M,False,,Entity,418,,-1.8603894114494324,dose1_view_chck_10M,0,5,regular,regular_0_ops_373,10000000
