arm,checkpoint,correct,domain,family,index,interaction,margin,model,numops,option_count,split,uid,words
dose1_view,chck_10M,False,,Entity,696,,-3.885172963142395,dose1_view_chck_10M,1,5,regular,regular_1_ops_70,10000000
dose1_view,chck_10M,False,,Entity,712,,-8.52842304110527,dose1_view_chck_10M,1,5,regular,regular_1_ops_81,10000000
dose1_view,chck_10M,False,,Entity,1053,,-0.21389400959014893,dose1_view_chck_10M,1,5,regular,regular_1_ops_306,10000000
dose1_view,chck_10M,False,,Entity,1060,,-0.11959999799728394,dose1_view_chck_10M,1,5,regular,regular_1_ops_311,10000000
dose1_view,chck_10M,False,,Entity,1177,,-6.828022360801697,dose1_view_chck_10M,1,5,regular,regular_1_ops_385,10000000
dose1_view,chck_10M,False,,Entity,1282,,-0.28334665298461914,dose1_view_chck_10M,2,5,regular,regular_2_ops_58,10000000
dose1_view,chck_10M,False,,Entity,1344,,-5.171212375164032,dose1_view_chck_10M,2,5,regular,regular_2_ops_97,10000000
dose1_view,chck_10M,False,,Entity,1394,,-1.484058141708374,dose1_view_chck_10M,2,5,regular,regular_2_ops_132,10000000
dose1_view,chck_10M,False,,Entity,1721,,-5.035134494304657,dose1_view_chck_10M,2,5,regular,regular_2_ops_344,10000000
dose1_view,chck_10M,False,,Entity,1725,,-2.3341560661792755,dose1_view_chck_10M,2,5,regular,regular_2_ops_348,10000000
dose1_view,chck_10M,True,,Entity,1928,,1.0711699724197388,dose1_view_chck_10M,3,5,regular,regular_3_ops_78,10000000
dose1_view,chck_10M,False,,Entity,1936,,-5.764880418777466,dose1_view_chck_10M,3,5,regular,regular_3_ops_85,10000000
dose1_view,chck_10M,False,,Entity,2091,,-1.1901281476020813,dose1_view_chck_10M,3,5,regular,regular_3_ops_197,10000000
dose1_view,chck_10M,False,,Entity,2133,,-2.016947388648987,dose1_view_chck_10M,3,5,regular,regular_3_ops_226,10000000
dose1_view,chck_10M,True,,Entity,2356,,1.1276490688323975,dose1_view_chck_10M,3,5,regular,regular_3_ops_372,10000000
dose1_view,chck_10M,False,,Entity,2455,,-2.4551589488983154,dose1_view_chck_10M,4,5,regular,regular_4_ops_16,10000000
dose1_view,chck_10M,False,,Entity,2615,,-2.6450551450252533,dose1_view_chck_10M,4,5,regular,regular_4_ops_121,10000000
dose1_view,chck_10M,False,,Entity,2631,,-0.6671517193317413,dose1_view_chck_10M,4,5,regular,regular_4_ops_131,10000000
dose1_view,chck_10M,True,,Entity,2646,,0.7392027825117111,dose1_view_chck_10M,4,5,regular,regular_4_ops_143,10000000
dose1_view,chck_10M,False,,Entity,2879,,-1.3001735210418701,dose1_view_chck_10M,4,5,regular,regular_4_ops_300,10000000
dose1_view,chck_10M,True,,Entity,3027,,1.7965661883354187,dose1_view_chck_10M,5,5,regular,regular_5_ops_18,10000000
dose1_view,chck_10M,False,,Entity,3116,,-0.9118123352527618,dose1_view_chck_10M,5,5,regular,regular_5_ops_75,10000000
dose1_view,chck_10M,False,,Entity,3126,,-1.5559274554252625,dose1_view_chck_10M,5,5,regular,regular_5_ops_82,10000000
dose1_view,chck_10M,False,,Entity,3132,,-0.7353042364120483,dose1_view_chck_10M,5,5,regular,regular_5_ops_86,10000000
dose1_view,chck_10M,False,,Entity,3149,,-0.2901233434677124,dose1_view_chck_10M,5,5,regular,regular_5_ops_93,10000000
dose1_view,chck_20M,True,agent-properties,EWoK,89,-0.228921040892601,0.8790660202503204,dose1_view_chck_20M,,,,agent-properties_89,20000000
dose1_view,chck_20M,True,agent-properties,EWoK,421,3.098634958267212,0.5749731063842773,dose1_view_chck_20M,,,,agent-properties_421,20000000
dose1_view,chck_20M,True,agent-properties,EWoK,809,0.3006157726049423,0.17885498702526093,dose1_view_chck_20M,,,,agent-properties_809,20000000
dose1_view,chck_20M,True,agent-properties,EWoK,1406,1.26323901116848,0.49525435268878937,dose1_view_chck_20M,,,,agent-properties_1406,20000000
dose1_view,chck_20M,False,agent-properties,EWoK,1821,-2.110240764915943,-0.8744589984416962,dose1_view_chck_20M,,,,agent-properties_1821,20000000
dose1_view,chck_20M,False,material-dynamics,EWoK,10,-0.4343833923339844,-0.46786069869995117,dose1_view_chck_20M,,,,material-dynamics_10,20000000
dose1_view,chck_20M,True,material-dynamics,EWoK,37,0.5445399284362793,0.6389992237091064,dose1_view_chck_20M,,,,material-dynamics_37,20000000
dose1_view,chck_20M,False,material-dynamics,EWoK,480,0.1294715404510498,-0.6941630840301514,dose1_view_chck_20M,,,,material-dynamics_480,20000000
dose1_view,chck_20M,False,material-dynamics,EWoK,567,-0.49535226821899414,-0.08122444152832031,dose1_view_chck_20M,,,,material-dynamics_567,20000000
dose1_view,chck_20M,True,material-dynamics,EWoK,643,-0.02862071990966797,0.3149094581604004,dose1_view_chck_20M,,,,material-dynamics_643,20000000
dose1_view,chck_20M,True,material-properties,EWoK,0,-0.20345792174339294,0.23284462094306946,dose1_view_chck_20M,,,,material-properties_0,20000000
dose1_view,chck_20M,True,material-properties,EWoK,59,-0.11249557137489319,0.10533973574638367,dose1_view_chck_20M,,,,material-properties_59,20000000
dose1_view,chck_20M,True,material-properties,EWoK,145,1.1425173580646515,1.8503163903951645,dose1_view_chck_20M,,,,material-properties_145,20000000
dose1_view,chck_20M,True,material-properties,EWoK,149,0.10208745300769806,0.4242296367883682,dose1_view_chck_20M,,,,material-properties_149,20000000
dose1_view,chck_20M,True,material-properties,EWoK,156,-0.08149346709251404,0.011394470930099487,dose1_view_chck_20M,,,,material-properties_156,20000000
dose1_view,chck_20M,False,physical-dynamics,EWoK,4,-1.4551002085208893,-1.6160470247268677,dose1_view_chck_20M,,,,physical-dynamics_4,20000000
dose1_view,chck_20M,False,physical-dynamics,EWoK,16,-0.046911776065826416,-0.17835307121276855,dose1_view_chck_20M,,,,physical-dynamics_16,20000000
dose1_view,chck_20M,True,physical-dynamics,EWoK,66,1.1673619747161865,1.0342469215393066,dose1_view_chck_20M,,,,physical-dynamics_66,20000000
dose1_view,chck_20M,True,physical-dynamics,EWoK,88,1.0038109421730042,0.1840232014656067,dose1_view_chck_20M,,,,physical-dynamics_88,20000000
dose1_view,chck_20M,True,physical-dynamics,EWoK,103,0.9014817476272583,0.2880787253379822,dose1_view_chck_20M,,,,physical-dynamics_103,20000000
dose1_view,chck_20M,False,physical-interactions,EWoK,25,-0.3525800108909607,-0.7193710803985596,dose1_view_chck_20M,,,,physical-interactions_25,20000000
dose1_view,chck_20M,False,physical-interactions,EWoK,330,-0.11352583765983582,-0.7811306715011597,dose1_view_chck_20M,,,,physical-interactions_330,20000000
dose1_view,chck_20M,False,physical-interactions,EWoK,345,0.1252032071352005,-0.23977050185203552,dose1_view_chck_20M,,,,physical-interactions_345,20000000
dose1_view,chck_20M,True,physical-interactions,EWoK,414,0.5055816173553467,1.5370958298444748,dose1_view_chck_20M,,,,physical-interactions_414,20000000
dose1_view,chck_20M,False,physical-interactions,EWoK,479,-0.38781996071338654,-0.005649775266647339,dose1_view_chck_20M,,,,physical-interactions_479,20000000
dose1_view,chck_20M,True,physical-relations,EWoK,64,0.12805670499801636,3.6649080514907837,dose1_view_chck_20M,,,,physical-relations_64,20000000
dose1_view,chck_20M,False,physical-relations,EWoK,558,0.8529697954654694,-2.2046634554862976,dose1_view_chck_20M,,,,physical-relations_558,20000000
dose1_view,chck_20M,False,physical-relations,EWoK,644,-0.1597740203142166,-0.19568444788455963,dose1_view_chck_20M,,,,physical-relations_644,20000000
dose1_view,chck_20M,True,physical-relations,EWoK,675,-0.21812234818935394,0.23361462354660034,dose1_view_chck_20M,,,,physical-relations_675,20000000
dose1_view,chck_20M,False,physical-relations,EWoK,799,-6.652920812368393,-3.3878867775201797,dose1_view_chck_20M,,,,physical-relations_799,20000000
dose1_view,chck_20M,False,quantitative-properties,EWoK,57,1.1281392574310303,-0.722780704498291,dose1_view_chck_20M,,,,quantitative-properties_57,20000000
dose1_view,chck_20M,True,quantitative-properties,EWoK,173,-0.3745788335800171,0.03382551670074463,dose1_view_chck_20M,,,,quantitative-properties_173,20000000
dose1_view,chck_20M,True,quantitative-properties,EWoK,234,-0.0903404951095581,0.02827984094619751,dose1_view_chck_20M,,,,quantitative-properties_234,20000000
dose1_view,chck_20M,True,quantitative-properties,EWoK,252,-0.0882418155670166,0.04661393165588379,dose1_view_chck_20M,,,,quantitative-properties_252,20000000
dose1_view,chck_20M,False,quantitative-properties,EWoK,311,-0.10098826140165329,-0.3626856803894043,dose1_view_chck_20M,,,,quantitative-properties_311,20000000
dose1_view,chck_20M,True,social-interactions,EWoK,118,0.41060733795166016,0.1364278793334961,dose1_view_chck_20M,,,,social-interactions_118,20000000
dose1_view,chck_20M,True,social-interactions,EWoK,161,-0.05290400981903076,0.08151155710220337,dose1_view_chck_20M,,,,social-interactions_161,20000000
dose1_view,chck_20M,False,social-interactions,EWoK,243,-0.2806425094604492,-0.19997024536132812,dose1_view_chck_20M,,,,social-interactions_243,20000000
dose1_view,chck_20M,True,social-interactions,EWoK,265,-0.29781073331832886,0.3359866738319397,dose1_view_chck_20M,,,,social-interactions_265,20000000
dose1_view,chck_20M,True,social-interactions,EWoK,293,0.5359316170215607,0.3963458836078644,dose1_view_chck_20M,,,,social-interactions_293,20000000
dose1_view,chck_20M,False,social-properties,EWoK,46,1.2485260963439941,-0.8181238174438477,dose1_view_chck_20M,,,,social-properties_46,20000000
dose1_view,chck_20M,True,social-properties,EWoK,48,0.13394585251808167,0.5902668237686157,dose1_view_chck_20M,,,,social-properties_48,20000000
dose1_view,chck_20M,True,social-properties,EWoK,103,0.27431511878967285,0.18758726119995117,dose1_view_chck_20M,,,,social-properties_103,20000000
dose1_view,chck_20M,False,social-properties,EWoK,194,-0.4011216163635254,-0.0453227162361145,dose1_view_chck_20M,,,,social-properties_194,20000000
dose1_view,chck_20M,False,social-properties,EWoK,210,-0.6733899414539337,-0.24705928564071655,dose1_view_chck_20M,,,,social-properties_210,20000000
dose1_view,chck_20M,False,social-relations,EWoK,34,0.23469889163970947,-0.487356960773468,dose1_view_chck_20M,,,,social-relations_34,20000000
dose1_view,chck_20M,False,social-relations,EWoK,62,0.3919036388397217,-0.30237460136413574,dose1_view_chck_20M,,,,social-relations_62,20000000
dose1_view,chck_20M,False,social-relations,EWoK,386,-0.6348675489425659,-0.3045992851257324,dose1_view_chck_20M,,,,social-relations_386,20000000
dose1_view,chck_20M,False,social-relations,EWoK,640,-0.1519935131072998,-0.5456786155700684,dose1_view_chck_20M,,,,social-relations_640,20000000
dose1_view,chck_20M,False,social-relations,EWoK,1407,-0.2999389171600342,-0.17098140716552734,dose1_view_chck_20M,,,,social-relations_1407,20000000
